group,tag_count,latest_mean
Action,4,0.7046180963516235
Command,8,2.6303835157305
Loss,4,12.923004477096583
Observation,17,3.0302739877472904
Perf,3,1638.4167190392811
Policy,1,0.33656004071235657
Reward,5,1.1645520210266114
Termination,3,0.4756944576899211
Tracking,3,3.099035322666168
Train,4,1105.6609802246094
episode,11,509.35607103867966
episode_per_step,4,1.0823188722133636
