group,tag,count,first_step,last_step,first_value,last_value,delta,min_value,max_value,mean_value,csv_path
Termination,Termination/00_time_out_rate,35,0,34,0.96875,1.0,0.03125,0.96875,1.0,0.9991071428571429,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/Termination__00_time_out_rate.csv
episode,episode/composite_gate,35,0,34,11.07103157043457,384.351318359375,373.28028678894043,11.07103157043457,417.573974609375,251.5915549686977,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__composite_gate.csv
episode,episode/gated_progress,35,0,34,3.464902877807617,22.055301666259766,18.59039878845215,-27.528823852539062,98.59630584716797,25.293124245745794,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__gated_progress.csv
episode,episode/goal_direction_offset_deg,35,0,34,-13.085021018981934,-21.262489318847656,-8.177468299865723,-21.262489318847656,18.38544464111328,-1.531053281894752,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__goal_direction_offset_deg.csv
episode,episode/goal_heading_offset_deg,35,0,34,2.831759214401245,9.107330322265625,6.27557110786438,-9.85245132446289,9.107330322265625,-1.1636894647564207,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__goal_heading_offset_deg.csv
episode,episode/goal_target_x_world,35,0,34,3.385040283203125,8.474676132202148,5.089635848999023,-0.7233457565307617,16.204612731933594,6.532991671562195,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__goal_target_x_world.csv
episode,episode/goal_target_y_world,35,0,34,-1.636957049369812,4.243466377258301,5.880423426628113,-10.437410354614258,13.966421127319336,2.178345551661083,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__goal_target_y_world.csv
episode,episode/goal_target_yaw_world,35,0,34,-0.1789531707763672,-0.212147518992424,-0.033194348216056824,-0.41654250025749207,0.3390335738658905,-0.04703213218599558,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__goal_target_yaw_world.csv
episode,episode/heading_gate,35,0,34,32.75518035888672,1130.1903076171875,1097.4351272583008,32.75518035888672,1197.5501708984375,700.3281873430525,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__heading_gate.csv
episode,episode/lateral_slip_gate,35,0,34,0.1338881254196167,15.078974723815918,14.945086598396301,0.1338881254196167,59.40300750732422,40.31125182764871,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__lateral_slip_gate.csv
episode,episode/longitudinal_slip_gate,35,0,34,0.32402944564819336,7.783536434173584,7.459506988525391,0.32402944564819336,20.741619110107422,14.135096900803703,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__longitudinal_slip_gate.csv
episode,episode/progress,35,0,34,10.706130981445312,-24.68300437927246,-35.38913536071777,-277.7824401855469,259.85272216796875,-47.031161771501814,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__progress.csv
episode,episode/return,35,0,34,3.464902877807617,22.055301666259766,18.59039878845215,-27.528823852539062,175.4293670654297,36.328849158116746,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-41-26_capture_holdgoal_goal6_bonus10_v1/tensorboard_export/scalars/episode__return.csv
