group,tag_count,latest_mean
Action,4,0.36568528413772583
Command,8,-4.374782711267471
Loss,4,0.8678436779555341
Observation,35,0.3576310052669474
Perf,3,528.9599030017853
Policy,1,0.3464983403682709
Reward,9,0.22469245249198544
Termination,1,1.0
Tracking,3,1.697359592653811
Train,4,718.5909004211426
episode,15,199.71944326031954
episode_per_step,8,0.2582844151183963
