group,tag,count,first_step,last_step,first_value,last_value,delta,min_value,max_value,mean_value,csv_path
episode,episode/action_rate,600,0,599,-0.848258376121521,-27.899982452392578,-27.051724076271057,-42.55472946166992,-0.848258376121521,-23.32848713974158,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__action_rate.csv
episode,episode/ball_joint_limit_soft,600,0,599,0.0,-0.499936044216156,-0.499936044216156,-4.134237289428711,0.0,-0.9819842401182601,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__ball_joint_limit_soft.csv
episode,episode/command_ang_vel_yaw,600,0,599,-0.13922588527202606,0.23503641784191132,0.3742623031139374,-0.9800839424133301,0.9925216436386108,0.04979031078905488,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__command_ang_vel_yaw.csv
episode,episode/command_lin_x,600,0,599,0.3068313002586365,-0.3457074761390686,-0.6525387763977051,-0.8703835010528564,0.8484041094779968,0.011806018215769048,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__command_lin_x.csv
episode,episode/orientation,600,0,599,-0.34857651591300964,-12.472234725952148,-12.123658210039139,-64.13762664794922,-0.34857651591300964,-20.91907401368022,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__orientation.csv
episode,episode/return,600,0,599,37.30823516845703,2729.093505859375,2691.785270690918,37.30823516845703,3010.587890625,2151.74922513326,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__return.csv
episode,episode/return_per_step,600,0,599,0.038903266191482544,3.022066831588745,2.9831635653972626,0.038903266191482544,3.152951717376709,2.599589192767938,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__return_per_step.csv
episode,episode/root_height_mean,600,0,599,0.003983407747000456,0.14700007438659668,0.14301666663959622,0.003983407747000456,0.1920081228017807,0.14823620349091168,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__root_height_mean.csv
episode,episode/root_height_min,600,0,599,0.2007262408733368,0.14421777427196503,-0.056508466601371765,0.14408375322818756,0.2007262408733368,0.14447925373911857,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__root_height_min.csv
episode,episode/termination,600,0,599,0.0,-0.2916666865348816,-0.2916666865348816,-2.0,0.0,-0.5126041802018881,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__termination.csv
episode,episode/tracking_ang_vel,600,0,599,7.289003372192383,1109.0438232421875,1101.7548198699951,7.289003372192383,1260.060791015625,741.1821220143636,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__tracking_ang_vel.csv
episode,episode/tracking_lin_vel,600,0,599,31.216060638427734,1661.213623046875,1629.9975624084473,31.216060638427734,1859.79736328125,1456.3092396354675,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode__tracking_lin_vel.csv
episode_per_step,episode_per_step/action_rate,600,0,599,-0.0008845239644870162,-0.029985319823026657,-0.02910079585853964,-0.04635634273290634,-0.0008845239644870162,-0.02863627890396553,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_per_step__action_rate.csv
episode_per_step,episode_per_step/ball_joint_limit_soft,600,0,599,0.0,-0.000565255293622613,-0.000565255293622613,-0.008221231400966644,0.0,-0.001457139452333595,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_per_step__ball_joint_limit_soft.csv
episode_per_step,episode_per_step/orientation,600,0,599,-0.00036347913555800915,-0.014758283272385597,-0.014394804136827588,-0.08391418308019638,-0.00036347913555800915,-0.025842119780524322,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_per_step__orientation.csv
episode_per_step,episode_per_step/termination,600,0,599,0.0,-0.000504613621160388,-0.000504613621160388,-0.0833333358168602,0.0,-0.003928255852333678,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_per_step__termination.csv
episode_per_step,episode_per_step/tracking_ang_vel,600,0,599,0.007600629702210426,1.2291063070297241,1.2215056773275137,0.007600629702210426,1.3223106861114502,0.8963334337901324,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_per_step__tracking_ang_vel.csv
episode_per_step,episode_per_step/tracking_lin_vel,600,0,599,0.032550640404224396,1.8387739658355713,1.806223325431347,0.032550640404224396,1.9484584331512451,1.7631195379917821,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_per_step__tracking_lin_vel.csv
episode_reset,episode_reset/bad_orientation_rate,600,0,599,0.0,0.0,0.0,0.0,0.0,0.0,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_reset__bad_orientation_rate.csv
episode_reset,episode_reset/ball_joint_limit_rate,600,0,599,0.0,0.1458333432674408,0.1458333432674408,0.0,1.0,0.25630209010094407,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_reset__ball_joint_limit_rate.csv
episode_reset,episode_reset/root_too_low_rate,600,0,599,0.0,0.0,0.0,0.0,0.0,0.0,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_reset__root_too_low_rate.csv
episode_reset,episode_reset/terminated_rate,600,0,599,0.0,0.1458333432674408,0.1458333432674408,0.0,1.0,0.25630209010094407,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_reset__terminated_rate.csv
episode_reset,episode_reset/time_out_rate,600,0,599,0.9166666865348816,0.8541666865348816,-0.0625,0.0,1.0,0.7435590385086834,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/episode_reset__time_out_rate.csv
Action,Action/motor_strength_mean,600,0,599,1.0,1.0,0.0,1.0,1.0,1.0,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-14_13-57-08_soft_limit_v1_orient25/tensorboard_export/scalars/Action__motor_strength_mean.csv
