group,tag_count,latest_mean
Action,5,0.8949362277984619
Command,2,-0.011376382783055305
Loss,4,61.522537168911185
Observation,11,0.9137662103907629
Perf,3,2375.4770193894706
Policy,1,0.7241458296775818
Reward,6,1.0131702018455446
Termination,5,0.0003255208372138441
Tracking,2,0.2702805921435356
Train,4,1690.9804077148438
episode,12,455.1158121551077
episode_per_step,6,0.5036778001425167
episode_reset,5,0.22916667461395263
