group,tag_count,latest_mean
Action,5,0.9063858032226563
Command,2,0.031080075539648533
Loss,4,61.30291050158394
Observation,11,1.0422914443029598
Perf,3,2342.1457419395447
Policy,1,0.6450870037078857
Reward,6,1.1019353272567969
Termination,5,0.00019531250582076608
Tracking,2,0.17537921667099
Train,4,1594.9026184082031
episode,12,497.9262563367374
episode_per_step,6,0.5548186330997851
episode_reset,5,0.27083334922790525
