wall_time,step,value
1776422657.3140833,0,0.20450399816036224
1776422661.4224374,1,0.21770744025707245
1776422665.6098824,2,0.23694273829460144
1776422669.78827,3,0.22328422963619232
1776422673.9868858,4,0.24735109508037567
1776422678.1489928,5,0.23169052600860596
1776422682.28623,6,0.2804238200187683
1776422686.4352036,7,0.2840154767036438
1776422690.544095,8,0.311113178730011
1776422694.6447198,9,0.28396347165107727
1776422698.7706294,10,0.30724021792411804
1776422702.9111028,11,0.3025377690792084
1776422707.0526648,12,0.24528202414512634
1776422711.1745703,13,0.23860597610473633
1776422715.3242984,14,0.2271260917186737
1776422719.446982,15,0.21399275958538055
1776422723.5935674,16,0.23155157268047333
1776422727.7242665,17,0.30905893445014954
1776422731.8682308,18,0.3201315104961395
1776422735.9942684,19,0.37085217237472534
1776422740.1506765,20,0.36914587020874023
1776422744.3137538,21,0.38933539390563965
1776422748.4438615,22,0.3811565041542053
1776422752.5727565,23,0.3550475537776947
1776422756.6754565,24,0.3762856423854828
1776422760.8193016,25,0.431872695684433
1776422764.977758,26,0.49034273624420166
1776422769.148895,27,0.5464382171630859
1776422773.3003747,28,0.6146866083145142
1776422777.4932854,29,0.6656736731529236
1776422781.6145825,30,0.6466658115386963
1776422785.7455409,31,0.688590407371521
1776422789.9078205,32,0.6859439611434937
1776422794.080011,33,0.745871901512146
1776422798.2076848,34,0.7389687299728394
1776422802.3392084,35,0.6744860410690308
1776422806.4995012,36,0.6305580139160156
1776422810.6774724,37,0.551459789276123
1776422814.7774308,38,0.46973416209220886
