sample_index,time_s,q_raw,q_ref,q_cmd,qdot_cmd,q_model,qdot_model,q_cmd_minus_model,q_raw_minus_model,qdot_cmd_minus_model,tau_model
0,0.0,-0.1778383255004882,-0.04313199544135939,-0.017777777777777778,-0.5333333333333333,-0.015202594607723451,0.4275115883729883,-0.0025751831700543265,-0.16263573089276476,-0.9608449217063216,2.066818614280562
1,0.03333333333333333,0.0862903296947479,-0.011742568431907546,-0.017777777777777778,0.0,-0.016925839715154222,0.20350446837884173,-0.0008519380626235556,0.10321616940990212,-0.20350446837884173,1.663420601584633
2,0.06666666666666667,0.0716520473361015,0.008483533995770846,0.0,0.5333333333333333,-0.002237655809948773,-0.3392411225906453,0.002237655809948773,0.07388970314605028,0.8725744559239786,-1.3165818485932363
3,0.1,0.1374940574169159,0.039773084729158414,0.035555555555555556,1.0666666666666667,0.033558891833386034,0.43288949228675266,0.0019966637221695213,0.10393516558352986,0.633777174379914,8.402328033191278
4,0.13333333333333333,0.1732757687568664,0.07215214105847892,0.07215214105847892,1.097897565087701,0.07021093299608204,0.4744935105532394,0.0019412080623968792,0.10306483576078436,0.6234040545344616,8.891261267282452
5,0.16666666666666666,0.1532170921564102,0.09181321856452188,0.09181321856452188,0.5898323251812887,0.0890377844336467,-0.35734513778465393,0.002775434130875179,0.06417930772276349,0.9471774629659426,-0.9733425964155797
6,0.2,0.1170045211911201,0.09792298791257704,0.09792298791257704,0.18329308044165504,0.09621254423486426,-0.3313591175302487,0.0017104436777127807,0.020791976956255842,0.5146521979719038,-2.170001576954614
7,0.23333333333333334,0.1738024950027465,0.11632641442199276,0.11632641442199276,0.5521027952824715,0.11337191273324189,-0.4734663409655675,0.002954501688750874,0.06043058226950461,1.025569136248039,-2.249226966880083
8,0.26666666666666666,0.114235870540142,0.11581938463002758,0.1169520631536307,0.0187694619491382,0.11589927418340173,-0.24278335327097622,0.0010527889702289656,-0.001663403643259731,0.2615528152201144,-1.926365235245731
9,0.3,0.1018489971756935,0.11243107850254604,0.11243107850254604,-0.13562953953253992,0.11267666300146441,0.0025729553781979053,-0.000245584498918372,-0.01082766582577091,-0.13820249491073783,-0.37348895071804267
10,0.3333333333333333,0.1307291388511657,0.11686899621978306,0.11686899621978306,0.13313753151711055,0.11627312583825886,-0.10020286460424122,0.0005958703815241995,0.014456013012906832,0.23334039612135177,-0.48034402760852024
11,0.36666666666666664,0.1328376084566116,0.1207419415383209,0.1207419415383209,0.11618835955613513,0.11998265086839713,-0.14065587593410445,0.000759290669923765,0.012854957588214477,0.2568442354902396,-0.8392876812625976
12,0.4,0.1013219505548477,0.11603191651861215,0.11603191651861215,-0.14130075059126226,0.11644988814676553,0.04833317505305304,-0.0004179716281533796,-0.015127937591917828,-0.1896339256443153,0.010081969178941372
13,0.43333333333333335,0.1284535080194473,0.11904458561837254,0.11904458561837254,0.0903800729928117,0.11872757607962468,-0.04652183680368857,0.00031700953874785887,0.009725931939822616,0.13690190979650027,-0.1480809969808719
14,0.4666666666666667,0.1080175787210464,0.11637015191636378,0.11637015191636378,-0.08023301106026282,0.11665815661462452,0.04132204314256546,-0.0002880046982607354,-0.00864057789357811,-0.12155505420282828,0.12582172624904456
15,0.5,0.0518446937203407,0.10072047819766441,0.10072047819766441,-0.46949021156098103,0.10307685411969893,0.3969055141128932,-0.002356375922034512,-0.051232160399358226,-0.8663957256738742,1.9845380037527405
16,0.5333333333333333,0.1300069242715835,0.10782346263591154,0.10284858225674283,0.0638431217723523,0.1033249986714025,0.1369672229737503,-0.000476416414659675,0.026681925600180997,-0.073124101201398,1.2930927733531998
17,0.5666666666666667,0.1422003358602523,0.11616105316949078,0.11616105316949078,0.3993741273824386,0.11444221851748834,-0.2629531669055575,0.0017188346520024406,0.027758117342763955,0.6623272942879961,-1.0535327441020192
18,0.6,0.0431277826428413,0.09844793827956023,0.11169574630446095,-0.13395920595089472,0.11179401795002929,-0.020894987942000613,-9.82716455683319e-05,-0.06866623530718799,-0.1130642180088941,-0.5190073823523794
19,0.6333333333333333,0.0270599108189344,0.0811338522054035,0.08945266166165336,-0.667292539284228,0.09220972379076155,0.3555383272432935,-0.002757062129108187,-0.06514981297182715,-1.0228308665275216,0.8633289805400084
20,0.6666666666666666,-0.0877032652497291,0.040184963601596624,0.049431799241067984,-1.2006258726175614,0.051175353132176304,-0.687613203771815,-0.001743553891108321,-0.1388786183819054,-0.5130126688457464,-11.395858303713764
21,0.7,-0.136779174208641,-0.0027350108405508958,-0.0027350108405508958,-1.5650043024485665,0.002197818747913088,-0.5733494737859335,-0.004932829588463984,-0.13897699295655408,-0.991654828662633,-13.388832278013622
22,0.7333333333333333,-0.0232875179499387,-0.007719710513446701,-0.037124043144391994,-1.031670969115233,-0.03508904030745062,-0.5053657201079778,-0.0020350028369413714,0.011801522357511921,-0.5263052490072553,-9.25407356018296
23,0.7666666666666666,-0.2006791830062866,-0.05451911139908671,-0.05451911139908671,-0.5218520476408415,-0.052082551451717495,0.2945934543838198,-0.0024365599473692157,-0.1485966315545691,-0.8164455020246613,0.6208931420565045
24,0.8,-0.3798363208770752,-0.1334198790300878,-0.0896919574315592,-1.0551853809741747,-0.08767598941069063,-0.4230119434485181,-0.0020159680208685637,-0.29216033146638454,-0.6321734375256566,-8.286246411761415
25,0.8333333333333334,-0.2708660066127777,-0.16675535793568969,-0.14264258124180945,-1.588518714307508,-0.13730918295012515,-0.5472075045741139,-0.005333398291684305,-0.13355682366265256,-1.041311209733394,-13.468321587786495
26,0.8666666666666667,-0.3551959693431854,-0.2124587774282038,-0.2093092479084761,-2.0,-0.1998394281613661,-1.5036294253489153,-0.009469819747110003,-0.15535654118181932,-0.4963705746510847,-29.150086069815032
27,0.9,-0.1470971852540969,-0.19660631206248694,-0.258198136797365,-1.4666666666666668,-0.25139937589295,-0.4703853502998394,-0.006798760904414947,0.10430219063885313,-0.9962813163668274,-13.701913019596756
28,0.9333333333333333,-0.3648898601531982,-0.2374209407915705,-0.28930924790847606,-0.9333333333333335,-0.28711049604091277,-0.428735016539729,-0.0021987518675632978,-0.07777936411228542,-0.5045983167936045,-8.353504353470377
29,0.9666666666666667,-0.1679327934980392,-0.22056764190980122,-0.3026425812418094,-0.40000000000000013,-0.300695850240429,0.22654437478603284,-0.0019467310013804306,0.1327630567423898,-0.626544374786033,0.4137196938894497
30,1.0,0.0103955091908574,-0.16455102371257094,-0.298198136797365,0.1333333333333332,-0.29828459366370647,0.014353744331827512,8.645686634145555e-05,0.3086801028545639,0.11897958900150568,0.42950817711887723
31,1.0333333333333332,-0.1793107837438583,-0.16813078021665082,-0.2759759145751428,0.6666666666666665,-0.2787342514016618,-0.3571894623136185,0.0027583368265189923,0.0994234676578035,1.023856128980285,-0.882733231463183
32,1.0666666666666667,-0.0813670828938484,-0.14708755802666046,-0.23597591457514283,1.1999999999999997,-0.23772061469630879,0.6866048784607657,0.001744700121165954,0.15635353180246037,0.5133951215392341,11.384008396519956
33,1.1,-0.3052718341350555,-0.18545276112222886,-0.18545276112222886,1.5156946035874193,-0.18977422947654654,0.6144627099827692,0.004321468354317681,-0.11549760465850895,0.9012318936046501,13.26382016659476
34,1.1333333333333333,-0.3663838803768158,-0.22933486689963326,-0.15270738544709267,0.9823612702540859,-0.15483968050345565,0.3909691181274105,0.002132295056362976,-0.21154419987336015,0.5913921521266754,7.909676963269274
35,1.1666666666666667,-0.0052393074147403,-0.17498387915315478,-0.13773978754973426,0.4490279369207526,-0.13994503892308946,-0.27705931260339334,0.0022052513733551993,0.13470573150834916,0.7260872495241459,-0.7179684011258205
36,1.2,-0.3456526398658752,-0.21637700511926328,-0.1405499674301536,-0.08430539641258072,-0.14079258121971655,-0.07664709147421853,0.00024261378956294544,-0.20486005864615864,-0.007658304938362198,-0.8109658359279395
37,1.2333333333333334,-0.0322795026004314,-0.17172694098341923,-0.16113792508835073,-0.617638729745914,-0.15828558825214814,0.45724096537704284,-0.0028523368362025903,0.12600608565171673,-1.074879695122957,2.0585452565215476
38,1.2666666666666666,0.0807692185044288,-0.11048781736177493,-0.16394810496877008,-0.08430539641258072,-0.1626120170596715,0.28749041930049957,-0.0013360879090985878,0.2433812355641003,-0.3717958157130803,2.116711165121784
39,1.3,-0.1604568809270858,-0.12260705777771143,-0.14898050707141167,0.4490279369207526,-0.15064768793397146,-0.23218461278059666,0.0016671808625597917,-0.009809192993114335,0.6812125497013493,-0.6655097677685644
40,1.3333333333333333,0.026163637638092,-0.08652497626674553,-0.11623513139627548,0.9823612702540859,-0.11839347709606936,0.2606199872304021,0.0021583456997938816,0.14455711473416136,0.7217412830236838,6.377805168525209
41,1.3666666666666667,0.0187454298138618,-0.06099323184438623,-0.0657119779433615,1.5156946035874193,-0.0701986672022844,0.6045577004537555,0.004486689258922899,0.0889440970161462,0.9111369031336638,13.293938110823676
42,1.4,0.0549612045288085,-0.032870237506811326,-0.032870237506811326,0.9852522130965053,-0.03499555870202522,0.4040295975127963,0.002125321195213893,0.08995676323083371,0.581222615583709,8.063164599578235
43,1.4333333333333333,0.0535343848168849,-0.011914103525625056,-0.011914103525625056,0.628684019435588,-0.014722750889348985,-0.3220548069537168,0.0028086473637239286,0.06825713570623389,0.9507388263893048,-0.46982838742235433
44,1.4666666666666666,0.0628962442278862,0.006230014561351086,0.006230014561351086,0.5443235426092843,0.0032718887407550104,-0.43284576975684486,0.0029581258205960757,0.059624355487131186,0.9771693123661291,-1.7718512690689447
45,1.5,0.1247468441724777,0.03497447861388428,0.03497447861388428,0.8623339215759959,0.03260658431262589,0.11863928988047168,0.0023678943012583886,0.0921402598598518,0.7436946316955242,4.709238418814386
46,1.5333333333333332,0.1303680539131164,0.05811074715083786,0.05811074715083786,0.6940880561086075,0.055425569575189626,-0.19823012478203295,0.0026851775756482343,0.07494248433792677,0.8923181808906404,0.9853676450070734
47,1.5666666666666667,0.1779558509588241,0.08717736401516003,0.08717736401516003,0.8719985059296652,0.08482468386174935,0.12177207501789766,0.002352680153410683,0.09313116709707475,0.7502264309117676,4.74605512144977
48,1.6,0.1385012418031692,0.09962519412464463,0.09962519412464463,0.3734349032845379,0.09750336202486483,-0.3123736848295071,0.0021218320997797996,0.040997879778304366,0.685808588114045,-1.3166120181287244
49,1.6333333333333333,0.0663553029298782,0.09155608533547506,0.09429524645635144,-0.15989843004879545,0.09440112540664902,-0.026050342232748214,-0.00010587895029758043,-0.02804582247677083,-0.13384808781604723,-0.6224898770134601
50,1.6666666666666667,0.1675899177789688,0.10999694112464438,0.10674307656583604,0.3734349032845379,0.10493584807339801,-0.3056941869293316,0.0018072284924380289,0.0626540697055708,0.6791290902138695,-1.5192980209821834
51,1.7,0.123136006295681,0.11318362260888563,0.11318362260888563,0.1932163812914879,0.11164771630193807,-0.29960996753713687,0.0015359063069475681,0.011488289993742934,0.49282634882862475,-1.9344050237980606
52,1.7333333333333334,0.1216041296720504,0.11522588920828274,0.11522588920828274,0.06126799798191307,0.11438190306598789,-0.18554718025363826,0.0008439861422948475,0.007222226606062518,0.24681517823555132,-1.3732933216683882
53,1.7666666666666666,0.1870926469564438,0.13265608407125928,0.13265608407125928,0.5229058458892965,0.1298112779110101,-0.5011810587679522,0.0028448061602491803,0.05728136904543368,1.0240869046572487,-2.717921521790732
54,1.8,0.0804089084267616,0.1199843220346999,0.13230850115645806,-0.010427487444036876,0.13139178004710278,-0.22620802452916244,0.0009167211093552841,-0.05098287162034118,0.21578053708512557,-1.8902865379858833
