J_axis,B_axis,tau_load,calibration_score,calibration_error_mean,calibration_rmse,calibration_relative_error_mean,calibration_sat_ratio,calibration_qdot_limit_rate,calibration_max_norm
0.11,16.0,-2.0,0.08007237102799634,0.05981032945248524,0.07956437666671057,0.553983247424954,0.0010016137109787992,0.009158273514736706,1.0
0.13999999999999999,20.0,-2.0,0.08036618888665999,0.06024011213257053,0.08010326528752805,0.5594000519876899,0.0010294363140615436,0.004229035668577152,1.0
0.13,20.0,-2.0,0.08038261259673904,0.060287205346342035,0.08012038456268418,0.5606507568583783,0.0010433476156029159,0.004201213065494408,1.0
0.13999999999999999,19.0,-2.0,0.08040202568713843,0.06023114658924174,0.08010386012410169,0.5583213209677983,0.0010387105150891252,0.0049246007456457625,1.0
0.13,19.0,-2.0,0.08040525306537726,0.06024102553199123,0.08010801492244327,0.5588948401856378,0.0010387105150891252,0.0049060523435906,1.0
0.12000000000000001,18.0,-2.0,0.08040903657247014,0.06025045733167455,0.08007354235029739,0.5589542948310133,0.0010340734145753343,0.005675811028879862,1.0
0.13,18.0,-2.0,0.08046549879547245,0.0602371100538966,0.0801295408632483,0.5576343173913266,0.0010201621130339622,0.005698996531448816,1.0
0.13999999999999999,18.0,-2.0,0.0804679989744612,0.06024247987241544,0.08013180918721137,0.5573960831504619,0.0010201621130339622,0.005703633631962607,1.0
0.12000000000000001,17.0,-2.0,0.08056013800546964,0.06026911813764579,0.08017525866282502,0.5573943612438734,0.001024799213547753,0.006672787639344871,1.0
0.13,17.0,-2.0,0.08056872463449206,0.06026452333215877,0.08018523642200157,0.5566750418390904,0.001024799213547753,0.006644965036262126,1.0
0.13999999999999999,17.0,-2.0,0.08057150671556744,0.06027265331811944,0.08018709108297419,0.5565910956279064,0.001024799213547753,0.006663513438317289,1.0
0.12000000000000001,16.0,-2.0,0.08070314434534279,0.06030656904656092,0.08026215608648128,0.5562231110607192,0.001024799213547753,0.007794965963682229,1.0
0.13,16.0,-2.0,0.08071385363205497,0.06031623782517725,0.0802719379530907,0.5559090156831173,0.0010201621130339622,0.007818151466251182,1.0
0.13999999999999999,16.0,-2.0,0.0807149972836768,0.06032270956742606,0.08027169047455841,0.5558992142731476,0.0010201621130339622,0.007845974069333928,1.0
0.11,16.0,0.0,0.08071669599847493,0.06042522275212929,0.08021357059272864,0.5617493396032177,0.0009042346001891938,0.009158273514736706,1.0
0.13999999999999999,20.0,0.0,0.08080170638711584,0.0607489108854727,0.080543188033472,0.5664867767680215,0.0009366943037857288,0.004233672769090943,1.0
0.13999999999999999,19.0,0.0,0.08082909690579974,0.060716318245998886,0.0805353365882511,0.5652300784738089,0.0009459685048133103,0.004929237846159553,1.0
0.13,20.0,0.0,0.08082950573265736,0.0608031948612674,0.08057214665414197,0.5677976265662069,0.0009413314042995196,0.004205850166008198,1.0
0.13,19.0,0.0,0.08083475995960378,0.060728565160713614,0.08054215891718358,0.5658175598652074,0.0009413314042995196,0.004910689444104391,1.0
0.11,15.0,-2.0,0.08084541972324572,0.060368237859006725,0.08034206246247373,0.5562670064405978,0.001024799213547753,0.009042346001891938,1.0
0.12000000000000001,18.0,0.0,0.08086217931591741,0.06073044816559215,0.08053178590430982,0.5658119345705637,0.0009320572032719382,0.005675811028879862,1.0
0.13,18.0,0.0,0.08088467965704321,0.06069972503459393,0.08055359068035856,0.56435655722539,0.000918145901730566,0.005703633631962607,1.0
0.13999999999999999,18.0,0.0,0.080885696774749,0.06070317476450403,0.08055437594303864,0.5641138237965476,0.000918145901730566,0.005708270732476398,1.0
0.12000000000000001,15.0,-2.0,0.08088718236864562,0.060382222990063135,0.08038498438300208,0.5554318486009966,0.0010201621130339622,0.009023797599836774,1.0
0.13999999999999999,15.0,-2.0,0.08089324299746369,0.06039645462970986,0.08038895831658895,0.5553316183957427,0.0010201621130339622,0.009065531504460891,1.0
0.13,15.0,-2.0,0.08089371909936427,0.06039311848266211,0.08039152111372073,0.5553054747723489,0.0010201621130339622,0.009023797599836774,1.0
0.12000000000000001,17.0,0.0,0.08097208342043981,0.060706723222243485,0.08059300045343741,0.5639005795858584,0.0009135088012167752,0.00666815053883108,1.0
0.13,17.0,0.0,0.08097643446543279,0.060700824903756244,0.08059920633863592,0.5631831740936025,0.0009042346001891938,0.006640327935748335,1.0
0.13999999999999999,17.0,0.0,0.08097836725057965,0.06070710516089266,0.08060021170368002,0.5630919719083322,0.0009042346001891938,0.006658876337803499,1.0
0.11,14.0,-2.0,0.08109853962546552,0.06046767960308413,0.08051936577129307,0.555264960538455,0.001024799213547753,0.01055867786990151,1.0
0.12000000000000001,16.0,0.0,0.08110175356716813,0.06071532975932155,0.08066702539400025,0.5624870208696758,0.000899597499675403,0.007794965963682229,1.0
0.13,16.0,0.0,0.08111116873028368,0.06072397363053897,0.08067528128198735,0.5621822595895933,0.0009042346001891938,0.007813514365737392,1.0
0.13999999999999999,16.0,0.0,0.08111204336384506,0.06072825790716304,0.08067476478539459,0.5621570354146169,0.0009042346001891938,0.007841336968820136,1.0
0.12000000000000001,14.0,-2.0,0.08112376044636482,0.060488140121626885,0.08054481844721804,0.5548860502821871,0.0010201621130339622,0.01055867786990151,1.0
0.13999999999999999,14.0,-2.0,0.0811260772026298,0.060496261382765835,0.08054296181302062,0.5549014887576277,0.0010201621130339622,0.010642145679149742,1.0
0.13,14.0,-2.0,0.08112752739169005,0.060495907462150215,0.08054742611741482,0.5548515199001917,0.0010201621130339622,0.010581863372470463,1.0
0.11,15.0,0.0,0.08123925725441136,0.060747002944275506,0.08074239193435868,0.5622577085203118,0.0009042346001891938,0.009033071800864356,1.0
0.12000000000000001,15.0,0.0,0.08127359880603463,0.06075862117771215,0.0807781246161361,0.5614361768676795,0.0008903232986478215,0.009019160499322984,1.0
0.1,13.0,-2.0,0.08127811027774495,0.060543263092010524,0.08061106336883615,0.5555138456734228,0.0010201621130339622,0.01232077606514199,1.0
0.13999999999999999,15.0,0.0,0.08127893697935289,0.0607692915040143,0.08078137609422315,0.561314456373645,0.0008903232986478215,0.0090608944039471,1.0
0.13,15.0,0.0,0.08127964396281676,0.060768059151777194,0.08078370606286683,0.5613096389997136,0.0008903232986478215,0.009028434700350566,1.0
0.11,13.0,-2.0,0.08140075712271186,0.0606056027652796,0.08072884125826359,0.5547016564982433,0.001024799213547753,0.012413518075417804,1.0
0.13999999999999999,13.0,-2.0,0.0814157146559321,0.0606259554874955,0.08073892983594434,0.5546324875298079,0.0010201621130339622,0.012515534286721199,1.0
0.12000000000000001,13.0,-2.0,0.08141832404147542,0.06062424786910974,0.08074548075692438,0.5545513221614389,0.0010201621130339622,0.012436703577986758,1.0
0.13,13.0,-2.0,0.08141888517575686,0.06062812963393792,0.08074488261607737,0.5545648693238887,0.0010155250125201715,0.012464526181069501,1.0
0.11,14.0,0.0,0.08147580109877185,0.06080898012019518,0.08090195991019025,0.5609612259477919,0.0009042346001891938,0.010572589171442881,1.0
0.12000000000000001,14.0,0.0,0.08149966467731382,0.06082908794596671,0.08092582348873222,0.560608320843736,0.0009042346001891938,0.010572589171442881,1.0
0.13999999999999999,14.0,0.0,0.08150193511632425,0.06083250823427686,0.08092415239230592,0.5605774934016726,0.000899597499675403,0.010656056980691114,1.0
0.13,14.0,0.0,0.08150323248177842,0.06083453777182777,0.08092800016304268,0.5605573706110912,0.0009042346001891938,0.010600411774525625,1.0
0.1,13.0,0.0,0.08165903749060709,0.060855120484990144,0.08099755510231484,0.5609208017897095,0.000899597499675403,0.01233005026616957,1.0
0.1,12.0,-2.0,0.08170970502587172,0.060737511977792855,0.08092881729934935,0.5548567791615584,0.001024799213547753,0.014592955316899449,1.0
0.11,12.0,-2.0,0.08176351634838724,0.06077937336264613,0.08098123749171075,0.5544541221540847,0.0010155250125201715,0.014630052121009776,1.0
0.11,13.0,0.0,0.08176424054235945,0.060911135285822086,0.08109788919852773,0.5601220211815121,0.000899597499675403,0.012427429376959176,1.0
0.12000000000000001,12.0,-2.0,0.08177620667300539,0.06079213415149606,0.08099137741104631,0.5544106781241874,0.00100625081149259,0.014690334427689055,1.0
0.13999999999999999,12.0,-2.0,0.08177719748125276,0.06078822358310389,0.08098193474313764,0.554539132306255,0.0010155250125201715,0.014889729749782057,1.0
0.13,12.0,-2.0,0.08177723121132896,0.06079236308717508,0.08098869226895884,0.5544544485978564,0.0010108879120063806,0.014759890935395916,1.0
0.13999999999999999,13.0,0.0,0.08177940839144959,0.06092445106782838,0.08110818809207838,0.5599913166994122,0.0009042346001891938,0.01252017138723499,1.0
0.12000000000000001,13.0,0.0,0.08178079969653498,0.06092836736918637,0.08111375278762618,0.5599753808048928,0.000899597499675403,0.012441340678500548,1.0
0.13,13.0,0.0,0.08178188333270428,0.06092925016914138,0.08111321343861566,0.5599593871903271,0.000899597499675403,0.012473800382097083,1.0
0.09000000000000001,11.0,-2.0,0.08185592399509106,0.060756336947322145,0.08093360470289808,0.5548156680429539,0.0010155250125201715,0.017430860831339382,1.0
0.1,12.0,0.0,0.08206191294317408,0.06100684677370363,0.08128658973726827,0.559948634120361,0.0009135088012167752,0.014592955316899449,1.0
0.11,12.0,0.0,0.08211386651377442,0.0610495792465896,0.0813364566126374,0.5595907772739023,0.000918145901730566,0.014630052121009776,1.0
0.12000000000000001,12.0,0.0,0.08212671431320386,0.0610599015639702,0.08134629029673288,0.55952983575915,0.000918145901730566,0.014690334427689055,1.0
0.13,12.0,0.0,0.08212770928638219,0.061056965508407446,0.08134403929955156,0.5595361052012469,0.0009135088012167752,0.014759890935395916,1.0
0.13999999999999999,12.0,0.0,0.08212811365350849,0.061049962839042175,0.08133841543600992,0.5595809147952792,0.0009088717007029845,0.014885092649268267,1.0
0.1,11.0,-2.0,0.08217364337007897,0.06095934371817983,0.08125155593291168,0.5546382866357127,0.0010016137109787992,0.017440135032366962,1.0
0.11,11.0,-2.0,0.0822048988418072,0.06099139595922576,0.08128350696971699,0.5544872882429517,0.0009969766104650085,0.017430860831339382,1.0
0.13999999999999999,11.0,-2.0,0.08221356300818736,0.060989633649387434,0.08127825983455576,0.5546706803229103,0.0009969766104650085,0.017709086862166826,1.0
0.13,11.0,-2.0,0.08221496106971836,0.06099538334123149,0.08128522241670331,0.5545676562750607,0.0009923395099512178,0.017602433550349638,1.0
0.12000000000000001,11.0,-2.0,0.08221539937618592,0.06099828671365572,0.08128937040358192,0.5545002026030231,0.0009923395099512178,0.017528239942128987,1.0
0.09000000000000001,11.0,0.0,0.0822516445236424,0.061021604925705145,0.08133396233196322,0.5597922858857969,0.0009088717007029845,0.017444772132880752,1.0
0.1,11.0,0.0,0.08251108314282524,0.061193343045697624,0.08159316909612035,0.5594609058958242,0.0009135088012167752,0.017444772132880752,1.0
0.11,11.0,0.0,0.08254208233127325,0.06122392593277917,0.08162416828456837,0.559317739085616,0.0009135088012167752,0.017444772132880752,1.0
0.13999999999999999,11.0,0.0,0.08255276463282632,0.06121344485018375,0.08162117113960576,0.5593866549541839,0.0009135088012167752,0.017718361063194406,1.0
0.12000000000000001,11.0,0.0,0.08255279899519881,0.061228189855253835,0.08163024784798015,0.5593013586762036,0.0009135088012167752,0.017537514143156567,1.0
0.13,11.0,0.0,0.08255306702925674,0.06122209383329059,0.08162680620162704,0.559326052508336,0.0009135088012167752,0.017611707751377218,1.0
0.09000000000000001,10.0,-2.0,0.08261603228993263,0.06114544556588253,0.0815221402787294,0.5551994900318075,0.0009923395099512178,0.02088550071411348,1.0
0.1,10.0,-2.0,0.08271660576298842,0.0612254956202094,0.08162155447665674,0.5548367262097883,0.0009830653089236362,0.020917960417710015,1.0
0.11,10.0,-2.0,0.08273936189649289,0.06124712703219526,0.08164222391493,0.5548050232505409,0.0009830653089236362,0.020959694322334133,1.0
0.13999999999999999,10.0,-2.0,0.08274348063767438,0.0612374285880518,0.08163405433974995,0.5550765295837381,0.000987702409437427,0.02120082354905125,1.0
0.12000000000000001,10.0,-2.0,0.0827459208683714,0.06124937547117466,0.08164553691644887,0.5548574768825125,0.0009830653089236362,0.021024613729527204,1.0
0.13,10.0,-2.0,0.08274642513644317,0.061244261487609475,0.08164070851892977,0.55495017458961,0.0009830653089236362,0.02113126704134439,1.0
0.11,16.0,-4.0,0.08283891078892448,0.06253213342088888,0.08232581561707354,0.5802388688948716,0.0011175412238235676,0.009144362213195334,1.0
0.09000000000000001,10.0,0.0,0.08294338319739938,0.06134049605036314,0.0818527371565558,0.5596574309513667,0.000918145901730566,0.02089477491514106,1.0
