step,time_s,env_id,episode_index,is_done,done_reason,terrain_col,terrain_name,terrain_level,row_progress,root_x,root_y,root_z,vx_cmd_raw,yaw_rate_cmd_raw,vx_cmd_limited,yaw_rate_cmd_limited,wheel_speed_reference_abs_mean,wheel_torque_target_abs_mean,contact_weight_mean,rolling_speed_actual_mean,lateral_speed_actual_abs_mean,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,front_pitch_ref,front_pitch_actual,rear_pitch_actual,front_pitch_error,step_up_distance_m,step_up_approach_mask,step_up_posture_badness,terrain_gate_step_up,edge_strength,edge_height_jump,progress_quality_score,progress_quality_pitch,progress_quality_contact,step_up_front_posture_penalty_raw,step_up_module_progress_score,step_up_module_progress_reward_raw,quality_row_advance_mask,q_desired_spm1_platform_joint_z,q_position_target_spm1_platform_joint_z,q_actual_spm1_platform_joint_z,qdot_actual_spm1_platform_joint_z,qdot_alloc_spm1_platform_joint_z,q_desired_minus_position_target_spm1_platform_joint_z,q_desired_minus_actual_spm1_platform_joint_z,q_position_target_minus_actual_spm1_platform_joint_z,q_desired_spm1_platform_joint_y,q_position_target_spm1_platform_joint_y,q_actual_spm1_platform_joint_y,qdot_actual_spm1_platform_joint_y,qdot_alloc_spm1_platform_joint_y,q_desired_minus_position_target_spm1_platform_joint_y,q_desired_minus_actual_spm1_platform_joint_y,q_position_target_minus_actual_spm1_platform_joint_y,q_desired_spm1_platform_joint_x,q_position_target_spm1_platform_joint_x,q_actual_spm1_platform_joint_x,qdot_actual_spm1_platform_joint_x,qdot_alloc_spm1_platform_joint_x,q_desired_minus_position_target_spm1_platform_joint_x,q_desired_minus_actual_spm1_platform_joint_x,q_position_target_minus_actual_spm1_platform_joint_x,q_desired_spm2_platform_joint_z,q_position_target_spm2_platform_joint_z,q_actual_spm2_platform_joint_z,qdot_actual_spm2_platform_joint_z,qdot_alloc_spm2_platform_joint_z,q_desired_minus_position_target_spm2_platform_joint_z,q_desired_minus_actual_spm2_platform_joint_z,q_position_target_minus_actual_spm2_platform_joint_z,q_desired_spm2_platform_joint_y,q_position_target_spm2_platform_joint_y,q_actual_spm2_platform_joint_y,qdot_actual_spm2_platform_joint_y,qdot_alloc_spm2_platform_joint_y,q_desired_minus_position_target_spm2_platform_joint_y,q_desired_minus_actual_spm2_platform_joint_y,q_position_target_minus_actual_spm2_platform_joint_y,q_desired_spm2_platform_joint_x,q_position_target_spm2_platform_joint_x,q_actual_spm2_platform_joint_x,qdot_actual_spm2_platform_joint_x,qdot_alloc_spm2_platform_joint_x,q_desired_minus_position_target_spm2_platform_joint_x,q_desired_minus_actual_spm2_platform_joint_x,q_position_target_minus_actual_spm2_platform_joint_x
0,0.0,0,0,0,,5,stairs down,11,0.0,94.0392837524414,44.02231216430664,-0.6845127940177917,1.3887832164764404,0.6222813129425049,0.9102208614349365,0.6222813129425049,6.524783611297607,7.113376617431641,0.6666666865348816,0.15458956360816956,0.012295544147491455,0.6943916082382202,0.31114065647125244,-0.12836825847625732,0.36763131618499756,0.27528417110443115,0.44628652930259705,0.21956835687160492,0.26828333735466003,-0.25,-0.015524483285844326,0.18586865067481995,0.2344755232334137,0.10359843820333481,0.0,1.0,0.8718233108520508,1.0,0.14266356825828552,0.0,0.9995536208152771,0.5,0.0,0.0,0.0,0.0,-0.08985777944326401,-0.08985777944326401,0.0031961328350007534,-1.7519807815551758,-1.234861969947815,0.0,-0.09305391227826476,-0.09305391227826476,0.18381565809249878,0.18381565809249878,-0.015524483285844326,1.2870047092437744,0.5171272158622742,0.0,0.1993401413783431,0.1993401413783431,0.13764208555221558,0.13764208555221558,0.1348007768392563,0.8582472801208496,0.814464271068573,0.0,0.0028413087129592896,0.0028413087129592896,0.31240057945251465,0.31240057945251465,0.22115875780582428,1.2475286722183228,1.0686688423156738,0.0,0.09124182164669037,0.09124182164669037,0.10978417843580246,0.10978417843580246,0.18586865067481995,-0.6810700297355652,0.21696722507476807,0.0,-0.07608447223901749,-0.07608447223901749,0.13414166867733002,0.13414166867733002,0.06448390334844589,0.8624958395957947,0.4896182715892792,0.0,0.06965776532888412,0.06965776532888412
0,0.0,1,0,0,,5,stairs down,11,0.0,94.0591049194336,44.082000732421875,-0.6640408635139465,0.9796467423439026,-0.27107173204421997,0.8013210296630859,-0.27107173204421997,4.618170738220215,3.7647199630737305,0.5,0.1703767031431198,0.02605859562754631,0.4898233711719513,-0.13553586602210999,-0.16881173849105835,0.32534974813461304,0.26298460364341736,0.19975385069847107,0.09359397739171982,0.09329379349946976,-0.25,0.008114357478916645,0.09490484744310379,0.25811436772346497,0.10359843820333481,0.0,1.0,0.9589431881904602,1.0,0.14268124103546143,0.5,0.9992581605911255,0.5,0.0,0.0,0.0,0.0,-0.11816821247339249,-0.11816821247339249,-0.03104051947593689,-1.0696930885314941,-0.8999854922294617,0.0,-0.0871276929974556,-0.0871276929974556,0.16267487406730652,0.16267487406730652,0.008114357478916645,1.0647639036178589,0.9422870874404907,0.0,0.15456051658838987,0.15456051658838987,0.13149230182170868,0.13149230182170868,0.12966914474964142,0.4160940647125244,0.2748834788799286,0.0,0.0018231570720672607,0.0018231570720672607,0.139827698469162,0.139827698469162,0.1653512865304947,0.6536933779716492,0.741854727268219,0.0,-0.025523588061332703,-0.025523588061332703,0.04679698869585991,0.04679698869585991,0.09490484744310379,-0.3201810121536255,-0.8046904802322388,0.0,-0.04810785874724388,-0.04810785874724388,0.04664689674973488,0.04664689674973488,0.07170190662145615,0.36579808592796326,0.24614334106445312,0.0,-0.025055009871721268,-0.025055009871721268
0,0.0,2,0,0,,5,stairs down,11,0.0,94.00486755371094,44.07285690307617,-0.7193541526794434,1.1590996980667114,0.6157541871070862,1.0832817554473877,0.6157541871070862,5.8483476638793945,4.112281799316406,0.3333333432674408,0.10903549194335938,0.0027389812748879194,0.5795498490333557,0.3078770935535431,0.13447681069374084,-0.1485758125782013,0.1731896549463272,0.1854265332221985,0.5624172687530518,0.27891629934310913,-0.25,-0.1256544142961502,0.18130792677402496,0.12434558570384979,0.10359843820333481,0.0,0.6217279434204102,0.7333745956420898,1.0,0.14346012473106384,0.5882542133331299,0.9986798763275146,1.0,0.0,0.0,0.0,0.0,0.09413376450538635,0.09413376450538635,0.15036670863628387,0.17766177654266357,-0.2468171864748001,0.0,-0.05623294413089752,-0.05623294413089752,-0.2377213090658188,-0.2377213090658188,-0.1256544142961502,-0.6086155772209167,-1.7108521461486816,0.0,-0.11206689476966858,-0.11206689476966858,0.0865948274731636,0.0865948274731636,0.028658710420131683,0.25791382789611816,0.3531436026096344,0.0,0.05793611705303192,0.05793611705303192,0.12979857623577118,0.12979857623577118,0.006999994162470102,0.3441496193408966,0.29720091819763184,0.0,0.12279858207330108,0.12279858207330108,0.2812086343765259,0.2812086343765259,0.18130792677402496,0.45174968242645264,0.07339504361152649,0.0,0.09990070760250092,0.09990070760250092,0.13945814967155457,0.13945814967155457,-0.048546403646469116,-0.06433379650115967,0.400534063577652,0.0,0.18800455331802368,0.18800455331802368
0,0.0,3,0,0,,5,stairs down,11,0.0,94.065185546875,44.15195083618164,-0.6578247547149658,1.1722370386123657,-0.0404634028673172,0.8059049844741821,-0.0404634028673172,3.474839687347412,5.133190155029297,0.5,0.20130732655525208,0.016678623855113983,0.5861185193061829,-0.0202317014336586,-0.22220639884471893,0.23972830176353455,0.2746394872665405,0.012798340991139412,0.052551254630088806,-0.1477508842945099,-0.25,0.017523637041449547,0.07062946259975433,0.2675236463546753,0.10359843820333481,0.0,1.0,0.9552760124206543,1.0,0.1411590576171875,0.42413949966430664,0.9990203380584717,0.5,0.0,0.0,0.0,0.0,-0.1555444747209549,-0.1555444747209549,-0.06993071734905243,-0.3354688286781311,-0.9822519421577454,0.0,-0.08561375737190247,-0.08561375737190247,0.11986415088176727,0.11986415088176727,0.017523637041449547,0.8155390620231628,1.2263305187225342,0.0,0.10234051384031773,0.10234051384031773,0.13731974363327026,0.13731974363327026,0.12310846894979477,-0.542548418045044,-0.0062189120799303055,0.0,0.014211274683475494,0.014211274683475494,0.008958838880062103,0.008958838880062103,0.1073550134897232,-0.29084157943725586,0.6505863070487976,0.0,-0.0983961746096611,-0.0983961746096611,0.026275627315044403,0.026275627315044403,0.07062946259975433,-0.6241521239280701,-0.7449977397918701,0.0,-0.04435383528470993,-0.04435383528470993,-0.07387544214725494,-0.07387544214725494,0.08751650899648666,-0.7031247019767761,0.5488314628601074,0.0,-0.1613919511437416,-0.1613919511437416
0,0.0,4,0,0,,5,stairs down,11,0.0,94.0598373413086,44.06154251098633,-0.6625986099243164,1.1945022344589233,-0.39595818519592285,0.802199125289917,-0.39595818519592285,5.440186977386475,0.5592949390411377,0.1666666716337204,0.26127466559410095,0.03268295153975487,0.5972511172294617,-0.19797909259796143,-0.31932780146598816,0.31168779730796814,0.44321635365486145,0.3869493007659912,0.18889878690242767,0.21922650933265686,-0.25,0.017916372045874596,0.1023411750793457,0.26791638135910034,0.10359843820333481,0.0,1.0,0.9582407474517822,1.0,0.14199095964431763,0.5,0.9975690841674805,0.5,0.0,0.0,0.0,0.0,-0.22352945804595947,-0.22352945804595947,-0.1118658110499382,-1.0909284353256226,-1.5126230716705322,0.0,-0.11166364699602127,-0.11166364699602127,0.15584389865398407,0.15584389865398407,0.017916372045874596,1.4667056798934937,0.8145586252212524,0.0,0.13792752660810947,0.13792752660810947,0.22160817682743073,0.22160817682743073,0.14444813132286072,0.0812765583395958,0.25937095284461975,0.0,0.07716004550457001,0.07716004550457001,0.2708645164966583,0.2708645164966583,0.214029461145401,1.1332026720046997,1.4366451501846313,0.0,0.056835055351257324,0.056835055351257324,0.09444939345121384,0.09444939345121384,0.1023411750793457,-0.13449297845363617,-0.37482938170433044,0.0,-0.007891781628131866,-0.007891781628131866,0.10961325466632843,0.10961325466632843,0.10722645372152328,0.27729663252830505,0.6970943212509155,0.0,0.0023868009448051453,0.0023868009448051453
0,0.0,5,0,0,,5,stairs down,11,0.0,94.09896087646484,44.08108139038086,-0.6182156205177307,1.441636085510254,-0.431980162858963,0.8223476409912109,-0.431980162858963,3.211064338684082,6.37956428527832,0.3333333432674408,-0.10057997703552246,0.022407110780477524,0.720818042755127,-0.2159900814294815,-0.2437962293624878,0.49305012822151184,0.2272205948829651,-0.2888762950897217,0.25948336720466614,-0.2132156640291214,-0.25,0.1980077177286148,0.008751067332923412,0.4480077028274536,0.0014537491369992495,0.0,1.0,0.9421218633651733,1.0,0.14259278774261475,0.0,0.9888412356376648,0.5,0.0,0.0,0.0,0.0,-0.17065735161304474,-0.17065735161304474,-0.05452051758766174,0.11802884936332703,0.20865345001220703,0.0,-0.116136834025383,-0.116136834025383,0.24652506411075592,0.24652506411075592,0.1980077177286148,1.5041851997375488,1.444585919380188,0.0,0.04851734638214111,0.04851734638214111,0.11361029744148254,0.11361029744148254,0.07520876824855804,-0.45946070551872253,-0.5705915689468384,0.0,0.0384015291929245,0.0384015291929245,-0.20221340656280518,-0.20221340656280518,0.12284325063228607,-1.2665385007858276,-0.35383251309394836,0.0,-0.32505665719509125,-0.32505665719509125,0.12974168360233307,0.12974168360233307,0.008751067332923412,-0.01825840212404728,-1.0961275100708008,0.0,0.12099061626940966,0.12099061626940966,-0.1066078320145607,-0.1066078320145607,0.028912296518683434,0.3036395013332367,-0.7170466780662537,0.0,-0.13552012853324413,-0.13552012853324413
1,0.03333333333333333,0,0,0,,5,stairs down,11,0.0,94.04804229736328,44.0236701965332,-0.6738534569740295,1.146343469619751,-0.0745624229311943,0.8535916805267334,-0.0745624229311943,5.475756645202637,4.480381011962891,0.5,0.19295835494995117,0.018507003784179688,0.5731717348098755,-0.03728121146559715,-0.2161267250776291,0.43739739060401917,0.3768569827079773,0.3186492919921875,-0.10930298268795013,0.03474216163158417,-0.25,-0.01722368597984314,0.13753388822078705,0.23277631402015686,0.10359843820333481,0.0,1.0,0.9171266555786133,1.0,0.14076966047286987,0.5,0.9980841875076294,0.5,0.0,0.0,0.0,0.0,-0.151288703083992,-0.151288703083992,-0.0317809022963047,-0.9342710971832275,-1.527241826057434,0.0,-0.1195078007876873,-0.1195078007876873,0.21869869530200958,0.21869869530200958,-0.01722368597984314,0.4041981101036072,0.9524173140525818,0.0,0.23592238128185272,0.23592238128185272,0.18842849135398865,0.18842849135398865,0.13357216119766235,0.06531524658203125,0.8392192721366882,0.0,0.054856330156326294,0.054856330156326294,0.22305449843406677,0.22305449843406677,0.24572277069091797,0.45752280950546265,1.1697964668273926,0.0,-0.022668272256851196,-0.022668272256851196,-0.17488478124141693,-0.17488478124141693,0.13753388822078705,-1.2640974521636963,-0.29078465700149536,0.0,-0.312418669462204,-0.312418669462204,0.017371080815792084,0.017371080815792084,0.07507172971963882,0.2374846190214157,0.7004439234733582,0.0,-0.05770064890384674,-0.05770064890384674
1,0.03333333333333333,1,0,0,,5,stairs down,11,0.0,94.06769561767578,44.08504867553711,-0.6541239023208618,1.1083875894546509,0.0543050691485405,0.8021548986434937,0.0543050691485405,4.045764446258545,2.7094743251800537,0.5,0.18487057089805603,0.010769037529826164,0.5541937947273254,0.02715253457427025,-0.07813522219657898,0.2146543711423874,0.25333237648010254,0.043359898030757904,-0.05765383690595627,-0.07844036817550659,-0.25,0.016532542183995247,0.04348399117588997,0.2665325403213501,0.10359843820333481,0.0,1.0,0.958276093006134,1.0,0.14261043071746826,0.739351212978363,0.9978501796722412,1.0,0.0,0.0,0.0,0.0,-0.054694656282663345,-0.054694656282663345,-0.0437241867184639,0.14644421637058258,-0.9959384799003601,0.0,-0.010970469564199448,-0.010970469564199448,0.1073271855711937,0.1073271855711937,0.016532542183995247,0.7813218235969543,1.01153564453125,0.0,0.09079464338719845,0.09079464338719845,0.12666618824005127,0.12666618824005127,0.12629283964633942,-0.5789629220962524,0.3547241985797882,0.0,0.00037334859371185303,0.00037334859371185303,0.030351927503943443,0.030351927503943443,0.16576026380062103,-0.3068499267101288,0.6920081377029419,0.0,-0.1354083362966776,-0.1354083362966776,-0.09224613755941391,-0.09224613755941391,0.04348399117588997,-1.5176913738250732,-0.5307479500770569,0.0,-0.13573012873530388,-0.13573012873530388,-0.039220184087753296,-0.039220184087753296,0.07222289592027664,-0.4071357846260071,0.31379634141921997,0.0,-0.11144308000802994,-0.11144308000802994
1,0.03333333333333333,2,0,0,,5,stairs down,11,0.0,94.01888275146484,44.073089599609375,-0.7184886336326599,1.1923271417617798,0.6299110651016235,1.1923271417617798,0.6299110651016235,6.350220680236816,4.862489700317383,0.3333333432674408,0.1213424801826477,0.021628379821777344,0.5961635708808899,0.31495553255081177,0.053898558020591736,-0.12581472098827362,0.14628976583480835,0.19238610565662384,0.5986070036888123,0.2603004574775696,-0.2003219723701477,-0.1379009485244751,0.20269587635993958,0.06242102384567261,0.10359843820333481,0.0,0.31210511922836304,0.5016099214553833,1.0,0.14384949207305908,0.5,0.9991923570632935,0.5,0.0,0.0,0.0,0.0,0.037728991359472275,0.037728991359472275,0.14516878128051758,-0.2201203852891922,-0.006816019769757986,0.0,-0.1074397899210453,-0.1074397899210453,-0.20130355656147003,-0.20130355656147003,-0.1379009485244751,-0.2870626449584961,-1.0876456499099731,0.0,-0.06340260803699493,-0.06340260803699493,0.07314488291740417,0.07314488291740417,0.044418465346097946,1.5561847686767578,0.29930052161216736,0.0,0.02872641757130623,0.02872641757130623,0.13467027246952057,0.13467027246952057,0.018424823880195618,-0.1958726942539215,0.3237457871437073,0.0,0.11624544858932495,0.11624544858932495,0.29930350184440613,0.29930350184440613,0.20269587635993958,0.25365161895751953,0.2873174250125885,0.0,0.09660762548446655,0.09660762548446655,0.1301502287387848,0.1301502287387848,-0.038310181349515915,1.7777217626571655,0.13769693672657013,0.0,0.1684604100883007,0.1684604100883007
1,0.03333333333333333,3,0,0,,5,stairs down,11,0.0,94.07195281982422,44.156463623046875,-0.6476240158081055,0.9500216245651245,-0.4788454473018646,0.8092083930969238,-0.4788454473018646,4.120609760284424,2.623326063156128,0.1666666716337204,0.14304080605506897,0.04706482216715813,0.47501081228256226,-0.2394227236509323,-0.21822670102119446,0.4465743899345398,0.38515374064445496,-0.02343594655394554,-0.03848154470324516,-0.2686852216720581,-0.25,0.053525518625974655,0.031776756048202515,0.30352550745010376,0.0014537491369992495,0.0,1.0,0.9526333212852478,1.0,0.14213258028030396,0.0,0.9971925020217896,0.5,0.0,0.0,0.0,0.0,-0.15275868773460388,-0.15275868773460388,-0.07316939532756805,-0.02033562958240509,-0.616559624671936,0.0,-0.07958929240703583,-0.07958929240703583,0.2232871949672699,0.2232871949672699,0.053525518625974655,1.0129055976867676,0.9940683245658875,0.0,0.16976167634129524,0.16976167634129524,0.19257687032222748,0.19257687032222748,0.11109178513288498,-0.8466846942901611,-0.3094605803489685,0.0,0.0814850851893425,0.0814850851893425,-0.01640516147017479,-0.01640516147017479,0.09509359300136566,-0.5356987714767456,0.11830127984285355,0.0,-0.11149875447154045,-0.11149875447154045,-0.06157047301530838,-0.06157047301530838,0.031776756048202515,-1.0285475254058838,-0.6766714453697205,0.0,-0.0933472290635109,-0.0933472290635109,-0.13434261083602905,-0.13434261083602905,0.08181967586278915,-0.5041722059249878,-0.15902678668498993,0.0,-0.2161622866988182,-0.2161622866988182
