case,rows,abs_mean_rad,abs_rmse_rad,abs_p95_rad,abs_p99_rad,abs_max_rad,rel_mean,rel_p95,qdot_limit_rate_0p98x2,target_gap_mean
kp120_kd10_previous_30hz,35972,0.11699036589110395,0.15275615391445904,0.3004812113940714,0.44865100459195684,1.0484254211187363,0.8912460810269017,2.3708372160850613,0.03580562659846547,0.0
kp910_kd10_applied_30hz,35993,0.11617316511726233,0.1715534318800961,0.3728546820580959,0.5664129628986118,1.4620755016803741,0.7319702725702809,2.0504370646991332,0.18839311347576843,0.0
