Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
S1_base_link,4.83843121954725E-06,-8.38041007873146E-06,0.00921106157110024,0,0,0,0.383954508133489,0.000279103390586857,-3.02891552499975E-06,1.56141543529582E-17,0.000282600880973714,1.42975321290463E-16,0.000538960992417047,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_base_link.STL,,整合03-底座支架+电机-1;整合03-底座支架+电机-2;整合03-底座支架+电机-3;10-底座-0.5X-3,S1_global_system,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
S1_leg1_proximal,0.039427,0.015615,0.048164,0,0,0,0.072371,5.3484E-05,1.5673E-05,-2.6488E-05,7.7521E-05,-1.0469E-08,6.804E-05,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg1_proximal.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg1_proximal.STL,,整合02-外连杆+垫块+中连杆+整合01-2/06-外连杆-0.5X-1;整合02-外连杆+垫块+中连杆+整合01-2/08-垫块-0.5X-1;整合02-外连杆+垫块+中连杆+整合01-2/05-中连杆-0.5X-1;整合02-外连杆+垫块+中连杆+整合01-2/整合01-过渡法兰+螺栓垫片-1,S2_Leg1_c_base_proximal,S2_Leg1_axis_base_proximal,S1_base_proximal_Joint1,revolute,-0.055307,-1.8224E-05,0.037207,-0.7854,-0.61548,-2.0944,S1_base_link,0,0,-1,0,0,0,0,,,,,,,,
S1_leg1_distal,0.0276162169494415,-2.2103393455819E-09,0.016604279242538,0,0,0,0.0249434660620519,1.23287454032943E-05,-3.16358153214323E-13,-1.02513914563365E-05,2.31995059108402E-05,-1.03787602404874E-12,1.41903412871279E-05,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg1_distal.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg1_distal.STL,,04-内连杆-0.5X-2,S2_Leg1_c_intermediate_distal,S2_Leg1_axis_intermediate_distal,S1_intermediate_distal_Joint1,revolute,0,0.0515000000000001,0.06775,1.5707963267949,0,0,S1_leg1_proximal,0,0,1,0,0,0,0,,,,,,,,
S1_leg1_platform,-0.01307727722899,0.01307727722899,-0.0424227227710103,0,0,0,0.0449010465380491,8.16628762450826E-06,-1.65084933290386E-06,-1.65084933290384E-06,8.16628762450828E-06,1.65084933290385E-06,8.16628762450823E-06,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg1_platform.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg1_platform.STL,,整合05-支架+整合01-2/整合01-过渡法兰+螺栓垫片-1/03-过渡法兰-0.5X-1;整合05-支架+整合01-2/02-支架-0.5X-1;01-平台-0.5X-1;整合05-支架+整合01-3/整合01-过渡法兰+螺栓垫片-1/03-过渡法兰-0.5X-1;整合05-支架+整合01-3/02-支架-0.5X-1;整合05-支架+整合01-1/整合01-过渡法兰+螺栓垫片-1/03-过渡法兰-0.5X-1;整合05-支架+整合01-1/02-支架-0.5X-1,S2_Leg1_c_distal_platform,S2_Leg1_axis_distal_platform,S1_distal_platform_Joint1,revolute,0.0555,0,0.0515000000000002,3.14159265358979,1.57079631189374,-2.5042761448487,S1_leg1_distal,0,0,-1,0,0,0,0,,,,,,,,
S1_leg2_proximal,0.039427,0.015615,0.048164,0,0,0,0.072371,5.3484E-05,1.5673E-05,-2.6488E-05,7.7521E-05,-1.046E-08,6.804E-05,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg2_proximal.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg2_proximal.STL,,整合02-外连杆+垫块+中连杆+整合01-3/06-外连杆-0.5X-1;整合02-外连杆+垫块+中连杆+整合01-3/08-垫块-0.5X-1;整合02-外连杆+垫块+中连杆+整合01-3/05-中连杆-0.5X-1;整合02-外连杆+垫块+中连杆+整合01-3/整合01-过渡法兰+螺栓垫片-1,S2_Leg2_c_base_proximal,S2_Leg2_axis_base_proximal,S1_base_proximal_Joint2,revolute,0.027669,-0.047925,0.037207,-0.7854,-0.61548,0,S1_base_link,0,0,-1,0,0,0,0,,,,,,,,
S1_leg2_distal,0.0276162724495207,-2.56363466566434E-09,0.0166042770917791,0,0,0,0.0249434008867253,1.23287424080632E-05,1.00356953107288E-12,-1.02513872579272E-05,2.31995048527672E-05,-1.19413554633169E-12,1.4190346123321E-05,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg2_distal.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg2_distal.STL,,04-内连杆-0.5X-3,S2_Leg2_c_intermediate_distal,S2_Leg2_axis_intermediate_distal,S1_intermediate_distal_Joint2,revolute,0,0.0515,0.06775,1.5707963267949,0,0,S1_leg2_proximal,0,0,1,0,0,0,0,,,,,,,,
S1_leg2_platform,-0.0130772772289897,-0.0130772772289903,0.0424227227710099,0,0,0,0.0449010465380491,8.16628762450827E-06,1.65084933290386E-06,1.65084933290385E-06,8.16628762450826E-06,1.65084933290384E-06,8.16628762450825E-06,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg2_platform.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg2_platform.STL,,整合05-支架+整合01-1/整合01-过渡法兰+螺栓垫片-1/03-过渡法兰-0.5X-1;整合05-支架+整合01-1/02-支架-0.5X-1;01-平台-0.5X-1;整合05-支架+整合01-3/02-支架-0.5X-1;整合05-支架+整合01-3/整合01-过渡法兰+螺栓垫片-1/03-过渡法兰-0.5X-1;整合05-支架+整合01-2/整合01-过渡法兰+螺栓垫片-1/03-过渡法兰-0.5X-1;整合05-支架+整合01-2/02-支架-0.5X-1,S2_Leg2_c_distal_platform,S2_Leg2_axis_distal_platform,S1_distal_platform_Joint2,revolute,0.0555,0,0.0515000000000002,3.14159263251637,1.5707963267949,0,S1_leg2_distal,0,0,1,0,0,0,0,,,,,,,,
S1_leg3_proximal,0.039427,0.015615,0.048164,0,0,0,0.072371,5.3484E-05,1.5673E-05,-2.6488E-05,7.7521E-05,-1.0467E-08,6.804E-05,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg3_proximal.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg3_proximal.STL,,整合02-外连杆+垫块+中连杆+整合01-1/06-外连杆-0.5X-1;整合02-外连杆+垫块+中连杆+整合01-1/08-垫块-0.5X-1;整合02-外连杆+垫块+中连杆+整合01-1/05-中连杆-0.5X-1;整合02-外连杆+垫块+中连杆+整合01-1/整合01-过渡法兰+螺栓垫片-1,S2_Leg3_c_base_proximal,S2_Leg3_axis_base_proximal,S1_base_proximal_Joint3,revolute,0.027669,0.047888,0.037207,-0.7854,-0.61548,2.0944,S1_base_link,0,0,-1,0,0,0,0,,,,,,,,
S1_leg3_distal,0.0276162699864967,-5.75903416448476E-09,0.0166042723305424,0,0,0,0.0249434138951247,1.2328741879394E-05,-1.74451381862974E-12,-1.02513859626617E-05,2.31995018577349E-05,-1.15965214906432E-12,1.41903422898734E-05,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg3_distal.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg3_distal.STL,,04-内连杆-0.5X-1,S2_Leg3_c_intermediate_distal,S2_Leg3_axis_intermediate_distal,S1_intermediate_distal_Joint3,revolute,0,0.0514999999999999,0.0677500000000001,1.5707963267949,0,0,S1_leg3_proximal,0,0,1,0,0,0,0,,,,,,,,
S1_leg3_platform,-0.0130772772289899,-0.0130772772289899,0.0424227227710099,0,0,0,0.0449010465380491,8.16628762450827E-06,1.65084933290385E-06,1.65084933290384E-06,8.16628762450826E-06,1.65084933290385E-06,8.16628762450824E-06,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg3_platform.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Spherical_Parallel4.0/meshes/S1_leg3_platform.STL,,整合05-支架+整合01-2/整合01-过渡法兰+螺栓垫片-1/03-过渡法兰-0.5X-1;整合05-支架+整合01-2/02-支架-0.5X-1;01-平台-0.5X-1;整合05-支架+整合01-3/整合01-过渡法兰+螺栓垫片-1/03-过渡法兰-0.5X-1;整合05-支架+整合01-3/02-支架-0.5X-1;整合05-支架+整合01-1/整合01-过渡法兰+螺栓垫片-1/03-过渡法兰-0.5X-1;整合05-支架+整合01-1/02-支架-0.5X-1,S2_Leg3_c_distal_platform,S2_Leg3_axis_distal_platform,S1_distal_platform_Joint3,revolute,0.0555,0,0.0515000000000002,3.14159262778022,1.5707963267949,0,S1_leg3_distal,0,0,1,0,0,0,0,,,,,,,,
