group,tag_count,latest_mean
00_Behavior,35,2.6892547587247098
Action,12,0.6117218805787464
Command,5,2.8038001477718355
Loss,4,-0.9301331724464035
LowLevel,5,3.941678987443447
Observation,24,0.466416742419824
PerWheel,72,7.5902210084993085
Perf,3,1117.6003076235454
Policy,1,0.15093769133090973
Reward,1,-0.0028143872041255236
Train,4,352.47853088378906
episode,20,9.187232650630175
episode_per_step,7,0.00729607069141431
