wall_time,step,value
1776414555.0840201,0,0.31482577323913574
1776414556.4685056,1,0.3136162757873535
1776414557.865151,2,0.3126679062843323
1776414559.2593522,3,0.31269392371177673
1776414560.6586785,4,0.31147998571395874
1776414562.0432835,5,0.30942124128341675
1776414563.439566,6,0.30125489830970764
1776414564.8362312,7,0.2903408408164978
1776414566.2217731,8,0.2709212303161621
1776414567.600544,9,0.25284552574157715
1776414568.9843597,10,0.275077760219574
1776414570.3698344,11,0.27434226870536804
1776414571.7742214,12,0.2749391198158264
1776414573.1594017,13,0.25566357374191284
1776414574.6049027,14,0.22963951528072357
1776414575.9994195,15,0.20150965452194214
1776414577.403161,16,0.20711037516593933
1776414578.8076782,17,0.2314680516719818
1776414580.1956718,18,0.2403707206249237
1776414581.5773025,19,0.22721391916275024
1776414582.9743636,20,0.21468573808670044
1776414584.3791645,21,0.1958063840866089
1776414585.806623,22,0.19650445878505707
1776414587.2070153,23,0.2058040201663971
1776414588.617489,24,0.19282597303390503
1776414590.0136237,25,0.1799532026052475
1776414591.412872,26,0.16599439084529877
1776414592.8157904,27,0.18147921562194824
1776414594.2111475,28,0.20931552350521088
1776414595.5813015,29,0.20073096454143524
1776414596.983981,30,0.18884842097759247
1776414598.4046419,31,0.19066886603832245
1776414599.8198636,32,0.2016027420759201
1776414601.2403781,33,0.21776092052459717
1776414602.6259904,34,0.2025909423828125
1776414604.00758,35,0.20306119322776794
1776414605.3892076,36,0.20564422011375427
1776414606.796119,37,0.22228571772575378
1776414608.1538422,38,0.22117476165294647
1776414609.5180001,39,0.20375637710094452
1776414610.886324,40,0.20089802145957947
1776414612.260622,41,0.21152660250663757
1776414613.6451433,42,0.23407426476478577
1776414615.0244303,43,0.2362634837627411
1776414616.4028192,44,0.22157125174999237
1776414617.814088,45,0.21469120681285858
1776414619.2143245,46,0.2248118817806244
1776414620.5968106,47,0.24667221307754517
1776414621.983951,48,0.24319541454315186
1776414623.3354342,49,0.22974902391433716
1776414624.7402632,50,0.2202872335910797
1776414626.1218393,51,0.23022156953811646
1776414627.5520937,52,0.24898044764995575
1776414628.93564,53,0.2424236238002777
1776414630.2857282,54,0.20722536742687225
1776414631.6902187,55,0.1978929489850998
1776414633.0613842,56,0.19471880793571472
1776414634.4534602,57,0.20226001739501953
1776414635.8146875,58,0.22034423053264618
1776414637.1706345,59,0.2067289799451828
1776414638.5587788,60,0.18508392572402954
1776414639.9518902,61,0.17642390727996826
1776414641.357617,62,0.19803425669670105
1776414642.736661,63,0.2060682624578476
1776414644.0873225,64,0.16970649361610413
