group,tag_count,latest_mean
Action,4,0.7551131248474121
Command,8,7.323208606452681
Loss,4,0.32316568839814863
Observation,35,0.7708894054072776
Perf,3,1277.5345666408539
Phase,1,0.00911458395421505
Policy,1,0.28453293442726135
Reward,10,0.44455445460043846
Termination,3,0.3333333333333333
Tracking,4,12.609201675280929
Train,4,1016.1750793457031
episode,17,379.1031103436561
episode_per_step,10,0.40286328364163637
