step,time_s,env_id,episode_index,is_done,done_reason,terrain_col,terrain_name,terrain_level,row_progress,root_x,root_y,root_z,vx_cmd_raw,yaw_rate_cmd_raw,vx_cmd_limited,yaw_rate_cmd_limited,wheel_speed_reference_abs_mean,wheel_torque_target_abs_mean,contact_weight_mean,rolling_speed_actual_mean,lateral_speed_actual_abs_mean,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,front_pitch_ref,front_pitch_actual,rear_pitch_actual,front_pitch_error,step_up_distance_m,step_up_approach_mask,step_up_posture_badness,terrain_gate_step_up,edge_strength,edge_height_jump,progress_quality_score,progress_quality_pitch,progress_quality_contact,step_up_front_posture_penalty_raw,step_up_module_progress_score,step_up_module_progress_reward_raw,quality_row_advance_mask,q_desired_spm1_platform_joint_z,q_position_target_spm1_platform_joint_z,q_actual_spm1_platform_joint_z,qdot_actual_spm1_platform_joint_z,qdot_alloc_spm1_platform_joint_z,q_desired_minus_position_target_spm1_platform_joint_z,q_desired_minus_actual_spm1_platform_joint_z,q_position_target_minus_actual_spm1_platform_joint_z,q_desired_spm1_platform_joint_y,q_position_target_spm1_platform_joint_y,q_actual_spm1_platform_joint_y,qdot_actual_spm1_platform_joint_y,qdot_alloc_spm1_platform_joint_y,q_desired_minus_position_target_spm1_platform_joint_y,q_desired_minus_actual_spm1_platform_joint_y,q_position_target_minus_actual_spm1_platform_joint_y,q_desired_spm1_platform_joint_x,q_position_target_spm1_platform_joint_x,q_actual_spm1_platform_joint_x,qdot_actual_spm1_platform_joint_x,qdot_alloc_spm1_platform_joint_x,q_desired_minus_position_target_spm1_platform_joint_x,q_desired_minus_actual_spm1_platform_joint_x,q_position_target_minus_actual_spm1_platform_joint_x,q_desired_spm2_platform_joint_z,q_position_target_spm2_platform_joint_z,q_actual_spm2_platform_joint_z,qdot_actual_spm2_platform_joint_z,qdot_alloc_spm2_platform_joint_z,q_desired_minus_position_target_spm2_platform_joint_z,q_desired_minus_actual_spm2_platform_joint_z,q_position_target_minus_actual_spm2_platform_joint_z,q_desired_spm2_platform_joint_y,q_position_target_spm2_platform_joint_y,q_actual_spm2_platform_joint_y,qdot_actual_spm2_platform_joint_y,qdot_alloc_spm2_platform_joint_y,q_desired_minus_position_target_spm2_platform_joint_y,q_desired_minus_actual_spm2_platform_joint_y,q_position_target_minus_actual_spm2_platform_joint_y,q_desired_spm2_platform_joint_x,q_position_target_spm2_platform_joint_x,q_actual_spm2_platform_joint_x,qdot_actual_spm2_platform_joint_x,qdot_alloc_spm2_platform_joint_x,q_desired_minus_position_target_spm2_platform_joint_x,q_desired_minus_actual_spm2_platform_joint_x,q_position_target_minus_actual_spm2_platform_joint_x,front_actual_minus_q_actual,policy_ref_error,control_tracking_error,total_ref_actual_error,target_tracking_error,desired_target_gap,estimated_tau_front_pitch
1100,36.66666666666666,0,1,0,,5,stairs down,13,0.0,108.66864776611328,44.03794860839844,-1.3400676250457764,0.7963932752609253,0.4241425991058349,0.4886999130249023,0.4241425991058349,2.439050674438477,2.909984588623047,0.6666666865348816,0.3868803977966308,0.0278096012771129,0.3981966376304626,0.2120712995529174,0.1695601493120193,-0.2558567821979522,0.0974352732300758,0.1148790568113327,0.251203715801239,0.1845046281814575,-0.25,-0.4336621463298797,0.0371287986636161,-0.1836621463298797,0.6143239140510559,1.0,0.0,0.9750323295593262,1.0,0.162341296672821,0.5658953189849854,0.9976576566696168,1.0,0.000228399891057,0.0257793366909027,0.0004189281316939,0.0,0.1186921000480651,0.1186921000480651,0.1162824556231498,0.0115282265469431,-0.1700762510299682,0.0,0.0024096444249153,0.0024096444249153,-0.409370869398117,-0.409370869398117,-0.4336621463298797,-0.0619945004582405,-0.1330191791057586,0.0,0.0242912769317626,0.0242912769317626,0.0487176366150379,0.0487176366150379,0.0238336473703384,-0.0351713150739669,-0.2417021244764328,0.0,0.0248839892446994,0.0248839892446994,0.0804153382778167,0.0804153382778167,0.0354132950305938,-0.0425737909972667,0.3558292686939239,0.0,0.0450020432472229,0.0450020432472229,0.1256018579006195,0.1256018579006195,0.0371287986636161,0.8884046077728271,0.9502719640731812,0.0,0.0884730592370033,0.0884730592370033,0.0922523140907287,0.0922523140907287,-0.0026207950431853,-0.0171449482440948,0.1576893478631973,0.0,0.0948731091339141,0.0948731091339141,0.0,-0.159370869398117,-0.024291276931762695,-0.1836621463298797,-0.024291276931762695,0.0,3.5348982363939285
1101,36.7,0,1,0,,5,stairs down,13,0.0,108.68492126464844,44.03651428222656,-1.3386733531951904,0.8006859421730042,0.3261173367500305,0.4748481512069702,0.3261173367500305,2.1322813034057617,3.942074775695801,0.7669491171836853,0.3453596830368042,0.0157197602093219,0.4003429710865021,0.1630586683750152,0.2299689203500747,-0.1688974499702453,0.0905918776988983,0.0063501228578388,0.4019015431404114,0.2055068612098693,-0.25,-0.4112897217273712,0.081197865307331,-0.1612897217273712,0.6143239140510559,1.0,0.0,0.98396897315979,1.0,0.1622002720832824,0.145815372467041,0.9953909516334534,1.0,0.0001777592842699,0.0271911919116973,0.0004459215269889,0.0,0.1609782427549362,0.1609782427549362,0.1282022148370742,0.3404243290424347,-0.0673967525362968,0.0,0.0327760279178619,0.0327760279178619,-0.270235925912857,-0.270235925912857,-0.4112897217273712,1.1271253824234009,-0.0928616970777511,0.0,0.1410537958145141,0.1410537958145141,0.0452959388494491,0.0452959388494491,0.0247081387788057,0.1943187266588211,-0.1249292343854904,0.0,0.0205878000706434,0.0205878000706434,0.0044450857676565,0.0044450857676565,0.0175529718399047,-0.6849562525749207,0.1305714696645736,0.0,-0.0131078860722482,-0.0131078860722482,0.2009507715702057,0.2009507715702057,0.081197865307331,1.517323613166809,0.9152920246124268,0.0,0.1197529062628746,0.1197529062628746,0.1027534306049346,0.1027534306049346,-0.0051804417744278,-0.0539026297628879,0.0588377229869365,0.0,0.1079338723793625,0.1079338723793625,0.0,-0.020235925912857,-0.14105379581451422,-0.16128972172737122,-0.14105379581451422,0.0,5.6552016735076975
1102,36.73333333333333,0,1,0,,5,stairs down,13,0.0,108.70018768310548,44.03550720214844,-1.339038610458374,0.925558865070343,0.55197674036026,0.4873186349868774,0.55197674036026,1.6447643041610718,2.629960536956787,0.7507872581481934,0.2878451347351074,0.0254314746707677,0.4627794325351715,0.27598837018013,0.325235903263092,-0.2354279309511184,0.0427909418940544,-0.0040213321335613,0.3831456303596496,0.0729115903377533,-0.25,-0.4005376100540161,0.1088024154305458,-0.1505376100540161,0.5121792554855347,1.0,0.0,0.975923478603363,1.0,0.1617169380187988,0.747078537940979,0.9983115792274476,1.0,0.0001535830670036,0.0289291143417358,0.0004705433966591,0.0,0.2276651263236999,0.2276651263236999,0.150210440158844,0.803449273109436,0.1631860136985778,0.0,0.0774546861648559,0.0774546861648559,-0.376684695482254,-0.376684695482254,-0.4005376100540161,-0.2045553475618362,0.5969212055206299,0.0,0.023852914571762,0.023852914571762,0.0213954709470272,0.0213954709470272,0.0200789161026477,-0.2759928405284881,0.0555741377174854,0.0,0.0013165548443794,0.0013165548443794,-0.0028149324934929,-0.0028149324934929,-0.0067135225981473,-1.005219340324402,-0.3305293619632721,0.0,0.0038985901046544,0.0038985901046544,0.1915728151798248,0.1915728151798248,0.1088024154305458,0.8739055395126343,1.2556817531585691,0.0,0.082770399749279,0.082770399749279,0.0364557951688766,0.0364557951688766,-0.0013688618782907,-0.2253044694662094,-0.0049058748409152,0.0,0.0378246570471674,0.0378246570471674,0.0,-0.12668469548225397,-0.02385291457176214,-0.1505376100540161,-0.02385291457176214,0.0,4.907903224229819
1103,36.766666666666666,0,1,0,,5,stairs down,13,0.0,108.7139892578125,44.03323745727539,-1.340210199356079,1.0230904817581177,0.0628962218761444,0.5502101182937622,0.0628962218761444,1.2475550174713137,1.4655961990356443,0.8333333730697632,0.2203851640224456,0.0459277741611003,0.5115452408790588,0.0314481109380722,0.4474594295024872,-0.3496411740779876,0.1844435483217239,0.1102577149868011,0.5323070883750916,0.1955084502696991,-0.25,-0.4176932871341705,0.1142767518758773,-0.1676932871341705,0.5121792554855347,1.0,0.0,0.9353483319282532,1.0,0.1617975234985351,0.7635598182678223,0.9996929168701172,1.0,0.000182659481652,0.0282845497131347,0.0004409318207763,0.0,0.3132216036319732,0.3132216036319732,0.1697192788124084,0.5122260451316833,0.5251920223236084,0.0,0.1435023248195648,0.1435023248195648,-0.5594258904457092,-0.5594258904457092,-0.4176932871341705,-0.3995395600795746,0.1437649130821228,0.0,-0.1417326033115387,-0.1417326033115387,0.0922217741608619,0.0922217741608619,0.0144914276897907,-0.039806380867958,-0.1318944245576858,0.0,0.0777303464710712,0.0777303464710712,0.0771804004907608,0.0771804004907608,-0.0212122481316328,-0.2848142087459564,-0.7120002508163452,0.0,0.0983926486223936,0.0983926486223936,0.2661535441875458,0.2661535441875458,0.1142767518758773,0.2041227370500564,1.0398248434066772,0.0,0.1518767923116684,0.1518767923116684,0.0977542251348495,0.0977542251348495,0.0018760148668661,0.033075924962759,-0.1295196413993835,0.0,0.0958782102679833,0.0958782102679833,0.0,-0.30942589044570923,0.14173260331153875,-0.16769328713417048,0.14173260331153875,0.0,-13.012516796588905
1104,36.8,0,1,0,,5,stairs down,13,0.0,108.72801208496094,44.03098678588867,-1.3392653465270996,0.9408345222473145,0.3915524780750274,0.6987242698669434,0.3915524780750274,1.742352843284607,2.093618154525757,0.8699629306793213,0.2487367093563079,0.0136306229978799,0.4704172611236572,0.1957762390375137,0.2228303104639053,-0.0932640731334686,0.2318135648965835,0.0261156912893056,0.4563209414482116,0.1246988549828529,-0.25,-0.3687736988067627,0.1699780821800232,-0.1187736988067627,0.5121792554855347,1.0,0.0,0.839532732963562,1.0,0.1617773175239563,0.0,0.994531273841858,1.0,8.224617340601981e-05,0.0279718339443206,0.0003913878754246,0.0,0.1559812128543853,0.1559812128543853,0.1748326569795608,-0.1227627098560333,0.517861008644104,0.0,-0.0188514441251754,-0.0188514441251754,-0.1492225229740142,-0.1492225229740142,-0.3687736988067627,1.729245662689209,-0.1634204089641571,0.0,0.2195511758327484,0.2195511758327484,0.1159067824482917,0.1159067824482917,0.0202373545616865,0.3490875661373138,-0.079827681183815,0.0,0.0956694278866052,0.0956694278866052,0.0182809829711914,0.0182809829711914,-0.0227562896907329,0.0019576700869947,-0.4704684913158417,0.0,0.0410372726619243,0.0410372726619243,0.2281604707241058,0.2281604707241058,0.1699780821800232,1.678566336631775,0.5673173666000366,0.0,0.0581823885440826,0.0581823885440826,0.0623494274914264,0.0623494274914264,0.0032672591041773,0.1442847102880478,-0.0375878140330314,0.0,0.0590821683872491,0.0590821683872491,0.0,0.1007774770259858,-0.2195511758327485,-0.1187736988067627,-0.2195511758327485,0.0,9.05368447303773
1105,36.833333333333336,0,1,0,,5,stairs down,13,0.0,108.74158477783205,44.0286979675293,-1.339663028717041,1.10353422164917,0.7801327109336853,0.6964198350906372,0.7801327109336853,2.229245185852051,2.668855667114258,0.8333333730697632,0.2448756694793701,0.0113096795976161,0.551767110824585,0.3900663554668426,0.3624583780765533,-0.1872918605804443,0.0552369877696037,0.0587070062756538,0.4507946968078613,0.0788980349898338,-0.25,-0.3563694357872009,0.1927426755428314,-0.1063694357872009,0.5121792554855347,1.0,0.0,0.8410194516181946,1.0,0.161716878414154,0.6919412612915039,0.9980953335762024,1.0,6.608109833905473e-05,0.0309471786022186,0.000433786335634,0.0,0.2537208497524261,0.2537208497524261,0.1873906105756759,0.5798668265342712,0.1556512117385864,0.0,0.0663302391767501,0.0663302391767501,-0.2996669709682464,-0.2996669709682464,-0.3563694357872009,0.2136659324169159,0.9066963791847228,0.0,0.0567024648189544,0.0567024648189544,0.0276184938848018,0.0276184938848018,0.0205938220024108,-0.0418062880635261,0.1626817733049392,0.0,0.0070246718823909,0.0070246718823909,0.0410949029028415,0.0410949029028415,-0.026180675253272,-0.0940523371100425,-0.2033578902482986,0.0,0.0672755781561136,0.0672755781561136,0.2253973484039306,0.2253973484039306,0.1927426755428314,0.6903950572013855,1.1956194639205933,0.0,0.0326546728610992,0.0326546728610992,0.0394490174949169,0.0394490174949169,0.0005779266939498,-0.2017958313226699,0.0652432367205619,0.0,0.038871090800967,0.038871090800967,0.0,-0.049666970968246404,-0.05670246481895452,-0.10636943578720093,-0.05670246481895452,0.0,4.667636454105384
1106,36.86666666666667,0,1,0,,5,stairs down,13,0.0,108.7548828125,44.02642822265625,-1.3403278589248655,1.0348140001296997,0.417386531829834,0.5419548749923706,0.417386531829834,1.1158437728881836,2.495904922485352,0.8333333730697632,0.246003657579422,0.0118978163227438,0.5174070000648499,0.208693265914917,0.2377345561981201,-0.2491160035133361,0.181465208530426,0.1069292947649955,0.5487409830093384,0.0720300525426864,-0.25,-0.3584949672222137,0.202684611082077,-0.1084949672222137,0.5121792554855347,1.0,0.0,0.9406743049621582,1.0,0.1617975234985351,0.7535704374313354,0.999186396598816,1.0,7.689462654525414e-05,0.0296139139682054,0.0004642841522581,0.0,0.1664141863584518,0.1664141863584518,0.1878885924816131,-0.2345263361930847,0.3955034911632538,0.0,-0.0214744061231613,-0.0214744061231613,-0.3985856175422668,-0.3985856175422668,-0.3584949672222137,-0.0142383491620421,0.5148557424545288,0.0,-0.0400906503200531,-0.0400906503200531,0.090732604265213,0.090732604265213,0.0225551314651966,0.051414456218481,0.0470638535916805,0.0,0.0681774728000164,0.0681774728000164,0.0748505070805549,0.0748505070805549,-0.0193964280188083,0.408132255077362,-0.1415563374757766,0.0,0.0942469350993633,0.0942469350993633,0.2743704915046692,0.2743704915046692,0.202684611082077,0.3166995048522949,0.909964680671692,0.0,0.0716858804225921,0.0716858804225921,0.0360150262713432,0.0360150262713432,0.000960960634984,-0.0046580033376812,-0.0857411324977874,0.0,0.0350540656363591,0.0350540656363591,0.0,-0.1485856175422668,0.0400906503200531,-0.10849496722221369,0.0400906503200531,0.0,-4.668494546785951
1107,36.9,0,1,0,,5,stairs down,13,0.0,108.76791381835938,44.023902893066406,-1.339648723602295,0.9015321135520936,0.5254809260368347,0.4810714721679687,0.5254809260368347,1.5478370189666748,2.6490797996521,1.0,0.2528533935546875,0.0075658052228391,0.4507660567760467,0.2627404630184173,0.264636754989624,-0.1216410100460052,0.2056791931390762,0.1415376961231231,0.5098332762718201,0.140738159418106,-0.25,-0.3271932899951935,0.2321114242076873,-0.0771932899951934,0.5121792554855347,1.0,0.0,0.9799538850784302,1.0,0.1619787812232971,0.4753495454788208,0.9971690773963928,1.0,4.055106546729803e-05,0.0306093692779541,0.0004999295342713,0.0,0.1852457225322723,0.1852457225322723,0.1844933629035949,-0.1597399711608886,0.0392834916710853,0.0,0.0007523596286773,0.0007523596286773,-0.1946256160736084,-0.1946256160736084,-0.3271932899951935,1.0371681451797483,0.215705007314682,0.0,0.132567673921585,0.132567673921585,0.1028395965695381,0.1028395965695381,0.026881705969572,0.212814062833786,0.0495236925780773,0.0,0.075957890599966,0.075957890599966,0.0990763828158378,0.0990763828158378,-0.007811794988811,0.3322247266769409,0.1692385822534561,0.0,0.1068881778046488,0.1068881778046488,0.25491663813591,0.25491663813591,0.2321114242076873,0.858039915561676,0.5745314955711365,0.0,0.0228052139282226,0.0228052139282226,0.070369079709053,0.070369079709053,0.000129317792016,-0.0840971320867538,-0.039896585047245,0.0,0.0702397619170369,0.0702397619170369,0.0,0.0553743839263916,-0.13256767392158508,-0.07719328999519348,-0.13256767392158508,0.0,5.536439418792726
1108,36.93333333333333,0,1,0,,5,stairs down,13,0.0,108.78118896484376,44.022064208984375,-1.3386240005493164,1.0503615140914917,0.6902056932449341,0.4754713773727417,0.6902056932449341,1.7645082473754885,2.747931480407715,0.8333333730697632,0.2360609024763107,0.0111758401617407,0.5251807570457458,0.345102846622467,0.2990258932113647,-0.1198455467820167,0.19087815284729,0.127709299325943,0.4674086272716522,0.1379741579294204,-0.25,-0.30450439453125,0.2516021430492401,-0.05450439453125,0.5121792554855347,1.0,0.0,0.9835668802261353,1.0,0.1620391607284546,0.6846701502799988,0.9982985258102416,0.8184570074081421,2.0291046894271855e-05,0.0305961985141038,0.0004105026600882,0.0,0.2093181163072586,0.2093181163072586,0.1846683919429779,-0.0956244692206382,-0.0732447281479835,0.0,0.0246497243642807,0.0246497243642807,-0.1917528808116912,-0.1917528808116912,-0.30450439453125,0.6103537082672119,0.680161714553833,0.0,0.1127515137195587,0.1127515137195587,0.095439076423645,0.095439076423645,0.0325404815375804,0.2167020589113235,0.1418483555316925,0.0,0.0628985948860645,0.0628985948860645,0.0893965065479278,0.0893965065479278,-0.00466202897951,0.0432052761316299,0.2613912522792816,0.0,0.0940585355274379,0.0940585355274379,0.2337043136358261,0.2337043136358261,0.2516021430492401,0.5555551648139954,0.7348276376724243,0.0,-0.017897829413414,-0.017897829413414,0.0689870789647102,0.0689870789647102,0.0007257007528096,0.1727822124958038,-0.0648876503109932,0.0,0.0682613782119005,0.0682613782119005,0.0,0.0582471191883088,-0.1127515137195588,-0.05450439453125,-0.1127515137195588,0.0,7.426644563674937
1109,36.96666666666667,0,1,0,,5,stairs down,13,0.0,108.795166015625,44.02002334594727,-1.3386807441711426,1.1186816692352295,0.5948476791381836,0.4772719144821167,0.5948476791381836,1.8427098989486692,2.229173421859741,0.7483612895011902,0.2194775640964508,0.0123537611216306,0.5593408346176147,0.2974238395690918,0.3011935949325561,-0.1140993684530258,0.1879657655954361,0.1598928272724151,0.4751573503017425,0.1009076163172721,-0.25,-0.2901521325111389,0.2670444548130035,-0.0401521325111389,0.410034030675888,1.0,0.0,0.9824052453041076,1.0,0.1621398329734802,0.6789301633834839,0.9985487461090088,0.6789301633834839,1.0998803190886974e-05,0.0303025245666503,0.0003368553007021,0.0,0.2108355164527893,0.2108355164527893,0.1833709180355072,-0.1450614482164383,-0.0858982726931572,0.0,0.0274645984172821,0.0274645984172821,-0.182558998465538,-0.182558998465538,-0.2901521325111389,0.4644948244094848,0.6406921744346619,0.0,0.1075931340456008,0.1075931340456008,0.093982882797718,0.093982882797718,0.0384258702397346,0.1781707853078842,0.1841707825660705,0.0,0.0555570125579834,0.0555570125579834,0.1119249761104583,0.1119249761104583,-0.0018708911957219,0.2729669213294983,0.1380285173654556,0.0,0.1137958673061803,0.1137958673061803,0.2375786751508712,0.2375786751508712,0.2670444548130035,0.4816996455192566,0.6334666609764099,0.0,-0.0294657796621322,-0.0294657796621322,0.050453808158636,0.050453808158636,0.0051338914781808,0.1293711215257644,0.0694913193583488,0.0,0.0453199166804552,0.0453199166804552,0.0,0.067441001534462,-0.10759313404560092,-0.040152132511138916,-0.10759313404560092,0.0,8.266227841377262
