step,time_s,env_id,episode_index,is_done,done_reason,terrain_col,terrain_name,terrain_level,row_progress,root_x,root_y,root_z,vx_cmd_raw,yaw_rate_cmd_raw,vx_cmd_limited,yaw_rate_cmd_limited,wheel_speed_reference_abs_mean,wheel_torque_target_abs_mean,contact_weight_mean,rolling_speed_actual_mean,lateral_speed_actual_abs_mean,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,q_desired_spm1_platform_joint_z,q_position_target_spm1_platform_joint_z,q_actual_spm1_platform_joint_z,qdot_actual_spm1_platform_joint_z,qdot_alloc_spm1_platform_joint_z,q_desired_minus_position_target_spm1_platform_joint_z,q_desired_minus_actual_spm1_platform_joint_z,q_position_target_minus_actual_spm1_platform_joint_z,q_desired_spm1_platform_joint_y,q_position_target_spm1_platform_joint_y,q_actual_spm1_platform_joint_y,qdot_actual_spm1_platform_joint_y,qdot_alloc_spm1_platform_joint_y,q_desired_minus_position_target_spm1_platform_joint_y,q_desired_minus_actual_spm1_platform_joint_y,q_position_target_minus_actual_spm1_platform_joint_y,q_desired_spm1_platform_joint_x,q_position_target_spm1_platform_joint_x,q_actual_spm1_platform_joint_x,qdot_actual_spm1_platform_joint_x,qdot_alloc_spm1_platform_joint_x,q_desired_minus_position_target_spm1_platform_joint_x,q_desired_minus_actual_spm1_platform_joint_x,q_position_target_minus_actual_spm1_platform_joint_x,q_desired_spm2_platform_joint_z,q_position_target_spm2_platform_joint_z,q_actual_spm2_platform_joint_z,qdot_actual_spm2_platform_joint_z,qdot_alloc_spm2_platform_joint_z,q_desired_minus_position_target_spm2_platform_joint_z,q_desired_minus_actual_spm2_platform_joint_z,q_position_target_minus_actual_spm2_platform_joint_z,q_desired_spm2_platform_joint_y,q_position_target_spm2_platform_joint_y,q_actual_spm2_platform_joint_y,qdot_actual_spm2_platform_joint_y,qdot_alloc_spm2_platform_joint_y,q_desired_minus_position_target_spm2_platform_joint_y,q_desired_minus_actual_spm2_platform_joint_y,q_position_target_minus_actual_spm2_platform_joint_y,q_desired_spm2_platform_joint_x,q_position_target_spm2_platform_joint_x,q_actual_spm2_platform_joint_x,qdot_actual_spm2_platform_joint_x,qdot_alloc_spm2_platform_joint_x,q_desired_minus_position_target_spm2_platform_joint_x,q_desired_minus_actual_spm2_platform_joint_x,q_position_target_minus_actual_spm2_platform_joint_x
0,0.0,1,0,0,,1,slope down,5,0.0,47.08776092529297,12.475707054138184,0.07016795873641968,1.9358803033828735,0.17846527695655823,1.9358803033828735,0.17846527695655823,10.019062042236328,2.92800235748291,0.1666666716337204,0.4321858286857605,0.07321266829967499,0.9679401516914368,0.08923263847827911,0.2006504088640213,0.40199726819992065,-0.3303041458129883,-0.338102251291275,0.5268810391426086,-0.44423189759254456,0.14045529067516327,0.14045529067516327,0.009868934750556946,1.0188974142074585,0.25308361649513245,0.0,0.13058635592460632,0.13058635592460632,0.20099863409996033,0.20099863409996033,0.19948314130306244,0.5404753088951111,0.0955161526799202,0.0,0.0015154927968978882,0.0015154927968978882,-0.16515207290649414,-0.16515207290649414,-0.029549112543463707,1.196645736694336,0.7116115689277649,0.0,-0.13560296036303043,-0.13560296036303043,-0.2366715669631958,-0.2366715669631958,-0.042981527745723724,-1.4121886491775513,-0.7110477089881897,0.0,-0.19369003921747208,-0.19369003921747208,0.2634405195713043,0.2634405195713043,0.22454042732715607,0.11333265155553818,0.35099107027053833,0.0,0.038900092244148254,0.038900092244148254,-0.22211594879627228,-0.22211594879627228,-0.008804047480225563,0.44463610649108887,0.26643696427345276,0.0,-0.21331190131604671,-0.21331190131604671
0,0.0,11,0,0,,1,slope down,5,0.0,47.32421112060547,11.441861152648926,0.09365598857402802,1.9508132934570312,-0.29286232590675354,1.9508132934570312,-0.29286232590675354,9.68156623840332,1.6187076568603516,0.3333333432674408,0.54393070936203,0.031112968921661377,0.9754066467285156,-0.14643116295337677,0.2930341064929962,0.5255472660064697,-0.2849709391593933,0.08510591089725494,0.47560226917266846,-0.3963313102722168,0.2051238715648651,0.2051238715648651,0.06695188581943512,-0.45751869678497314,0.6266663074493408,0.0,0.13817198574543,0.13817198574543,0.26277363300323486,0.26277363300323486,0.20007485151290894,1.4369425773620605,0.15872831642627716,0.0,0.06269878149032593,0.06269878149032593,-0.14248546957969666,-0.14248546957969666,0.013229758478701115,-0.6454938650131226,0.6326453685760498,0.0,-0.15571522805839777,-0.15571522805839777,0.05957413837313652,0.05957413837313652,-0.07477632164955139,0.9104511737823486,-0.6349174976348877,0.0,0.1343504600226879,0.1343504600226879,0.23780113458633423,0.23780113458633423,0.1922064870595932,2.1437880992889404,0.1229153573513031,0.0,0.04559464752674103,0.04559464752674103,-0.1981656551361084,-0.1981656551361084,-0.030042756348848343,-1.223510980606079,0.13401184976100922,0.0,-0.16812289878726006,-0.16812289878726006
0,0.0,21,0,0,,1,slope down,5,0.0,47.690853118896484,12.485549926757812,0.12464123219251633,1.8995758295059204,-0.6733537316322327,1.8995758295059204,-0.6733537316322327,10.03756332397461,3.3959851264953613,0.3333333432674408,0.8004931211471558,0.06437374651432037,0.9497879147529602,-0.33667686581611633,-0.023593688383698463,0.6012781262397766,0.057442642748355865,-0.14725950360298157,0.5656731724739075,-0.39390912652015686,-0.01651558093726635,-0.01651558093726635,0.029135478660464287,0.683128297328949,0.64397132396698,0.0,-0.04565105959773064,-0.04565105959773064,0.3006390631198883,0.3006390631198883,0.29228389263153076,0.9805971384048462,0.732630729675293,0.0,0.008355170488357544,0.008355170488357544,0.028721321374177933,0.028721321374177933,-0.027285803109407425,2.083869457244873,-0.03307650610804558,0.0,0.05600712448358536,0.05600712448358536,-0.10308165103197098,-0.10308165103197098,-0.0891614779829979,-0.4578837752342224,-0.9028173685073853,0.0,-0.013920173048973083,-0.013920173048973083,0.28283658623695374,0.28283658623695374,0.1591661125421524,-0.8725687861442566,-0.44313329458236694,0.0,0.12367047369480133,0.12367047369480133,-0.19695456326007843,-0.19695456326007843,-0.00033694820012897253,1.3607144355773926,0.3024468719959259,0.0,-0.19661761505994946,-0.19661761505994946
1,0.016666666666666666,1,0,0,,1,slope down,5,0.0,47.124176025390625,12.464365005493164,0.07390044629573822,1.9336271286010742,-0.892126739025116,1.9336271286010742,-0.892126739025116,10.156439781188965,5.08355712890625,0.5,0.41995739936828613,0.056672483682632446,0.9668135643005371,-0.446063369512558,0.5441209673881531,0.20433451235294342,-0.6532293558120728,-0.24769310653209686,0.5831699371337891,-0.6074924468994141,0.38088467717170715,0.38088467717170715,0.032632242888212204,1.8802160024642944,0.5140418410301208,0.0,0.34825243428349495,0.34825243428349495,0.10216725617647171,0.10216725617647171,0.20478011667728424,0.12407571077346802,0.24714015424251556,0.0,-0.10261286050081253,-0.10261286050081253,-0.3266146779060364,-0.3266146779060364,-0.027176549658179283,0.599345862865448,0.8768914937973022,0.0,-0.2994381282478571,-0.2994381282478571,-0.17338517308235168,-0.17338517308235168,-0.0639498233795166,-1.4377501010894775,-0.9499680399894714,0.0,-0.10943534970283508,-0.10943534970283508,0.29158496856689453,0.29158496856689453,0.22319014370441437,-0.27425727248191833,0.2700067460536957,0.0,0.06839482486248016,0.06839482486248016,-0.30374622344970703,-0.30374622344970703,-0.009931935928761959,0.47216853499412537,0.32715997099876404,0.0,-0.29381428752094507,-0.29381428752094507
1,0.016666666666666666,11,0,0,,1,slope down,5,0.0,47.36003494262695,11.440770149230957,0.09832949191331863,1.9259662628173828,0.2507462501525879,1.9259662628173828,0.2507462501525879,9.242351531982422,1.006314754486084,0.3333333432674408,0.5537278652191162,0.04007278010249138,0.9629831314086914,0.12537312507629395,0.2696720361709595,0.5728265643119812,-0.39069241285324097,0.3580004870891571,0.20774170756340027,0.3254493772983551,0.18877042829990387,0.18877042829990387,0.06013626605272293,-0.33970439434051514,0.2572200894355774,0.0,0.12863416224718094,0.12863416224718094,0.2864132821559906,0.2864132821559906,0.20330090820789337,-0.08781225979328156,0.5942918062210083,0.0,0.08311237394809723,0.08311237394809723,-0.19534620642662048,-0.19534620642662048,0.004786123987287283,-1.1318409442901611,0.19710741937160492,0.0,-0.20013233041390777,-0.20013233041390777,0.25060033798217773,0.25060033798217773,-0.05359908565878868,1.6594088077545166,-0.10831862688064575,0.0,0.3041994236409664,0.3041994236409664,0.10387085378170013,0.10387085378170013,0.19843284785747528,0.053646840155124664,0.8115466833114624,0.0,-0.09456199407577515,-0.09456199407577515,0.16272468864917755,0.16272468864917755,-0.019484568387269974,0.9295697212219238,-0.3285767734050751,0.0,0.18220925703644753,0.18220925703644753
1,0.016666666666666666,21,0,0,,1,slope down,5,0.0,47.72809982299805,12.480395317077637,0.1255689114332199,1.924086570739746,0.25714999437332153,1.924086570739746,0.25714999437332153,9.667719841003418,4.16044807434082,0.3333333432674408,0.7523831129074097,0.03786136955022812,0.962043285369873,0.12857499718666077,-0.01618117466568947,0.6507750749588013,0.16095465421676636,-0.03586983308196068,0.4498631954193115,-0.4187811613082886,-0.011326822452247143,-0.011326822452247143,0.030596191063523293,-0.09410089999437332,0.6573144197463989,0.0,-0.041923013515770435,-0.041923013515770435,0.32538753747940063,0.32538753747940063,0.29395201802253723,-0.037525687366724014,0.8171275854110718,0.0,0.0314355194568634,0.0314355194568634,0.08047732710838318,0.08047732710838318,-0.01806131936609745,1.9984040260314941,0.6882926821708679,0.0,0.09853864647448063,0.09853864647448063,-0.025108883157372475,-0.025108883157372475,-0.08275488764047623,0.2841966450214386,-0.7512021064758301,0.0,0.05764600448310375,0.05764600448310375,0.22493159770965576,0.22493159770965576,0.15215538442134857,-0.670977771282196,-0.589467465877533,0.0,0.07277621328830719,0.07277621328830719,-0.2093905806541443,-0.2093905806541443,0.0027434874791651964,0.6127291917800903,0.6630614399909973,0.0,-0.21213406813330948,-0.21213406813330948
2,0.03333333333333333,1,0,0,,1,slope down,5,0.0,47.16007614135742,12.451508522033691,0.07803042232990265,1.9624112844467163,-1.3305890560150146,1.9411407709121704,-1.3305890560150146,10.108654022216797,3.659701108932495,0.5,0.5125722885131836,0.03624158352613449,0.9812056422233582,-0.6652945280075073,0.17650003731250763,0.3688906133174896,-0.1964450478553772,-0.17850758135318756,0.4455026686191559,-0.31342852115631104,0.12355002760887146,0.12355002760887146,0.05464187264442444,0.9044954180717468,0.9795784950256348,0.0,0.06890815496444702,0.06890815496444702,0.1844453066587448,0.1844453066587448,0.2058953046798706,-0.14325746893882751,0.2052047848701477,0.0,-0.021449998021125793,-0.021449998021125793,-0.0982225239276886,-0.0982225239276886,-0.023533232510089874,0.3555769622325897,0.782315194606781,0.0,-0.07468929141759872,-0.07468929141759872,-0.12495530396699905,-0.12495530396699905,-0.07711422443389893,-0.35844728350639343,-1.1161842346191406,0.0,-0.04784107953310013,-0.04784107953310013,0.22275133430957794,0.22275133430957794,0.21829856932163239,-0.2549360692501068,0.08454367518424988,0.0,0.004452764987945557,0.004452764987945557,-0.15671426057815552,-0.15671426057815552,-0.015226402319967747,-0.2633129358291626,0.37657299637794495,0.0,-0.14148785825818777,-0.14148785825818777
2,0.03333333333333333,11,0,0,,1,slope down,5,0.0,47.39482498168945,11.43801212310791,0.10071330517530441,1.9005509614944458,0.2525038421154022,1.9005509614944458,0.2525038421154022,9.802642822265625,0.0,0.0,0.538497805595398,0.030644675716757774,0.9502754807472229,0.1262519210577011,-0.31221655011177063,0.23206590116024017,0.29592224955558777,0.4506482183933258,0.32607272267341614,0.42229199409484863,-0.21855157613754272,-0.21855157613754272,0.04336116090416908,-1.4991384744644165,0.05381247028708458,0.0,-0.2619127370417118,-0.2619127370417118,0.11603295058012009,0.11603295058012009,0.18983183801174164,-1.5244271755218506,0.36185845732688904,0.0,-0.07379888743162155,-0.07379888743162155,0.14796112477779388,0.14796112477779388,0.010558675974607468,0.9956734776496887,-0.25574418902397156,0.0,0.13740244880318642,0.13740244880318642,0.31545373797416687,0.31545373797416687,-0.020797938108444214,2.0019447803497314,0.494051069021225,0.0,0.3362516760826111,0.3362516760826111,0.16303636133670807,0.16303636133670807,0.19409127533435822,0.04142405092716217,0.5532851815223694,0.0,-0.031054913997650146,-0.031054913997650146,0.21114599704742432,0.21114599704742432,-0.0033311815932393074,1.4460023641586304,0.10014843940734863,0.0,0.21447717864066362,0.21447717864066362
2,0.03333333333333333,21,0,0,,1,slope down,5,0.0,47.765560150146484,12.476255416870117,0.1277870535850525,1.967725396156311,0.10773981362581253,1.9448577165603638,0.10773981362581253,9.906553268432617,1.9592931270599365,0.3333333432674408,0.5816282033920288,0.04229070246219635,0.9838626980781555,0.053869906812906265,0.20019403100013733,0.568436861038208,-0.13148167729377747,0.00935936626046896,0.39750993251800537,-0.24507901072502136,0.14013582468032837,0.14013582468032837,0.030192384496331215,0.34283629059791565,0.4012626111507416,0.0,0.10994344018399715,0.10994344018399715,0.284218430519104,0.284218430519104,0.2954273521900177,0.8469192981719971,0.525896430015564,0.0,-0.011208921670913696,-0.011208921670913696,-0.06574083864688873,-0.06574083864688873,-0.002119874581694603,0.4777832627296448,1.1347253322601318,0.0,-0.06362096406519413,-0.06362096406519413,0.006551556289196014,0.006551556289196014,-0.0795181542634964,0.4917892813682556,-0.39838024973869324,0.0,0.08606971055269241,0.08606971055269241,0.19875496625900269,0.19875496625900269,0.14146526157855988,-1.3845523595809937,-0.6172428727149963,0.0,0.05728970468044281,0.05728970468044281,-0.12253950536251068,-0.12253950536251068,0.011011552065610886,0.44343996047973633,0.6459102034568787,0.0,-0.13355105742812157,-0.13355105742812157
3,0.05,1,0,0,,1,slope down,5,0.0,47.19609832763672,12.437664031982422,0.08027670532464981,1.8619427680969238,-0.14640408754348755,1.8619427680969238,-0.14640408754348755,9.296858787536621,0.7133890986442566,0.3333333432674408,0.4643363356590271,0.04705118387937546,0.9309713840484619,-0.07320204377174377,0.13868369162082672,0.307783305644989,0.32172003388404846,0.2570969760417938,0.4756285548210144,-0.1868283450603485,0.0970785841345787,0.0970785841345787,0.06068757548928261,-0.036028508096933365,0.9539932012557983,0.0,0.0363910086452961,0.0363910086452961,0.1538916528224945,0.1538916528224945,0.2008124440908432,-0.4592861831188202,0.08646300435066223,0.0,-0.046920791268348694,-0.046920791268348694,0.16086001694202423,0.16086001694202423,-0.018031088635325432,-0.13296976685523987,0.6369001269340515,0.0,0.17889110557734966,0.17889110557734966,0.17996788024902344,0.17996788024902344,-0.06553855538368225,1.0498567819595337,-0.8579782247543335,0.0,0.2455064356327057,0.2455064356327057,0.2378142774105072,0.2378142774105072,0.2189675271511078,0.43931302428245544,-0.03113722987473011,0.0,0.018846750259399414,0.018846750259399414,-0.09341417253017426,-0.09341417253017426,-0.013822068460285664,0.9952584505081177,0.15852586925029755,0.0,-0.07959210406988859,-0.07959210406988859
