group,tag_count,latest_mean
Debug,174,0.46942807899394806
Loss,4,-0.7094268564169397
Perf,3,687.3722706635793
Policy,1,0.12270848453044891
Stage1Eval,640,8.981375507835475
TerrainFeature,23,0.09647703213293267
TerrainGate,5,0.32081261575222014
Train,4,271.4609899520874
