step,col00_flat.env_count,col00_flat.current_level_mean,col00_flat.rows_advanced_mean,col00_flat.row_advance_rate,col00_flat.rear_follow_success_rate,col00_flat.row_contact_support_min,col00_flat.actual_overspeed_near_edge_rate,col00_flat.stagnation_rate,col00_flat.recovery_active_rate,col00_flat.stuck_time_mean,col00_flat.difficulty_score,col01_slope_down.env_count,col01_slope_down.current_level_mean,col01_slope_down.rows_advanced_mean,col01_slope_down.row_advance_rate,col01_slope_down.rear_follow_success_rate,col01_slope_down.row_contact_support_min,col01_slope_down.actual_overspeed_near_edge_rate,col01_slope_down.stagnation_rate,col01_slope_down.recovery_active_rate,col01_slope_down.stuck_time_mean,col01_slope_down.difficulty_score,col02_slope_up.env_count,col02_slope_up.current_level_mean,col02_slope_up.rows_advanced_mean,col02_slope_up.row_advance_rate,col02_slope_up.rear_follow_success_rate,col02_slope_up.row_contact_support_min,col02_slope_up.actual_overspeed_near_edge_rate,col02_slope_up.stagnation_rate,col02_slope_up.recovery_active_rate,col02_slope_up.stuck_time_mean,col02_slope_up.difficulty_score,col03_rough.env_count,col03_rough.current_level_mean,col03_rough.rows_advanced_mean,col03_rough.row_advance_rate,col03_rough.rear_follow_success_rate,col03_rough.row_contact_support_min,col03_rough.actual_overspeed_near_edge_rate,col03_rough.stagnation_rate,col03_rough.recovery_active_rate,col03_rough.stuck_time_mean,col03_rough.difficulty_score,col04_rough.env_count,col04_rough.current_level_mean,col04_rough.rows_advanced_mean,col04_rough.row_advance_rate,col04_rough.rear_follow_success_rate,col04_rough.row_contact_support_min,col04_rough.actual_overspeed_near_edge_rate,col04_rough.stagnation_rate,col04_rough.recovery_active_rate,col04_rough.stuck_time_mean,col04_rough.difficulty_score,col05_stairs_down.env_count,col05_stairs_down.current_level_mean,col05_stairs_down.rows_advanced_mean,col05_stairs_down.row_advance_rate,col05_stairs_down.rear_follow_success_rate,col05_stairs_down.row_contact_support_min,col05_stairs_down.actual_overspeed_near_edge_rate,col05_stairs_down.stagnation_rate,col05_stairs_down.recovery_active_rate,col05_stairs_down.stuck_time_mean,col05_stairs_down.difficulty_score,col06_stairs_down.env_count,col06_stairs_down.current_level_mean,col06_stairs_down.rows_advanced_mean,col06_stairs_down.row_advance_rate,col06_stairs_down.rear_follow_success_rate,col06_stairs_down.row_contact_support_min,col06_stairs_down.actual_overspeed_near_edge_rate,col06_stairs_down.stagnation_rate,col06_stairs_down.recovery_active_rate,col06_stairs_down.stuck_time_mean,col06_stairs_down.difficulty_score,col07_stairs_down.env_count,col07_stairs_down.current_level_mean,col07_stairs_down.rows_advanced_mean,col07_stairs_down.row_advance_rate,col07_stairs_down.rear_follow_success_rate,col07_stairs_down.row_contact_support_min,col07_stairs_down.actual_overspeed_near_edge_rate,col07_stairs_down.stagnation_rate,col07_stairs_down.recovery_active_rate,col07_stairs_down.stuck_time_mean,col07_stairs_down.difficulty_score,col08_obstacles.env_count,col08_obstacles.current_level_mean,col08_obstacles.rows_advanced_mean,col08_obstacles.row_advance_rate,col08_obstacles.rear_follow_success_rate,col08_obstacles.row_contact_support_min,col08_obstacles.actual_overspeed_near_edge_rate,col08_obstacles.stagnation_rate,col08_obstacles.recovery_active_rate,col08_obstacles.stuck_time_mean,col08_obstacles.difficulty_score,col09_obstacles.env_count,col09_obstacles.current_level_mean,col09_obstacles.rows_advanced_mean,col09_obstacles.row_advance_rate,col09_obstacles.rear_follow_success_rate,col09_obstacles.row_contact_support_min,col09_obstacles.actual_overspeed_near_edge_rate,col09_obstacles.stagnation_rate,col09_obstacles.recovery_active_rate,col09_obstacles.stuck_time_mean,col09_obstacles.difficulty_score
92,4,10,7.46875,0.9375,,1,,0,,,,4,8.59375,5.625,0.84375,,1,0,0.03125,,,0.193759,4,7.8125,6.25,0.8125,,1,,0.03125,,,0.203504,4,7.21875,4.96875,0.8125,,1,,0,,,0.219754,4,8.625,4.6875,0.9375,,1,0,0,,,0.223866,15,17.8167,0.0416667,0.0416667,0.0333333,0.0169174,0.9,0.158333,0.05,0.0752778,0.518492,15,17.7583,0.0583333,0.0583333,0.0333333,0.00416667,0.866667,0.141667,0.0166667,0.0488889,0.507698,15,17.85,0.00833333,0.00833333,0.0583333,0,0.866667,0.183333,0.0333333,0.09,0.512917,16,14.7188,0.28125,0.273438,0.71875,0.045717,0.984375,0.390625,0.132812,0.203385,0.51174,15,11.025,0.166667,0.141667,0.875,0.0398909,0.983333,0.483333,0.208333,0.396944,0.516937
93,4,3.28125,2.03125,0.84375,,1,,0,,,,4,6.4375,3.0625,0.90625,,1,0,0,,,0.119294,4,5.625,2.875,0.96875,,1,,0,,,0.107812,4,4.625,1.875,0.90625,,1,,0,,,0.12919,4,4.375,2.09375,0.78125,,1,0,0,,,0.209318,15,17.8667,0,0,0.025,0,0.883333,0.241667,0.0166667,0.0616667,0.5375,15,17.8167,0.0166667,0.0166667,0.0166667,0,0.816667,0.208333,0.0166667,0.0625,0.52129,15,17.8667,0,0,0.00833333,0,0.866667,0.208333,0.025,0.05,0.521667,16,14.9297,0.171875,0.132812,0.671875,0.0321944,0.945312,0.429688,0.171875,0.265625,0.443028,15,11.1083,0.0583333,0.05,0.925,0.00416667,0.975,0.491667,0.225,0.362778,0.477876
94,4,7.9375,6.6875,1,,1,,0,,,,4,9.15625,6.15625,1,,1,0,0,,,0.131918,4,10,7.25,1,,1,,0,,,0.101562,4,7.96875,5.21875,1,,1,,0,,,0.177122,4,6.0625,4.3125,1,,1,0,0,,,0.225213,15,17.8833,0.0166667,0.0166667,0.05,0.00833333,0.841667,0.175,0.0666667,0.143333,0.510561,15,17.9083,0.0166667,0.0166667,0.0333333,0.0070311,0.858333,0.175,0.0166667,0.0411111,0.51133,15,17.9083,0.00833333,0.00833333,0.0416667,0.00416667,0.858333,0.183333,0.0333333,0.0622222,0.505347,16,15.0234,0.125,0.125,0.757812,0.0273438,0.976562,0.375,0.210938,0.361458,0.509326,15,11.2,0.05,0.05,0.875,0.00416667,0.983333,0.466667,0.266667,0.463333,0.517694
95,4,5.0625,3.5,0.75,,1,,0,,,,4,4.75,3.71875,0.78125,,1,0,0,,,0.14601,4,4.6875,2.21875,0.75,,1,,0,,,0.202514,4,4.5625,1.78125,0.71875,,1,,0,,,0.199323,4,4.5625,3,0.6875,,1,0,0,,,0.175399,15,17.9333,0,0,0.00833333,0,0.8,0.15,0.0166667,0.0580555,0.504583,15,18,0,0,0.0333333,0,0.866667,0.191667,0.025,0.0463889,0.514583,15,17.9333,0,0,0,0,0.875,0.1,0.025,0.0594444,0.502917,16,15.3047,0.273438,0.164062,0.757812,0.0366635,0.976562,0.507812,0.273438,0.419792,0.447429,15,11.3333,0.133333,0.116667,0.783333,0.0333902,0.966667,0.391667,0.15,0.241111,0.437985
96,4,6.84375,5.09375,1,,1,,0,,,,4,6.0625,4.8125,1,,1,0,0,,,0.116606,4,7.96875,5.71875,1,,1,,0,,,0.1,4,6.75,4,1,,1,,0,,,0.173685,4,5.40625,3.15625,0.96875,,1,0,0,,,0.237587,15,17.9333,0,0,0,0,0.808333,0.225,0.0583333,0.105278,0.528333,15,18,0,0,0.00833333,0,0.85,0.216667,0.025,0.0508333,0.514167,15,17.9417,0.00833333,0.00833333,0.0416667,0.00280967,0.841667,0.175,0.0666667,0.105278,0.513333,16,15.4141,0.117188,0.09375,0.804688,0.0128439,1,0.40625,0.195312,0.304427,0.50797,15,11.4,0.15,0.108333,0.883333,0,0.975,0.525,0.225,0.396111,0.518956
97,4,7.4375,5.6875,0.75,,1,,0,,,,4,7.0625,5.3125,0.84375,,1,0,0,,,0.158942,4,6.34375,4.3125,0.75,,1,,0.03125,,,0.184936,4,6.4375,3.46875,0.71875,,1,,0,,,0.237678,4,7.21875,4.3125,0.84375,,1,0,0,,,0.187294,15,17.9333,0,0,0.0166667,0,0.833333,0.075,0.05,0.109167,0.49375,15,18,0,0,0.0166667,0,0.858333,0.133333,0,0.0130556,0.5075,15,18,0,0,0.025,0,0.85,0.15,0.0333333,0.0830555,0.494167,16,15.5234,0.046875,0.046875,0.671875,0.0117188,0.984375,0.390625,0.132812,0.196354,0.464247,15,11.4667,0.0583333,0.0583333,0.808333,0,1,0.391667,0.133333,0.27,0.420432
98,4,5.375,3.625,1,,1,,0,,,,4,5.6875,3.65625,0.9375,,1,0,0,,,0.12962,4,6.15625,4.15625,1,,1,,0,,,0.1125,4,5.96875,2.96875,1,,1,,0,,,0.16121,4,5.53125,2.3125,0.90625,,1,0,0,,,0.233591,15,17.9333,0,0,0.025,0,0.833333,0.125,0.0166667,0.0291667,0.49125,15,18,0,0,0.0416667,0,0.883333,0.158333,0.0416667,0.0894444,0.510833,15,18,0,0,0,0,0.858333,0.2,0.0166667,0.0522222,0.511667,16,15.6875,0.125,0.125,0.609375,0.00669222,0.96875,0.4375,0.195312,0.335937,0.507362,15,11.5917,0.125,0.1,0.875,0.0299774,0.975,0.375,0.158333,0.276111,0.495136
99,4,9.9375,8.1875,1,,1,,0,,,,4,8.21875,6.09375,0.875,,1,0,0.03125,,,0.182185,4,8.375,6.0625,0.78125,,1,,0.03125,,,0.194591,4,7.8125,4.96875,0.8125,,1,,0,,,0.223734,4,8.0625,4.9375,0.9375,,1,0,0,,,0.23155,15,17.9917,0.00833333,0.00833333,0.025,0.00416667,0.9,0.183333,0.0333333,0.0961111,0.51625,15,18,0,0,0.05,0,0.825,0.141667,0.00833333,0.0338889,0.4925,15,18,0,0,0,0,0.908333,0.225,0.025,0.0744444,0.521667,16,15.8125,0.132812,0.125,0.695312,0.0390625,0.953125,0.273438,0.0625,0.122396,0.489627,15,11.6667,0.0583333,0.0416667,0.9,0,0.975,0.475,0.208333,0.317222,0.517306
100,4,3.40625,1.90625,0.8125,,1,,0,,,,3.5,6.61458,3.44792,0.96875,,1,0,0,,,0.107292,4,5.9375,2.6875,0.96875,,1,,0,,,0.114062,4,3.875,1.875,0.875,,1,,0,,,0.120142,3.5,4.60417,2.58333,0.875,,1,0,0,,,0.152818,10,18,0,0,0.0166667,0,0.930303,0.180411,0.019697,0.0510967,0.538701,16.375,18,0,0,0,0,0.809712,0.195333,0.0234988,0.0517501,0.511659,16.875,18,0,0,0.00833333,0,0.75223,0.160426,0.036769,0.100719,0.50161,17,16.0321,0.257812,0.170139,0.717882,0.0213741,0.986111,0.366319,0.182292,0.224508,0.410439,16.75,11.5605,0,0,0.876552,0,0.964461,0.451471,0.187337,0.289888,0.517124
101,4,7.9375,6.4375,1,,1,,0,,,,3,10.1667,6.83333,1,,1,0,0,,,0.1,4,10.2812,7.03125,1,,1,,0,,,0.107813,4,7.3125,5.3125,1,,1,,0,,,0.15989,3,6.20833,4.54167,1,,1,0,0,,,0.197776,3,15.75,0,0,0.0625,0,0.875,0.283333,0.05625,0.0716667,0.503542,20.625,18,0,0,0.0295768,0,0.818264,0.188918,0.0370192,0.0732825,0.511084,13.375,18,0,0,0.0131579,0,0.953947,0.288872,0.0906699,0.189262,0.563949,20.5,16.1719,0.0952137,0.089779,0.489758,0.0146222,0.94425,0.477484,0.20923,0.359923,0.524748,20.5,11.3647,0,0,0.843282,0,0.980795,0.529045,0.194791,0.383764,0.529267
102,2.5,5.78125,4.28125,0.8125,,1,,0,,,,1.875,7.4375,3.0625,0.75,,1,0,0,,,0.215985,2.5,5.79167,3.125,0.708333,,1,,0,,,0.193891,2.125,5.03125,2.40625,0.6875,,1,,0,,,0.214723,2.25,5.66667,3.16667,0.666667,,1,0,0,,,0.226347,1.875,1.1875,0.3125,0.270833,0.1875,0.125,0.75,0.125,0,0,0.305208,25.375,18,0,0,0.00980769,0,0.803018,0.162751,0.0351003,0.0868852,0.500625,7.625,18,0,0,0.0420139,0,1,0.272917,0.0333333,0.0776736,0.568889,24.875,16.251,0.0502083,0.0502083,0.668125,0.005,0.959583,0.4425,0.165208,0.290424,0.472527,25,11.4481,0.0488462,0.0488462,0.890669,0.0172218,0.979758,0.474975,0.218855,0.351671,0.507467
103,2.75,5.27083,3.89583,0.916667,,1,,0,,,,2.875,7.85417,3.79167,0.916667,,1,0,0,,,0.122917,3,7.04167,4.70833,1,,1,,0,,,0.113194,3,5.54167,2.875,0.916667,,1,,0,,,0.195866,2.625,5.97917,2.5625,0.916667,,1,0,0,,,0.219783,3,3.45833,2.45833,1,0.333333,0.0381732,1,0,0,0,0.225741,16.25,18,0,0,0.025625,0,0.928421,0.240588,0.0615607,0.174935,0.540902,2.125,7.625,0.25,0.25,0.25,0,1,0.13125,0.05,0.0714583,0.4803,29.875,16.3321,0.0766376,0.0656082,0.632513,0.0184455,0.969098,0.407163,0.184933,0.283912,0.512157,30.5,11.6539,0.145178,0.111666,0.846908,0.0186231,0.974516,0.457183,0.178376,0.29067,0.503928
104,2.625,8.29167,6.58333,0.9375,,1,,0,,,,2.625,9.75,5.75,0.875,,1,0,0,,,0.145159,2.75,7.75,5.77083,0.729167,,1,,0,,,0.212776,2.875,7.02083,4.35417,0.770833,,1,,0,,,0.221321,2.625,8.375,4.77083,0.9375,,1,0,0,,,0.206059,2.5,4.58333,3.58333,0.8125,0.229167,0.0416667,0.9375,0,0,0,0.266237,5.625,18,0,0,0.0636905,0,1,0.244048,0.0208333,0.0795635,0.555,1.5,3.04167,2.04167,0.791667,0.229167,0.147212,1,0,0,0,0.33781,36.25,16.443,0.101102,0.0765821,0.580154,0.0258545,0.979517,0.383949,0.196011,0.340741,0.512841,36.625,11.8688,0.123501,0.102553,0.831542,0.0223298,0.972306,0.430796,0.206668,0.340414,0.505593
105,2,7.0625,4.0625,0.9375,,1,,0,,,,2.375,7.58333,3.625,0.875,,1,0,0,,,0.152431,3,5.33333,2.66667,0.958333,,1,,0,,,0.240389,2.875,5.39583,2.5,0.916667,,1,,0,,,0.220996,2,6.0625,2.75,0.75,,1,0,0.0625,,,0.247805,2.5,2.125,1.125,0.6875,0.354167,0.0909291,0.916667,0,0,0,0.33306,2.5,10.625,0.0625,0.0625,0.208333,0,0.9375,0.145833,0,0.00902778,0.498958,2.75,3.4375,2.4375,0.916667,0.270833,0.104222,0.9375,0,0,0,0.21973,38,16.5954,0.0986842,0.0855263,0.559211,0.025848,0.947368,0.447368,0.213816,0.342215,0.513963,38,12.0164,0.0921053,0.0625,0.848684,0.0192402,0.983553,0.368421,0.141447,0.227303,0.497035
106,2,9.6875,6.1875,1,,1,,0,,,,3,9,5,1,,1,0,0,,,0.173302,3,9.91667,7.25,1,,1,,0,,,0.114583,3,7.29167,4.625,1,,1,,0,,,0.191504,2,6.6875,3.6875,1,,1,0,0,,,0.245266,3,4.29167,3.29167,1,0.291667,0.145833,0.958333,0,0,0,0.258468,2,3,2,1,0.3125,0.0130759,1,0,0,0,0.340797,2,5,4,1,0.25,0.041174,0.9375,0,0,0,0.212869,38,16.6645,0.0723684,0.0625,0.618421,0.0148026,0.963816,0.523026,0.213816,0.332237,0.528992,38,12.1743,0.131579,0.115132,0.842105,0.0386318,0.970395,0.414474,0.180921,0.304825,0.507269
107,2.875,6.66667,3.22917,0.729167,,1,,0,,,,2.625,7.97917,5.375,0.916667,,1,0,0,,,0.111458,2.75,6.39583,2.89583,0.729167,,1,,0,,,0.249228,2.875,5.04167,2.89583,0.770833,,1,,0,,,0.166587,2.625,6.29167,3.35417,0.729167,,0.958333,0.0416667,0.0833333,,,0.137485,2.125,3.8125,2.8125,0.833333,0.125,0.123489,0.875,0,0,0,0.17634,2,5,4,0.9375,0.3125,0.0260428,0.9375,0,0,0,0.0890625,2.125,2.20833,1.20833,0.666667,0.3125,0.0488311,0.9375,0,0,0,0.307139,38,16.7204,0.0197368,0.0164474,0.631579,0.00493421,0.953947,0.463816,0.164474,0.267982,0.522747,38,12.4112,0.273026,0.194079,0.805921,0.0481204,0.983553,0.391447,0.134868,0.249452,0.478816
108,3,8.33333,4.66667,1,,1,,0,,,,2,5.1875,3.6875,0.875,,1,0,0,,,0.19465,3,8.70833,5.375,1,,1,,0,,,0.114583,3,6.375,3.375,0.958333,,1,,0,,,0.195078,3,4.04167,2.70833,0.875,,1,0,0,,,0.257708,2,3.1875,2.1875,0.875,0.3125,0.0625,0.9375,0,0,0,0.28108,2,2.0625,1.0625,0.6875,0.3125,0,1,0,0,0,0.376411,2,4.4375,3.4375,1,0.3125,0.109787,0.9375,0,0,0,0.181831,38,16.8257,0.0953947,0.0855263,0.595395,0.00980338,0.960526,0.401316,0.180921,0.278618,0.510197,38,12.5263,0.121711,0.105263,0.838816,0.00279794,0.983553,0.434211,0.197368,0.375548,0.503832
109,3,8.25,5.25,0.833333,,1,,0,,,,2,6.4375,4.9375,0.875,,1,0,0,,,0.147275,2.5,9.02083,5.60417,0.75,,1,,0,,,0.235937,2.375,8.02083,4.45833,0.8125,,1,,0.0625,,,0.157389,3,5.16667,4.45833,0.875,,1,0,0,,,0.157214,2,3.875,2.875,0.8125,0.25,0.0844023,0.9375,0,0,0,0.247391,2.5,3.91667,2.91667,0.875,0.3125,0,1,0,0,0,0.205923,2.625,3.25,2.25,0.75,0.25,0.0168464,1,0,0,0,0.327935,38,16.9605,0.0756579,0.0756579,0.506579,0.0200451,0.960526,0.493421,0.213816,0.30625,0.526372,38,12.5526,0.0230263,0.0230263,0.822368,0,0.986842,0.457237,0.161184,0.314145,0.517843
110,3,5.45833,3.66667,0.916667,,1,,0,,,,2,6.6875,4.25,0.875,,1,0,0,,,0.155013,3,5.33333,3,0.916667,,1,,0,,,0.154332,2.625,3.77083,1.60417,0.75,,1,,0,,,0.306892,2.125,3.97917,3.10417,0.895833,,1,0,0,,,0.185508,2,3.0625,2.0625,0.8125,0.375,0,0.9375,0,0,0,0.259596,2.25,3.39583,2.39583,0.8125,0.291667,0.0328167,0.9375,0,0,0,0.247708,3,3.79167,2.79167,1,0.291667,0.0947711,0.958333,0,0,0,0.167083,38,17.0197,0.0493421,0.0460526,0.473684,0.00986842,0.970395,0.463816,0.157895,0.283772,0.520082,38,12.6349,0.0756579,0.0756579,0.848684,0.0241779,0.983553,0.388158,0.141447,0.258772,0.503503
111,3,8.41667,6.625,0.875,,1,,0,,,,2,8.5625,5.4375,0.875,,1,0,0,,,0.162381,2.875,9.54167,7.375,1,,1,,0,,,0.131914,3,5.58333,4,0.958333,,1,,0,,,0.224378,2.125,5.66667,4.1875,0.854167,,1,0,0,,,0.232978,2,4.1875,3.1875,0.875,0.125,0.0684396,0.875,0,0,0,0.268703,2,4.3125,3.3125,0.9375,0.25,0.0896047,1,0,0,0,0.265371,3,3.75,2.75,0.625,0.333333,0,0.875,0,0,0,0.314608,38,17.1217,0.0526316,0.0361842,0.565789,0.00986842,0.973684,0.460526,0.171053,0.274013,0.52303,38,12.7763,0.154605,0.108553,0.858553,0.0335806,0.980263,0.371711,0.141447,0.212939,0.497296
112,3,5.04167,3.375,0.916667,,1,,0,,,,2,7.8125,4.5625,0.875,,1,0,0,,,0.114323,2.5,6.14583,2.75,0.75,,1,,0,,,0.244965,2.5,5.125,3.75,0.833333,,1,,0,,,0.151302,3,6,2.33333,0.791667,,1,0,0,,,0.207843,2,3.25,2.25,0.8125,0.3125,0.0216389,1,0,0,0,0.227382,2,3.5,2.5,0.8125,0.4375,0.03125,1,0,0,0,0.201601,3,2.875,1.875,1,0.25,0.125,1,0,0,0,0.236826,38,17.1579,0.0263158,0.0263158,0.483553,0,0.967105,0.506579,0.180921,0.305044,0.530766,38,12.8487,0.0493421,0.0394737,0.865132,0.00735428,0.973684,0.378289,0.138158,0.241557,0.500978
113,3,7.70833,6.04167,1,,1,,0,,,,2,7.9375,5.4375,1,,1,0,0,,,0.149879,3,8.625,4.95833,1,,1,,0,,,0.183362,2,6.1875,3.6875,1,,1,,0,,,0.241565,3,8.5,4.5,1,,1,0,0,,,0.192443,2,4.0625,3.0625,1,0.3125,0.0490778,1,0,0,0,0.273011,2,3.875,2.875,1,0.375,0.00187222,0.9375,0,0,0,0.283494,3,5.20833,4.20833,1,0.291667,0,0.958333,0,0,0,0.198348,38,17.1678,0.00986842,0.00986842,0.552632,0.00328947,0.970395,0.463816,0.171053,0.268092,0.52437,38,12.898,0.0559211,0.0559211,0.851974,0.0133423,0.976974,0.342105,0.118421,0.172039,0.499983
114,2.75,7.375,4.08333,0.875,,1,,0,,,,2.75,7.77083,4.20833,0.854167,,1,0,0,,,0.164152,2.25,10.1042,6.6875,0.875,,1,,0,,,0.15,2.25,6.95833,3.75,0.791667,,1,,0.0416667,,,0.145298,2.875,7.16667,3.39583,0.833333,,1,0,0,,,0.175131,2,3.4375,2.4375,0.75,0.3125,0.03125,0.9375,0,0,0,0.238872,2.125,3.54167,2.54167,0.770833,0.3125,0.0625,0.875,0,0,0,0.226581,3,1.875,0.875,0.625,0.25,0,1,0,0,0,0.354214,38,17.1579,0.0394737,0.0394737,0.453947,0.00493421,0.953947,0.427632,0.151316,0.250548,0.517814,38,13.0395,0.138158,0.128289,0.822368,0.0302258,0.976974,0.381579,0.1875,0.283662,0.494523
115,2.875,7.83333,4.64583,0.958333,,1,,0,,,,2,9.5,5.5,1,,1,0,0,,,0.109375,3,6.66667,2.33333,0.875,,1,,0,,,0.296562,2.125,6.58333,3.10417,0.958333,,1,,0,,,0.212187,3,6.45833,3.125,0.875,,1,0,0,,,0.213437,2,3.125,2.125,0.875,0.3125,0,1,0,0,0,0.293854,2,3.125,2.125,0.875,0.3125,0.0625,1,0,0,0,0.293854,3,4.375,3.375,1,0.375,0.0221243,1,0,0,0,0.177708,38,17.1743,0.0328947,0.0328947,0.394737,0.00328947,0.957237,0.457237,0.171053,0.29989,0.520735,38,13.1875,0.144737,0.128289,0.759868,0.0202722,0.983553,0.358553,0.151316,0.252303,0.492061
116,2.75,7.89583,5.39583,0.854167,,1,,0,,,,2.5,6.97917,4.29167,0.729167,,1,0,0,,,0.242891,3,11.0417,6.70833,1,,1,,0,,,0.139617,2.25,7.70833,4.4375,0.916667,,1,,0,,,0.16678,2.375,7.27083,4.52083,0.875,,1,0,0,,,0.159279,2,4.125,3.125,0.875,0.3125,0.09375,0.9375,0,0,0,0.21819,2.125,4.0625,3.0625,0.895833,0.25,0.103734,0.9375,0,0,0,0.21983,3,3.20833,2.20833,0.708333,0.125,0.0718595,0.875,0.0416667,0,0,0.317874,38,17.2928,0.0921053,0.0855263,0.496711,0.0164474,0.970395,0.463816,0.194079,0.299781,0.514537,38,13.375,0.141447,0.131579,0.802632,0.0367771,0.990132,0.365132,0.144737,0.236842,0.495279
117,3,6.75,4,0.916667,,1,,0,,,,3,5.625,3.95833,1,,1,0,0,,,0.162881,2,6.3125,3.625,0.8125,,1,,0,,,0.273313,2.125,4.0625,2.5,0.833333,,1,,0,,,0.220179,2.875,4.1875,2.1875,0.791667,,1,0,0,,,0.267043,2,3,2,0.8125,0.3125,0,1,0,0,0,0.273192,2,3.3125,2.3125,0.875,0.25,0.0730947,0.9375,0,0,0,0.242362,3,3.66667,2.66667,1,0.291667,0.107133,0.916667,0,0,0,0.203888,38,17.3454,0.0394737,0.0361842,0.434211,0.00328947,0.957237,0.470395,0.128289,0.208991,0.517312,38,13.5,0.144737,0.125,0.8125,0.0311509,0.980263,0.388158,0.180921,0.305263,0.497074
118,2.875,9.33333,6.39583,0.9375,,1,,0,,,,2.875,8.95833,7.25,0.895833,,1,0,0,,,0.125962,2.125,6.60417,4.64583,0.958333,,1,,0,,,0.212483,2.125,5.875,4.625,0.854167,,1,,0,,,0.187437,3,6.54167,4.54167,1,,1,0,0,,,0.215334,2,4.0625,3.0625,0.875,0.25,0.0378825,1,0,0,0,0.276003,2.375,3.64583,2.64583,0.75,0.3125,0,0.916667,0.0833333,0,0,0.316088,2.625,4.0625,3.0625,0.6875,0.229167,0.0416667,0.9375,0.0625,0,0,0.282977,38,17.3849,0.0296053,0.0230263,0.371711,0.0115132,0.960526,0.480263,0.1875,0.302303,0.525582,38,13.7105,0.184211,0.174342,0.828947,0.0576521,0.983553,0.338816,0.200658,0.344737,0.492044
119,3,5.83333,3.66667,0.791667,,1,,0,,,,2.375,4.22917,2.04167,0.854167,,1,0,0,,,0.272832,2.5,6.0625,4.85417,0.833333,,1,,0,,,0.11862,3,4.20833,2.375,0.875,,1,,0,,,0.194515,2,6.75,4.125,0.75,,1,0,0,,,0.201884,2.125,3.16667,2.16667,0.770833,0.3125,0.0116643,0.958333,0,0,0,0.227628,2.5,3.41667,2.41667,1,0.291667,0.0129089,1,0,0,0,0.2082,2.5,2.33333,1.33333,0.8125,0.3125,0.0624328,0.958333,0.0416667,0,0,0.313802,38,17.4507,0.0361842,0.0361842,0.460526,0.00986842,0.953947,0.424342,0.171053,0.268202,0.515447,38,13.8849,0.177632,0.174342,0.786184,0.0520988,0.973684,0.309211,0.154605,0.246162,0.479477
120,3,8.33333,5.66667,1,,1,,0,,,,3,7.33333,5.66667,1,,1,0,0,,,0.100309,2,5.875,4.875,1,,1,,0,,,0.169952,3,7.08333,4.75,1,,1,,0,,,0.154337,2,4.9375,2.4375,1,,1,0,0,,,0.296495,2,4.0625,3.0625,1,0.3125,0,1,0,0,0,0.260701,2,5.1875,4.1875,1,0.3125,0.0625,0.9375,0,0,0,0.191491,3,4.375,3.375,1,0.291667,0.0416667,1,0,0,0,0.231673,38,17.4901,0.0164474,0.0164474,0.476974,0.00328947,0.967105,0.569079,0.1875,0.321162,0.536771,38,14.0526,0.157895,0.131579,0.822368,0.0445867,0.990132,0.348684,0.154605,0.2625,0.494391
121,3,8.25,5.29167,0.875,,1,,0,,,,2.25,5.625,5.29167,0.895833,,1,0,0,,,0.155088,2.75,5.3125,3.9375,0.8125,,1,,0.0625,,,0.189669,2,6.875,3.625,0.75,,1,,0,,,0.218053,3,5.625,3.875,0.833333,,1,0,0.0416667,,,0.203739,2,3.6875,2.6875,0.8125,0.125,0.0956739,0.9375,0,0,0,0.24258,3,1.875,0.875,0.625,0.25,0.0247692,1,0,0,0,0.365329,2,3.625,2.625,0.75,0.25,0.0797286,0.875,0,0,0,0.24883,38,17.5099,0.0230263,0.0197368,0.490132,0.00328947,0.976974,0.447368,0.157895,0.253509,0.520332,38,14.273,0.233553,0.197368,0.786184,0.0484815,0.976974,0.273026,0.115132,0.208114,0.472595
122,3,7.5,4.5,0.958333,,1,,0,,,,2,6.1875,3.6875,0.875,,1,0,0,,,0.1675,3,4.875,3.875,0.916667,,1,,0.0416667,,,0.155075,2,5.5,3,0.9375,,1,,0,,,0.207723,3,5.95833,2.75,0.875,,1,0,0,,,0.241057,2,3.25,2.25,0.875,0.3125,0,0.9375,0,0,0,0.264225,3,4.375,3.375,1,0.375,0.0061983,1,0,0,0,0.179624,2,3.1875,2.1875,0.875,0.3125,0,0.9375,0,0,0,0.275162,38,17.5559,0.0164474,0.0164474,0.483553,0.00956894,0.967105,0.401316,0.111842,0.176206,0.517054,38,14.4901,0.217105,0.197368,0.822368,0.0414229,0.973684,0.381579,0.180921,0.288048,0.490128
123,2.625,9.04167,6.41667,0.9375,,1,,0,,,,2.5,7.85417,4.9375,0.833333,,1,0,0,,,0.184282,2.5,6.66667,5.79167,0.875,,1,,0,,,0.141005,2.5,6.52083,4.3125,0.833333,,1,,0,,,0.209141,2.75,7.95833,4.20833,0.875,,1,0,0,,,0.213052,2,3.875,2.875,0.8125,0.25,0.09375,0.9375,0.0625,0,0,0.288388,3,3.125,2.125,0.625,0.125,0.0416667,1,0,0,0,0.333999,2.125,4,3,0.833333,0.25,0.0709875,1,0,0,0,0.267715,38,17.6053,0.0493421,0.0493421,0.368421,0.00319432,0.963816,0.480263,0.174342,0.302632,0.524661,38,14.6447,0.177632,0.157895,0.835526,0.0277705,0.967105,0.342105,0.134868,0.227522,0.497462
