sample_index,trace_step,trace_time_s,q_raw,q_ref,q_cmd,qdot_cmd,q_actual,qdot_actual,q_cmd_minus_actual,q_raw_minus_actual,qdot_cmd_minus_actual,tau_est_raw,tau_est_clamped
0,0,0.0,-0.17783832550048828,-0.08653321232605135,-0.00888913733717661,-0.26666666666666666,-0.008440793491899967,-0.267833948135376,-0.00044834384527664244,-0.16939753200858831,0.0011672814687093136,-0.23398786310470604,-0.23398786310470604
1,1,0.03333333333333333,0.08629032969474792,-0.00244023535057894,-0.00888913733717661,0.0,-0.010511604137718678,-0.003484667045995593,0.0016224668005420679,0.0968019338324666,0.003484667045995593,1.0780200917051084,1.0780200917051084
2,2,0.06666666666666667,0.07165204733610153,0.03361180101655765,-2.4844828772074834e-07,0.26666666666666666,-0.0016294991364702582,0.28846874833106995,0.0016292506881825375,0.07328154647257179,-0.021802081664403283,0.323487962977424,0.323487962977424
3,3,0.1,0.1374940574169159,0.08415912861723893,0.017777529329490057,0.5333333333333333,0.01794571615755558,0.5543280839920044,-0.00016818682806552313,0.11954834125936031,-0.02099475065867107,-0.730754616599446,-0.730754616599446
4,4,0.13333333333333333,0.17327576875686646,0.12752176011851463,0.044444195996156725,0.8,0.04732230678200722,0.7969741225242615,-0.002878110785850492,0.12595346197485924,0.00302587747573857,-1.6360901472381382,-1.6360901472381382
