group,tag_count,latest_mean
Action,4,0.45178329944610596
Command,8,0.15211846679449081
Loss,4,1.76981680776953
Observation,17,1.159364015521372
Perf,3,1377.8288967609406
Policy,1,0.34475022554397583
Reward,9,0.3406597276528676
Termination,3,0.3333333333333333
Tracking,3,3.2516101002693176
Train,4,843.8971176147461
episode,15,341.5788670159876
episode_per_step,8,0.4108895508106798
