group,tag,count,first_step,last_step,first_value,last_value,delta,min_value,max_value,mean_value,csv_path
Termination,Termination/00_time_out_rate,66,0,65,0.96875,1.0,0.03125,0.2083333432674408,1.0,0.9250315680648341,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/Termination__00_time_out_rate.csv
episode,episode/composite_gate,66,0,65,11.089744567871094,425.2666931152344,414.1769485473633,11.089744567871094,425.2666931152344,274.8446210225423,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/episode__composite_gate.csv
episode,episode/gated_progress,66,0,65,3.350762128829956,381.5237731933594,378.1730110645294,3.350762128829956,381.5237731933594,178.60634475404567,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/episode__gated_progress.csv
episode,episode/goal_direction_offset_deg,66,0,65,-13.085021018981934,6.346225738525391,19.431246757507324,-15.259010314941406,24.241928100585938,4.773115316688111,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/episode__goal_direction_offset_deg.csv
episode,episode/goal_heading_offset_deg,66,0,65,2.831759214401245,1.269756555557251,-1.5620026588439941,-9.85245132446289,8.482572555541992,-0.5199921028970769,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/episode__goal_heading_offset_deg.csv
episode,episode/goal_target_x_world,66,0,65,8.857437133789062,10.789892196655273,1.932455062866211,-23.48939323425293,28.38958740234375,4.92769116479339,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/episode__goal_target_x_world.csv
episode,episode/goal_target_y_world,66,0,65,-2.95926570892334,-6.7258405685424805,-3.7665748596191406,-26.319807052612305,11.411818504333496,-4.618052772951849,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/episode__goal_target_y_world.csv
episode,episode/goal_target_yaw_world,66,0,65,-0.1789531707763672,0.053286995738744736,0.23224016651511192,-2.608454942703247,2.9748244285583496,0.014742499386722391,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/episode__goal_target_yaw_world.csv
episode,episode/heading_gate,66,0,65,32.7642707824707,1256.27734375,1223.5130729675293,32.7642707824707,1256.27734375,789.8005034128824,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/episode__heading_gate.csv
episode,episode/lateral_slip_gate,66,0,65,0.1805582046508789,10.382476806640625,10.201918601989746,0.1805582046508789,54.451499938964844,24.910157904480442,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_17-28-36_action8_allocator_v1/tensorboard_export/scalars/episode__lateral_slip_gate.csv
