joint_index,joint_name,sample_count,status,J,B,tau_load,rmse,r2,rank,tau_abs_mean,qdot_abs_mean,qddot_abs_mean
0,spm1_platform_joint_z,180,ok,0.03012874221929206,3.3943026451477136,-1.1383954437019341,6.248303086606649,0.05947859681605461,3,5.602862272659937,0.3153345463997943,16.903317317035462
1,spm1_platform_joint_y,180,ok,-0.0018222552964362534,8.613658496423946,-0.03865539470621471,8.834042872905806,0.05965106332730008,3,7.843140370481544,0.21573923245305196,23.49680561059051
2,spm1_platform_joint_x,180,ok,0.051931457215110124,-5.956053890684849,-0.17458889553703003,17.850343191499196,0.008823690894558367,3,15.740999475287067,0.2040250231896708,32.18053175508976
3,spm2_platform_joint_z,180,ok,0.056395757930632714,1.4942300908466617,-0.710050061184967,6.092931421836687,0.06924480339312644,3,5.33144902371698,0.24203854607056,19.84659659663836
4,spm2_platform_joint_y,180,ok,0.008414796584935108,0.7040196609941247,0.4362666410444257,10.30955001333959,0.0015064547877412515,3,8.753035430775748,0.23851893896288756,22.757694209284253
5,spm2_platform_joint_x,180,ok,0.09273613324119465,-12.481482158533648,0.3128253521015001,17.738330964800014,0.027294414832218172,3,15.918882578694157,0.19467024027835578,29.419905304743185
