step,time_s,env_id,excited_joint_index,excited_joint_name,is_done,done_reason,terrain_col,terrain_name,terrain_level,root_x,root_y,root_z,vx_action,yaw_action,q_target_scripted_spm1_platform_joint_z,q_position_target_old_spm1_platform_joint_z,q_actual_spm1_platform_joint_z,qdot_actual_spm1_platform_joint_z,qddot_actual_spm1_platform_joint_z,computed_torque_spm1_platform_joint_z,applied_torque_spm1_platform_joint_z,saturated_spm1_platform_joint_z,q_target_scripted_spm1_platform_joint_y,q_position_target_old_spm1_platform_joint_y,q_actual_spm1_platform_joint_y,qdot_actual_spm1_platform_joint_y,qddot_actual_spm1_platform_joint_y,computed_torque_spm1_platform_joint_y,applied_torque_spm1_platform_joint_y,saturated_spm1_platform_joint_y,q_target_scripted_spm1_platform_joint_x,q_position_target_old_spm1_platform_joint_x,q_actual_spm1_platform_joint_x,qdot_actual_spm1_platform_joint_x,qddot_actual_spm1_platform_joint_x,computed_torque_spm1_platform_joint_x,applied_torque_spm1_platform_joint_x,saturated_spm1_platform_joint_x,q_target_scripted_spm2_platform_joint_z,q_position_target_old_spm2_platform_joint_z,q_actual_spm2_platform_joint_z,qdot_actual_spm2_platform_joint_z,qddot_actual_spm2_platform_joint_z,computed_torque_spm2_platform_joint_z,applied_torque_spm2_platform_joint_z,saturated_spm2_platform_joint_z,q_target_scripted_spm2_platform_joint_y,q_position_target_old_spm2_platform_joint_y,q_actual_spm2_platform_joint_y,qdot_actual_spm2_platform_joint_y,qddot_actual_spm2_platform_joint_y,computed_torque_spm2_platform_joint_y,applied_torque_spm2_platform_joint_y,saturated_spm2_platform_joint_y,q_target_scripted_spm2_platform_joint_x,q_position_target_old_spm2_platform_joint_x,q_actual_spm2_platform_joint_x,qdot_actual_spm2_platform_joint_x,qddot_actual_spm2_platform_joint_x,computed_torque_spm2_platform_joint_x,applied_torque_spm2_platform_joint_x,saturated_spm2_platform_joint_x
0,0.0,0,0,spm1_platform_joint_z,0,,0,flat,0,3.5884957313537598,4.8319292068481445,0.14470833539962769,0.2,0.0,0.0,-0.0147051140666008,-0.018167978152632713,-0.001575595699250698,11.345754623413086,3.8917481899261475,3.8917481899261475,0,0.0,-0.005183493718504906,-0.008028306998312473,-0.055751699954271317,-5.495031356811523,1.900653600692749,1.900653600692749,0,0.0,0.0027316214982420206,0.0033417907543480396,-0.042709797620773315,-4.978619575500488,-1.2703604698181152,-1.2703604698181152,0,0.0,-0.0038845001254230738,-0.004412787035107613,-0.03568156063556671,-7.24837064743042,0.6718028783798218,0.6718028783798218,0,0.0,-0.007070283871144056,-0.006332118064165115,0.23344369232654572,0.876815915107727,-1.754207968711853,-1.754207968711853,0,0.0,-0.0016688889591023326,-0.0019545932300388813,0.003699216991662979,0.40022021532058716,0.25962647795677185,0.25962647795677185,0
0,0.0,1,1,spm1_platform_joint_y,0,,0,flat,0,4.568422317504883,4.786276340484619,0.14508245885372162,0.2,0.0,0.0,-0.004412914160639048,-0.004570767283439636,0.17156623303890228,26.790082931518555,1.5341312885284424,1.5341312885284424,0,0.0,0.017426351085305214,0.020860932767391205,0.2945156693458557,63.94831085205078,-0.20281386375427246,-0.20281386375427246,0,0.0,0.0028516766615211964,-6.928843504283577e-05,-0.010152283124625683,-4.21081018447876,-0.2104061245918274,-0.2104061245918274,0,0.0,-0.004119069315493107,-0.004702216945588589,-0.07602475583553314,-14.761661529541016,-0.36014944314956665,-0.36014944314956665,0,0.0,0.014805719256401062,0.01982017792761326,-0.42608702182769775,-39.867637634277344,-2.8432843685150146,-2.8432843685150146,0,0.0,-0.001813565380871296,-0.003354909596964717,0.10628735274076462,-4.019266128540039,-1.6689306497573853,-1.6689306497573853,0
0,0.0,2,2,spm1_platform_joint_x,0,,0,flat,0,3.8521997928619385,3.528141736984253,0.14437712728977203,0.2,0.0,0.0,-0.008818408474326134,-0.013738039880990982,-0.1759096086025238,4.936550140380859,5.16724967956543,5.16724967956543,0,0.0,0.005972641054540873,0.004737289156764746,-0.20937609672546387,-6.220094680786133,1.4105645418167114,1.4105645418167114,0,0.0,0.0022582742385566235,0.005065986420959234,0.05308809131383896,-2.6907572746276855,-2.81278657913208,-2.81278657913208,0,0.0,-0.016165945678949356,-0.018429161980748177,0.022445015609264374,-2.1010727882385254,2.021029472351074,2.021029472351074,0,0.0,0.004938954953104258,0.007840493693947792,0.1437048465013504,7.208981037139893,-1.948365330696106,-1.948365330696106,0,0.0,-0.0015223621157929301,0.0002702037454582751,0.1321127712726593,7.992829322814941,-1.0168256759643555,-1.0168256759643555,0
0,0.0,3,3,spm2_platform_joint_z,0,,0,flat,0,4.621484756469727,4.351222991943359,0.1444166749715805,0.2,0.0,0.0,-0.014269255101680756,-0.019671205431222916,-0.008615687489509583,44.10334014892578,7.790929317474365,7.790929317474365,0,0.0,0.009508536197245121,0.011304815299808979,-0.032680582255125046,41.6842041015625,2.6532211303710938,2.6532211303710938,0,0.0,0.0060240523889660835,0.010172542184591293,0.22374998033046722,-18.00156593322754,-6.293221473693848,-6.293221473693848,0,0.0,-0.0018541280878707767,-0.002477759262546897,-0.33708223700523376,-47.79522705078125,-0.5863820910453796,-0.5863820910453796,0,0.0,0.013331521302461624,0.01866232417523861,-0.21478570997714996,-28.22762680053711,-3.8564627170562744,-3.8564627170562744,0,0.0,-0.0018517931457608938,-0.002246203599497676,0.3396647274494171,42.0924186706543,0.36279886960983276,0.36279886960983276,0
0,0.0,4,4,spm2_platform_joint_y,0,,0,flat,0,3.678821086883545,5.146024227142334,0.14488139748573303,0.2,0.0,0.0,-0.04711606353521347,-0.05512946844100952,0.1649850606918335,43.09873580932617,10.74589729309082,10.74589729309082,0,0.0,-0.012686745263636112,-0.011673224158585072,-0.059147000312805176,-23.38348388671875,-1.9903450012207031,-1.9903450012207031,0,0.0,0.00282682734541595,0.0037296356167644262,0.027352403849363327,-33.57919692993164,-4.252324104309082,-4.252324104309082,0,0.0,0.006840602029114962,0.009082069620490074,-0.15420176088809967,-35.948673248291016,-4.420502662658691,-4.420502662658691,0,0.0,-0.01354079507291317,-0.010701439343392849,0.018088646233081818,-11.055578231811523,-1.7561147212982178,-1.7561147212982178,0,0.0,-0.0006937803118489683,-0.002138179959729314,-0.05463007092475891,-13.564579010009766,-0.2636904716491699,-0.2636904716491699,0
0,0.0,5,5,spm2_platform_joint_x,0,,0,flat,0,3.8308005332946777,4.596775531768799,0.14492720365524292,0.2,0.0,0.0,-0.010611798614263535,-0.012278519570827484,-0.07187483459711075,2.306300163269043,1.7639448642730713,1.7639448642730713,0,0.0,-0.009541326202452183,-0.01073161419481039,0.09216479957103729,7.096723556518555,0.5342588424682617,0.5342588424682617,0,0.0,0.0016184051055461168,0.001550392247736454,0.11082733422517776,5.843340873718262,0.42770618200302124,0.42770618200302124,0,0.0,-0.0005648824153468013,-0.00046368062612600625,-0.030719976872205734,-8.958230972290039,-0.4843418598175049,-0.4843418598175049,0,0.0,-0.00850552599877119,-0.010600983165204525,0.09667808562517166,5.058592796325684,1.3503443002700806,1.3503443002700806,0,0.0,-0.0018825356382876635,-0.0020891285967081785,-0.0032253307290375233,-1.1801888942718506,0.168875053524971,0.168875053524971,0
1,0.016666666666666666,0,0,spm1_platform_joint_z,0,,0,flat,0,3.5967156887054443,4.831864833831787,0.14413732290267944,0.2,0.0,0.00732874171808362,-0.014768415130674839,-0.017193064093589783,0.1349990963935852,12.869217872619629,2.7946879863739014,2.7946879863739014,0,0.0,-0.0069578662514686584,-0.009771079756319523,0.14989928901195526,25.517717361450195,2.815483570098877,2.815483570098877,0,0.0,0.0028962185606360435,0.001091432641260326,-0.12763220071792603,-6.002771377563477,1.1347969770431519,1.1347969770431519,0,0.0,-0.003824415383860469,-0.0046660709194839,-0.03887896239757538,-2.228877305984497,1.0299952030181885,1.0299952030181885,0,0.0,-0.0054878355003893375,-0.004971502348780632,-0.01279060635715723,-26.382417678833008,-2.0850367546081543,-2.0850367546081543,0,0.0,-0.0016939807683229446,-0.002074887277558446,-0.02450813353061676,-2.8591761589050293,0.2974821925163269,0.2974821925163269,0
1,0.016666666666666666,1,1,spm1_platform_joint_y,0,,0,flat,0,4.577409744262695,4.786051273345947,0.14526668190956116,0.2,0.0,0.0,-0.0039613316766917706,-0.0038707435596734285,0.20239102840423584,22.810638427734375,-0.036839559674263,-0.036839559674263,0,0.00732874171808362,0.019056640565395355,0.02403593435883522,-0.07127021998167038,-7.261661529541016,-4.466450214385986,-4.466450214385986,0,0.0,-6.0049977037124336e-05,0.0016093981685116887,-0.42522484064102173,-63.58455276489258,-1.1855216026306152,-1.1855216026306152,0,0.0,-0.004075254779309034,-0.004541188012808561,-0.16829107701778412,-23.844528198242188,0.2139134407043457,0.2139134407043457,0,0.0,0.017177486792206764,0.021221192553639412,-0.2810854911804199,7.724153995513916,0.5181806087493896,0.5181806087493896,0,0.0,-0.002907588379457593,-0.0009084966732189059,-0.49526914954185486,-88.79911804199219,-3.0721545219421387,-3.0721545219421387,0
1,0.016666666666666666,2,2,spm1_platform_joint_x,0,,0,flat,0,3.861743450164795,3.5277581214904785,0.1449737697839737,0.2,0.0,0.0,-0.011906301602721214,-0.011109752580523491,0.07278381288051605,-12.604737281799316,-1.7670001983642578,-1.7670001983642578,0,0.0,0.004105650819838047,0.006468659266829491,0.04683944210410118,-9.459012031555176,-3.719167470932007,-3.719167470932007,0,0.00732874171808362,0.005367686972022057,-0.0013176612555980682,-0.15744826197624207,-15.558320045471191,4.987131595611572,4.987131595611572,0,0.0,-0.015971940010786057,-0.017136018723249435,0.10921356827020645,16.856651306152344,2.112287998199463,2.112287998199463,0,0.0,0.006795094348490238,0.0034739221446216106,-0.03780864179134369,13.59532356262207,3.611018657684326,3.611018657684326,0,0.0,0.00023417657939717174,-0.004172489512711763,-0.15445084869861603,-25.974594116210938,2.9517712593078613,2.9517712593078613,0
1,0.016666666666666666,3,3,spm2_platform_joint_z,0,,0,flat,0,4.632877349853516,4.351141452789307,0.14505112171173096,0.2,0.0,0.0,-0.01704837754368782,-0.02075912058353424,-0.07472679018974304,1.946704387664795,4.491872310638428,4.491872310638428,0,0.0,0.009797506034374237,0.014271995052695274,-0.1016172245144844,-5.048370361328125,-2.3925609588623047,-2.3925609588623047,0,0.0,0.008816203102469444,0.00733192777261138,-0.19418899714946747,5.742598533630371,1.412672519683838,1.412672519683838,0,0.00732874171808362,-0.0011702257907018065,-0.004062694497406483,-0.02753223292529583,-1.8474500179290771,2.285757541656494,2.285757541656494,0,0.0,0.016174014657735825,0.017833437770605087,-0.2674623727798462,-2.519064426422119,0.12500333786010742,0.12500333786010742,0,0.0,-0.001946709817275405,-0.001953183440491557,0.006000062450766563,6.180080413818359,0.4893830716609955,0.4893830716609955,0
