Kp,Kd,risk_score,new_relative_error_mean,rms_relative_error_new,new_error_mean,rms_target_error_new,relative_error_reduction_ratio,sat_ratio,qdot_limit_rate,max_abs_qdot_new,max_abs_tau_new,smoothness_cost
990.0,10.0,1.760575777024006,0.49366663869986815,0.833797833836349,0.06379521802394127,0.10599029316634608,0.44609390244828784,0.29943149147700926,0.535232689703782,2.0,60.0,3.417846565250425
980.0,10.0,1.7562335484377727,0.49450446930460257,0.8339688115480446,0.06387740245830492,0.10600214442193695,0.44515383592505664,0.297066570214976,0.5331877283772003,2.0,60.0,3.400126114601914
970.0,10.0,1.7512554917102412,0.4953535228892613,0.8341366210780913,0.06396121656627039,0.1060147089607421,0.4442011769426121,0.2944976165303359,0.5314766382876115,2.0,60.0,3.382759524144964
960.0,10.0,1.7450829043118912,0.4962175958871568,0.834289015684472,0.06404635752925605,0.10602882276025716,0.44323166580950296,0.2919935822528889,0.5294084914584609,2.0,60.0,3.3637272432532694
950.0,10.0,1.7383739312842996,0.4970741078241992,0.8344380623736142,0.06413233034325867,0.1060423759711185,0.4422706383724392,0.2894895479754419,0.5276695787657893,2.0,60.0,3.344054066941591
940.0,10.0,1.7326743263285211,0.4979916797054134,0.8346362826407159,0.06422137571657377,0.10605609016797772,0.4412411001778286,0.286739747370764,0.5255411496299593,2.0,60.0,3.3250325086149544
930.0,10.0,1.7261072154228243,0.498875990116891,0.8348121193982349,0.06430684169191657,0.10606601027211209,0.4402488821694659,0.2840409548717378,0.5237744143342051,2.0,60.0,3.3037594875001184
920.0,10.0,1.720170031226318,0.499787059770131,0.834986628892122,0.06439755944360971,0.10608131013938987,0.43922663963439607,0.28147663828761155,0.5216830820024855,2.0,60.0,3.2822470591617425
910.0,10.0,1.7146457746723898,0.500720898338263,0.8351526115938753,0.06449272540533289,0.10609635459045323,0.43817884981740624,0.2788334909947508,0.5197169513846382,2.0,60.0,3.2614334073230733
900.0,10.0,1.7092954298227692,0.5016647207906764,0.8353382862587103,0.06458728679779903,0.10611121707380265,0.4371198578369581,0.2761810695008625,0.5172639252128429,2.0,60.0,3.239895240113442
890.0,10.0,1.7033583054211177,0.5026139244518307,0.8355304207062749,0.0646815644180083,0.10612483599053817,0.4360548280080912,0.2733941720920743,0.5150705766698199,2.0,60.0,3.218484578042139
880.0,10.0,1.6980072228177465,0.503606571676751,0.8357104044619361,0.06478124693815512,0.10614003024330727,0.43494105343331096,0.2706350972863688,0.5128725910262831,2.0,60.0,3.198701825623178
870.0,10.0,1.692909204101517,0.5046358080805243,0.8359586424242775,0.06488435547724519,0.10615952402703889,0.4337862249008955,0.26785283697809437,0.510614323076067,2.0,60.0,3.177956485419081
860.0,10.0,1.6879036516080324,0.5057092829600961,0.8362616837880088,0.06499067021522878,0.10617872771045872,0.432581759711736,0.2652189638862612,0.5082169421104372,2.0,60.0,3.157076678808097
850.0,10.0,1.6821742298260127,0.5067844199966534,0.8365514012392083,0.06509924435481133,0.10620151317899276,0.4313754295416011,0.2622651308589765,0.5059308515571384,2.0,60.0,3.1359496612440636
840.0,10.0,1.677040096352763,0.5078990898993293,0.8368834711442066,0.06520984645209875,0.10622295856194407,0.4301247425243952,0.25928811232912286,0.5032969784653052,2.0,60.0,3.1132610948123793
830.0,10.0,1.6714610177256566,0.5090457262236681,0.8372331823553159,0.06532360059645637,0.1062443990750833,0.4288381883966984,0.2563250051008106,0.5010155250125202,2.0,60.0,3.0921109575377645
820.0,10.0,1.6649240164488464,0.5101955340882696,0.8375502955944837,0.06543824730698344,0.1062668920759585,0.42754807572290504,0.2534453656817465,0.4981637081965389,2.0,60.0,3.0685341818768914
810.0,10.0,1.6590967642492103,0.511401939239751,0.8379259164213029,0.06555886392078197,0.10629231249605858,0.42619445950268964,0.2505193552575446,0.49591007734683656,2.0,60.0,3.0464703411732774
800.0,10.0,1.653074476143215,0.5126426740737792,0.8383204688294176,0.06568209452593636,0.10631790545633635,0.4248023245352084,0.24769072394413222,0.4933411236621965,2.0,60.0,3.0241778184268617
790.0,10.0,1.6472180779724048,0.5139290102729858,0.8387462031170136,0.06581025219090705,0.10634658217620795,0.4233590237156138,0.24451894719269937,0.49060523435906,2.0,60.0,3.0013599231056305
780.0,10.0,1.6412209895290448,0.5152156045062121,0.8391751165885344,0.06593740760463293,0.10637745711306698,0.4219154333755094,0.24115241221968728,0.4881197484836681,2.0,60.0,2.97812942358392
770.0,10.0,1.6346805939303322,0.5165392960926161,0.8396038306159294,0.06607036946073178,0.10640595102666095,0.4204302188936922,0.23782761115129933,0.48545805278875226,2.0,60.0,2.953582789895273
760.0,10.0,1.6280961784780124,0.5178826574101151,0.8400909912108808,0.06620402149419234,0.10643789066175696,0.41892293449031937,0.23460946339472855,0.4826989779830468,2.0,60.0,2.9290098456154863
750.0,10.0,1.6205610006187026,0.5192549622901451,0.8405861677519261,0.06634013528437399,0.1064705704663541,0.4173831746986703,0.2312336542206889,0.4796431287444587,2.0,60.0,2.9032109550950156
740.0,10.0,1.6138241919198426,0.5206594079965225,0.8411101605083995,0.06648059323364178,0.10650517784664625,0.4158073521101892,0.2280804258713112,0.4770417153562221,2.0,60.0,2.8781548973028723
730.0,10.0,1.608358157900258,0.5221393810805213,0.8416827352753562,0.06662743987941583,0.1065431190454266,0.41414678594837956,0.22495038302450246,0.47425018084692006,2.0,60.0,2.85402527355948
720.0,10.0,1.6019715204951577,0.5236366056222724,0.8422563526226705,0.06677781963485718,0.10658381012766212,0.4124668632271194,0.2214215495335077,0.4711757832062768,2.0,60.0,2.828586821874303
710.0,10.0,1.595786762953662,0.5251796936413913,0.84284198232012,0.06693348561203884,0.10662454518035208,0.4107354805574297,0.21812920816871628,0.4684584423051954,2.0,60.0,2.802885104504706
700.0,10.0,1.5902507169738442,0.5267809456163938,0.8434810869780409,0.06709577645456011,0.10666931141712514,0.40893883650020424,0.21477194739673178,0.4658245692133623,2.0,60.0,2.7777990265051304
690.0,10.0,1.583109888721831,0.5283901597232676,0.8441303512459933,0.06725773308568149,0.10671066179956556,0.40713325873539685,0.211354404318068,0.46308867991022573,2.0,60.0,2.7519109258898165
680.0,10.0,1.5763362331517135,0.5300585974362688,0.8448054203488105,0.06742431907595546,0.10675457551113722,0.4052612306294457,0.2076076271029251,0.459759241741324,2.0,60.0,2.7252672058990184
670.0,10.0,1.5681450235159984,0.5317456640180059,0.8455486482354033,0.06759462747135152,0.10680108284836387,0.4033683004750788,0.20406488231038897,0.45664311019605663,2.0,60.0,2.6984538672134044
