Kp,Kd,risk_score,new_relative_error_mean,rms_relative_error_new,new_error_mean,rms_target_error_new,relative_error_reduction_ratio,sat_ratio,qdot_limit_rate,max_abs_qdot_new,max_abs_tau_new,smoothness_cost
100.0,10.0,0.8698111174024478,0.7901345195525123,1.0722719932576183,0.1023705119843387,0.13606370868991213,0.11344965619134922,0.0003802422421308404,0.2949288668781185,2.0,60.0,0.13900677201079228
110.0,10.0,0.8823017768076089,0.7788807949534684,1.0614377858916653,0.10043780330136241,0.13370833601451487,0.12607661168502982,0.0006213714688479587,0.2751469960862872,2.0,60.0,0.1664566426188745
120.0,10.0,0.8971210293990092,0.7688459217126132,1.0515896471880477,0.09871034106580402,0.13164368731818932,0.13733598600877764,0.0009830653089236362,0.25948750765121587,2.0,60.0,0.19970562579495282
130.0,10.0,0.9143606208618138,0.7591195352617458,1.041985320158322,0.09708716636046617,0.12976037453596723,0.14824923057492553,0.0015302431695509433,0.24638769869975702,2.0,60.0,0.23842233301397295
140.0,10.0,0.9302294369149328,0.75012853636132,1.033571808273572,0.09555361850962898,0.12803080507960976,0.15833735224168927,0.0022026227440506,0.23664051341976888,2.0,60.0,0.2839695297559885
150.0,10.0,0.9511371158840666,0.7417119976563479,1.0256120191450024,0.09412401451187677,0.1264480919892551,0.16778091545520102,0.0031161315452673754,0.23027377441433422,2.0,60.0,0.33514517825116397
160.0,10.0,0.9685225298341998,0.7340138767243527,1.0183219584043732,0.09280335942858389,0.12500710884848537,0.17641839627657566,0.004349600281935711,0.22777437723740102,2.0,60.0,0.3907002963210346
170.0,10.0,0.9895696005598359,0.7266539821165701,1.0115777053359702,0.09152498416920524,0.12365206263439975,0.18467637885227742,0.00566189972733849,0.22624413406785007,2.0,60.0,0.44985158840463213
180.0,10.0,1.0085744094803784,0.7196645202320108,1.0050095277679603,0.09034878309739912,0.122440894840264,0.1925187268113349,0.0072895220076790385,0.22661046500843954,2.0,60.0,0.5109619998003494
190.0,10.0,1.0284927751319897,0.7130576572426828,0.9986896573979313,0.08924837671261839,0.12132259816450829,0.1999317894098436,0.009019160499322984,0.22819171628364218,2.0,60.0,0.5742263935197631
200.0,10.0,1.0479798597894123,0.706358410279197,0.9922425346105525,0.08818247750456643,0.1202855284450693,0.20744850909714574,0.010962105614601302,0.23130321072839577,2.0,60.0,0.637340456610116
210.0,10.0,1.0656137403565054,0.6996939759618845,0.985710059077174,0.08717386741695644,0.11932849913950591,0.21492616814012705,0.013192550961734648,0.23371914009608072,2.0,60.0,0.7009471053184939
220.0,10.0,1.082842726081762,0.6931735631445203,0.9790893859720436,0.08621790237032796,0.11843865682221083,0.2222422315216921,0.01585888375716432,0.23817539368983362,2.0,60.0,0.7637706658352817
230.0,10.0,1.1008571269225749,0.687068856993293,0.973079151916579,0.08531614687833489,0.11763142836370001,0.229091861810325,0.018659692467493928,0.2442963663680374,2.0,60.0,0.8275246226974358
240.0,10.0,1.117258407059253,0.681124884901624,0.9672010285922826,0.08446240181540021,0.11687766842618458,0.2357611445350471,0.02182219501789921,0.24986552408510007,2.0,60.0,0.8898379407642175
220.0,20.0,1.1311941640732086,0.8265987787846498,1.098513656819999,0.10540995998295624,0.13408434210430906,0.0725358614399344,0.13345111568638363,0.7494574592398865,2.0,60.0,0.5159099852597764
210.0,20.0,1.1335682030617442,0.8333467411220014,1.104395266988902,0.10681299871494032,0.1356207041209334,0.06496448190626344,0.13027933893495075,0.7579387160796097,2.0,60.0,0.46581897478876594
230.0,20.0,1.1338761140662346,0.820457894770011,1.0934321007962597,0.10405211164223986,0.13262928407256266,0.07942608418017162,0.13723962680615065,0.7436008012909688,2.0,60.0,0.5685517831429612
250.0,10.0,1.1341792651592846,0.6751893263498455,0.9612969107618546,0.08364368378894835,0.1161836455715926,0.24242098706129922,0.025174818689369913,0.255008068554894,2.0,60.0,0.9510762312460154
250.0,20.0,1.1352327198369674,0.8086232475407047,1.082464260920336,0.1016208377270594,0.1300399244128708,0.09270484913773562,0.14371301912340254,0.7296663142470277,2.0,60.0,0.6759869122390146
240.0,20.0,1.1357876255376607,0.8141815597492267,1.087561640898488,0.10278163452871862,0.13128248222353708,0.08646828627720933,0.14106987183054182,0.7369465620536791,2.0,60.0,0.6229896151996581
260.0,20.0,1.1374779630589,0.8025656837443305,1.0763551435101537,0.10048196519647008,0.12885018103023269,0.09950158454597961,0.14750153024316956,0.7237308255893755,2.0,60.0,0.7282358350199741
270.0,20.0,1.13942977838317,0.7969007554029859,1.0708563719148758,0.09940951766590457,0.12774573454730148,0.10585777332699214,0.1500287500231855,0.7179066273440543,2.0,60.0,0.7814504123245465
200.0,20.0,1.1400142182784434,0.8403610478572214,1.1110400801134768,0.10824861738999404,0.13723858558702495,0.05709425741434969,0.12665776343368018,0.7680475951996736,2.0,60.0,0.41630973762537116
190.0,20.0,1.1442751168643133,0.8461412321962846,1.11465794222693,0.1097743331998294,0.13897161192728064,0.05060874857216421,0.12231280025225827,0.7776742158663031,2.0,60.0,0.36803666315243233
280.0,20.0,1.1453638628006035,0.7912581698883927,1.0656530168592224,0.09833617019212436,0.12668581843502316,0.11218889290744712,0.15341847049876653,0.7138398901934598,2.0,60.0,0.8352206538289475
260.0,10.0,1.1486670199838787,0.6692323937028657,0.9553226735192356,0.08285369434228247,0.11553775494911539,0.24910481184750888,0.028903047502457663,0.2601181533210914,2.0,60.0,1.0116492317890164
290.0,20.0,1.1504757930956153,0.7857373321084185,1.060149686600792,0.09733409340051119,0.12570117913668072,0.11838340853843098,0.15691020718565096,0.7087298054272625,2.0,60.0,0.8906149395510112
