case_name,csv_name,env_id,terrain_col,terrain_name,terrain_level,num_samples,duration_s,Kp,Kd,J_axis,B_axis,tau_load,tau_v,old_gap_mean,old_error_mean,new_error_mean,rms_target_error_new,p95_target_error_new,error_reduction_ratio,max_abs_qdot_new,qdot_limit_rate,sat_ratio,max_abs_tau_new,oscillation_score,smoothness_cost,qdot_alloc_rmse,qdot_alloc_smoothness,old_qdot_rms,new_qdot_rms,new_vs_old_qdot_ratio,risk_score,csv_path
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.160668262440705,0.236084744997684,0.44338872846222,0.172120821843015,2,0.198220739505143,0.0137614678899083,60,8.97414512093411,0.915928668089883,0.617513037158108,0.0597290761035912,0.618639740789471,1.26865632386532,2.05071908611357,0.433595447268023,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env6,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,6,0,flat,0,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.191661794075154,0.203603479889207,0.166455772758932,0.237589438589273,0.452134337855076,0.182451238802449,2,0.214484292465944,0.0130664442591048,60,9.68306922435363,0.992594251212577,0.644776278389257,0.0650827891987613,0.623307961305446,1.30139195203286,2.08787956006088,0.461805315244984,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env12,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,12,0,flat,0,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.175772807188406,0.187372997308618,0.155647062713684,0.225225129192985,0.427287717189657,0.169319672795109,2,0.191687517375591,0.0116763969974979,60,9.12427022518766,0.888102358001338,0.596970942302113,0.0558104662992771,0.616029191029776,1.2693414962746,2.06052166806045,0.424510236565828,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col05_stairs_down_env1,sec14_model699_flat_stairs_down_obstacles_col05_stairs_down.csv,1,5,stairs down,11,1200,19.9833333333333,120,24,0.1,0.5,0,0.05,0.195779004365985,0.20713251288144,0.140828623693077,0.221167655592667,0.476454243880459,0.320103726189593,2,0.325,0.0106944444444444,60,2.4603836530442,0.194707463164761,0.447791288776991,0.0314069099164277,0.651322243066657,1.51116704915819,2.32015268209339,0.254373952856471,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col05_stairs_down.csv
sec14_model699_flat_stairs_down_obstacles_col05_stairs_down_env7,sec14_model699_flat_stairs_down_obstacles_col05_stairs_down.csv,7,5,stairs down,11,1200,19.9833333333333,120,24,0.1,0.5,0,0.05,0.196986572329705,0.208441383309846,0.136937419682616,0.211337388817106,0.44032860880766,0.343041110607773,2,0.271388888888889,0.00819444444444445,60,3.00250208507089,0.214298882877432,0.455051045019251,0.0324309131068476,0.657236651469635,1.44466949017304,2.19809635835531,0.209822217108811,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col05_stairs_down.csv
sec14_model699_flat_stairs_down_obstacles_col05_stairs_down_env13,sec14_model699_flat_stairs_down_obstacles_col05_stairs_down.csv,13,5,stairs down,11,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.189612554073773,0.201034135865709,0.13692869498034,0.211644153000828,0.454619406462811,0.318878386545214,2,0.315957742563247,0.0079232693911593,60,2.48540450375313,0.200159537487767,0.449658610604301,0.0316506643527135,0.653652479994338,1.49455391609223,2.2864656095318,0.233730132641919,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col05_stairs_down.csv
sec14_model699_flat_stairs_down_obstacles_col06_stairs_down_env2,sec14_model699_flat_stairs_down_obstacles_col06_stairs_down.csv,2,6,stairs down,11,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.204966080461161,0.216651459697585,0.132346999060102,0.210639132506155,0.450079795663032,0.389124821753613,2,0.346121768140117,0.0101473450097303,60,2.06005004170142,0.169826463553982,0.427989651769783,0.0286909045431242,0.603791159001539,1.5343820079167,2.54124623231324,0.279156328468146,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col06_stairs_down.csv
sec14_model699_flat_stairs_down_obstacles_col06_stairs_down_env8,sec14_model699_flat_stairs_down_obstacles_col06_stairs_down.csv,8,6,stairs down,11,1200,19.9833333333333,120,24,0.1,0.5,0,0.05,0.190918180662494,0.202409152923928,0.135043743595749,0.210505456141374,0.444054111084711,0.332817999359432,2,0.283194444444444,0.00888888888888889,60,2.49374478732277,0.220956414883545,0.45902747030251,0.0330010263567273,0.654234355377378,1.46339861382672,2.2368110170286,0.204172474445686,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col06_stairs_down.csv
sec14_model699_flat_stairs_down_obstacles_col06_stairs_down_env14,sec14_model699_flat_stairs_down_obstacles_col06_stairs_down.csv,14,6,stairs down,11,1200,19.9833333333333,120,24,0.1,0.5,0,0.05,0.201674945152549,0.212937742156289,0.134940301841054,0.205545033088608,0.445754266165998,0.366292229481741,2,0.295277777777778,0.00666666666666667,60,2.61884904086739,0.208409843249956,0.452877621815748,0.0321238456051694,0.641943935327491,1.47003814038131,2.28997901449348,0.202810760899719,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col06_stairs_down.csv
sec14_model699_flat_stairs_down_obstacles_col07_stairs_down_env3,sec14_model699_flat_stairs_down_obstacles_col07_stairs_down.csv,3,7,stairs down,11,1200,19.9833333333333,120,24,0.1,0.5,0,0.05,0.196224815294943,0.207386963765629,0.141897704357373,0.217578624148068,0.479241525439156,0.315782912383374,2,0.285,0.00847222222222222,60,2.97748123436197,0.215132995251546,0.461644135915345,0.0333741590831916,0.666504971858179,1.45395435237858,2.18146062485481,0.214699115751302,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col07_stairs_down.csv
sec14_model699_flat_stairs_down_obstacles_col07_stairs_down_env9,sec14_model699_flat_stairs_down_obstacles_col07_stairs_down.csv,9,7,stairs down,11,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.211559535529583,0.223193863987263,0.138506439103116,0.21785122492687,0.498748599539615,0.379434377680653,2,0.345565749235474,0.00736725048651654,60,2.14345287739783,0.189357610094579,0.44638256484011,0.0312101798457854,0.588699582286137,1.54688044496667,2.62762280034166,0.288943988366958,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col07_stairs_down.csv
sec14_model699_flat_stairs_down_obstacles_col07_stairs_down_env15,sec14_model699_flat_stairs_down_obstacles_col07_stairs_down.csv,15,7,stairs down,11,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.204480938643803,0.216097350032879,0.132169212987475,0.202872290117722,0.445448788935874,0.388381148739837,2,0.314845704753962,0.00597720322490965,60,2.19349457881568,0.194238882137885,0.449937989257789,0.0317101564210104,0.597138364392355,1.49881800360959,2.51000118730401,0.222643344711132,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col07_stairs_down.csv
sec14_model699_flat_stairs_down_obstacles_col08_discrete_obstacles_env4,sec14_model699_flat_stairs_down_obstacles_col08_discrete_obstacles.csv,4,8,discrete obstacles,11,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.111120127524468,0.121170239800036,0.0918016666521816,0.137860111308081,0.267861755281801,0.242374474097937,2,0.253544620517098,0.00180706144008896,60,2.86071726438699,0.239135695559528,0.392848831173694,0.0241734723456863,0.460089241363554,1.43991872291316,3.12965093173167,0.168235978407957,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col08_discrete_obstacles.csv
sec14_model699_flat_stairs_down_obstacles_col08_discrete_obstacles_env10,sec14_model699_flat_stairs_down_obstacles_col08_discrete_obstacles.csv,10,8,discrete obstacles,11,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.129447789125035,0.139862404427401,0.109551257922274,0.161451788225803,0.330537592585278,0.216721188436744,2,0.242146232971921,0.00278009452321379,60,3.7698081734779,0.330308938857587,0.462477813701394,0.0334577913421923,0.523964951104411,1.41422772847498,2.69908841324992,0.21331112742857,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col08_discrete_obstacles.csv
sec14_model699_flat_stairs_down_obstacles_col08_discrete_obstacles_env16,sec14_model699_flat_stairs_down_obstacles_col08_discrete_obstacles.csv,16,8,discrete obstacles,11,1200,19.9833333333333,120,24,0.1,0.5,0,0.05,0.142233768615042,0.153998529920446,0.0889986484257501,0.125866309009488,0.25313476875072,0.422081181737734,2,0.261388888888889,0.000138888888888889,60,1.96830692243536,0.129356683441612,0.349898594970104,0.0191756230084226,0.459934563951747,1.44818381825079,3.14867359784407,0.134553054338426,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col08_discrete_obstacles.csv
