case_name,csv_name,env_id,terrain_col,terrain_name,terrain_level,num_samples,duration_s,Kp,Kd,J_axis,B_axis,tau_load,tau_v,old_gap_mean,old_error_mean,new_error_mean,rms_target_error_new,p95_target_error_new,error_reduction_ratio,max_abs_qdot_new,qdot_limit_rate,sat_ratio,max_abs_tau_new,oscillation_score,smoothness_cost,qdot_alloc_rmse,qdot_alloc_smoothness,old_qdot_rms,new_qdot_rms,new_vs_old_qdot_ratio,risk_score,csv_path
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,120,10,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.149452430178738,0.235351391685767,0.460187668585135,0.229912907562564,2,0.309007506255213,0.0227967750903531,60,28.9157631359466,3.81897049744988,1.07593600517096,0.181251157458148,0.618639740789471,1.3754125618268,2.22328517090024,1.2204191735386,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,120,16,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.153036754864986,0.234746374829452,0.45799392555987,0.211443872481075,2,0.165832638309703,0.0176536002224076,60,25.9633027522936,2.22591122607853,0.838445734579403,0.110094025076885,0.618639740789471,1.091683305062,1.76465110965691,0.857852027603628,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,120,24,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.160668262440705,0.236084744997684,0.44338872846222,0.172120821843015,2,0.198220739505143,0.0137614678899083,60,8.97414512093411,0.915928668089883,0.617513037158108,0.0597290761035912,0.618639740789471,1.26865632386532,2.05071908611357,0.433595447268023,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,120,32,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.184424550852501,0.244801804337631,0.442990908654426,0.0497112293842932,2,0.646649986099527,0.362246316374757,60,4.46205170975813,0.633047093859824,0.557069587038871,0.0485616318315216,0.618639740789471,1.76204335198045,2.84825438102608,1.17344709167062,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,120,48,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.240682459868963,0.291774180795708,0.496706724343467,-0.240170236773762,2,0.92952460383653,0.776480400333611,60,1.1092577147623,0.196425176449563,0.323887537433828,0.0162867923846765,0.618639740789471,1.96692042048213,3.17942784919066,2.98341055419431,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,120,64,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.260962940146266,0.323244677132206,0.604310682415962,-0.344669949968825,2,0.986655546288574,0.971643035863219,60,0.0500417014178482,0.0283256022338709,0.107987762901405,0.00163568335062987,0.618639740789471,1.99085739302095,3.21812076036424,3.67306554184846,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,160,10,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.146885161206163,0.236216484628808,0.466684353718923,0.243141335472571,2,0.3992215735335,0.0475396163469558,60,29.5996663886572,4.44059241574344,1.16085530850475,0.210979484083532,0.618639740789471,1.48166233701866,2.39503258411406,1.52944345530842,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,160,16,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.149920224350399,0.234835428944617,0.460198375451216,0.227502493405479,2,0.253127606338616,0.0319710870169586,60,26.4303586321935,2.94942887434572,0.961994407099788,0.144913984438843,0.618639740789471,1.24349638463801,2.01004931084953,1.00410958554148,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,160,24,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.156168484315067,0.234819090128065,0.448047217933915,0.195306935640176,2,0.253266611064776,0.0215457325549069,60,12.6688907422852,1.64129050778214,0.800526048454625,0.100378950369032,0.618639740789471,1.35672247804923,2.19307359129218,0.611115493294348,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,160,32,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.172705865750599,0.23894289747185,0.438140520991555,0.110094376894981,2,0.616068946344176,0.33263830970253,60,7.88990825688073,1.10733396852111,0.717228019333691,0.080526161375928,0.618639740789471,1.71735255630943,2.77601395946185,1.17048625411704,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
sec14_model699_flat_stairs_down_obstacles_col00_flat_env0,sec14_model699_flat_stairs_down_obstacles_col00_flat.csv,0,0,flat,0,1199,19.9833333333333,160,48,0.1,0.5,0,0.05,0.182313530067623,0.194072114240611,0.221337334941011,0.271214696565001,0.457868112817121,-0.140490151339292,2,0.870169585765916,0.702112871837642,60,2.09341117597998,0.418877003008757,0.456495807613317,0.0324686503518462,0.618639740789471,1.9291841704145,3.11842910051751,2.55159206518826,/home/ubuntu/Graduation-Project/results/stage1_ball_joint_pd_matlab/raw_traces/sec14_model699_flat_stairs_down_obstacles_col00_flat.csv
