Kp,Kd,J_axis,B_axis,tau_load,tau_v,old_gap_mean,old_error_mean,new_error_mean,rms_target_error_new,error_reduction_ratio,max_abs_qdot_new,qdot_limit_rate,sat_ratio,max_abs_tau_new,oscillation_score,smoothness_cost,qdot_alloc_rmse,qdot_alloc_smoothness,old_qdot_rms,new_qdot_rms,new_vs_old_qdot_ratio,risk_score,max_abs_qdot_new_case_max,max_abs_tau_new_case_max,risk_score_case_max,compatibility_pass
120.0,32.0,0.15,5.0,0.0,0.03,0.17308953082352607,0.18431814566895363,0.1376546066910986,0.19879717791606874,0.24849648888857528,2.0,0.2601116864362278,0.22876686719385494,60.0,1.5253451950699661,0.14136412757887623,0.2306452561463011,0.0303951413131673,0.5906675096474471,1.594338757672239,2.7481943681022596,0.18773663020108716,2.0,60.0,0.29270735110419727,True
120.0,32.0,0.15,5.0,0.0,0.04,0.17308953082352607,0.18431814566895363,0.1376546066910986,0.19879717791606874,0.24849648888857528,2.0,0.2601116864362278,0.22876686719385494,60.0,1.5253451950699661,0.14136412757887623,0.2799753725433707,0.02151013233311895,0.5906675096474471,1.594338757672239,2.7481943681022596,0.18773663020108716,2.0,60.0,0.29270735110419727,True
120.0,32.0,0.15,5.0,0.0,0.05,0.17308953082352607,0.18431814566895363,0.1376546066910986,0.19879717791606874,0.24849648888857528,2.0,0.2601116864362278,0.22876686719385494,60.0,1.5253451950699661,0.14136412757887623,0.3196403540887513,0.01634931177717964,0.5906675096474471,1.594338757672239,2.7481943681022596,0.18773663020108716,2.0,60.0,0.29270735110419727,True
120.0,32.0,0.15,5.0,5.0,0.03,0.17308953082352607,0.18431814566895363,0.14493104369139567,0.2031164360359741,0.20611464798838997,2.0,0.15774560075783317,0.23466815839331126,60.0,1.564266518394959,0.14703996650968276,0.22862389407262126,0.03002011245472802,0.5906675096474471,1.5483462410152957,2.674666562793072,0.20467311168520513,2.0,60.0,0.3046529257296571,True
120.0,32.0,0.15,5.0,5.0,0.04,0.17308953082352607,0.18431814566895363,0.14493104369139567,0.2031164360359741,0.20611464798838997,2.0,0.15774560075783317,0.23466815839331126,60.0,1.564266518394959,0.14703996650968276,0.27642028361795623,0.021055316712526903,0.5906675096474471,1.5483462410152957,2.674666562793072,0.20467311168520513,2.0,60.0,0.3046529257296571,True
120.0,32.0,0.15,5.0,5.0,0.05,0.17308953082352607,0.18431814566895363,0.14493104369139567,0.2031164360359741,0.20611464798838997,2.0,0.15774560075783317,0.23466815839331126,60.0,1.564266518394959,0.14703996650968276,0.31476988112749804,0.015906934220262417,0.5906675096474471,1.5483462410152957,2.674666562793072,0.20467311168520513,2.0,60.0,0.3046529257296571,True
120.0,32.0,0.15,2.0,0.0,0.03,0.17308953082352607,0.18431814566895363,0.13269013308724656,0.19621138355929812,0.2763538729717631,2.0,0.02366869510600397,0.0038446068740411246,59.673876642870454,5.534704846631453,0.10817510099208394,0.179421959712439,0.02040289752112987,0.5906675096474471,0.5873731023242041,1.0030385508738144,0.20967220175197784,2.0,60.0,0.35790659374376327,True
120.0,32.0,0.15,2.0,0.0,0.04,0.17308953082352607,0.18431814566895363,0.13269013308724656,0.19621138355929812,0.2763538729717631,2.0,0.02366869510600397,0.0038446068740411246,59.673876642870454,5.534704846631453,0.10817510099208394,0.21653035200875465,0.013980575014282662,0.5906675096474471,0.5873731023242041,1.0030385508738144,0.20967220175197784,2.0,60.0,0.35790659374376327,True
120.0,32.0,0.15,2.0,0.0,0.05,0.17308953082352607,0.18431814566895363,0.13269013308724656,0.19621138355929812,0.2763538729717631,2.0,0.02366869510600397,0.0038446068740411246,59.673876642870454,5.534704846631453,0.10817510099208394,0.24599168028865806,0.010374775378877621,0.5906675096474471,0.5873731023242041,1.0030385508738144,0.20967220175197784,2.0,60.0,0.35790659374376327,True
120.0,32.0,0.15,2.0,-5.0,0.03,0.17308953082352607,0.18431814566895363,0.13673988886436755,0.20154876196817337,0.25258616883669727,2.0,0.02364554052245184,0.005519903417456935,60.0,5.490223334260033,0.10769395924759569,0.1791006880791517,0.020360621999231523,0.5906675096474471,0.5866442807098402,1.0018684788477532,0.21318091405648706,2.0,60.0,0.35976126244710926,True
120.0,32.0,0.15,2.0,-5.0,0.04,0.17308953082352607,0.18431814566895363,0.13673988886436755,0.20154876196817337,0.25258616883669727,2.0,0.02364554052245184,0.005519903417456935,60.0,5.490223334260033,0.10769395924759569,0.21621825966984956,0.0139576176756029,0.5906675096474471,0.5866442807098402,1.0018684788477532,0.21318091405648706,2.0,60.0,0.35976126244710926,True
120.0,32.0,0.15,2.0,-5.0,0.05,0.17308953082352607,0.18431814566895363,0.13673988886436755,0.20154876196817337,0.25258616883669727,2.0,0.02364554052245184,0.005519903417456935,60.0,5.490223334260033,0.10769395924759569,0.2456946814306347,0.010360730613931049,0.5906675096474471,0.5866442807098402,1.0018684788477532,0.21318091405648706,2.0,60.0,0.35976126244710926,True
120.0,32.0,0.15,5.0,-5.0,0.03,0.17308953082352607,0.18431814566895363,0.141444685575733,0.20404618794435533,0.22718341074212317,2.0,0.15927298597596762,0.22718657008412363,60.0,1.5563895839125197,0.14345588171819643,0.22838996833536518,0.02981822020950981,0.5906675096474471,1.5416693555449679,2.6479566575447198,0.21394801505109728,2.0,60.0,0.3271319552331532,True
120.0,32.0,0.15,5.0,-5.0,0.04,0.17308953082352607,0.18431814566895363,0.141444685575733,0.20404618794435533,0.22718341074212317,2.0,0.15927298597596762,0.22718657008412363,60.0,1.5563895839125197,0.14345588171819643,0.2763607886657529,0.02098754863701637,0.5906675096474471,1.5416693555449679,2.6479566575447198,0.21394801505109728,2.0,60.0,0.3271319552331532,True
120.0,32.0,0.15,5.0,-5.0,0.05,0.17308953082352607,0.18431814566895363,0.141444685575733,0.20404618794435533,0.22718341074212317,2.0,0.15927298597596762,0.22718657008412363,60.0,1.5563895839125197,0.14345588171819643,0.3148541240280627,0.015893701503033715,0.5906675096474471,1.5416693555449679,2.6479566575447198,0.21394801505109728,2.0,60.0,0.3271319552331532,True
160.0,32.0,0.15,5.0,0.0,0.03,0.17308953082352607,0.18431814566895363,0.13057055186511912,0.19343330371163087,0.2872887063093132,2.0,0.25211034272387484,0.18056787935419438,60.0,2.90519877675841,0.26105301304369855,0.30466296831539236,0.05362885956214362,0.5906675096474471,1.542334499184341,2.6741464475726433,0.2153947522250713,2.0,60.0,0.4052238697887318,True
160.0,32.0,0.15,5.0,0.0,0.04,0.17308953082352607,0.18431814566895363,0.13057055186511912,0.19343330371163087,0.2872887063093132,2.0,0.25211034272387484,0.18056787935419438,60.0,2.90519877675841,0.26105301304369855,0.3688759892311706,0.03760403487274008,0.5906675096474471,1.542334499184341,2.6741464475726433,0.2153947522250713,2.0,60.0,0.4052238697887318,True
160.0,32.0,0.15,5.0,0.0,0.05,0.17308953082352607,0.18431814566895363,0.13057055186511912,0.19343330371163087,0.2872887063093132,2.0,0.25211034272387484,0.18056787935419438,60.0,2.90519877675841,0.26105301304369855,0.4202093104148927,0.028372081979038073,0.5906675096474471,1.542334499184341,2.6741464475726433,0.2153947522250713,2.0,60.0,0.4052238697887318,True
160.0,32.0,0.15,5.0,-5.0,0.03,0.17308953082352607,0.18431814566895363,0.13282018961516917,0.196956317641248,0.27467883978222374,2.0,0.17517727607368277,0.16605063761982722,60.0,2.966824205356316,0.26484705079853677,0.30264557409818255,0.053005921062107796,0.5906675096474471,1.5144524151225538,2.6179435064716343,0.2154578418284397,2.0,60.0,0.406679480914807,True
160.0,32.0,0.15,5.0,-5.0,0.04,0.17308953082352607,0.18431814566895363,0.13282018961516917,0.196956317641248,0.27467883978222374,2.0,0.17517727607368277,0.16605063761982722,60.0,2.966824205356316,0.26484705079853677,0.3655134419239483,0.036984954860454305,0.5906675096474471,1.5144524151225538,2.6179435064716343,0.2154578418284397,2.0,60.0,0.406679480914807,True
160.0,32.0,0.15,5.0,-5.0,0.05,0.17308953082352607,0.18431814566895363,0.13282018961516917,0.196956317641248,0.27467883978222374,2.0,0.17517727607368277,0.16605063761982722,60.0,2.966824205356316,0.26484705079853677,0.4156314430667105,0.027805171435510076,0.5906675096474471,1.5144524151225538,2.6179435064716343,0.2154578418284397,2.0,60.0,0.406679480914807,True
120.0,32.0,0.15,2.0,5.0,0.03,0.17308953082352607,0.18431814566895363,0.13977765710533588,0.19982697755616477,0.235578325730154,2.0,0.02386944109803437,0.003458643519805599,59.59126013898924,5.526827912149013,0.11066781678938513,0.18067171277514296,0.020671546927045682,0.5906675096474471,0.5877216919047514,1.0032408011833427,0.21717949958470303,2.0,60.0,0.36299533022767516,True
120.0,32.0,0.15,2.0,5.0,0.04,0.17308953082352607,0.18431814566895363,0.13977765710533588,0.19982697755616477,0.235578325730154,2.0,0.02386944109803437,0.003458643519805599,59.59126013898924,5.526827912149013,0.11066781678938513,0.21777531396642635,0.01413382467728948,0.5906675096474471,0.5877216919047514,1.0032408011833427,0.21717949958470303,2.0,60.0,0.36299533022767516,True
120.0,32.0,0.15,2.0,5.0,0.05,0.17308953082352607,0.18431814566895363,0.13977765710533588,0.19982697755616477,0.235578325730154,2.0,0.02386944109803437,0.003458643519805599,59.59126013898924,5.526827912149013,0.11066781678938513,0.2471848342661257,0.01047093887202328,0.5906675096474471,0.5877216919047514,1.0032408011833427,0.21717949958470303,2.0,60.0,0.36299533022767516,True
160.0,32.0,0.15,5.0,5.0,0.03,0.17308953082352607,0.18431814566895363,0.13519414803603313,0.19550179202874507,0.2604362121332418,2.0,0.1737655801130572,0.16428438951183597,60.0,2.9543137800018537,0.26909578663096956,0.3041736647475404,0.053589951380441266,0.5906675096474471,1.492448913264436,2.591644319486861,0.21855644316224557,2.0,60.0,0.4136765740907807,True
160.0,32.0,0.15,5.0,5.0,0.04,0.17308953082352607,0.18431814566895363,0.13519414803603313,0.19550179202874507,0.2604362121332418,2.0,0.1737655801130572,0.16428438951183597,60.0,2.9543137800018537,0.26909578663096956,0.3671111864986304,0.03733059899571189,0.5906675096474471,1.492448913264436,2.591644319486861,0.21855644316224557,2.0,60.0,0.4136765740907807,True
160.0,32.0,0.15,5.0,5.0,0.05,0.17308953082352607,0.18431814566895363,0.13519414803603313,0.19550179202874507,0.2604362121332418,2.0,0.1737655801130572,0.16428438951183597,60.0,2.9543137800018537,0.26909578663096956,0.41724442394887645,0.028029441678296026,0.5906675096474471,1.492448913264436,2.591644319486861,0.21855644316224557,2.0,60.0,0.4136765740907807,True
120.0,24.0,0.1,0.0,0.0,0.03,0.17308953082352607,0.18431814566895363,0.12639288255339884,0.19092034351897352,0.3105614658254343,2.0,0.13802066923053158,0.00670104459477548,60.0,3.8286535075525916,0.29724811752772057,0.31080038544122146,0.05756306195940979,0.5906675096474471,1.2761085812627773,2.2179954507656086,0.22412904113446888,2.0,60.0,0.4725379232679836,True
120.0,24.0,0.1,0.0,0.0,0.04,0.17308953082352607,0.18431814566895363,0.12639288255339884,0.19092034351897352,0.3105614658254343,2.0,0.13802066923053158,0.00670104459477548,60.0,3.8286535075525916,0.29724811752772057,0.3749511123034155,0.03979113882006325,0.5906675096474471,1.2761085812627773,2.2179954507656086,0.22412904113446888,2.0,60.0,0.4725379232679836,True
120.0,24.0,0.1,0.0,0.0,0.05,0.17308953082352607,0.18431814566895363,0.12639288255339884,0.19092034351897352,0.3105614658254343,2.0,0.13802066923053158,0.00670104459477548,60.0,3.8286535075525916,0.29724811752772057,0.4258290780824027,0.029689937791584155,0.5906675096474471,1.2761085812627773,2.2179954507656086,0.22412904113446888,2.0,60.0,0.4725379232679836,True
120.0,32.0,0.15,2.0,-10.0,0.03,0.17308953082352607,0.18431814566895363,0.15084877012946107,0.21505450339690302,0.17053188514823475,2.0,0.02363008911747444,0.008391992040692346,60.0,5.480956352515985,0.10978110396653834,0.1796256997148668,0.020521442009203885,0.5906675096474471,0.5871981496940086,1.0028189205937672,0.22761455444792858,2.0,60.0,0.3729440238272005,True
120.0,32.0,0.15,2.0,-10.0,0.04,0.17308953082352607,0.18431814566895363,0.15084877012946107,0.21505450339690302,0.17053188514823475,2.0,0.02363008911747444,0.008391992040692346,60.0,5.480956352515985,0.10978110396653834,0.2166375572408112,0.014036462109583904,0.5906675096474471,0.5871981496940086,1.0028189205937672,0.22761455444792858,2.0,60.0,0.3729440238272005,True
120.0,32.0,0.15,2.0,-10.0,0.05,0.17308953082352607,0.18431814566895363,0.15084877012946107,0.21505450339690302,0.17053188514823475,2.0,0.02363008911747444,0.008391992040692346,60.0,5.480956352515985,0.10978110396653834,0.24599431697915508,0.010401995577625734,0.5906675096474471,0.5871981496940086,1.0028189205937672,0.22761455444792858,2.0,60.0,0.3729440238272005,True
160.0,32.0,0.15,5.0,-10.0,0.03,0.17308953082352607,0.18431814566895363,0.14153726475083522,0.205660274042054,0.22409842919055656,2.0,0.10825798762343106,0.21149677200135916,60.0,2.9964785469372632,0.2655796313726426,0.29737806937186856,0.05141269096715184,0.5906675096474471,1.4094185695049415,2.4366777433497733,0.22874962169289542,2.0,60.0,0.4161018000256679,True
160.0,32.0,0.15,5.0,-10.0,0.04,0.17308953082352607,0.18431814566895363,0.14153726475083522,0.205660274042054,0.22409842919055656,2.0,0.10825798762343106,0.21149677200135916,60.0,2.9964785469372632,0.2655796313726426,0.35789572851924756,0.03560510315198037,0.5906675096474471,1.4094185695049415,2.4366777433497733,0.22874962169289542,2.0,60.0,0.4161018000256679,True
160.0,32.0,0.15,5.0,-10.0,0.05,0.17308953082352607,0.18431814566895363,0.14153726475083522,0.205660274042054,0.22409842919055656,2.0,0.10825798762343106,0.21149677200135916,60.0,2.9964785469372632,0.2655796313726426,0.40588635794758754,0.02661489774697914,0.5906675096474471,1.4094185695049415,2.4366777433497733,0.22874962169289542,2.0,60.0,0.4161018000256679,True
120.0,24.0,0.1,0.0,-5.0,0.03,0.17308953082352607,0.18431814566895363,0.13096901772129874,0.19659433157040343,0.284238056875725,2.0,0.1362753619271203,0.007519325518178728,60.0,3.8402372347326477,0.29746583101984403,0.3110018385430185,0.05761869016130153,0.5906675096474471,1.2761085813346678,2.217995450883288,0.22886455627259408,2.0,60.0,0.474717355027396,True
120.0,24.0,0.1,0.0,-5.0,0.04,0.17308953082352607,0.18431814566895363,0.13096901772129874,0.19659433157040343,0.284238056875725,2.0,0.1362753619271203,0.007519325518178728,60.0,3.8402372347326477,0.29746583101984403,0.3752068355373778,0.03983358483859231,0.5906675096474471,1.2761085813346678,2.217995450883288,0.22886455627259408,2.0,60.0,0.474717355027396,True
120.0,24.0,0.1,0.0,-5.0,0.05,0.17308953082352607,0.18431814566895363,0.13096901772129874,0.19659433157040343,0.284238056875725,2.0,0.1362753619271203,0.007519325518178728,60.0,3.8402372347326477,0.29746583101984403,0.42613468172355246,0.029724274825970214,0.5906675096474471,1.2761085813346678,2.217995450883288,0.22886455627259408,2.0,60.0,0.474717355027396,True
120.0,32.0,0.15,1.0,0.0,0.03,0.17308953082352607,0.18431814566895363,0.13180901288678934,0.19546090983277856,0.2811632553112233,2.0,0.025837953953397372,0.003898657832144071,59.673764709470134,7.4112686498007605,0.12576932348338843,0.1922453679880647,0.02328426902426757,0.5906675096474471,0.586676293001335,1.0022165996487853,0.23107556408147462,2.0,60.0,0.4083068838440916,True
120.0,32.0,0.15,1.0,0.0,0.04,0.17308953082352607,0.18431814566895363,0.13180901288678934,0.19546090983277856,0.2811632553112233,2.0,0.025837953953397372,0.003898657832144071,59.673764709470134,7.4112686498007605,0.12576932348338843,0.2313961561394024,0.015872730024718743,0.5906675096474471,0.586676293001335,1.0022165996487853,0.23107556408147462,2.0,60.0,0.4083068838440916,True
120.0,32.0,0.15,1.0,0.0,0.05,0.17308953082352607,0.18431814566895363,0.13180901288678934,0.19546090983277856,0.2811632553112233,2.0,0.025837953953397372,0.003898657832144071,59.673764709470134,7.4112686498007605,0.12576932348338843,0.2622292048076708,0.011720694922874454,0.5906675096474471,0.586676293001335,1.0022165996487853,0.23107556408147462,2.0,60.0,0.4083068838440916,True
120.0,24.0,0.1,0.0,5.0,0.03,0.17308953082352607,0.18431814566895363,0.1335353654380998,0.19442812472208834,0.26918984842641064,2.0,0.13774276918007805,0.005990826975154192,60.0,3.81845982763414,0.29720026500387386,0.31070643625297273,0.05752639506878751,0.5906675096474471,1.2759967908618046,2.217752393579359,0.23116001671521597,2.0,60.0,0.47857428788690776,True
120.0,24.0,0.1,0.0,5.0,0.04,0.17308953082352607,0.18431814566895363,0.1335353654380998,0.19442812472208834,0.26918984842641064,2.0,0.13774276918007805,0.005990826975154192,60.0,3.81845982763414,0.29720026500387386,0.3747946243613938,0.03975817342866261,0.5906675096474471,1.2759967908618046,2.217752393579359,0.23116001671521597,2.0,60.0,0.47857428788690776,True
