group,tag_count,latest_mean
Action,9,2.0747795237435236
Command,8,3.5655549969524145
Loss,4,2.316644198355789
Observation,35,0.7932531611195632
Perf,3,1171.5829032262166
Phase,1,0.2115885466337204
Policy,1,0.3947230279445648
Reward,13,0.47862322768196464
Termination,4,0.25
Tracking,4,12.952084854245186
Train,4,995.800048828125
episode,20,452.8898646712303
episode_per_step,13,0.4551787201601725
