J_axis,B_axis,tau_load,calibration_score,calibration_error_mean,calibration_rmse,calibration_relative_error_mean,calibration_sat_ratio,calibration_qdot_limit_rate,calibration_max_norm
0.07,6.0,0.0,0.08587562511871015,0.06257820979287577,0.08366766970906869,0.5624508593187518,0.000918145901730566,0.043240962291098625,1.0
0.08,6.0,0.0,0.08613285722290372,0.06281454310462013,0.08393463972434122,0.5626341262595579,0.0009227830022443567,0.04304156696900562,1.0
0.09000000000000001,6.0,0.0,0.08620530007674258,0.06287292850914743,0.08400105434751215,0.5627439220214661,0.0009320572032719382,0.0431528573813366,1.0
0.1,6.0,0.0,0.08624346491322046,0.06288782878247962,0.08402809014275694,0.5628493884400153,0.0009274201027581475,0.04338007530651235,1.0
0.11,6.0,0.0,0.08626908790275951,0.06288609500779223,0.08404003368578031,0.5629632126364575,0.0009227830022443567,0.04365830133733979,1.0
0.12000000000000001,6.0,0.0,0.08628861646596235,0.06287597627969935,0.0840428686871335,0.5630962463458904,0.0009274201027581475,0.04398753547381893,1.0
0.07,5.5,0.0,0.08651255528227818,0.06291440731222822,0.08410798681085199,0.5633854108883414,0.0009227830022443567,0.04716858642627938,1.0
0.08,5.5,0.0,0.08669364488657619,0.06308941476410308,0.08429417722571517,0.5635603307531705,0.0009320572032719382,0.0470572960139484,1.0
0.09000000000000001,5.5,0.0,0.08676480280803632,0.06313793159133618,0.08435327868583944,0.563698178443973,0.0009320572032719382,0.04729842524066552,1.0
0.1,5.5,0.0,0.08680372362774771,0.06315105653792119,0.08438014304421498,0.5638306228068941,0.0009274201027581475,0.04754419156789643,1.0
0.11,5.5,0.0,0.08683137558446771,0.06314849899214338,0.08439249256923947,0.5639656588790505,0.0009274201027581475,0.047850240201806615,1.0
0.12000000000000001,5.5,0.0,0.08684922972952858,0.06313720015705374,0.08439527613763052,0.5641138946465558,0.0009366943037857288,0.04814237753417543,1.0
0.07,5.0,0.0,0.08715936960970518,0.06324522479096648,0.08452966990833445,0.564422333893441,0.0009274201027581475,0.051666573924656393,1.0
0.08,5.0,0.0,0.0873023100746943,0.06338290907471886,0.08467353779342633,0.564646267568657,0.0009274201027581475,0.05164802552260123,1.0
0.09000000000000001,5.0,0.0,0.08736814021378071,0.06342387610792719,0.08472777518122826,0.5648078986821531,0.0009274201027581475,0.05187988054829077,1.0
0.1,5.0,0.0,0.08740779335286512,0.06343568547096666,0.08475514000395114,0.5649678868176347,0.0009274201027581475,0.052125646875521674,1.0
0.11,5.0,0.0,0.0874424813452753,0.063432282218359,0.08476803362394648,0.565123917112926,0.0009320572032719382,0.052556897223304214,1.0
0.12000000000000001,5.0,0.0,0.08746581346600431,0.06341957513579993,0.08477073064738913,0.5652862357480586,0.0009320572032719382,0.05296959916903159,1.0
0.07,4.5,0.0,0.08783365908265255,0.06358627935820141,0.08495726563394815,0.5656404717756724,0.0009274201027581475,0.056600448871329735,1.0
0.08,4.5,0.0,0.08795526442996761,0.06369696242287118,0.08507516130085219,0.5658978454672235,0.0009320572032719382,0.056670005379036596,1.0
0.09000000000000001,4.5,0.0,0.08802029322634022,0.06373264168865184,0.08512651065070911,0.5660858006499287,0.0009274201027581475,0.05694823140986404,1.0
0.1,4.5,0.0,0.08806954357528449,0.0637437646662361,0.08515466219231563,0.5662744716792497,0.0009227830022443567,0.05737484465713279,1.0
0.11,4.5,0.0,0.08810133831616038,0.06373954573849566,0.08516767667611067,0.5664522377702806,0.0009320572032719382,0.05774117559772226,1.0
0.12000000000000001,4.5,0.0,0.08812957614830301,0.06372522320477712,0.08516994674537608,0.5666308449618517,0.0009320572032719382,0.05826053085526682,1.0
0.07,4.0,0.0,0.08853682934793035,0.06394141206958139,0.08539751230009401,0.5670356161158742,0.000918145901730566,0.061868195054996016,1.0
0.06,4.0,0.0,0.08853965480974836,0.06357164637644513,0.08499853300239206,0.5664001567464781,0.0009274201027581475,0.06989501604436778,1.0
0.07,6.0,-4.0,0.0885740971737356,0.06573941419549713,0.08635431715778398,0.5908019059260533,0.0011546380279338936,0.043240962291098625,1.0
0.08,4.0,0.0,0.0886473188995385,0.06403225440448677,0.08549919136072597,0.5673167212552861,0.0009274201027581475,0.06203513067349248,1.0
0.09000000000000001,4.0,0.0,0.08871699557656144,0.06406466990894691,0.08554939221559099,0.5675364989288672,0.0009274201027581475,0.062424647116650904,1.0
0.1,4.0,0.0,0.08876501356193757,0.06407548992532261,0.08557886179891196,0.5677578272084248,0.0009274201027581475,0.06279561515775416,1.0
0.11,4.0,0.0,0.0888024416410984,0.06407014731147273,0.08559194510037539,0.5679580969463922,0.0009320572032719382,0.0632778736111884,1.0
0.12000000000000001,4.0,0.0,0.08882849573514853,0.06405368967637817,0.08559342256170242,0.5681535456198413,0.0009227830022443567,0.0637786804666778,1.0
0.08,6.0,-4.0,0.08886271423028279,0.06595692048136567,0.08665383140053858,0.5907115206276771,0.0011500009274201027,0.04302765566746425,1.0
0.09000000000000001,6.0,-4.0,0.08893266752852597,0.06601124605303466,0.08671798832313951,0.5907998272243817,0.0011500009274201027,0.04314358318030902,1.0
0.1,6.0,-4.0,0.08896870185046818,0.06603386089761515,0.08674242989379724,0.591023785909456,0.001145363826906312,0.04338007530651235,1.0
0.11,6.0,-4.0,0.08899237789397559,0.06604409983632221,0.08675219463576328,0.5912947044030622,0.001145363826906312,0.04365830133733979,1.0
0.12000000000000001,6.0,-4.0,0.08900866806974726,0.06604589088529943,0.08675248681476237,0.591567111235028,0.0011407267263925213,0.04398289837330514,1.0
0.06,3.5,0.0,0.08903797283849409,0.06405830792418413,0.08559515756203015,0.5681358718279551,0.0009320572032719382,0.06792424832600671,1.0
0.07,5.5,-4.0,0.08923753835796304,0.06609854720743609,0.08682230455535514,0.5919909657615696,0.0011407267263925213,0.047163949325765585,1.0
0.07,3.5,0.0,0.08927609444213197,0.06431302201304671,0.08585553724813423,0.5686119486176655,0.0009274201027581475,0.0674837237771966,1.0
