step,time_s,env_id,episode_index,is_done,done_reason,terrain_col,terrain_name,terrain_level,row_progress,root_x,root_y,root_z,vx_cmd_raw,yaw_rate_cmd_raw,vx_cmd_limited,yaw_rate_cmd_limited,wheel_speed_reference_abs_mean,wheel_torque_target_abs_mean,contact_weight_mean,rolling_speed_actual_mean,lateral_speed_actual_abs_mean,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,front_pitch_ref,front_pitch_actual,rear_pitch_actual,front_pitch_error,step_up_distance_m,step_up_front_gap_m,step_up_posture_phase_weight,step_up_posture_weight,step_up_posture_badness,terrain_gate_step_up,edge_strength,edge_height_jump,progress_quality_score,progress_quality_pitch,progress_quality_contact,step_up_front_posture_penalty_raw,step_up_module_progress_score,step_up_module_progress_reward_raw,quality_row_advance_mask,q_desired_spm1_platform_joint_z,q_position_target_spm1_platform_joint_z,q_actual_spm1_platform_joint_z,qdot_actual_spm1_platform_joint_z,qdot_alloc_spm1_platform_joint_z,q_desired_minus_position_target_spm1_platform_joint_z,q_desired_minus_actual_spm1_platform_joint_z,q_position_target_minus_actual_spm1_platform_joint_z,q_desired_spm1_platform_joint_y,q_position_target_spm1_platform_joint_y,q_actual_spm1_platform_joint_y,qdot_actual_spm1_platform_joint_y,qdot_alloc_spm1_platform_joint_y,q_desired_minus_position_target_spm1_platform_joint_y,q_desired_minus_actual_spm1_platform_joint_y,q_position_target_minus_actual_spm1_platform_joint_y,q_desired_spm1_platform_joint_x,q_position_target_spm1_platform_joint_x,q_actual_spm1_platform_joint_x,qdot_actual_spm1_platform_joint_x,qdot_alloc_spm1_platform_joint_x,q_desired_minus_position_target_spm1_platform_joint_x,q_desired_minus_actual_spm1_platform_joint_x,q_position_target_minus_actual_spm1_platform_joint_x,q_desired_spm2_platform_joint_z,q_position_target_spm2_platform_joint_z,q_actual_spm2_platform_joint_z,qdot_actual_spm2_platform_joint_z,qdot_alloc_spm2_platform_joint_z,q_desired_minus_position_target_spm2_platform_joint_z,q_desired_minus_actual_spm2_platform_joint_z,q_position_target_minus_actual_spm2_platform_joint_z,q_desired_spm2_platform_joint_y,q_position_target_spm2_platform_joint_y,q_actual_spm2_platform_joint_y,qdot_actual_spm2_platform_joint_y,qdot_alloc_spm2_platform_joint_y,q_desired_minus_position_target_spm2_platform_joint_y,q_desired_minus_actual_spm2_platform_joint_y,q_position_target_minus_actual_spm2_platform_joint_y,q_desired_spm2_platform_joint_x,q_position_target_spm2_platform_joint_x,q_actual_spm2_platform_joint_x,qdot_actual_spm2_platform_joint_x,qdot_alloc_spm2_platform_joint_x,q_desired_minus_position_target_spm2_platform_joint_x,q_desired_minus_actual_spm2_platform_joint_x,q_position_target_minus_actual_spm2_platform_joint_x
0,0.0,0,0,0,,0,flat,0,0.0,10.727360725402832,4.33322811126709,0.22194260358810425,1.3081457614898682,-0.2423298954963684,1.3081457614898682,-0.2423298954963684,4.604007244110107,2.0963187217712402,0.3333333432674408,-0.27729693055152893,0.22972933948040009,0.6540728807449341,-0.1211649477481842,-0.4686439037322998,0.8356181979179382,-0.18037961423397064,-0.5313352346420288,0.4760992228984833,-0.3943348228931427,-0.0,0.1955149620771408,-0.23584477603435516,0.1955149620771408,1.942209005355835,1.0,0.0,0.0,0.9775748252868652,0.07585817575454712,0.0,0.0,0.5,0.9887837171554565,0.5,0.0,0.0,0.0,0.0,-0.32805073261260986,-0.44155555963516235,-0.4252447187900543,0.449794203042984,0.6999993324279785,0.11350482702255249,0.09719398617744446,-0.016310840845108032,0.4178090989589691,0.22398683428764343,0.1955149620771408,1.0853105783462524,1.2000001668930054,0.19382226467132568,0.2222941368818283,0.028471872210502625,-0.09018980711698532,-0.04869729280471802,-0.06409858167171478,-1.2018671035766602,-1.2000001668930054,-0.0414925143122673,-0.02609122544527054,0.015401288866996765,-0.3719346523284912,0.04201340302824974,0.04281248897314072,-0.41807135939598083,-1.2000000476837158,-0.41394805535674095,-0.4147471413016319,-0.000799085944890976,0.23804961144924164,-0.23346121609210968,-0.23584477603435516,-0.7470591068267822,-0.20000070333480835,0.4715108275413513,0.4738943874835968,0.0023835599422454834,-0.19716741144657135,-0.36136773228645325,-0.15513040125370026,0.7121629118919373,-0.9248756766319275,0.1642003208398819,-0.042037010192871094,-0.206237331032753
0,0.0,1,1,0,,0,flat,0,0.0,3.8667376041412354,3.889427423477173,0.2932913303375244,1.3481024503707886,0.3478862941265106,1.3481024503707886,0.3478862941265106,7.095273494720459,6.6755523681640625,0.6526994705200195,1.0622910261154175,0.5035044550895691,0.6740512251853943,0.1739431470632553,0.27101826667785645,-0.2310577929019928,0.4380146861076355,0.10676375031471252,0.10865874588489532,-0.4416460394859314,-0.0,-0.0017723070923238993,-0.00274480227380991,-0.0017723070923238993,1.942209005355835,1.0,0.0,0.0,0.0,0.07585817575454712,0.0,0.0,0.0,0.995702862739563,0.0,0.0,0.0,0.0,0.0,0.1897127777338028,0.0033333336468786,0.0025645296555012465,0.1193370446562767,0.10000000149011612,0.1863794440869242,0.18714824807830155,0.0007688039913773537,-0.36969247460365295,-0.0033333336468786,-0.0017723070923238993,0.31388816237449646,-0.10000000149011612,-0.36635914095677435,-0.36792016751132905,-0.0015610265545547009,0.21900734305381775,0.0033333336468786,0.0043315584771335125,0.14200161397457123,0.10000000149011612,0.21567400940693915,0.21467578457668424,-0.0009982248302549124,0.07473462074995041,0.0033333336468786,0.0024882424622774124,0.12228439003229141,0.10000000149011612,0.07140128710307181,0.072246378287673,0.0008450911846011877,0.05432937294244766,0.0033333336468786,-0.00274480227380991,0.3955095708370209,0.10000000149011612,0.05099603929556906,0.05707417521625757,0.00607813592068851,-0.2208230197429657,-0.0033333336468786,-0.0044532595202326775,-0.13923794031143188,-0.10000000149011612,-0.2174896860960871,-0.21636976022273302,0.0011199258733540773
0,0.0,2,0,0,,0,flat,0,0.0,9.973700523376465,5.8995680809021,0.24769461154937744,1.1986355781555176,-0.08339449018239975,1.1986355781555176,-0.08339449018239975,5.185756683349609,1.5117396116256714,0.3333333432674408,-0.3629242777824402,0.1189565509557724,0.5993177890777588,-0.041697245091199875,0.1706102341413498,0.5661759376525879,0.5203648209571838,0.05435829982161522,0.4492686986923218,-0.002930036745965481,-0.0,0.23094046115875244,-0.09195934236049652,0.23094046115875244,1.942209005355835,1.0,0.0,0.0,1.0,0.07585817575454712,0.0,0.0,0.48134469985961914,0.9867139458656311,0.5,0.0,0.0,0.0,0.0,0.1194271594285965,-0.06952472031116486,-0.05669994652271271,0.9628989100456238,1.2000001668930054,0.18895187973976135,0.1761271059513092,-0.012824773788452148,0.28308796882629395,0.24359732866287231,0.23094046115875244,0.10734783858060837,0.22014321386814117,0.03949064016342163,0.052147507667541504,0.012656867504119873,0.2601824104785919,-0.007256759330630302,-0.16873660683631897,-0.15082289278507233,1.1999988555908203,0.2674391698092222,0.4289190173149109,0.16147984750568867,0.038050808012485504,-0.3466666340827942,-0.31803199648857117,-1.1660550832748413,-1.0,0.3847174420952797,0.35608280450105667,-0.028634637594223022,0.2246343493461609,-0.07994259893894196,-0.09195934236049652,1.1917767524719238,1.2000001668930054,0.30457694828510284,0.3165936917066574,0.012016743421554565,-0.0014650183729827404,-0.4614596366882324,-0.43678414821624756,-0.7061667442321777,-0.20000070333480835,0.4599946183152497,0.4353191298432648,-0.024675488471984863
0,0.0,3,0,0,,0,flat,0,0.0,10.330540657043457,3.7847466468811035,0.17835190892219543,1.534572720527649,-0.14783726632595062,1.534572720527649,-0.14783726632595062,7.3439459800720215,0.8956880569458008,0.16353856027126312,0.16986964643001556,0.05671025067567825,0.7672863602638245,-0.07391863316297531,0.3805996775627136,0.1756254881620407,0.028711605817079544,0.582848310470581,0.40073010325431824,0.5380344390869141,-0.0,0.4150659441947937,0.19100646674633026,0.4150659441947937,1.942209005355835,1.0,0.0,0.0,1.0,0.07585817575454712,0.0,0.0,0.5,0.9820137619972229,0.5,0.0,0.0,0.0,0.0,0.26641976833343506,0.10000014305114746,0.08417830616235733,1.16804039478302,1.2000001668930054,0.1664196252822876,0.18224146217107773,0.01582183688879013,0.08781274408102036,0.40666675567626953,0.4150659441947937,-0.04097413271665573,-0.6999993324279785,-0.3188540115952492,-0.32725320011377335,-0.00839918851852417,0.014355802908539772,0.1695416271686554,0.14563053846359253,0.07181742042303085,0.7196196913719177,-0.15518582426011562,-0.13127473555505276,0.023911088705062866,0.4079938232898712,-0.6403607130050659,-0.6219910383224487,0.8325068354606628,0.2999997138977051,1.0483545362949371,1.02998486161232,-0.018369674682617188,0.20036505162715912,0.20748484134674072,0.19100646674633026,0.5562183260917664,-0.38693636655807495,-0.007119789719581604,0.009358584880828857,0.01647837460041046,0.26901721954345703,0.10999862849712372,0.11477698385715485,1.0526502132415771,1.2000001668930054,0.1590185910463333,0.15424023568630219,-0.004778355360031128
0,0.0,4,0,0,,0,flat,0,0.0,9.94663143157959,4.622470378875732,0.22635948657989502,0.22257885336875916,-0.32491976022720337,0.22257885336875916,-0.32491976022720337,3.196171522140503,1.5576099157333374,0.5,0.2418636977672577,0.1430167853832245,0.11128942668437958,-0.16245988011360168,-0.2508147656917572,0.3950512707233429,0.5852557420730591,-0.8265380859375,0.3316243886947632,-0.2715930938720703,-0.0,0.1389613300561905,-0.1654359996318817,0.1389613300561905,1.942209005355835,1.0,0.0,0.0,0.6948066353797913,0.07585817575454712,0.0,0.0,0.4579101800918579,0.9901748895645142,0.5,0.0,0.0,0.0,0.0,-0.17557033896446228,-0.4574260115623474,-0.4464840292930603,0.5306950211524963,0.8999990820884705,0.28185567259788513,0.270913690328598,-0.01094198226928711,0.19752563536167145,0.1400005966424942,0.1389613300561905,0.9440659284591675,1.2000001668930054,0.057525038719177246,0.05856430530548096,0.001039266586303711,0.29262787103652954,-0.31333136558532715,-0.29982316493988037,0.46827593445777893,0.29999881982803345,0.6059592366218567,0.5924510359764099,-0.013508200645446777,-0.5785766243934631,-0.38363298773765564,-0.3729398250579834,-1.0861812829971313,-1.1999998092651367,-0.1949436366558075,-0.20563679933547974,-0.010693162679672241,0.1658121943473816,-0.16876551508903503,-0.1654359996318817,1.1749106645584106,1.099998116493225,0.3345777094364166,0.3312481939792633,-0.0033295154571533203,-0.13579654693603516,-0.04649076238274574,-0.09463291615247726,0.6867592930793762,0.692989706993103,-0.08930578455328941,-0.04116363078355789,0.04814215376973152
0,0.0,5,0,0,,0,flat,0,0.0,9.91153621673584,5.047863483428955,0.15402410924434662,1.1316139698028564,0.2730865180492401,1.1316139698028564,0.2730865180492401,3.5591275691986084,1.6523113250732422,0.5,-0.6661144495010376,0.1926586627960205,0.5658069849014282,0.13654325902462006,0.04828197881579399,0.8000267148017883,-0.10876566916704178,-0.6411939859390259,0.4028002917766571,0.4364069998264313,-0.0,-0.023178119212388992,0.2746727168560028,-0.023178119212388992,1.942209005355835,1.0,0.0,0.0,0.0,0.07585817575454712,0.0,0.0,0.8002291321754456,0.9974740147590637,1.0,0.0,0.0,0.0,0.0,0.033797383308410645,-0.5440513491630554,-0.537732720375061,0.6854355335235596,0.7634550333023071,0.5778487324714661,0.5715301036834717,-0.006318628787994385,0.40001335740089417,-0.019998915493488312,-0.023178119212388992,0.2534368932247162,1.2000000476837158,0.4200122728943825,0.42319147661328316,0.0031792037189006805,-0.05438283458352089,-0.06431145966053009,-0.04318554699420929,0.873852014541626,1.034122347831726,0.009928625077009201,-0.0111972875893116,-0.0211259126663208,-0.4488357901573181,-0.20306052267551422,-0.1958763748407364,-1.1810295581817627,-1.2000001668930054,-0.2457752674818039,-0.2529594153165817,-0.007184147834777832,0.20140014588832855,0.27358418703079224,0.2746727168560028,1.2001256942749023,0.757715106010437,-0.07218404114246368,-0.07327257096767426,-0.0010885298252105713,0.21820349991321564,-0.46666669845581055,-0.463218092918396,-0.22223839163780212,0.39999961853027344,0.6848701983690262,0.6814215928316116,-0.0034486055374145508
1,0.03333333333333333,0,0,0,,0,flat,0,0.0,10.77254581451416,4.32396936416626,0.223168283700943,1.4487102031707764,0.16100913286209106,1.4487102031707764,0.16100913286209106,5.854836940765381,3.252314567565918,0.3333333432674408,-0.34254223108291626,0.21358546614646912,0.7243551015853882,0.08050456643104553,-0.42357879877090454,0.8112578988075256,-0.1712116152048111,-0.5304639935493469,0.4555339515209198,-0.2622826397418976,-0.0,0.2316027581691742,-0.23751309514045715,0.2316027581691742,1.942209005355835,1.0,0.0,0.0,1.0,0.07585817575454712,0.0,0.0,0.17046219110488892,0.985011100769043,0.5,0.0,0.0,0.0,0.0,-0.2965051531791687,-0.4148889183998108,-0.40083223581314087,0.36296096444129944,0.7999991774559021,0.11838376522064209,0.10432708263397217,-0.014056682586669922,0.4056289494037628,0.26398682594299316,0.2316027581691742,1.1678385734558105,1.1999998092651367,0.14164212346076965,0.17402619123458862,0.03238406777381897,-0.08560580760240555,-0.08869729936122894,-0.10740865767002106,-1.0253313779830933,-1.2000001668930054,0.0030914917588233948,0.02180285006761551,0.018711358308792114,-0.3713247776031494,0.002013399265706539,0.00870434194803238,-0.7645502090454102,-1.2000000476837158,-0.37333817686885595,-0.3800291195511818,-0.00669094268232584,0.2277669757604599,-0.236794576048851,-0.23751309514045715,0.2775997221469879,-0.1000007912516594,0.4645615518093109,0.46528007090091705,0.0007185190916061401,-0.1311413198709488,-0.38886359333992004,-0.1518314629793167,0.29586684703826904,-0.8248758912086487,0.25772227346897125,0.02069014310836792,-0.23703213036060333
1,0.03333333333333333,1,1,0,,0,flat,0,0.0,3.8672142028808594,3.8876938819885254,0.2730846703052521,1.278348684310913,0.43035104870796204,1.278348684310913,0.43035104870796204,6.728139400482178,0.0,0.0,0.04836852103471756,0.015355910174548626,0.6391743421554565,0.21517552435398102,0.1964094191789627,-0.17433176934719086,0.44585272669792175,0.3503042757511139,0.41942739486694336,0.180025115609169,-0.0,-0.01166052371263504,0.010603426955640316,-0.01166052371263504,1.942209005355835,1.0,0.0,0.0,0.0,0.07585817575454712,0.0,0.0,0.0,0.9936699867248535,0.0,0.0,0.0,0.0,0.0,0.13748659193515778,0.010000000707805157,0.010689448565244675,0.27824777364730835,0.20000000298023224,0.12748659122735262,0.1267971433699131,-0.000689447857439518,-0.2789308428764343,-0.010000000707805157,-0.01166052371263504,-0.420986145734787,-0.20000000298023224,-0.26893084216862917,-0.2672703191637993,0.0016605230048298836,0.22292636334896088,0.010000000707805157,0.013338815420866013,0.18163950741291046,0.20000000298023224,0.21292636264115572,0.20958754792809486,-0.003338814713060856,0.24521298706531525,0.010000000707805157,0.010702376253902912,0.2859255075454712,0.20000000298023224,0.2352129863575101,0.23451061081141233,-0.0007023755460977554,0.20971369743347168,0.010000000707805157,0.010603426955640316,0.4821208715438843,0.20000000298023224,0.19971369672566652,0.19911027047783136,-0.0006034262478351593,0.0900125578045845,-0.010000000707805157,-0.013485304079949856,-0.15193362534046173,-0.20000000298023224,0.10001255851238966,0.10349786188453436,0.003485303372144699
1,0.03333333333333333,2,0,0,,0,flat,0,0.0,10.018014907836914,5.922933101654053,0.24521678686141968,1.1444950103759766,-0.12621092796325684,1.1444950103759766,-0.12621092796325684,4.471823692321777,1.3218811750411987,0.3333333432674408,-0.3737209737300873,0.11843697726726532,0.5722475051879883,-0.06310546398162842,0.30874645709991455,0.5205757021903992,0.6699309349060059,0.23195253312587738,0.2676888108253479,0.06343715637922287,-0.0,0.242013618350029,-0.046798571944236755,0.242013618350029,1.942209005355835,1.0,0.0,0.0,1.0,0.07585817575454712,0.0,0.0,0.5,0.9864997267723083,0.5,0.0,0.0,0.0,0.0,0.21612252295017242,-0.02952471747994423,-0.017567228525877,0.9429882764816284,1.2000000476837158,0.24564724043011665,0.23368975147604942,-0.01195748895406723,0.2602878510951996,0.2542687654495239,0.242013618350029,-0.06638462841510773,0.32014310359954834,0.006019085645675659,0.018274232745170593,0.012255147099494934,0.33496546745300293,0.032743245363235474,-0.15443435311317444,-0.6134527325630188,1.2000001668930054,0.30222222208976746,0.48939982056617737,0.1871775984764099,0.16236677765846252,-0.3766666352748871,-0.35690611600875854,-1.1996893882751465,-0.8999999761581421,0.5390334129333496,0.5192728936672211,-0.01976051926612854,0.13384440541267395,-0.03994259610772133,-0.046798571944236755,1.1991207599639893,1.2000000476837158,0.17378700152039528,0.1806429773569107,0.006855975836515427,0.031718578189611435,-0.46479299664497375,-0.43488192558288574,0.3341519236564636,-0.1000007912516594,0.4965115748345852,0.4666005037724972,-0.029911071062088013
1,0.03333333333333333,3,0,0,,0,flat,0,0.0,10.35008430480957,3.7466225624084473,0.17475451529026031,1.602800965309143,-0.008480356074869633,1.602800965309143,-0.008480356074869633,7.414391994476318,1.56760835647583,0.3333333432674408,0.36176320910453796,0.041311249136924744,0.8014004826545715,-0.004240178037434816,0.32207155227661133,0.20985892415046692,0.08132057636976242,0.6463717222213745,0.5725574493408203,0.6503102779388428,-0.0,0.39021140336990356,0.1844668686389923,0.39021140336990356,1.942209005355835,1.0,0.0,0.0,1.0,0.07585817575454712,0.0,0.0,0.0,0.9820137619972229,1.0,0.0,0.0,0.0,0.0,0.2254500836133957,0.1400001496076584,0.127702534198761,1.1912163496017456,1.2000001668930054,0.0854499340057373,0.0977475494146347,0.0122976154088974,0.10492946207523346,0.38000011444091797,0.39021140336990356,-0.24091994762420654,-0.7999991774559021,-0.2750706523656845,-0.2852819412946701,-0.010211288928985596,0.04066028818488121,0.19019562005996704,0.16353076696395874,0.3182527422904968,0.6196197867393494,-0.14953533187508583,-0.12287047877907753,0.0266648530960083,0.4524601995944977,-0.6270273923873901,-0.6018487215042114,0.07907264679670334,0.39999961853027344,1.0794875919818878,1.054308921098709,-0.02517867088317871,0.28627872467041016,0.1979202926158905,0.1844668686389923,0.8594013452529907,-0.2869364619255066,0.08835843205451965,0.10181185603141785,0.013453423976898193,0.3251551389694214,0.14999863505363464,0.1509646475315094,1.073209524154663,1.2000001668930054,0.17515650391578674,0.174190491437912,-0.0009660124778747559
