step,time_s,env_id,episode_index,is_done,done_reason,terrain_col,terrain_name,terrain_level,row_progress,root_x,root_y,root_z,vx_cmd_raw,yaw_rate_cmd_raw,vx_cmd_limited,yaw_rate_cmd_limited,wheel_speed_reference_abs_mean,wheel_torque_target_abs_mean,contact_weight_mean,rolling_speed_actual_mean,lateral_speed_actual_abs_mean,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,front_pitch_ref,front_pitch_actual,rear_pitch_actual,front_pitch_error,step_up_distance_m,step_up_front_gap_m,step_up_posture_phase_weight,step_up_posture_weight,step_up_posture_badness,terrain_gate_step_up,edge_strength,edge_height_jump,progress_quality_score,quality_gate_score,motion_quality_score,progress_quality_pitch,progress_quality_contact,step_up_front_posture_penalty_raw,step_up_module_progress_score,step_up_module_progress_reward_raw,drop_guard_active,drop_anti_dive_penalty_raw,rear_follow_score,rear_follow_progress_score,rear_follow_deficit_m,rear_follow_deficit_score,rear_follow_reward_raw,rear_follow_penalty_raw,front_middle_high_rear_low,quality_row_advance_mask,reward_component_progress_to_target,reward_component_terrain_aware_edge_speed_penalty,reward_component_step_up_front_posture_penalty,reward_component_step_up_module_progress_reward,reward_component_rear_follow_reward,reward_component_rear_follow_penalty,reward_component_quality_row_advance_reward,reward_component_drop_anti_dive_penalty,q_desired_spm1_platform_joint_z,q_position_target_spm1_platform_joint_z,q_actual_spm1_platform_joint_z,qdot_actual_spm1_platform_joint_z,qdot_alloc_spm1_platform_joint_z,q_desired_minus_position_target_spm1_platform_joint_z,q_desired_minus_actual_spm1_platform_joint_z,q_position_target_minus_actual_spm1_platform_joint_z,q_desired_spm1_platform_joint_y,q_position_target_spm1_platform_joint_y,q_actual_spm1_platform_joint_y,qdot_actual_spm1_platform_joint_y,qdot_alloc_spm1_platform_joint_y,q_desired_minus_position_target_spm1_platform_joint_y,q_desired_minus_actual_spm1_platform_joint_y,q_position_target_minus_actual_spm1_platform_joint_y,q_desired_spm1_platform_joint_x,q_position_target_spm1_platform_joint_x,q_actual_spm1_platform_joint_x,qdot_actual_spm1_platform_joint_x,qdot_alloc_spm1_platform_joint_x,q_desired_minus_position_target_spm1_platform_joint_x,q_desired_minus_actual_spm1_platform_joint_x,q_position_target_minus_actual_spm1_platform_joint_x,q_desired_spm2_platform_joint_z,q_position_target_spm2_platform_joint_z,q_actual_spm2_platform_joint_z,qdot_actual_spm2_platform_joint_z,qdot_alloc_spm2_platform_joint_z,q_desired_minus_position_target_spm2_platform_joint_z,q_desired_minus_actual_spm2_platform_joint_z,q_position_target_minus_actual_spm2_platform_joint_z,q_desired_spm2_platform_joint_y,q_position_target_spm2_platform_joint_y,q_actual_spm2_platform_joint_y,qdot_actual_spm2_platform_joint_y,qdot_alloc_spm2_platform_joint_y,q_desired_minus_position_target_spm2_platform_joint_y,q_desired_minus_actual_spm2_platform_joint_y,q_position_target_minus_actual_spm2_platform_joint_y,q_desired_spm2_platform_joint_x,q_position_target_spm2_platform_joint_x,q_actual_spm2_platform_joint_x,qdot_actual_spm2_platform_joint_x,qdot_alloc_spm2_platform_joint_x,q_desired_minus_position_target_spm2_platform_joint_x,q_desired_minus_actual_spm2_platform_joint_x,q_position_target_minus_actual_spm2_platform_joint_x
0,0.0,0,1,0,,5,stairs down,10,0.0,85.28040313720703,44.09830856323242,-0.9748891592025757,1.301551103591919,-0.1672302782535553,0.7658002376556396,-0.1672302782535553,3.833709716796875,2.1902785301208496,0.5,-0.05690356343984604,0.019142430275678635,0.6507755517959595,-0.08361513912677765,0.22098112106323242,-0.11471446603536606,-0.14924965798854828,-0.37690815329551697,0.46028006076812744,-0.36813095211982727,-0.25,-0.08721330016851425,0.23379790782928467,0.16278669238090515,0.0014537491369992495,-0.9407552480697632,1.0,0.9873598217964172,0.8139334917068481,0.9873598217964172,1.0,0.13863283395767212,0.19635474681854248,0.0,0.3409059941768646,0.19635474681854248,1.0,0.00018169826944358647,0.0,0.0,0.0,2.6897790661450927e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005400845780968666,-0.0003936123684979975,-0.0021803793497383595,0.0,0.0,-0.0,0.0,-1.075911626458037e-07,0.15468677878379822,0.15468677878379822,0.0449414923787117,1.6156400442123413,0.12936173379421234,0.0,0.10974528640508652,0.10974528640508652,-0.1835431456565857,-0.1835431456565857,-0.08721330016851425,-1.0524579286575317,0.1278257817029953,0.0,-0.09632984548807144,-0.09632984548807144,-0.07462482899427414,-0.07462482899427414,-0.08022062480449677,0.1433277428150177,0.20529067516326904,0.0,0.005595795810222626,0.005595795810222626,-0.26383569836616516,-0.26383569836616516,-0.012387152761220932,-1.638553500175476,-0.18450301885604858,0.0,-0.25144854560494423,-0.25144854560494423,0.23014003038406372,0.23014003038406372,0.23379790782928467,-0.23937322199344635,0.458911657333374,0.0,-0.0036578774452209473,-0.0036578774452209473,-0.18406547605991364,-0.18406547605991364,0.012803989462554455,0.2179623693227768,0.10386357456445694,0.0,-0.1968694655224681,-0.1968694655224681
0,0.0,5,0,0,,5,stairs down,11,0.0,93.9726333618164,44.1134147644043,-0.7202659845352173,1.2802095413208008,0.7098323106765747,0.46778404712677,0.7098323106765747,2.1980762481689453,6.0010809898376465,0.8333333730697632,-0.05399437993764877,0.05240475386381149,0.6401047706604004,0.35491615533828735,0.036294590681791306,-0.18944601714611053,0.09797045588493347,0.02358756773173809,0.6097837686538696,0.01616864837706089,-0.25,-0.08102557808160782,0.11209964752197266,0.16897442936897278,0.20574362576007843,-0.7364653944969177,1.0,0.988526463508606,0.8448721170425415,0.988526463508606,1.0,0.14415037631988525,0.0,0.0,0.33962875604629517,0.1648215651512146,1.0,0.0001960052759386599,0.0,0.0,0.0,4.422066979259398e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013721953146159649,-0.0009061975870281458,-0.002352063311263919,0.0,0.0,-0.0,0.0,-1.7688267917037592e-06,0.025406213477253914,0.025406213477253914,0.1715407520532608,-0.5786774158477783,-0.14996686577796936,0.0,-0.1461345385760069,-0.1461345385760069,-0.3031136393547058,-0.3031136393547058,-0.08102557808160782,-1.082918643951416,-1.751457929611206,0.0,-0.222088061273098,-0.222088061273098,0.048985227942466736,0.048985227942466736,0.004521605558693409,0.5408472418785095,0.39171645045280457,0.0,0.04446362238377333,0.04446362238377333,0.01651129685342312,0.01651129685342312,0.005948012229055166,0.4952269494533539,0.42771780490875244,0.0,0.010563284624367952,0.010563284624367952,0.3048918843269348,0.3048918843269348,0.11209964752197266,0.3890951871871948,0.07852666079998016,0.0,0.19279223680496216,0.19279223680496216,0.008084324188530445,0.008084324188530445,-0.050411585718393326,-0.5787392854690552,0.2890302538871765,0.0,0.05849590990692377,0.05849590990692377
0,0.0,10,0,0,,5,stairs down,11,0.0,94.01390075683594,44.11604690551758,-0.7193495035171509,1.4839308261871338,0.733502984046936,0.9530683755874634,0.733502984046936,5.143397808074951,5.908745765686035,0.5,0.19186505675315857,0.04375562071800232,0.7419654130935669,0.366751492023468,0.15509335696697235,-0.18049712479114532,0.09171058982610703,0.08834756910800934,0.6527064442634583,0.3027094900608063,-0.20700380206108093,-0.2126496285200119,0.21022199094295502,-0.005645826458930969,0.10359843820333481,-0.8386105895042419,1.0,0.8375452756881714,0.0,0.8375452756881714,1.0,0.1382562220096588,0.4881627559661865,0.0,0.33920300006866455,0.9992052316665649,1.0,1.8539620327828743e-07,0.0,0.0,0.0,2.167832136024117e-08,0.0,0.0,0.0008057980448938906,0.016115961596369743,0.0,0.0,0.0,0.0,0.007494419813156128,-0.0003278232761658728,-2.224754553026287e-06,0.0,0.0,-0.0,0.0,-8.671328259879374e-07,0.10856534540653229,0.10856534540653229,0.20241405069828033,-0.4259060025215149,-0.2646859288215637,0.0,-0.09384870529174805,-0.09384870529174805,-0.2887954115867615,-0.2887954115867615,-0.2126496285200119,-0.29450979828834534,-1.9461015462875366,0.0,-0.07614578306674957,-0.07614578306674957,0.04585529491305351,0.04585529491305351,0.003085059579461813,1.1157114505767822,0.8829108476638794,0.0,0.0427702353335917,0.0427702353335917,0.06184329837560654,0.06184329837560654,0.015067419037222862,0.2153741866350174,0.6525369882583618,0.0,0.046775879338383675,0.046775879338383675,0.3263532221317291,0.3263532221317291,0.21022199094295502,0.7018001079559326,0.008999533019959927,0.0,0.11613123118877411,0.11613123118877411,0.15135474503040314,0.15135474503040314,-0.030187610536813736,0.09873227775096893,0.1660258024930954,0.0,0.18154235556721687,0.18154235556721687
1,0.03333333333333333,0,1,0,,5,stairs down,10,0.0,85.30056762695312,44.099342346191406,-0.9707109928131104,1.3721396923065186,-0.06974175572395325,0.7873678207397461,-0.06974175572395325,3.6680870056152344,6.5650529861450195,0.6666666865348816,-0.14993125200271606,0.02922057919204235,0.6860698461532593,-0.034870877861976624,0.06443382799625397,-0.04106638580560684,0.03430661931633949,-0.26271191239356995,0.5524022579193115,-0.49702751636505127,-0.25,-0.08834624290466309,0.2542378902435303,0.16165375709533691,0.0014537491369992495,-0.9407552480697632,1.0,0.9701057076454163,0.8082687854766846,0.9701057076454163,1.0,0.1383594274520874,0.0,0.0,0.3409059941768646,0.21589386463165283,1.0,0.000176046829437837,0.0,0.0,0.0,2.708241311211168e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003648243146017194,-0.0004607438459061086,-0.0021125618368387222,0.0,0.0,-0.0,0.0,-1.0832965017470997e-05,0.04510368034243584,0.04510368034243584,0.06771406531333923,0.14487367868423462,0.9697061777114868,0.0,-0.022610384970903397,-0.022610384970903397,-0.06570621579885483,-0.06570621579885483,-0.08834624290466309,0.12469162046909332,-0.5395087599754333,0.0,0.022640027105808258,0.022640027105808258,0.017153309658169746,0.017153309658169746,-0.07570348680019379,0.5399476289749146,0.17025671899318695,0.0,0.09285679645836353,0.09285679645836353,-0.18389832973480225,-0.18389832973480225,-0.023351414129137993,0.15515753626823425,-1.006625771522522,0.0,-0.16054691560566425,-0.16054691560566425,0.27620112895965576,0.27620112895965576,0.2542378902435303,0.5485926270484924,0.06410013139247894,0.0,0.02196323871612549,0.02196323871612549,-0.24851375818252563,-0.24851375818252563,0.008244521915912628,-0.0320986807346344,0.16837523877620697,0.0,-0.25675828009843826,-0.25675828009843826
1,0.03333333333333333,5,0,0,,5,stairs down,11,0.0,93.98368835449219,44.114501953125,-0.7193308472633362,1.3269429206848145,0.4683149755001068,0.779888391494751,0.4683149755001068,4.16248083114624,7.621837615966797,0.6666666865348816,-0.0626721978187561,0.0549575537443161,0.6634714603424072,0.2341574877500534,0.1959763616323471,-0.020480699837207794,0.014329654164612293,0.03733174875378609,0.6533763408660889,0.2208983302116394,-0.25,-0.06531133502721786,0.1640651971101761,0.18468865752220154,0.10359843820333481,-0.8386105895042419,1.0,0.9760892987251282,0.9234433174133301,0.9760892987251282,1.0,0.1440088152885437,0.0,0.0,0.33962875604629517,0.09863686561584473,1.0,0.00023121049162000418,0.0,0.0,0.0,1.7639550264902937e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011426056735217571,-0.0004057124606333673,-0.00277452589944005,0.0,0.0,-0.0,0.0,-7.055819878587499e-06,0.13718345761299133,0.13718345761299133,0.1724051833152771,0.4579472541809082,-0.3923605680465698,0.0,-0.03522172570228577,-0.03522172570228577,-0.03276912122964859,-0.03276912122964859,-0.06531133502721786,0.6982983946800232,-1.373464584350586,0.0,0.032542213797569275,0.032542213797569275,0.007164827082306147,0.007164827082306147,0.01936831697821617,-0.1725279688835144,0.4760352671146393,0.0,-0.012203489895910025,-0.012203489895910025,0.02613222412765026,0.02613222412765026,-0.004497895482927561,-0.6425267457962036,0.46588757634162903,0.0,0.03063011961057782,0.03063011961057782,0.32668817043304443,0.32668817043304443,0.1640651971101761,1.4566164016723633,0.25412267446517944,0.0,0.16262297332286835,0.16262297332286835,0.1104491651058197,0.1104491651058197,-0.03482109680771828,0.19617773592472076,-0.20160819590091705,0.0,0.14527026191353798,0.14527026191353798
1,0.03333333333333333,10,0,0,,5,stairs down,11,0.0,94.02363586425781,44.11745071411133,-0.7180187106132507,1.3575770854949951,0.6301130056381226,0.877871036529541,0.6301130056381226,4.751099586486816,4.9800310134887695,0.46506333351135254,0.16819290816783905,0.025593411177396774,0.6787885427474976,0.3150565028190613,0.1719743311405182,-0.3207138776779175,0.15891574323177338,0.292738676071167,0.6928237676620483,0.2501809895038605,-0.23359805345535278,-0.2561763525009155,0.17834217846393585,-0.022578299045562744,0.10359843820333481,-0.8386105895042419,1.0,0.8977031707763672,0.0,0.8977031707763672,1.0,0.14379644393920898,0.20043343305587769,0.0,0.33920300006866455,0.9956856369972229,1.0,3.177991402480984e-06,0.0,0.0,0.0,6.388170277205063e-07,0.0,0.0,0.0074015348218381405,0.14803069829940796,0.0,0.0,0.0,0.0,0.001721887500025332,-0.0002869132731575519,-3.813589864876121e-05,0.0,0.0,-0.0,0.0,-2.5552681108820252e-05,0.12038203328847885,0.12038203328847885,0.19342344999313354,-0.25771066546440125,-0.3558400571346283,0.0,-0.0730414167046547,-0.0730414167046547,-0.5131422281265259,-0.5131422281265259,-0.2561763525009155,-0.5284463763237,-1.0122886896133423,0.0,-0.25696587562561035,-0.25696587562561035,0.07945787161588669,0.07945787161588669,0.03241181746125221,1.1960090398788452,1.014536738395691,0.0,0.047046054154634476,0.047046054154634476,0.2049170732498169,0.2049170732498169,0.022887418046593666,-0.26117169857025146,0.40536436438560486,0.0,0.18202965520322323,0.18202965520322323,0.34641188383102417,0.34641188383102417,0.17834217846393585,-1.1876264810562134,0.40071022510528564,0.0,0.16806970536708832,0.16806970536708832,0.12509049475193024,0.12509049475193024,-0.014075088314712048,0.8500953316688538,0.12797792255878448,0.0,0.13916558306664228,0.13916558306664228
2,0.06666666666666667,0,1,0,,5,stairs down,10,0.0,85.32288360595703,44.10057067871094,-0.9682788848876953,1.3218495845794678,-0.11775273829698563,0.9068331718444824,-0.11775273829698563,4.466373920440674,5.47109317779541,0.5,-0.150499165058136,0.02071637474000454,0.6609247922897339,-0.05887636914849281,0.17387622594833374,-0.1966591477394104,-0.19167037308216095,-0.42266878485679626,0.7425888776779175,-0.5305497050285339,-0.22208258509635925,-0.1147649884223938,0.2572544515132904,0.10731759667396545,0.0014537491369992495,-0.9407552480697632,1.0,0.874533474445343,0.5365879535675049,0.874533474445343,1.0,0.13863283395767212,0.5307358503341675,0.0,0.3409059941768646,0.5307358503341675,1.0,6.994485738687217e-05,0.0,0.0,0.0,3.27830207424995e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013441176153719425,-0.00020920616225339472,-0.0008393382886424661,0.0,0.0,-0.0,0.0,-1.31132082969998e-06,0.12171335518360138,0.12171335518360138,0.08374080061912537,-0.1266755312681198,0.5033444166183472,0.0,0.03797255456447601,0.03797255456447601,-0.3146546483039856,-0.3146546483039856,-0.1147649884223938,-0.8867492079734802,-0.16396866738796234,0.0,-0.1998896598815918,-0.1998896598815918,-0.09583518654108047,-0.09583518654108047,-0.06402653455734253,1.1165765523910522,0.37928062677383423,0.0,-0.031808651983737946,-0.031808651983737946,-0.2958681583404541,-0.2958681583404541,-0.03203973174095154,-0.0929466187953949,-0.34975141286849976,0.0,-0.26382842659950256,-0.26382842659950256,0.37129443883895874,0.37129443883895874,0.2572544515132904,-0.0827634409070015,0.3380330502986908,0.0,0.11403998732566833,0.11403998732566833,-0.26527485251426697,-0.26527485251426697,0.0059587606228888035,0.9239974617958069,0.05502692610025406,0.0,-0.27123361313715577,-0.27123361313715577
2,0.06666666666666667,5,0,0,,5,stairs down,11,0.0,93.99403381347656,44.1143684387207,-0.7200349569320679,1.2674052715301514,0.4269998073577881,0.8175065517425537,0.4269998073577881,3.495020627975464,7.854058742523193,0.5,-0.09574250876903534,0.0728093832731247,0.6337026357650757,0.21349990367889404,0.2906627357006073,-0.18550442159175873,0.06561528891324997,0.08015576750040054,0.6562579274177551,0.13239693641662598,-0.25,-0.1068650484085083,0.17524750530719757,0.1431349515914917,0.10359843820333481,-0.8386105895042419,1.0,0.9459947943687439,0.7156747579574585,0.9459947943687439,1.0,0.11731690168380737,0.07943916320800781,0.0,0.33962875604629517,0.32297539710998535,1.0,0.00013459150795824826,0.0,0.0,0.0,1.70817671119039e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024933391250669956,-0.0002659413148649037,-0.001615098095498979,0.0,0.0,-0.0,0.0,-6.8327067310747225e-06,0.20346391201019287,0.20346391201019287,0.19370843470096588,0.7598628401756287,0.08840499818325043,0.0,0.00975547730922699,0.00975547730922699,-0.29680708050727844,-0.29680708050727844,-0.1068650484085083,-1.4087163209915161,-0.20208606123924255,0.0,-0.18994203209877014,-0.18994203209877014,0.032807644456624985,0.032807644456624985,0.025857260450720787,0.09504450112581253,0.10933645069599152,0.0,0.006950384005904198,0.006950384005904198,0.05610903725028038,0.05610903725028038,-0.022324835881590843,-0.2850865125656128,-0.1608118712902069,0.0,0.07843387313187122,0.07843387313187122,0.32812896370887756,0.32812896370887756,0.17524750530719757,0.4630689322948456,0.9340147972106934,0.0,0.15288145840168,0.15288145840168,0.06619846820831299,0.06619846820831299,-0.049927968531847,0.23491138219833374,0.02330068312585354,0.0,0.11612643674015999,0.11612643674015999
2,0.06666666666666667,10,0,0,,5,stairs down,11,0.0,94.02680206298828,44.118526458740234,-0.7107848525047302,1.3409630060195923,0.9042077660560608,0.8167194128036499,0.9042077660560608,4.394466400146484,5.154929161071777,0.5,0.1267041265964508,0.07173091173171997,0.6704815030097961,0.4521038830280304,0.13955137133598328,0.07055695354938507,0.43700820207595825,0.3727402687072754,0.40537214279174805,0.4436763525009155,-0.25,-0.1932620108127594,0.17694751918315887,0.0567379891872406,0.10359843820333481,-0.8386105895042419,1.0,0.9466244578361511,0.283689945936203,0.9466244578361511,1.0,0.14322996139526367,0.4099796414375305,0.0,0.33920300006866455,0.7314521670341492,0.5,2.1162313714739867e-05,0.0,0.0,0.0,4.144565135533185e-09,0.0,0.0,0.012107374146580696,0.24214747548103333,0.0,0.0,0.0,0.0,0.0005833878531120718,-0.0003613362496253103,-0.000253947771852836,0.0,0.0,-0.0,0.0,-1.6578260897404107e-07,0.09768595546483994,0.09768595546483994,0.16896496713161469,-0.9811915755271912,-0.30035752058029175,0.0,-0.07127901166677475,-0.07127901166677475,0.035278476774692535,0.035278476774692535,-0.1932620108127594,1.9988566637039185,-0.7387233972549438,0.0,0.22854048758745193,0.22854048758745193,0.21850410103797913,0.21850410103797913,0.08154529333114624,1.421613097190857,1.1171414852142334,0.0,0.13695880770683289,0.13695880770683289,0.26091817021369934,0.26091817021369934,0.03840276226401329,0.9402979016304016,0.02850368618965149,0.0,0.22251540794968605,0.22251540794968605,0.20268607139587402,0.20268607139587402,0.17694751918315887,-0.4767705500125885,-0.497338205575943,0.0,0.02573855221271515,0.02573855221271515,0.22183817625045776,0.22183817625045776,0.012038200162351131,1.4219043254852295,0.5362644195556641,0.0,0.20979997608810663,0.20979997608810663
3,0.1,0,1,0,,5,stairs down,10,0.0,85.34689331054688,44.10151672363281,-0.9641423225402832,1.5831636190414429,0.40209439396858215,0.8397426605224609,0.40209439396858215,4.248140335083008,2.4704642295837402,0.5,-0.07848481833934784,0.02839234471321106,0.7915818095207214,0.20104719698429108,0.24861451983451843,0.08894747495651245,-0.1680791825056076,-0.1801721602678299,0.5375688076019287,-0.42731013894081116,-0.25,-0.09650933742523193,0.28964653611183167,0.15349066257476807,0.0014537491369992495,-0.9407552480697632,1.0,0.9282059073448181,0.7674533128738403,0.9282059073448181,1.0,0.13895750045776367,0.28764528036117554,0.0,0.3409059941768646,0.28764528036117554,0.5,0.0001518608332844451,0.0,0.0,0.0,4.769162842421792e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008999289013445377,-0.0007124944240786135,-0.0018223300576210022,0.0,0.0,-0.0,0.0,-1.907665136968717e-05,0.1740301549434662,0.1740301549434662,0.10325845330953598,0.726151704788208,0.14713001251220703,0.0,0.0707717016339302,0.0707717016339302,0.044473737478256226,0.044473737478256226,-0.09650933742523193,0.9031758904457092,-0.5726301074028015,0.0,0.14098307490348816,0.14098307490348816,-0.0840395912528038,-0.0840395912528038,-0.0619458369910717,0.032649170607328415,0.7961490750312805,0.0,-0.0220937542617321,-0.0220937542617321,-0.12612050771713257,-0.12612050771713257,-0.033143363893032074,0.12165100872516632,-0.2045535147190094,0.0,-0.0929771438241005,-0.0929771438241005,0.26878440380096436,0.26878440380096436,0.28964653611183167,0.721206784248352,0.10011395066976547,0.0,-0.02086213231086731,-0.02086213231086731,-0.21365506947040558,-0.21365506947040558,-0.00964394025504589,-0.7883471250534058,0.5463443994522095,0.0,-0.2040111292153597,-0.2040111292153597
