wall_time,step,value
1776145711.0722783,0,0.0
1776145711.534105,1,0.0
1776145711.9944463,2,0.0
1776145712.4572847,3,0.0
1776145712.9072006,4,0.0
1776145713.371868,5,0.0
1776145713.8417552,6,0.0
1776145714.317577,7,0.0
1776145714.7804427,8,0.0
1776145715.2666337,9,0.0
1776145715.7436106,10,0.0
1776145716.2052703,11,0.0
1776145716.6666853,12,0.0
1776145717.1318536,13,0.0
1776145717.5979474,14,0.0
1776145718.060796,15,0.0
1776145718.5325048,16,0.0
1776145718.995448,17,0.0
1776145719.4501503,18,0.0
1776145719.9115806,19,0.0
1776145720.4279487,20,0.0
1776145720.893575,21,0.0
1776145721.3458524,22,0.0
1776145721.813199,23,0.0
1776145722.2663043,24,0.0
1776145722.7258365,25,0.0
1776145723.1854575,26,0.0
1776145723.6557212,27,0.0
1776145724.1370614,28,0.0
1776145724.62211,29,0.0
1776145725.1095285,30,0.0
1776145725.5745778,31,0.00032552084303461015
1776145726.060217,32,0.0
1776145726.5160706,33,0.0
1776145726.9835382,34,0.0006510416860692203
1776145727.4711852,35,0.0
1776145727.9396665,36,0.00032552084303461015
1776145728.4054797,37,0.0006510416860692203
1776145728.9051275,38,0.0013020833721384406
1776145729.3825552,39,0.0
1776145729.8519366,40,0.00032552084303461015
1776145730.297819,41,0.0
1776145730.7608995,42,0.0
1776145731.224135,43,0.0006510416860692203
1776145731.68132,44,0.0009765625
1776145732.1705518,45,0.0006510416860692203
1776145732.653378,46,0.0009765625
1776145733.1675208,47,0.00032552084303461015
1776145733.6336706,48,0.00032552084303461015
1776145734.0974622,49,0.0
1776145734.6113646,50,0.0
1776145735.074768,51,0.00032552084303461015
1776145735.5364668,52,0.0009765625
1776145736.0266855,53,0.001953125
1776145736.4987545,54,0.00032552084303461015
1776145736.9617774,55,0.00032552084303461015
1776145737.4391584,56,0.0
1776145737.9188895,57,0.0
1776145738.3893602,58,0.00032552084303461015
1776145738.861807,59,0.0
1776145739.341003,60,0.00032552084303461015
1776145739.8082778,61,0.0006510416860692203
1776145740.2794352,62,0.00032552084303461015
1776145740.7490816,63,0.0006510416860692203
1776145741.2127368,64,0.0
1776145741.7090056,65,0.00032552084303461015
1776145742.1799517,66,0.0009765625
1776145742.665612,67,0.00032552084303461015
1776145743.1264882,68,0.00032552084303461015
1776145743.590477,69,0.00032552084303461015
1776145744.062684,70,0.0009765625
1776145744.526318,71,0.0
1776145744.99117,72,0.0006510416860692203
1776145745.4566505,73,0.0
1776145745.9677374,74,0.0
1776145746.421468,75,0.0
1776145746.8887224,76,0.0009765625
