group,tag_count,latest_mean
Action,4,0.37023837864398956
Command,8,-4.576679397956468
Loss,4,0.8446459205397332
Observation,35,0.34345971500234945
Perf,3,535.9426791667938
Policy,1,0.3475119471549988
Reward,9,0.23237965473284325
Termination,1,1.0
Tracking,3,1.6585246709485848
Train,4,723.2381992340088
episode,15,190.1603757996966
episode_per_step,8,0.24704619187104981
