group,tag,count,first_step,last_step,first_value,last_value,delta,min_value,max_value,mean_value,csv_path
Termination,Termination/00_time_out_rate,39,0,38,0.96875,1.0,0.03125,0.96875,1.0,0.999198717948718,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/Termination__00_time_out_rate.csv
episode,episode/composite_gate,39,0,38,12.973432540893555,244.91656494140625,231.9431324005127,12.973432540893555,339.5906677246094,232.1789740048922,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/episode__composite_gate.csv
episode,episode/gated_progress,39,0,38,-0.686347484588623,-59.492759704589844,-58.80641222000122,-60.917449951171875,74.3871078491211,16.055185238520306,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/episode__gated_progress.csv
episode,episode/goal_direction_offset_deg,39,0,38,-13.085021018981934,3.594290256500244,16.679311275482178,-21.262489318847656,18.38544464111328,-1.4986361030202646,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/episode__goal_direction_offset_deg.csv
episode,episode/goal_heading_offset_deg,39,0,38,2.831759214401245,1.5110340118408203,-1.3207252025604248,-9.85245132446289,9.107330322265625,-1.0079587973081148,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/episode__goal_heading_offset_deg.csv
episode,episode/goal_target_x_world,39,0,38,3.385040283203125,4.725008964538574,1.3399686813354492,-0.7233457565307617,16.204612731933594,6.23309422761966,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/episode__goal_target_x_world.csv
episode,episode/goal_target_y_world,39,0,38,-1.636957049369812,2.82757830619812,4.464535355567932,-10.437410354614258,13.966421127319336,2.205350094116651,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/episode__goal_target_y_world.csv
episode,episode/goal_target_yaw_world,39,0,38,-0.1789531707763672,0.08910469710826874,0.2680578678846359,-0.41654250025749207,0.3390335738658905,-0.043748333071095824,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/episode__goal_target_yaw_world.csv
episode,episode/heading_gate,39,0,38,32.53181457519531,717.5846557617188,685.0528411865234,32.53181457519531,953.6325073242188,655.5712779118464,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/episode__heading_gate.csv
episode,episode/lateral_slip_gate,39,0,38,6.363110542297363,13.587043762207031,7.223933219909668,6.363110542297363,76.08609008789062,38.094242927355644,/home/ubuntu/Graduation-Project/RL_Training/logs/rsl_rl/complete_car_stage0/2026-04-17_18-44-04_capture_holdgoal_goal6_bonus10_reverse_v1/tensorboard_export/scalars/episode__lateral_slip_gate.csv
