case,rows,abs_mean_rad,abs_rmse_rad,abs_p95_rad,abs_p99_rad,abs_max_rad,rel_mean,rel_p95,qdot_limit_rate_0p98x2,target_gap_mean
kp120_kd10_previous_30hz,35972,0.11699036589110395,0.15275615391445904,0.3004812113940714,0.44865100459195684,1.0484254211187363,0.8912460810269017,2.3708372160850613,0.03580562659846547,0.0
kp910_kd10_actual_30hz,35980,0.11747740955954517,0.15268320178224662,0.3001559945754705,0.43979659438133206,1.1017874870449305,0.8946444995339311,2.3874281738116996,0.03495460440985733,0.0
