column,name,current_level_mean,rows_advanced_mean,rear_follow_success_rate,row_contact_support_min,actual_overspeed_near_edge_rate,quality_advance_score,front_climb_success_rate,middle_climb_success_rate,contact_loss_rate,roll_abs_mean,row_stuck_time_max
col05_stairs_down,stairs05,5.613333492279053,0.2975000089406967,0.22833334147930145,0.027990932669490577,0.9304166841506958,1.4107110235528352e-09,0.8666666865348815,0.49458335161209105,0.5366666984558105,1.5719594383239746,0.12630556285381317
col06_stairs_down,stairs06,5.7218183898925785,0.30409091770648955,0.2336363685131073,0.02658354990184307,0.9277273082733154,5.54680291318288e-05,0.8618181991577148,0.5004545593261719,0.528257611989975,1.543064122200012,0.12489394664764404
col07_stairs_down,stairs07,5.700416774749756,0.27500000774860384,0.22250000774860382,0.02967724360525608,0.9204166841506958,1.2502109436596243e-09,0.8700000214576721,0.4687500178813934,0.5368055963516235,1.6153453826904296,0.12715278476476669
col08_obstacles,obs08,14.518636741638183,0.18409091338515282,0.4218181896209717,0.028803893364965916,0.932727313041687,,0.8122727584838867,0.6413636565208435,0.4467424547672272,1.0832638454437256,0.27086363852024076
col09_obstacles,obs09,12.324546165466309,0.0627272741496563,0.7090909314155579,0.01383562975563109,0.9495454907417298,,0.6036363792419434,0.3422727358341217,0.4243182075023651,1.0322860121726989,0.13319695189595224
