Kp,Kd,J_axis,B_axis,tau_load,tau_v,old_gap_mean,old_error_mean,old_relative_error_mean,new_error_mean,rms_target_error_new,new_relative_error_mean,rms_relative_error_new,error_reduction_ratio,relative_error_reduction_ratio,max_abs_qdot_new,qdot_limit_rate,sat_ratio,max_abs_tau_new,oscillation_score,smoothness_cost,qdot_alloc_rmse,qdot_alloc_smoothness,old_qdot_rms,new_qdot_rms,new_vs_old_qdot_ratio,risk_score,max_abs_qdot_new_case_max,max_abs_tau_new_case_max,risk_score_case_max,compatibility_pass
320.0,24.0,0.15,5.0,0.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.08032580932734908,0.11297824652799854,0.6584574502887715,0.953635477201466,0.31218744045925184,0.2619568164266263,2.0,0.12152813943888706,0.019882833081340534,60.0,12.512649430080621,0.6109563050604017,0.5690668425054989,0.08809748926563225,0.8879891707459998,0.932117625995722,1.0384336039821043,0.905775205601658,2.0,60.0,1.0089513290698726,True
320.0,24.0,0.15,5.0,0.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.08032580932734908,0.11297824652799854,0.6584574502887715,0.953635477201466,0.31218744045925184,0.2619568164266263,2.0,0.12152813943888706,0.019882833081340534,60.0,12.512649430080621,0.6109563050604017,0.6324447063176607,0.0636686234825157,0.8879891707459998,0.932117625995722,1.0384336039821043,0.905775205601658,2.0,60.0,1.0089513290698726,True
320.0,32.0,0.15,0.0,-10.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.086200491827959,0.119411264896012,0.7123492841785855,1.0020819576287634,0.2615435919750511,0.2036747209418673,2.0,0.10138939979765288,0.021285294121211395,60.0,8.944954128440367,0.5208204016009381,0.4482608242591739,0.1134284785275394,0.8879891707459998,0.8997657296786719,1.0028905641929318,0.9059629057831765,2.0,60.0,1.004958121382941,True
320.0,32.0,0.15,0.0,-10.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.086200491827959,0.119411264896012,0.7123492841785855,1.0020819576287634,0.2615435919750511,0.2036747209418673,2.0,0.10138939979765288,0.021285294121211395,60.0,8.944954128440367,0.5208204016009381,0.5330071106813503,0.07757574215261821,0.8879891707459998,0.8997657296786719,1.0028905641929318,0.9059629057831765,2.0,60.0,1.004958121382941,True
320.0,32.0,0.15,0.0,-10.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.086200491827959,0.119411264896012,0.7123492841785855,1.0020819576287634,0.2615435919750511,0.2036747209418673,2.0,0.10138939979765288,0.021285294121211395,60.0,8.944954128440367,0.5208204016009381,0.5942072767289339,0.05639854966585479,0.8879891707459998,0.8997657296786719,1.0028905641929318,0.9059629057831765,2.0,60.0,1.004958121382941,True
220.0,16.0,0.08,2.0,-5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.08207160724823863,0.1155549371015933,0.6771747454695638,0.9677623033785389,0.2965330037673619,0.24170772652666944,2.0,0.14700168784638698,0.00875411736717468,60.0,8.340839588546013,0.7299694988609388,0.5368811551212773,0.16298630672888975,0.8879891707459998,1.140803529156155,1.2785574650494835,0.9065770411272117,2.0,60.0,1.023124305753657,True
220.0,16.0,0.08,2.0,-5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.08207160724823863,0.1155549371015933,0.6771747454695638,0.9677623033785389,0.2965330037673619,0.24170772652666944,2.0,0.14700168784638698,0.00875411736717468,60.0,8.340839588546013,0.7299694988609388,0.6396735633034696,0.11188825794696552,0.8879891707459998,1.140803529156155,1.2785574650494835,0.9065770411272117,2.0,60.0,1.023124305753657,True
220.0,16.0,0.08,2.0,-5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.08207160724823863,0.1155549371015933,0.6771747454695638,0.9677623033785389,0.2965330037673619,0.24170772652666944,2.0,0.14700168784638698,0.00875411736717468,60.0,8.340839588546013,0.7299694988609388,0.7141337745471078,0.0815567637437402,0.8879891707459998,1.140803529156155,1.2785574650494835,0.9065770411272117,2.0,60.0,1.023124305753657,True
120.0,16.0,0.08,1.0,-5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.09362944005358603,0.12666971583960646,0.773854002294288,1.0696125316483742,0.19874698601705656,0.13719368278274763,2.0,0.03831915531538757,0.0003659570283300965,56.07798212281412,8.780372532666114,0.22513246190394123,0.3143281233329254,0.055560531798752484,0.8879891707459998,0.6725437991952019,0.751503832451821,0.9066842200017375,2.0,60.0,0.9883637322422554,True
120.0,16.0,0.08,1.0,-5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.09362944005358603,0.12666971583960646,0.773854002294288,1.0696125316483742,0.19874698601705656,0.13719368278274763,2.0,0.03831915531538757,0.0003659570283300965,56.07798212281412,8.780372532666114,0.22513246190394123,0.37810160362044953,0.038900039373641074,0.8879891707459998,0.6725437991952019,0.751503832451821,0.9066842200017375,2.0,60.0,0.9883637322422554,True
120.0,16.0,0.08,1.0,-5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.09362944005358603,0.12666971583960646,0.773854002294288,1.0696125316483742,0.19874698601705656,0.13719368278274763,2.0,0.03831915531538757,0.0003659570283300965,56.07798212281412,8.780372532666114,0.22513246190394123,0.4250649032266519,0.028768738424043473,0.8879891707459998,0.6725437991952019,0.751503832451821,0.9066842200017375,2.0,60.0,0.9883637322422554,True
220.0,32.0,0.15,1.0,-10.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.09590287802779528,0.12910605943280093,0.7939135571573622,1.0931550130357899,0.17933451782763946,0.11523563125660703,2.0,0.03182222073574059,0.006664516689514391,60.0,7.1990547678621075,0.2013684309551307,0.2939474758850494,0.0486033435176882,0.8879891707459998,0.6511601064292025,0.7294075344209904,0.9067357614323508,2.0,60.0,0.9914884124178499,True
220.0,32.0,0.15,1.0,-10.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.09590287802779528,0.12910605943280093,0.7939135571573622,1.0931550130357899,0.17933451782763946,0.11523563125660703,2.0,0.03182222073574059,0.006664516689514391,60.0,7.1990547678621075,0.2013684309551307,0.35370165102479534,0.03405766480527665,0.8879891707459998,0.6511601064292025,0.7294075344209904,0.9067357614323508,2.0,60.0,0.9914884124178499,True
220.0,32.0,0.15,1.0,-10.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.09590287802779528,0.12910605943280093,0.7939135571573622,1.0931550130357899,0.17933451782763946,0.11523563125660703,2.0,0.03182222073574059,0.006664516689514391,60.0,7.1990547678621075,0.2013684309551307,0.39796839395919625,0.025234527423223612,0.8879891707459998,0.6511601064292025,0.7294075344209904,0.9067357614323508,2.0,60.0,0.9914884124178499,True
160.0,24.0,0.1,0.0,5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.09581174607869945,0.12548646910982805,0.7980777707646711,1.1216752218033816,0.18207987549418064,0.11026692432922638,2.0,0.11192354400349186,0.0005003089896375341,58.950418016663775,4.6752849596886294,0.2774243792398916,0.35673045843681955,0.0711677829396694,0.8879891707459998,1.1932710169509615,1.3554989411417295,0.9068339306230517,2.0,60.0,0.9915120937900157,True
160.0,24.0,0.1,0.0,5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.09581174607869945,0.12548646910982805,0.7980777707646711,1.1216752218033816,0.18207987549418064,0.11026692432922638,2.0,0.11192354400349186,0.0005003089896375341,58.950418016663775,4.6752849596886294,0.2774243792398916,0.434536968049909,0.05107743536046054,0.8879891707459998,1.1932710169509615,1.3554989411417295,0.9068339306230517,2.0,60.0,0.9915120937900157,True
160.0,24.0,0.1,0.0,5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.09581174607869945,0.12548646910982805,0.7980777707646711,1.1216752218033816,0.18207987549418064,0.11026692432922638,2.0,0.11192354400349186,0.0005003089896375341,58.950418016663775,4.6752849596886294,0.2774243792398916,0.49454731951377023,0.03871096592125362,0.8879891707459998,1.1932710169509615,1.3554989411417295,0.9068339306230517,2.0,60.0,0.9915120937900157,True
120.0,16.0,0.1,5.0,-5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.0964793307149864,0.1297022505614507,0.7907127924501574,1.0856176337434804,0.17513674303792875,0.1191378995879812,2.0,0.01734542138131454,0.00037521628758935575,56.073921999491375,9.172365860439255,0.1308003115782683,0.2447239552126165,0.033511187043480245,0.8879891707459998,0.5389641444150073,0.6036238467510598,0.9085965133702035,2.0,60.0,0.9922792711410708,True
120.0,16.0,0.1,5.0,-5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.0964793307149864,0.1297022505614507,0.7907127924501574,1.0856176337434804,0.17513674303792875,0.1191378995879812,2.0,0.01734542138131454,0.00037521628758935575,56.073921999491375,9.172365860439255,0.1308003115782683,0.29564200049250006,0.023672903185238705,0.8879891707459998,0.5389641444150073,0.6036238467510598,0.9085965133702035,2.0,60.0,0.9922792711410708,True
120.0,16.0,0.1,5.0,-5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.0964793307149864,0.1297022505614507,0.7907127924501574,1.0856176337434804,0.17513674303792875,0.1191378995879812,2.0,0.01734542138131454,0.00037521628758935575,56.073921999491375,9.172365860439255,0.1308003115782683,0.33349069391633607,0.017636661959405536,0.8879891707459998,0.5389641444150073,0.6036238467510598,0.9085965133702035,2.0,60.0,0.9922792711410708,True
120.0,16.0,0.1,2.0,0.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.08808584142079418,0.11951947162416038,0.7147846455250219,1.0036382789503302,0.24774595774909486,0.20158629375358436,2.0,0.03134528006886755,0.00026404723850390174,54.30081321778778,13.716430358632191,0.2892370001460957,0.33533997753987127,0.06282375095666069,0.8879891707459998,0.6671242853020838,0.7442914270219015,0.9097963491405632,2.0,60.0,0.9970512366808122,True
120.0,16.0,0.1,2.0,0.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.08808584142079418,0.11951947162416038,0.7147846455250219,1.0036382789503302,0.24774595774909486,0.20158629375358436,2.0,0.03134528006886755,0.00026404723850390174,54.30081321778778,13.716430358632191,0.2892370001460957,0.39844660350425504,0.04292501918057458,0.8879891707459998,0.6671242853020838,0.7442914270219015,0.9097963491405632,2.0,60.0,0.9970512366808122,True
120.0,16.0,0.1,2.0,0.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.08808584142079418,0.11951947162416038,0.7147846455250219,1.0036382789503302,0.24774595774909486,0.20158629375358436,2.0,0.03134528006886755,0.00026404723850390174,54.30081321778778,13.716430358632191,0.2892370001460957,0.444055091562903,0.031207482867006146,0.8879891707459998,0.6671242853020838,0.7442914270219015,0.9097963491405632,2.0,60.0,0.9970512366808122,True
120.0,32.0,0.15,1.0,-5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.10296106724822578,0.13717947195171015,0.8260374445472365,1.117775991356719,0.1215159828138804,0.08124665353323643,1.9927731490984728,0.002311490723452173,7.873459364285053e-05,57.01191271103955,7.212399221573533,0.024813960241542168,0.11338968981467637,0.007228174354925426,0.8879891707459998,0.3136978074288293,0.35341305374346865,0.910539804194599,2.0,60.0,0.9809640375259661,True
120.0,32.0,0.15,1.0,-5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.10296106724822578,0.13717947195171015,0.8260374445472365,1.117775991356719,0.1215159828138804,0.08124665353323643,1.9927731490984728,0.002311490723452173,7.873459364285053e-05,57.01191271103955,7.212399221573533,0.024813960241542168,0.13954169142456962,0.005307015193757379,0.8879891707459998,0.3136978074288293,0.35341305374346865,0.910539804194599,2.0,60.0,0.9809640375259661,True
120.0,32.0,0.15,1.0,-5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.10296106724822578,0.13717947195171015,0.8260374445472365,1.117775991356719,0.1215159828138804,0.08124665353323643,1.9927731490984728,0.002311490723452173,7.873459364285053e-05,57.01191271103955,7.212399221573533,0.024813960241542168,0.15983275393060278,0.004086004340799577,0.8879891707459998,0.3136978074288293,0.35341305374346865,0.910539804194599,2.0,60.0,0.9809640375259661,True
320.0,32.0,0.15,5.0,5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.08833379718176212,0.11881707725482976,0.7325554635189813,1.039395820050958,0.2447275951547928,0.18139614482469216,2.0,0.1997125819311802,0.0988330422317553,60.0,6.370586599944399,0.5720993509331582,0.4971166791679449,0.13855571512046932,0.8879891707459998,1.3631877469086404,1.5482170326393614,0.9106811997050571,2.0,60.0,0.9900888353004959,True
320.0,32.0,0.15,5.0,5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.08833379718176212,0.11881707725482976,0.7325554635189813,1.039395820050958,0.2447275951547928,0.18139614482469216,2.0,0.1997125819311802,0.0988330422317553,60.0,6.370586599944399,0.5720993509331582,0.6011327980942698,0.0979529261337093,0.8879891707459998,1.3631877469086404,1.5482170326393614,0.9106811997050571,2.0,60.0,0.9900888353004959,True
320.0,32.0,0.15,5.0,5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.08833379718176212,0.11881707725482976,0.7325554635189813,1.039395820050958,0.2447275951547928,0.18139614482469216,2.0,0.1997125819311802,0.0988330422317553,60.0,6.370586599944399,0.5720993509331582,0.6800475894705897,0.073309969148247,0.8879891707459998,1.3631877469086404,1.5482170326393614,0.9106811997050571,2.0,60.0,0.9900888353004959,True
220.0,32.0,0.15,5.0,-10.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.09896723206246844,0.13199692145666733,0.8159555592983966,1.1136104823083994,0.15365979360678808,0.09191370339848738,2.0,0.08461537939549267,0.1847201300799059,60.0,4.01612454823464,0.2553605205674872,0.334587283966605,0.062306699464854697,0.8879891707459998,1.284059402448765,1.4606229176250116,0.9116186284268035,2.0,60.0,0.9901528706540752,True
220.0,32.0,0.15,5.0,-10.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.09896723206246844,0.13199692145666733,0.8159555592983966,1.1136104823083994,0.15365979360678808,0.09191370339848738,2.0,0.08461537939549267,0.1847201300799059,60.0,4.01612454823464,0.2553605205674872,0.40698322986553503,0.04461215389508991,0.8879891707459998,1.284059402448765,1.4606229176250116,0.9116186284268035,2.0,60.0,0.9901528706540752,True
220.0,32.0,0.15,5.0,-10.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.09896723206246844,0.13199692145666733,0.8159555592983966,1.1136104823083994,0.15365979360678808,0.09191370339848738,2.0,0.08461537939549267,0.1847201300799059,60.0,4.01612454823464,0.2553605205674872,0.463318965054622,0.033849358641011344,0.8879891707459998,1.284059402448765,1.4606229176250116,0.9116186284268035,2.0,60.0,0.9901528706540752,True
160.0,24.0,0.15,5.0,-5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.09409141252456074,0.12692420604685845,0.7630696271318719,1.0495610734058212,0.19617728959297362,0.14952475303513857,2.0,0.01507145441127154,0.0007875662335216485,58.07842716534185,11.725326661106475,0.15738342186997847,0.26004316185456644,0.037717633899061694,0.8879891707459998,0.5489743889099644,0.6137804102947347,0.9117995781169326,2.0,60.0,0.995850882228716,True
160.0,24.0,0.15,5.0,-5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.09409141252456074,0.12692420604685845,0.7630696271318719,1.0495610734058212,0.19617728959297362,0.14952475303513857,2.0,0.01507145441127154,0.0007875662335216485,58.07842716534185,11.725326661106475,0.15738342186997847,0.31184158344113944,0.026253747871670355,0.8879891707459998,0.5489743889099644,0.6137804102947347,0.9117995781169326,2.0,60.0,0.995850882228716,True
160.0,24.0,0.15,5.0,-5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.09409141252456074,0.12692420604685845,0.7630696271318719,1.0495610734058212,0.19617728959297362,0.14952475303513857,2.0,0.01507145441127154,0.0007875662335216485,58.07842716534185,11.725326661106475,0.15738342186997847,0.3498544995370109,0.019347408710024428,0.8879891707459998,0.5489743889099644,0.6137804102947347,0.9117995781169326,2.0,60.0,0.995850882228716,True
320.0,24.0,0.15,5.0,-5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.0811493068912485,0.11435596386650805,0.6650743845845596,0.9532563975669975,0.30486734665171167,0.25508040352597483,2.0,0.12161147662701666,0.020846371601481416,60.0,12.521545732554907,0.6147063323422043,0.48107928223251817,0.1301185718527197,0.8879891707459998,0.9302396107796856,1.0361194068891926,0.9132311083785495,2.0,60.0,1.0187512081787444,True
320.0,24.0,0.15,5.0,-5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.0811493068912485,0.11435596386650805,0.6650743845845596,0.9532563975669975,0.30486734665171167,0.25508040352597483,2.0,0.12161147662701666,0.020846371601481416,60.0,12.521545732554907,0.6147063323422043,0.5696673314294981,0.08827563596242013,0.8879891707459998,0.9302396107796856,1.0361194068891926,0.9132311083785495,2.0,60.0,1.0187512081787444,True
320.0,24.0,0.15,5.0,-5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.0811493068912485,0.11435596386650805,0.6650743845845596,0.9532563975669975,0.30486734665171167,0.25508040352597483,2.0,0.12161147662701666,0.020846371601481416,60.0,12.521545732554907,0.6147063323422043,0.6330230552260901,0.06377998526308676,0.8879891707459998,0.9302396107796856,1.0361194068891926,0.9132311083785495,2.0,60.0,1.0187512081787444,True
160.0,10.0,0.05,0.5,0.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.07669314932272456,0.11064826049682433,0.6288459502651603,0.9305927280956043,0.3424211440993768,0.2938135985462483,2.0,0.20572315728749616,0.0034508160100852818,60.0,9.483736447039202,0.9516857132264765,0.5909414606462545,0.19677770545863865,0.8879891707459998,1.1725250467539525,1.3139068986238043,0.9140204573808474,2.0,60.0,1.0444623269830962,True
160.0,10.0,0.05,0.5,0.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.07669314932272456,0.11064826049682433,0.6288459502651603,0.9305927280956043,0.3424211440993768,0.2938135985462483,2.0,0.20572315728749616,0.0034508160100852818,60.0,9.483736447039202,0.9516857132264765,0.6981909589301982,0.13286974190745343,0.8879891707459998,1.1725250467539525,1.3139068986238043,0.9140204573808474,2.0,60.0,1.0444623269830962,True
160.0,10.0,0.05,0.5,0.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.07669314932272456,0.11064826049682433,0.6288459502651603,0.9305927280956043,0.3424211440993768,0.2938135985462483,2.0,0.20572315728749616,0.0034508160100852818,60.0,9.483736447039202,0.9516857132264765,0.7745640335416776,0.09567058194997259,0.8879891707459998,1.1725250467539525,1.3139068986238043,0.9140204573808474,2.0,60.0,1.0444623269830962,True
320.0,16.0,0.1,5.0,0.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.07669314932272454,0.11064826049682436,0.6288459502651603,0.9305927280956043,0.3424211440993769,0.2938135985462483,2.0,0.20572315728749616,0.03665119453947355,60.0,9.483736447039202,0.9516857132264765,0.5909414606462544,0.19677770545863865,0.8879891707459998,1.1725250467539525,1.3139068986238043,0.9140204573808474,2.0,60.0,1.0444623269830962,True
320.0,16.0,0.1,5.0,0.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.07669314932272454,0.11064826049682436,0.6288459502651603,0.9305927280956043,0.3424211440993769,0.2938135985462483,2.0,0.20572315728749616,0.03665119453947355,60.0,9.483736447039202,0.9516857132264765,0.6981909589301982,0.13286974190745346,0.8879891707459998,1.1725250467539525,1.3139068986238043,0.9140204573808474,2.0,60.0,1.0444623269830962,True
320.0,16.0,0.1,5.0,0.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.07669314932272454,0.11064826049682436,0.6288459502651603,0.9305927280956043,0.3424211440993769,0.2938135985462483,2.0,0.20572315728749616,0.03665119453947355,60.0,9.483736447039202,0.9516857132264765,0.7745640335416776,0.0956705819499726,0.8879891707459998,1.1725250467539525,1.3139068986238043,0.9140204573808474,2.0,60.0,1.0444623269830962,True
220.0,24.0,0.1,0.0,5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.08824463394128296,0.11875225391464952,0.7370081617202924,1.0537523986647803,0.24524263620581888,0.17605251100797054,2.0,0.18019755786281225,0.0034461439003431777,60.0,6.601056435918823,0.5575835756117158,0.49197207199787013,0.13612622487437162,0.8879891707459998,1.3068950219520972,1.484295680045755,0.9145354412018237,2.0,60.0,0.9936848350811094,True
220.0,24.0,0.1,0.0,5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.08824463394128296,0.11875225391464952,0.7370081617202924,1.0537523986647803,0.24524263620581888,0.17605251100797054,2.0,0.18019755786281225,0.0034461439003431777,60.0,6.601056435918823,0.5575835756117158,0.5942144220318006,0.09599229870231658,0.8879891707459998,1.3068950219520972,1.484295680045755,0.9145354412018237,2.0,60.0,0.9936848350811094,True
220.0,24.0,0.1,0.0,5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.08824463394128296,0.11875225391464952,0.7370081617202924,1.0537523986647803,0.24524263620581888,0.17605251100797054,2.0,0.18019755786281225,0.0034461439003431777,60.0,6.601056435918823,0.5575835756117158,0.6711568195318696,0.07159937453071903,0.8879891707459998,1.3068950219520972,1.484295680045755,0.9145354412018237,2.0,60.0,0.9936848350811094,True
220.0,32.0,0.15,0.5,-10.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.09559274110940764,0.12878096267582148,0.7917529332355787,1.0907328915736307,0.18193763061653515,0.11759821244231242,2.0,0.033517020524069734,0.005909701675126848,60.0,8.024186822351961,0.21115686562225747,0.3002899405677848,0.050689774623714025,0.8879891707459998,0.6516160912250757,0.7291840026008488,0.914624104783764,2.0,60.0,1.000194719907483,True
220.0,32.0,0.15,0.5,-10.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.09559274110940764,0.12878096267582148,0.7917529332355787,1.0907328915736307,0.18193763061653515,0.11759821244231242,2.0,0.033517020524069734,0.005909701675126848,60.0,8.024186822351961,0.21115686562225747,0.36095190411928685,0.035442998131462546,0.8879891707459998,0.6516160912250757,0.7291840026008488,0.914624104783764,2.0,60.0,1.000194719907483,True
220.0,32.0,0.15,0.5,-10.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.09559274110940764,0.12878096267582148,0.7917529332355787,1.0907328915736307,0.18193763061653515,0.11759821244231242,2.0,0.033517020524069734,0.005909701675126848,60.0,8.024186822351961,0.21115686562225747,0.4057478218961646,0.02621116731310422,0.8879891707459998,0.6516160912250757,0.7291840026008488,0.914624104783764,2.0,60.0,1.000194719907483,True
160.0,10.0,0.08,5.0,0.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.08068143485370817,0.11322027649862337,0.6611045110749199,0.9555767621567907,0.30925414160635917,0.2591542892116576,2.0,0.11348002396883944,0.003413809869433538,59.99162377273544,13.35835418404226,0.6002720322769469,0.4739466057090042,0.12615706054165832,0.8879891707459998,0.9123687029787588,1.0157760914019627,0.9147424593707316,2.0,60.0,1.0163506877830164,True
160.0,10.0,0.08,5.0,0.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.08068143485370817,0.11322027649862337,0.6611045110749199,0.9555767621567907,0.30925414160635917,0.2591542892116576,2.0,0.11348002396883944,0.003413809869433538,59.99162377273544,13.35835418404226,0.6002720322769469,0.5607881644085949,0.08546184641940155,0.8879891707459998,0.9123687029787588,1.0157760914019627,0.9147424593707316,2.0,60.0,1.0163506877830164,True
160.0,10.0,0.08,5.0,0.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.08068143485370817,0.11322027649862337,0.6611045110749199,0.9555767621567907,0.30925414160635917,0.2591542892116576,2.0,0.11348002396883944,0.003413809869433538,59.99162377273544,13.35835418404226,0.6002720322769469,0.6228295186689077,0.061686592234642935,0.8879891707459998,0.9123687029787588,1.0157760914019627,0.9147424593707316,2.0,60.0,1.0163506877830164,True
120.0,32.0,0.15,0.5,-5.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.1026820807044351,0.13683964398081802,0.8244146019532173,1.1160984169915624,0.12384326935091906,0.08301417344292844,1.9943985636988737,0.0025060124185290744,3.705248200661045e-05,55.80168586129964,7.800667222685572,0.029415467885498148,0.12375483920032058,0.008569482272382018,0.8879891707459998,0.33321061419205195,0.3751140260759557,0.9150167058130954,2.0,60.0,0.9876216312576878,True
120.0,32.0,0.15,0.5,-5.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.1026820807044351,0.13683964398081802,0.8244146019532173,1.1160984169915624,0.12384326935091906,0.08301417344292844,1.9943985636988737,0.0025060124185290744,3.705248200661045e-05,55.80168586129964,7.800667222685572,0.029415467885498148,0.15197375271119906,0.006263295151896107,0.8879891707459998,0.33321061419205195,0.3751140260759557,0.9150167058130954,2.0,60.0,0.9876216312576878,True
120.0,32.0,0.15,0.5,-5.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.1026820807044351,0.13683964398081802,0.8244146019532173,1.1160984169915624,0.12384326935091906,0.08301417344292844,1.9943985636988737,0.0025060124185290744,3.705248200661045e-05,55.80168586129964,7.800667222685572,0.029415467885498148,0.17369938326543993,0.004799742181912554,0.8879891707459998,0.33321061419205195,0.3751140260759557,0.9150167058130954,2.0,60.0,0.9876216312576878,True
160.0,10.0,0.05,1.0,0.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.07763326569600548,0.11125736979648804,0.6376377738915803,0.9382630788948972,0.33444315177656975,0.2841794529865103,2.0,0.19290086613403953,0.0034461902481441927,60.0,9.307478454267446,0.9230626645422714,0.5899063409281509,0.1963885911874893,0.8879891707459998,1.2060527876026514,1.35277991898718,0.9153250913427092,2.0,60.0,1.046284931001783,True
160.0,10.0,0.05,1.0,0.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.07763326569600548,0.11125736979648804,0.6376377738915803,0.9382630788948972,0.33444315177656975,0.2841794529865103,2.0,0.19290086613403953,0.0034461902481441927,60.0,9.307478454267446,0.9230626645422714,0.699184536489501,0.133431559688799,0.8879891707459998,1.2060527876026514,1.35277991898718,0.9153250913427092,2.0,60.0,1.046284931001783,True
160.0,10.0,0.05,1.0,0.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.07763326569600548,0.11125736979648804,0.6376377738915803,0.9382630788948972,0.33444315177656975,0.2841794529865103,2.0,0.19290086613403953,0.0034461902481441927,60.0,9.307478454267446,0.9230626645422714,0.7775178534629343,0.09651868304475997,0.8879891707459998,1.2060527876026514,1.35277991898718,0.9153250913427092,2.0,60.0,1.046284931001783,True
220.0,16.0,0.08,0.0,0.0,0.03,0.0,0.11750810432653913,0.9127935388315898,0.07758871565627096,0.11115047467019132,0.6360730176475456,0.9354547446452055,0.33500629539753535,0.28607985758266086,2.0,0.17673064991555293,0.007934132136072296,60.0,11.478732276897414,0.8246954041656543,0.5509476940053621,0.17087901793454374,0.8879891707459998,1.076828255782406,1.2036870515281604,0.9157994212496509,2.0,60.0,1.030301375011122,True
220.0,16.0,0.08,0.0,0.0,0.04,0.0,0.11750810432653913,0.9127935388315898,0.07758871565627096,0.11115047467019132,0.6360730176475456,0.9354547446452055,0.33500629539753535,0.28607985758266086,2.0,0.17673064991555293,0.007934132136072296,60.0,11.478732276897414,0.8246954041656543,0.6509426759087901,0.11539622573318806,0.8879891707459998,1.076828255782406,1.2036870515281604,0.9157994212496509,2.0,60.0,1.030301375011122,True
220.0,16.0,0.08,0.0,0.0,0.05,0.0,0.11750810432653913,0.9127935388315898,0.07758871565627096,0.11115047467019132,0.6360730176475456,0.9354547446452055,0.33500629539753535,0.28607985758266086,2.0,0.17673064991555293,0.007934132136072296,60.0,11.478732276897414,0.8246954041656543,0.722127589242026,0.08309065121317114,0.8879891707459998,1.076828255782406,1.2036870515281604,0.9157994212496509,2.0,60.0,1.030301375011122,True
