Kp,Kd,tau_v,risk_score_mean,risk_score_max,risk_score_p95,old_relative_error_mean_mean,new_relative_error_mean_mean,rms_relative_error_new_mean,new_error_mean_mean,relative_error_reduction_ratio_mean,error_reduction_ratio_mean,sat_ratio_mean,qdot_limit_rate_mean,qdot_alloc_rmse_mean,qdot_alloc_smoothness_mean,compatibility_pass_rate
160.0,10.0,0.03,1.3864349788380628,2.5340610321849666,2.2068880901513115,0.9127935388315898,0.7592918343151356,1.0823697761671176,0.08926240933799841,0.15133468129103217,0.2350262077066508,0.0038459918671792438,0.3260548416288291,0.6388790513185733,0.23092785844512972,0.792
160.0,10.0,0.04,1.3864349788380628,2.5340610321849666,2.2068880901513115,0.9127935388315898,0.7592918343151356,1.0823697761671176,0.08926240933799841,0.15133468129103217,0.2350262077066508,0.0038459918671792438,0.3260548416288291,0.7526383705424011,0.15521675901403512,0.792
160.0,10.0,0.05,1.3864349788380628,2.5340610321849666,2.2068880901513115,0.9127935388315898,0.7592918343151356,1.0823697761671176,0.08926240933799841,0.15133468129103217,0.2350262077066508,0.0038459918671792438,0.3260548416288291,0.8343053250513978,0.11174674426424448,0.792
220.0,10.0,0.03,1.421439448142162,2.326116772535635,2.171733720898626,0.9127935388315898,0.6835417944991034,1.0010938045125686,0.08151368235911675,0.23403370896525214,0.300811362206865,0.01657414514109766,0.3953174511634961,0.73831130763936,0.3066829006636977,0.8
220.0,10.0,0.04,1.421439448142162,2.326116772535635,2.171733720898626,0.9127935388315898,0.6835417944991034,1.0010938045125686,0.08151368235911675,0.23403370896525214,0.300811362206865,0.01657414514109766,0.3953174511634961,0.8642392090192645,0.20348291582645492,0.8
220.0,10.0,0.05,1.421439448142162,2.326116772535635,2.171733720898626,0.9127935388315898,0.6835417944991034,1.0010938045125686,0.08151368235911675,0.23403370896525214,0.300811362206865,0.01657414514109766,0.3953174511634961,0.9532663487110489,0.1450215992464458,0.8
120.0,10.0,0.03,1.4786040841759778,3.0367544906686255,2.402879619372879,0.9127935388315898,0.8531797903221475,1.1906233163500815,0.09900550939702145,0.04864932011302913,0.15223761727503,0.0007800344445511926,0.27296931121732304,0.541786800081758,0.16690046554406454,0.48
120.0,10.0,0.04,1.4786040841759778,3.0367544906686255,2.402879619372879,0.9127935388315898,0.8531797903221475,1.1906233163500815,0.09900550939702145,0.04864932011302913,0.15223761727503,0.0007800344445511926,0.27296931121732304,0.6415216122059957,0.11334420794379384,0.48
120.0,10.0,0.05,1.4786040841759778,3.0367544906686255,2.402879619372879,0.9127935388315898,0.8531797903221475,1.1906233163500815,0.09900550939702145,0.04864932011302913,0.15223761727503,0.0007800344445511926,0.27296931121732304,0.7140758367516326,0.08229172586287127,0.48
220.0,16.0,0.03,1.4875948448235359,2.483085390086511,2.3055161971898386,0.9127935388315898,0.738164441435149,1.0459042852708558,0.08798855937013216,0.1751024270292869,0.2466405184663765,0.015671664792487938,0.4322715479709668,0.6142657460994941,0.2143564631220278,0.608
220.0,16.0,0.04,1.4875948448235359,2.483085390086511,2.3055161971898386,0.9127935388315898,0.738164441435149,1.0459042852708558,0.08798855937013216,0.1751024270292869,0.2466405184663765,0.015671664792487938,0.4322715479709668,0.7302672983271405,0.14682420651494382,0.608
220.0,16.0,0.05,1.4875948448235359,2.483085390086511,2.3055161971898386,0.9127935388315898,0.738164441435149,1.0459042852708558,0.08798855937013216,0.1751024270292869,0.2466405184663765,0.015671664792487938,0.4322715479709668,0.8154556062898002,0.10732600367468591,0.608
160.0,16.0,0.03,1.5276821464376407,2.8617153573004517,2.4271545710286557,0.9127935388315898,0.8168833112267055,1.1329674255573556,0.09719603344532532,0.08964638553786754,0.1689013823792711,0.007895753598690802,0.39489197727268854,0.4986641775929596,0.1418960881736324,0.584
160.0,16.0,0.04,1.5276821464376407,2.8617153573004517,2.4271545710286557,0.9127935388315898,0.8168833112267055,1.1329674255573556,0.09719603344532532,0.08964638553786754,0.1689013823792711,0.007895753598690802,0.39489197727268854,0.5962954264920549,0.09834679570945964,0.584
160.0,16.0,0.05,1.5276821464376407,2.8617153573004517,2.4271545710286557,0.9127935388315898,0.8168833112267055,1.1329674255573556,0.09719603344532532,0.08964638553786754,0.1689013823792711,0.007895753598690802,0.39489197727268854,0.6692572491393656,0.07265144534227924,0.584
320.0,16.0,0.03,1.5383347437073274,2.357212656553176,2.300998550647253,0.9127935388315898,0.6671746198606892,0.973529209653993,0.08020789950471739,0.2522072056047078,0.31227662964382197,0.046391895921326476,0.4907320419325509,0.735471518930145,0.30523759656611155,0.6
320.0,16.0,0.04,1.5383347437073274,2.357212656553176,2.300998550647253,0.9127935388315898,0.6671746198606892,0.973529209653993,0.08020789950471739,0.2522072056047078,0.31227662964382197,0.046391895921326476,0.4907320419325509,0.8670217162602426,0.2054927517895223,0.6
320.0,16.0,0.05,1.5383347437073274,2.357212656553176,2.300998550647253,0.9127935388315898,0.6671746198606892,0.973529209653993,0.08020789950471739,0.2522072056047078,0.31227662964382197,0.046391895921326476,0.4907320419325509,0.9615644198191046,0.1481068183420943,0.6
320.0,10.0,0.03,1.6309583773431968,2.297878301684262,2.242283217512766,0.9127935388315898,0.6218197186712486,0.9451520090968426,0.0753131794970889,0.301293512894642,0.35346288587330316,0.05942641202068316,0.4857957156946727,0.8414712292732914,0.3960017016348863,0.8
320.0,10.0,0.04,1.6309583773431968,2.297878301684262,2.242283217512766,0.9127935388315898,0.6218197186712486,0.9451520090968426,0.0753131794970889,0.301293512894642,0.35346288587330316,0.05942641202068316,0.4857957156946727,0.9778473927525196,0.2589179624566395,0.8
320.0,10.0,0.05,1.6309583773431968,2.297878301684262,2.242283217512766,0.9127935388315898,0.6218197186712486,0.9451520090968426,0.0753131794970889,0.301293512894642,0.35346288587330316,0.05942641202068316,0.4857957156946727,1.0726640220460664,0.18249707960525002,0.8
120.0,16.0,0.03,1.6735583310471218,3.4712437965742344,2.7804193121389806,0.9127935388315898,0.9082874386108761,1.2350802881555352,0.10826094571692271,-0.009948038185112166,0.0750247774714892,0.005067606403747388,0.3761570901118314,0.3841075662037901,0.08461437803357022,0.36
120.0,16.0,0.04,1.6735583310471218,3.4712437965742344,2.7804193121389806,0.9127935388315898,0.9082874386108761,1.2350802881555352,0.10826094571692271,-0.009948038185112166,0.0750247774714892,0.005067606403747388,0.3761570901118314,0.46048107219946166,0.05890293161141618,0.36
120.0,16.0,0.05,1.6735583310471218,3.4712437965742344,2.7804193121389806,0.9127935388315898,0.9082874386108761,1.2350802881555352,0.10826094571692271,-0.009948038185112166,0.0750247774714892,0.005067606403747388,0.3761570901118314,0.5183081448519544,0.04374871303791474,0.36
220.0,24.0,0.03,1.7306327304527729,2.83866859980142,2.5515488389279852,0.9127935388315898,0.8133376580345293,1.1107520608088435,0.09885418367783873,0.09473029682970349,0.15577104111141674,0.15219793218982802,0.5892180110760286,0.5038560880696155,0.1434383842781941,0.52
220.0,24.0,0.04,1.7306327304527729,2.83866859980142,2.5515488389279852,0.9127935388315898,0.8133376580345293,1.1107520608088435,0.09885418367783873,0.09473029682970349,0.15577104111141674,0.15219793218982802,0.5892180110760286,0.6087997609678497,0.10145577408026302,0.52
220.0,24.0,0.05,1.7306327304527729,2.83866859980142,2.5515488389279852,0.9127935388315898,0.8133376580345293,1.1107520608088435,0.09885418367783873,0.09473029682970349,0.15577104111141674,0.15219793218982802,0.5892180110760286,0.6894171899688176,0.07624112408124903,0.52
320.0,24.0,0.03,1.735414098369596,2.576885006611411,2.4349423774428027,0.9127935388315898,0.7376239945584385,1.034138537061529,0.08852773223299207,0.1760652514963373,0.24249233123985128,0.16149234246829797,0.6106510909062546,0.6487498436204813,0.23749942419070463,0.52
320.0,24.0,0.04,1.735414098369596,2.576885006611411,2.4349423774428027,0.9127935388315898,0.7376239945584385,1.034138537061529,0.08852773223299207,0.1760652514963373,0.24249233123985128,0.16149234246829797,0.6106510909062546,0.7777331943977863,0.16529521624978902,0.52
320.0,24.0,0.05,1.735414098369596,2.576885006611411,2.4349423774428027,0.9127935388315898,0.7376239945584385,1.034138537061529,0.08852773223299207,0.1760652514963373,0.24249233123985128,0.16149234246829797,0.6106510909062546,0.8743328464228259,0.12236588128251749,0.52
500.0,16.0,0.03,1.7675671625776272,2.410772170999456,2.3964075196027728,0.9127935388315898,0.607859846140346,0.9261917908658526,0.07404800384335283,0.31664103338003063,0.36436611842586286,0.1284207490504438,0.5740049055592968,0.8591257232770975,0.4131421668819289,0.6
500.0,16.0,0.04,1.7675671625776272,2.410772170999456,2.3964075196027728,0.9127935388315898,0.607859846140346,0.9261917908658526,0.07404800384335283,0.31664103338003063,0.36436611842586286,0.1284207490504438,0.5740049055592968,1.0025258874806071,0.2724392362379702,0.6
500.0,16.0,0.05,1.7675671625776272,2.410772170999456,2.3964075196027728,0.9127935388315898,0.607859846140346,0.9261917908658526,0.07404800384335283,0.31664103338003063,0.36436611842586286,0.1284207490504438,0.5740049055592968,1.1030862366856502,0.19322607031166955,0.6
160.0,24.0,0.03,1.8316879397657104,3.2989995631612556,2.860374352211096,0.9127935388315898,0.8900743919235178,1.1844713112190153,0.11070209146514623,0.011717383871876545,0.05527709947381933,0.14521084413122357,0.5893002060872055,0.35908741493982577,0.07324907613481692,0.384
160.0,24.0,0.04,1.8316879397657104,3.2989995631612556,2.860374352211096,0.9127935388315898,0.8900743919235178,1.1844713112190153,0.11070209146514623,0.011717383871876545,0.05527709947381933,0.14521084413122357,0.5893002060872055,0.4349179476045931,0.05206930891064013,0.384
160.0,24.0,0.05,1.8316879397657104,3.2989995631612556,2.860374352211096,0.9127935388315898,0.8900743919235178,1.1844713112190153,0.11070209146514623,0.011717383871876545,0.05527709947381933,0.14521084413122357,0.5893002060872055,0.49423812179800203,0.03941351116721052,0.384
