group,tag_count,latest_mean
Action,4,0.699038177728653
Command,8,9.320137260481715
Loss,4,0.16581606207728328
Observation,35,0.7537522361952662
Perf,3,1386.1593140761058
Policy,1,0.25851303339004517
Reward,9,0.5022693317797449
Termination,4,0.25
Tracking,3,2.794041007757187
Train,4,1027.88623046875
episode,15,432.7915209074815
episode_per_step,8,0.5082591795362532
