step,time_s,env_id,terrain_level,row_progress,front_pitch_ref,q_desired_spm1_platform_joint_y,q_actual_spm1_platform_joint_y,front_pitch_actual,policy_minus_ref,actual_minus_desired,actual_minus_ref,policy_abs_error,control_abs_error,total_abs_error,policy_rel_error_ref_floor005,control_rel_error_des_floor005,control_rel_error_ref_floor005,total_rel_error_ref_floor005,step_up_distance_m,step_up_front_gap_m,step_up_posture_phase_weight,step_up_posture_weight,terrain_gate_step_up,step_up_posture_badness,step_up_front_posture_penalty_raw
3,0.1,0,11,0.0,-0.25,0.112079232931137,0.0127300443127751,0.0127300443127751,0.362079232931137,-0.0993491886183619,0.2627300443127751,0.362079232931137,0.0993491886183619,0.2627300443127751,1.448316931724548,0.8864192412826681,0.3973967544734476,1.0509201772511003,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.0726327672600746,0.9565808773040771,1.0,3.4816854167729616e-05
3,0.1,1,11,0.0,-0.25,0.2204961776733398,0.0948529690504074,0.0948529690504074,0.4704961776733398,-0.12564320862293238,0.3448529690504074,0.4704961776733398,0.12564320862293238,0.3448529690504074,1.8819847106933592,0.5698203476754595,0.5025728344917295,1.3794118762016296,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9546288251876832,1.0,0.0
3,0.1,2,11,0.0,-0.25,0.1928903758525848,0.0396819710731506,0.0396819710731506,0.44289037585258484,-0.1532084047794342,0.2896819710731506,0.44289037585258484,0.1532084047794342,0.2896819710731506,1.7715615034103394,0.7942770814886209,0.6128336191177368,1.1587278842926023,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.0711060762405395,0.9364742040634156,1.0,4.1436884202994406e-05
3,0.1,3,11,0.0,-0.25,0.1070392876863479,0.0058783367276191,0.0058783367276191,0.3570392876863479,-0.1011609509587288,0.2558783367276191,0.3570392876863479,0.1011609509587288,0.2558783367276191,1.4281571507453916,0.9450824379096756,0.4046438038349152,1.0235133469104765,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.0719744637608528,0.9479109644889832,1.0,3.2725249184295535e-05
3,0.1,4,11,0.0,-0.25,0.1659279614686966,0.0194552205502986,0.0194552205502986,0.4159279614686966,-0.146472740918398,0.2694552205502986,0.4159279614686966,0.146472740918398,0.2694552205502986,1.6637118458747864,0.8827489931287502,0.585890963673592,1.0778208822011943,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.0726466998457908,0.9567644000053406,1.0,3.662912786239758e-05
3,0.1,5,11,0.0,-0.25,0.1014090254902839,0.0548795089125633,0.0548795089125633,0.3514090254902839,-0.046529516577720594,0.3048795089125633,0.3514090254902839,0.046529516577720594,0.3048795089125633,1.4056361019611356,0.458830132256607,0.18611806631088237,1.2195180356502533,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.955162525177002,1.0,0.0
4,0.1333333333333333,0,11,0.0,-0.25,0.2147519141435623,0.0387397855520248,0.0387397855520248,0.4647519141435623,-0.17601212859153748,0.2887397855520248,0.4647519141435623,0.17601212859153748,0.2887397855520248,1.8590076565742493,0.8196067974224102,0.7040485143661499,1.1549591422080991,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9492064118385316,1.0,0.0
4,0.1333333333333333,1,11,0.0,-0.25,0.202724426984787,0.1196812689304351,0.1196812689304351,0.452724426984787,-0.08304315805435189,0.36968126893043507,0.452724426984787,0.08304315805435189,0.36968126893043507,1.810897707939148,0.40963567779912224,0.33217263221740756,1.4787250757217403,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9561749696731568,1.0,0.0
4,0.1333333333333333,2,11,0.0,-0.25,0.2159068286418914,0.0371049530804157,0.0371049530804157,0.46590682864189137,-0.1788018755614757,0.2871049530804157,0.46590682864189137,0.1788018755614757,0.2871049530804157,1.8636273145675655,0.8281436797816204,0.7152075022459028,1.148419812321663,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.0726159811019897,0.95635986328125,1.0,4.15672329836525e-05
4,0.1333333333333333,3,11,0.0,-0.25,0.1031029820442199,0.0218664593994617,0.0218664593994617,0.3531029820442199,-0.0812365226447582,0.2718664593994617,0.3531029820442199,0.0812365226447582,0.2718664593994617,1.4124119281768797,0.7879163243786355,0.3249460905790328,1.0874658375978468,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.0726716294884681,0.9570927619934082,1.0,3.7300418625818565e-05
4,0.1333333333333333,4,11,0.0,-0.25,0.1755852103233337,0.0271030999720096,0.0271030999720096,0.42558521032333374,-0.1484821103513241,0.2771030999720096,0.42558521032333374,0.1484821103513241,0.2771030999720096,1.702340841293335,0.8456413275235412,0.5939284414052964,1.1084123998880384,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.0724932700395584,0.9547436833381652,1.0,3.865609323838726e-05
4,0.1333333333333333,5,11,0.0,-0.25,0.0784958750009536,0.0630392357707023,0.0630392357707023,0.3284958750009536,-0.015456639230251298,0.3130392357707023,0.3284958750009536,0.015456639230251298,0.3130392357707023,1.3139835000038145,0.19691020999592046,0.061826556921005194,1.2521569430828092,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9501788020133972,1.0,0.0
5,0.1666666666666666,0,11,0.0,-0.25,0.2187606245279312,0.0791022107005119,0.0791022107005119,0.4687606245279312,-0.1396584138274193,0.32910221070051193,0.4687606245279312,0.1396584138274193,0.32910221070051193,1.8750424981117249,0.6384074562266018,0.5586336553096772,1.3164088428020477,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9566177725791932,1.0,0.0
5,0.1666666666666666,1,11,0.0,-0.25,0.0929758846759796,0.1487177908420562,0.1487177908420562,0.3429758846759796,0.05574190616607659,0.39871779084205616,0.3429758846759796,0.05574190616607659,0.39871779084205616,1.3719035387039185,0.5995307961880308,0.22296762466430636,1.5948711633682247,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9571653604507446,1.0,0.0
5,0.1666666666666666,2,11,0.0,-0.25,0.2236774265766143,0.0523997955024242,0.0523997955024242,0.47367742657661427,-0.17127763107419008,0.3023997955024242,0.47367742657661427,0.17127763107419008,0.3023997955024242,1.894709706306457,0.7657349858481309,0.6851105242967603,1.2095991820096967,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.072527952492237,0.955200493335724,1.0,4.6058088628342375e-05
5,0.1666666666666666,3,11,0.0,-0.25,0.1159049868583679,0.0214885156601667,0.0214885156601667,0.3659049868583679,-0.09441647119820121,0.2714885156601667,0.3659049868583679,0.09441647119820121,0.2714885156601667,1.4636199474334717,0.8146023200328303,0.37766588479280483,1.0859540626406667,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.0724582523107528,0.954282522201538,1.0,3.708756412379444e-05
5,0.1666666666666666,4,11,0.0,-0.25,0.1584608703851699,0.0590124167501926,0.0590124167501926,0.40846087038516987,-0.0994484536349773,0.3090124167501926,0.40846087038516987,0.0994484536349773,0.3090124167501926,1.6338434815406795,0.6275899746937432,0.3977938145399092,1.2360496670007703,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9486919045448304,1.0,0.0
5,0.1666666666666666,5,11,0.0,-0.25,0.043849978595972,0.0772673934698104,0.0772673934698104,0.293849978595972,0.033417414873838404,0.3272673934698104,0.293849978595972,0.033417414873838404,0.3272673934698104,1.175399914383888,0.668348297476768,0.13366965949535362,1.3090695738792415,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9435526728630066,1.0,0.0
6,0.2,0,11,0.0,-0.25,0.0920225977897644,0.1152922064065933,0.1152922064065933,0.3420225977897644,0.02326960861682889,0.3652922064065933,0.3420225977897644,0.02326960861682889,0.3652922064065933,1.3680903911590576,0.2528684168424677,0.09307843446731556,1.4611688256263733,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9090553522109984,1.0,0.0
6,0.2,1,11,0.0,-0.25,0.0777428522706031,0.1790860593318939,0.1790860593318939,0.32774285227060307,0.1013432070612908,0.4290860593318939,0.32774285227060307,0.1013432070612908,0.4290860593318939,1.3109714090824123,1.303569448526803,0.4053728282451632,1.7163442373275757,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.8866536617279053,1.0,0.0
6,0.2,2,11,0.0,-0.25,0.1567216366529464,0.0640594586730003,0.0640594586730003,0.40672163665294636,-0.0926621779799461,0.3140594586730003,0.40672163665294636,0.0926621779799461,0.3140594586730003,1.6268865466117854,0.591253256148305,0.3706487119197844,1.2562378346920011,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.953933835029602,1.0,0.0
6,0.2,3,11,0.0,-0.25,0.1860211193561554,0.0220281407237052,0.0220281407237052,0.4360211193561554,-0.1639929786324502,0.2720281407237052,0.4360211193561554,0.1639929786324502,0.2720281407237052,1.7440844774246216,0.8815825815910171,0.6559719145298007,1.0881125628948207,0.1035984382033348,-0.8386105895042419,0.0759295597672462,0.0724553316831588,0.954244077205658,1.0,3.72336471627932e-05
6,0.2,4,11,0.0,-0.25,0.1753183752298355,0.1011106073856353,0.1011106073856353,0.4253183752298355,-0.0742077678442002,0.3511106073856353,0.4253183752298355,0.0742077678442002,0.3511106073856353,1.701273500919342,0.4232743301831125,0.2968310713768008,1.4044424295425413,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9487781524658204,1.0,0.0
6,0.2,5,11,0.0,-0.25,0.0542204864323139,0.1117255836725235,0.1117255836725235,0.3042204864323139,0.0575050972402096,0.3617255836725235,0.3042204864323139,0.0575050972402096,0.3617255836725235,1.2168819457292557,1.0605787779494757,0.2300203889608384,1.446902334690094,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.8588371872901917,1.0,0.0
7,0.2333333333333333,0,11,0.0,-0.25,0.122227132320404,0.1186544969677925,0.1186544969677925,0.372227132320404,-0.0035726353526115,0.3686544969677925,0.372227132320404,0.0035726353526115,0.3686544969677925,1.488908529281616,0.02922947863364951,0.014290541410446,1.47461798787117,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.7583543658256531,1.0,0.0
7,0.2333333333333333,1,11,0.0,-0.2469177544116974,0.0957298874855041,0.2121174782514572,0.2121174782514572,0.3426476418972015,0.11638759076595309,0.4590352326631546,0.3426476418972015,0.11638759076595309,0.4590352326631546,1.3876994901139803,1.215791575891877,0.4713617740581533,1.8590612641721338,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.7187672853469849,1.0,0.0
7,0.2333333333333333,2,11,0.0,-0.25,0.1754631102085113,0.0809044390916824,0.0809044390916824,0.4254631102085113,-0.09455867111682889,0.33090443909168243,0.4254631102085113,0.09455867111682889,0.33090443909168243,1.7018524408340452,0.5389091245701746,0.37823468446731556,1.3236177563667297,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.95665442943573,1.0,0.0
7,0.2333333333333333,3,11,0.0,-0.25,0.1821545213460922,0.0271525550633668,0.0271525550633668,0.4321545213460922,-0.1550019662827254,0.2771525550633668,0.4321545213460922,0.1550019662827254,0.2771525550633668,1.728618085384369,0.8509366945013834,0.6200078651309016,1.1086102202534671,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.955200493335724,1.0,0.0
7,0.2333333333333333,4,11,0.0,-0.25,0.1352392733097076,0.1517018526792526,0.1517018526792526,0.38523927330970764,0.016462579369544983,0.4017018526792526,0.38523927330970764,0.016462579369544983,0.4017018526792526,1.5409570932388306,0.1217292800135394,0.06585031747817993,1.6068074107170105,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9548583030700684,1.0,0.0
7,0.2333333333333333,5,11,0.0,-0.25,0.0348448231816291,0.1350910812616348,0.1350910812616348,0.28484482318162907,0.1002462580800057,0.3850910812616348,0.28484482318162907,0.1002462580800057,0.3850910812616348,1.1393792927265163,2.004925161600114,0.4009850323200228,1.5403643250465393,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.7351011633872986,1.0,0.0
8,0.2666666666666666,0,11,0.0,-0.2188186347484588,0.1783505380153656,0.1506213545799255,0.1506213545799255,0.3971691727638244,-0.02772918343544009,0.3694399893283843,0.3971691727638244,0.02772918343544009,0.3694399893283843,1.815061012607025,0.1554757487361833,0.12672222120074897,1.688338791406276,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.5929979681968689,1.0,0.0
8,0.2666666666666666,1,11,0.0,-0.228775143623352,0.1970106661319732,0.2108701169490814,0.2108701169490814,0.4257858097553252,0.013859450817108182,0.43964526057243336,0.4257858097553252,0.013859450817108182,0.43964526057243336,1.861154157797515,0.07034873334129044,0.06058110421264092,1.9217352620101558,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.6400319933891296,1.0,0.0
8,0.2666666666666666,2,11,0.0,-0.25,0.1109433993697166,0.094279259443283,0.094279259443283,0.3609433993697166,-0.016664139926433605,0.34427925944328297,0.3609433993697166,0.016664139926433605,0.34427925944328297,1.4437735974788664,0.15020397807444769,0.06665655970573442,1.3771170377731319,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9260700941085817,1.0,0.0
8,0.2666666666666666,3,11,0.0,-0.25,0.1384766846895218,0.0625517517328262,0.0625517517328262,0.3884766846895218,-0.07592493295669558,0.31255175173282623,0.3884766846895218,0.07592493295669558,0.31255175173282623,1.5539067387580872,0.5482867612474018,0.30369973182678234,1.250207006931305,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9567276239395142,1.0,0.0
8,0.2666666666666666,4,11,0.0,-0.25,0.0673658400774002,0.1796287596225738,0.1796287596225738,0.3173658400774002,0.1122629195451736,0.4296287596225738,0.3173658400774002,0.1122629195451736,0.4296287596225738,1.2694633603096008,1.6664665565840011,0.4490516781806944,1.7185150384902952,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.7992711663246155,1.0,0.0
8,0.2666666666666666,5,11,0.0,-0.2222701907157898,0.0472497045993804,0.1199491992592811,0.1199491992592811,0.2695198953151702,0.07269949465990069,0.3422193899750709,0.2695198953151702,0.07269949465990069,0.3422193899750709,1.2125777840349143,1.4539898931980137,0.3270771236834873,1.5396549077184019,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.609545886516571,1.0,0.0
9,0.3,0,11,0.0,-0.2475373446941375,0.1427815854549408,0.1944053918123245,0.1944053918123245,0.39031893014907826,0.0516238063573837,0.441942736506462,0.39031893014907826,0.0516238063573837,0.441942736506462,1.5768082615225787,0.3615578731171549,0.20854956823250728,1.785357829755086,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.7212653756141663,1.0,0.0
9,0.3,1,11,0.0,-0.25,0.1511536538600921,0.2321647852659225,0.2321647852659225,0.4011536538600921,0.08101113140583038,0.4821647852659225,0.4011536538600921,0.08101113140583038,0.4821647852659225,1.6046146154403684,0.5359521873074555,0.32404452562332153,1.92865914106369,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.7798724174499512,1.0,0.0
9,0.3,2,11,0.0,-0.25,0.0951913595199585,0.1422749459743499,0.1422749459743499,0.3451913595199585,0.047083586454391396,0.39227494597434986,0.3451913595199585,0.047083586454391396,0.39227494597434986,1.380765438079834,0.4946203803772707,0.18833434581756558,1.5690997838973995,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.7828958630561829,1.0,0.0
9,0.3,3,11,0.0,-0.25,0.2298091351985931,0.1247239410877227,0.1247239410877227,0.47980913519859314,-0.10508519411087042,0.37472394108772267,0.47980913519859314,0.10508519411087042,0.37472394108772267,1.9192365407943726,0.4572716137679184,0.42034077644348167,1.4988957643508907,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.941588819026947,1.0,0.0
9,0.3,4,11,0.0,-0.25,0.1360958218574524,0.191167265176773,0.191167265176773,0.3860958218574524,0.055071443319320595,0.44116726517677296,0.3860958218574524,0.055071443319320595,0.44116726517677296,1.5443832874298096,0.4046519765831075,0.22028577327728238,1.7646690607070918,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.7421068549156189,1.0,0.0
9,0.3,5,11,0.0,-0.25,0.2126730382442474,0.1835957914590835,0.1835957914590835,0.46267303824424744,-0.029077246785163907,0.4335957914590835,0.46267303824424744,0.029077246785163907,0.4335957914590835,1.8506921529769897,0.1367227694926224,0.11630898714065563,1.734383165836334,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.7786548733711243,1.0,0.0
10,0.3333333333333333,0,11,0.0,-0.25,0.0262630674988031,0.196988046169281,0.196988046169281,0.2762630674988031,0.1707249786704779,0.446988046169281,0.2762630674988031,0.1707249786704779,0.446988046169281,1.1050522699952123,3.414499573409558,0.6828999146819116,1.787952184677124,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.8297035098075867,1.0,0.0
10,0.3333333333333333,1,11,0.0,-0.25,0.1351750046014785,0.2447679787874221,0.2447679787874221,0.38517500460147847,0.1095929741859436,0.49476797878742207,0.38517500460147847,0.1095929741859436,0.49476797878742207,1.5407000184059139,0.8107488104701341,0.4383718967437744,1.9790719151496883,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9009963870048524,1.0,0.0
10,0.3333333333333333,2,11,0.0,-0.2208100259304046,0.0875046551227569,0.1625602543354034,0.1625602543354034,0.3083146810531615,0.07505559921264648,0.383370280265808,0.3083146810531615,0.07505559921264648,0.383370280265808,1.3962893204420745,0.8577326441359477,0.3399102866656185,1.736199607107693,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.6025737524032593,1.0,0.0
10,0.3333333333333333,3,11,0.0,-0.25,0.0861574858427047,0.1579370498657226,0.1579370498657226,0.3361574858427047,0.0717795640230179,0.4079370498657226,0.3361574858427047,0.0717795640230179,0.4079370498657226,1.3446299433708189,0.8331204575080549,0.2871182560920716,1.6317481994628904,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.8412560224533081,1.0,0.0
10,0.3333333333333333,4,11,0.0,-0.25,0.0990992560982704,0.2049115300178527,0.2049115300178527,0.3490992560982704,0.1058122739195823,0.45491153001785267,0.3490992560982704,0.1058122739195823,0.45491153001785267,1.3963970243930817,1.0677403452418959,0.4232490956783292,1.8196461200714107,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.8871862888336182,1.0,0.0
10,0.3333333333333333,5,11,0.0,-0.25,0.112518273293972,0.202751412987709,0.202751412987709,0.362518273293972,0.09023313969373699,0.452751412987709,0.362518273293972,0.09023313969373699,0.452751412987709,1.450073093175888,0.8019420939564942,0.36093255877494795,1.811005651950836,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9089823365211488,1.0,0.0
11,0.3666666666666666,0,11,0.0,-0.25,0.127661719918251,0.2087958455085754,0.2087958455085754,0.37766171991825104,0.0811341255903244,0.45879584550857544,0.37766171991825104,0.0811341255903244,0.45879584550857544,1.5106468796730042,0.6355399695560984,0.3245365023612976,1.8351833820343018,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.9130704998970032,1.0,0.0
11,0.3666666666666666,1,11,0.0,-0.25,-0.2783052623271942,0.1976276189088821,0.1976276189088821,-0.028305262327194214,0.47593288123607635,0.44762761890888214,0.028305262327194214,0.47593288123607635,0.44762761890888214,0.11322104930877686,1.710110966843803,1.9037315249443054,1.7905104756355286,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.958276093006134,1.0,0.0
11,0.3666666666666666,2,11,0.0,-0.25,0.1780174076557159,0.1696651130914688,0.1696651130914688,0.4280174076557159,-0.008352294564247076,0.4196651130914688,0.4280174076557159,0.008352294564247076,0.4196651130914688,1.7120696306228635,0.046918414745148636,0.0334091782569883,1.6786604523658752,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.8053070306777954,1.0,0.0
11,0.3666666666666666,3,11,0.0,-0.2374480664730072,0.0866504833102226,0.1640354394912719,0.1640354394912719,0.32409854978322983,0.07738495618104929,0.40148350596427906,0.32409854978322983,0.07738495618104929,0.40148350596427906,1.3649239372520767,0.8930701044562991,0.325902658760316,1.6908265960123925,0.0014537491369992,-0.9407552480697632,0.0,0.0,0.6789523959159851,1.0,0.0
