step,time_s,env_id,terrain_level,row_progress,front_pitch_ref,q_desired_spm1_platform_joint_y,q_actual_spm1_platform_joint_y,front_pitch_actual,policy_minus_ref,actual_minus_desired,actual_minus_ref,policy_abs_error,control_abs_error,total_abs_error,policy_rel_error_ref_floor005,control_rel_error_des_floor005,control_rel_error_ref_floor005,total_rel_error_ref_floor005,step_up_distance_m,step_up_front_gap_m,step_up_posture_phase_weight,step_up_posture_weight,terrain_gate_step_up,step_up_posture_badness,step_up_front_posture_penalty_raw
1100,36.66666666666666,0,13,0.0,-0.25,-0.409370869398117,-0.4336621463298797,-0.4336621463298797,-0.159370869398117,-0.024291276931762695,-0.1836621463298797,0.159370869398117,0.024291276931762695,0.1836621463298797,0.637483477592468,0.059338069089960574,0.09716510772705078,0.7346485853195188,0.6143239140510559,-0.327885091304779,1.0,0.9750323295593262,0.9750323295593262,0.0,0.000228399891057
1101,36.7,0,13,0.0,-0.25,-0.270235925912857,-0.4112897217273712,-0.4112897217273712,-0.020235925912857,-0.14105379581451422,-0.16128972172737122,0.020235925912857,0.14105379581451422,0.16128972172737122,0.080943703651428,0.5219653728053902,0.5642151832580569,0.6451588869094849,0.6143239140510559,-0.327885091304779,1.0,0.98396897315979,0.98396897315979,0.0,0.0001777592842699
1102,36.73333333333333,0,13,0.0,-0.25,-0.376684695482254,-0.4005376100540161,-0.4005376100540161,-0.12668469548225397,-0.02385291457176214,-0.1505376100540161,0.12668469548225397,0.02385291457176214,0.1505376100540161,0.5067387819290159,0.0633232909588329,0.09541165828704856,0.6021504402160645,0.5121792554855347,-0.4300297498703003,1.0,0.975923478603363,0.975923478603363,0.0,0.0001535830670036
1103,36.766666666666666,0,13,0.0,-0.25,-0.5594258904457092,-0.4176932871341705,-0.4176932871341705,-0.30942589044570923,0.14173260331153875,-0.16769328713417048,0.30942589044570923,0.14173260331153875,0.16769328713417048,1.237703561782837,0.2533536715624954,0.566930413246155,0.6707731485366819,0.5121792554855347,-0.4300297498703003,1.0,0.9353483319282532,0.9353483319282532,0.0,0.000182659481652
1104,36.8,0,13,0.0,-0.25,-0.1492225229740142,-0.3687736988067627,-0.3687736988067627,0.1007774770259858,-0.2195511758327485,-0.1187736988067627,0.1007774770259858,0.2195511758327485,0.1187736988067627,0.4031099081039432,1.4713005212422352,0.878204703330994,0.4750947952270508,0.5121792554855347,-0.4300297498703003,1.0,0.839532732963562,0.839532732963562,0.0,8.224617340601981e-05
1105,36.833333333333336,0,13,0.0,-0.25,-0.2996669709682464,-0.3563694357872009,-0.3563694357872009,-0.049666970968246404,-0.05670246481895452,-0.10636943578720093,0.049666970968246404,0.05670246481895452,0.10636943578720093,0.19866788387298562,0.18921826665029054,0.2268098592758181,0.4254777431488037,0.5121792554855347,-0.4300297498703003,1.0,0.8410194516181946,0.8410194516181946,0.0,6.608109833905473e-05
1106,36.86666666666667,0,13,0.0,-0.25,-0.3985856175422668,-0.3584949672222137,-0.3584949672222137,-0.1485856175422668,0.0400906503200531,-0.10849496722221369,0.1485856175422668,0.0400906503200531,0.10849496722221369,0.5943424701690672,0.10058228033228472,0.1603626012802124,0.43397986888885476,0.5121792554855347,-0.4300297498703003,1.0,0.9406743049621582,0.9406743049621582,0.0,7.689462654525414e-05
1107,36.9,0,13,0.0,-0.25,-0.1946256160736084,-0.3271932899951935,-0.3271932899951935,0.0553743839263916,-0.13256767392158508,-0.07719328999519348,0.0553743839263916,0.13256767392158508,0.07719328999519348,0.2214975357055664,0.6811419616595963,0.5302706956863403,0.3087731599807739,0.5121792554855347,-0.4300297498703003,1.0,0.9799538850784302,0.9799538850784302,0.0,4.055106546729803e-05
1108,36.93333333333333,0,13,0.0,-0.25,-0.1917528808116912,-0.30450439453125,-0.30450439453125,0.0582471191883088,-0.1127515137195588,-0.05450439453125,0.0582471191883088,0.1127515137195588,0.05450439453125,0.2329884767532352,0.5880042753062218,0.4510060548782352,0.218017578125,0.5121792554855347,-0.4300297498703003,1.0,0.9835668802261353,0.9835668802261353,0.0,2.0291046894271855e-05
1109,36.96666666666667,0,13,0.0,-0.25,-0.182558998465538,-0.2901521325111389,-0.2901521325111389,0.067441001534462,-0.10759313404560092,-0.040152132511138916,0.067441001534462,0.10759313404560092,0.040152132511138916,0.269764006137848,0.5893608912732476,0.4303725361824037,0.16060853004455566,0.410034030675888,-0.5321749448776245,1.0,0.9824052453041076,0.9824052453041076,0.0,1.0998803190886974e-05
1110,37.0,0,13,0.0,-0.25,-0.1585047245025634,-0.2745138704776764,-0.2745138704776764,0.0914952754974366,-0.116009145975113,-0.02451387047767639,0.0914952754974366,0.116009145975113,0.02451387047767639,0.3659811019897464,0.7318970859650108,0.464036583900452,0.09805548191070557,0.410034030675888,-0.5321749448776245,1.0,0.9422831535339355,0.9422831535339355,0.0,3.93226446249173e-06
