step,front_roll_raw_deg,front_pitch_raw_deg,front_yaw_raw_deg,rear_roll_raw_deg,rear_pitch_raw_deg,rear_yaw_raw_deg,front_roll_bias_deg,front_pitch_bias_deg,front_yaw_bias_deg,rear_roll_bias_deg,rear_pitch_bias_deg,rear_yaw_bias_deg,front_roll_meas_deg,front_pitch_meas_deg,front_yaw_meas_deg,rear_roll_meas_deg,rear_pitch_meas_deg,rear_yaw_meas_deg,front_roll_des_deg,front_pitch_des_deg,front_yaw_des_deg,rear_roll_des_deg,rear_pitch_des_deg,rear_yaw_des_deg,front_roll_cmd_deg,front_pitch_cmd_deg,front_yaw_cmd_deg,rear_roll_cmd_deg,rear_pitch_cmd_deg,rear_yaw_cmd_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_cmd_0_deg,front_q_cmd_1_deg,front_q_cmd_2_deg,rear_q_cmd_0_deg,rear_q_cmd_1_deg,rear_q_cmd_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_track_err_0_deg,front_track_err_1_deg,front_track_err_2_deg,rear_track_err_0_deg,rear_track_err_1_deg,rear_track_err_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
1230,-8.205288,0.625077,-0.25672,-0.023257,0.004633,-0.023206,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-8.116044,0.533311,-0.262556,-0.065247,0.017988,-0.020896,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,8.49758,0.0,0.0,0.0,-4.821037,-4.691372,-4.748986,-0.032739,-0.013899,-0.026113,-4.819926,-4.690261,-4.747875,-0.032739,-0.013899,-0.026113,-4.776091,-4.592941,-4.700084,0.026695,0.019023,-0.005138,-0.043835,-0.097319,-0.047791,-0.059434,-0.032922,-0.020975,0.0,0.0,-0.0,-0.0,0.0,0.0,
1260,-8.215175,0.621907,-0.397928,-0.013525,-0.000393,-0.009606,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-8.125931,0.530142,-0.403764,-0.055515,0.012962,-0.007297,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,8.499997,0.0,0.0,0.0,-4.822318,-4.692653,-4.750267,-0.032739,-0.013899,-0.026113,-4.822317,-4.692652,-4.750266,-0.032739,-0.013899,-0.026113,-4.780589,-4.604439,-4.708598,0.01133,0.01211,0.000273,-0.041728,-0.088212,-0.041667,-0.044069,-0.026009,-0.026386,0.0,0.0,-0.0,-0.0,0.0,0.0,
1290,-8.199312,0.620009,-0.482362,-0.0236,0.005321,-0.014454,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-8.110068,0.528243,-0.488198,-0.06559,0.018676,-0.012145,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.771388,-4.600081,-4.702194,0.022822,0.01628,0.002806,-0.050932,-0.092573,-0.048075,-0.05556,-0.03018,-0.02892,0.0,0.0,0.0,-0.0,0.0,0.0,
1320,-8.199374,0.619998,-0.482382,-0.023602,0.005314,-0.014457,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-8.110131,0.528232,-0.488218,-0.065592,0.018669,-0.012148,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.771424,-4.600152,-4.7022,0.022825,0.016291,0.00281,-0.050896,-0.092503,-0.048069,-0.055564,-0.03019,-0.028923,-0.0,-0.0,0.0,-0.0,0.0,0.0,
1350,-8.199379,0.620043,-0.482453,-0.023586,0.005304,-0.014456,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-8.110136,0.528278,-0.488288,-0.065576,0.018659,-0.012147,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.77145,-4.600114,-4.702231,0.022804,0.016287,0.002803,-0.05087,-0.092541,-0.048038,-0.055543,-0.030186,-0.028916,0.0,0.0,-0.0,-0.0,0.0,0.0,
1380,-8.199382,0.620056,-0.4825,-0.023593,0.005303,-0.014448,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-8.110139,0.52829,-0.488335,-0.065583,0.018658,-0.012139,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.771464,-4.600117,-4.702223,0.022801,0.016299,0.002812,-0.050856,-0.092538,-0.048046,-0.05554,-0.030198,-0.028925,0.0,0.0,-0.0,-0.0,0.0,0.0,
1410,-8.19939,0.620062,-0.482548,-0.023573,0.005282,-0.014436,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-8.110147,0.528296,-0.488383,-0.065563,0.018637,-0.012127,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.77147,-4.600114,-4.70223,0.02277,0.016287,0.002808,-0.05085,-0.092541,-0.048039,-0.055508,-0.030187,-0.028922,0.0,0.0,-0.0,-0.0,0.0,0.0,
1440,-8.199412,0.620041,-0.482559,-0.02358,0.005299,-0.014449,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-8.110168,0.528275,-0.488395,-0.06557,0.018655,-0.012139,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.82232,-4.692655,-4.750269,-0.032739,-0.013899,-0.026113,-4.771482,-4.600171,-4.70221,0.022795,0.016281,0.002797,-0.050838,-0.092484,-0.048058,-0.055534,-0.03018,-0.02891,0.0,0.0,-0.0,-0.0,0.0,0.0,
1470,-10.860556,1.002903,-0.846989,-0.019868,0.003439,-0.022163,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-10.771312,0.911137,-0.852825,-0.061859,0.016794,-0.019854,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.668531,0.0,0.0,0.0,-6.475963,-6.346298,-6.403912,-0.032739,-0.013899,-0.026113,-6.346986,-6.21732,-6.274934,-0.032739,-0.013899,-0.026113,-6.286406,-6.102508,-6.220671,0.022645,0.018883,-0.005339,-0.06058,-0.114812,-0.054264,-0.055384,-0.032782,-0.020774,0.0,0.0,0.0,-0.0,0.0,0.0,
1500,-11.411752,1.086533,-0.932655,-0.021697,0.00408,-0.015277,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.322509,0.994767,-0.938491,-0.063688,0.017435,-0.012967,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.99959,0.0,0.0,0.0,-6.645776,-6.516111,-6.573725,-0.032739,-0.013899,-0.026113,-6.645594,-6.515929,-6.573543,-0.032739,-0.013899,-0.026113,-6.594819,-6.419082,-6.533276,0.021044,0.016612,0.001299,-0.050775,-0.096847,-0.040267,-0.053783,-0.030511,-0.027412,0.0,0.0,-0.0,-0.0,0.0,0.0,
1530,-11.412319,1.086696,-0.932834,-0.021777,0.004152,-0.015366,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.323076,0.99493,-0.93867,-0.063767,0.017507,-0.013057,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.999999,0.0,0.0,0.0,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.595133,-6.419321,-6.533724,0.02118,0.016657,0.001288,-0.050853,-0.097,-0.040211,-0.053918,-0.030557,-0.027401,0.0,0.0,-0.0,-0.0,0.0,0.0,
1560,-11.412237,1.086712,-0.932905,-0.021791,0.004196,-0.015403,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.322994,0.994946,-0.93874,-0.063781,0.017551,-0.013093,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.595035,-6.419205,-6.53379,0.021237,0.01664,0.001263,-0.050952,-0.097116,-0.040145,-0.053975,-0.030539,-0.027376,-0.0,0.0,-0.0,-0.0,0.0,0.0,
1590,-11.412144,1.086743,-0.93299,-0.021832,0.004283,-0.015464,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.3229,0.994978,-0.938826,-0.063822,0.017638,-0.013155,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.594957,-6.419057,-6.533873,0.021347,0.016637,0.001242,-0.05103,-0.097264,-0.040063,-0.054085,-0.030536,-0.027355,-0.0,0.0,0.0,-0.0,0.0,0.0,
1620,-11.411992,1.086892,-0.933071,-0.021901,0.004424,-0.015613,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.322749,0.995126,-0.938907,-0.063891,0.017779,-0.013304,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.594936,-6.418809,-6.53393,0.021546,0.016649,0.001183,-0.051051,-0.097512,-0.040005,-0.054284,-0.030548,-0.027296,0.0,0.0,0.0,-0.0,0.0,0.0,
1650,-11.412246,1.087405,-0.933157,-0.022012,0.004409,-0.01651,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.323003,0.995639,-0.938993,-0.064002,0.017764,-0.014201,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.595374,-6.418652,-6.534142,0.021994,0.017103,0.000529,-0.050613,-0.097669,-0.039793,-0.054733,-0.031002,-0.026642,0.0,0.0,0.0,-0.0,0.0,0.0,
1680,-10.304041,0.892867,-0.754135,-0.008585,-0.00039,-0.001562,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-10.214797,0.801101,-0.759971,-0.050575,0.012965,0.000748,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,10.08057,0.0,0.0,0.0,-5.653694,-5.524028,-5.581642,-0.032739,-0.013899,-0.026113,-5.967291,-5.837626,-5.89524,-0.032739,-0.013899,-0.026113,-5.95755,-5.804302,-5.896164,0.004952,0.00599,0.003961,-0.009741,-0.033324,0.000924,-0.037691,-0.019889,-0.030074,0.0,0.0,-0.0,-0.0,0.0,0.0,
1710,3.333866,0.277653,0.014369,0.079983,-0.045113,0.007368,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,3.42311,0.185887,0.008533,0.037992,-0.031758,0.009678,0.0,0.0,-6.5,0.0,0.0,0.0,0.0,0.0,-4.500519,0.0,0.0,0.0,2.539379,2.669044,2.61143,-0.032739,-0.013899,-0.026113,1.985248,2.114914,2.057299,-0.032739,-0.013899,-0.026113,1.800361,2.066224,1.951636,-0.081687,-0.01671,-0.039178,0.184887,0.048689,0.105663,0.048949,0.002811,0.013065,-0.0,-0.0,0.0,-0.0,0.0,0.0,
1740,12.161982,1.347983,0.35995,0.090841,-0.032867,-0.000575,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,12.251226,1.256217,0.354114,0.048851,-0.019512,0.001734,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-11.971178,0.0,0.0,0.0,7.224837,7.354502,7.296888,-0.032739,-0.013899,-0.026113,7.208753,7.338418,7.280804,-0.032739,-0.013899,-0.026113,7.10999,7.330451,7.228041,-0.075771,-0.023258,-0.055236,0.098763,0.007967,0.052763,0.043033,0.009359,0.029123,0.0,0.0,-0.0,-0.0,0.0,0.0,
1770,12.227037,1.369085,0.366524,0.088742,-0.030603,0.003849,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,12.316281,1.277319,0.360689,0.046752,-0.017248,0.006159,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-11.999964,0.0,0.0,0.0,7.243568,7.373233,7.315619,-0.032739,-0.013899,-0.026113,7.243548,7.373213,7.315599,-0.032739,-0.013899,-0.026113,7.143914,7.375663,7.270235,-0.074909,-0.025711,-0.05052,0.099634,-0.002449,0.045364,0.042171,0.011812,0.024407,0.0,0.0,-0.0,-0.0,0.0,0.0,
1800,12.227127,1.369121,0.366407,0.088727,-0.030605,0.003861,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,12.316371,1.277355,0.360571,0.046737,-0.01725,0.00617,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,7.243591,7.373257,7.315642,-0.032739,-0.013899,-0.026113,7.243591,7.373257,7.315642,-0.032739,-0.013899,-0.026113,7.14396,7.375717,7.270284,-0.074906,-0.025718,-0.050506,0.099631,-0.002461,0.045359,0.042168,0.011818,0.024393,-0.0,0.0,-0.0,-0.0,0.0,0.0,
1830,8.358958,0.675228,0.168085,0.094965,-0.019466,-0.00336,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,8.448201,0.583462,0.162249,0.052975,-0.006111,-0.00105,0.0,0.0,-5.5,0.0,0.0,0.0,0.0,0.0,-7.390049,0.0,0.0,0.0,4.310505,4.440171,4.382557,-0.032739,-0.013899,-0.026113,4.835619,4.965285,4.907671,-0.032739,-0.013899,-0.026113,4.830724,4.996193,4.914855,-0.0676,-0.035763,-0.059657,0.004895,-0.030909,-0.007184,0.034862,0.021864,0.033544,0.0,-0.0,0.0,-0.0,0.0,0.0,
1860,-6.283398,0.432456,-0.234182,-0.014058,-0.005205,-0.02362,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-6.194154,0.34069,-0.240018,-0.056048,0.00815,-0.021311,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.500136,0.0,0.0,0.0,-4.28961,-4.159944,-4.217558,-0.032739,-0.013899,-0.026113,-3.786548,-3.656882,-3.714496,-0.032739,-0.013899,-0.026113,-3.692095,-3.491081,-3.618184,0.014359,0.021335,-0.011008,-0.094452,-0.165801,-0.096312,-0.047098,-0.035234,-0.015105,0.0,0.0,-0.0,-0.0,0.0,0.0,
1890,-11.40775,1.084135,-0.916275,-0.018439,0.001047,-0.012853,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.318506,0.992369,-0.92211,-0.060429,0.014402,-0.010544,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.992444,0.0,0.0,0.0,-6.642117,-6.512452,-6.570066,-0.032739,-0.013899,-0.026113,-6.63877,-6.509105,-6.566719,-0.032739,-0.013899,-0.026113,-6.592397,-6.422933,-6.52302,0.01606,0.015713,0.001118,-0.046373,-0.086172,-0.043699,-0.048799,-0.029612,-0.027231,-0.0,0.0,-0.0,-0.0,0.0,0.0,
1920,-11.42347,1.086614,-0.914828,-0.018555,0.002951,-0.014056,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.334226,0.994848,-0.920664,-0.060545,0.016306,-0.011747,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.999991,0.0,0.0,0.0,-6.645982,-6.516316,-6.57393,-0.032739,-0.013899,-0.026113,-6.645977,-6.516312,-6.573926,-0.032739,-0.013899,-0.026113,-6.603632,-6.433778,-6.527208,0.018032,0.015005,0.000306,-0.042346,-0.082534,-0.046718,-0.05077,-0.028905,-0.026419,-0.0,0.0,0.0,-0.0,0.0,0.0,
1950,-11.421167,1.08707,-0.917632,-0.019183,0.004674,-0.014835,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.331923,0.995305,-0.923468,-0.061173,0.018029,-0.012525,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.601817,-6.430653,-6.528715,0.019965,0.014523,0.000114,-0.04417,-0.085668,-0.04522,-0.052703,-0.028422,-0.026227,0.0,0.0,0.0,-0.0,0.0,0.0,
1980,-0.991362,0.092892,0.00119,-0.035512,0.028616,-0.0067,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.902118,0.001127,-0.004646,-0.077502,0.041972,-0.00439,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-0.003869,0.0,0.0,0.0,-0.116583,0.013082,-0.044532,-0.032739,-0.013899,-0.026113,-0.644554,-0.514889,-0.572503,-0.032739,-0.013899,-0.026113,-0.636448,-0.513514,-0.565203,0.043399,0.00298,0.01525,-0.008106,-0.001375,-0.0073,-0.076137,-0.016879,-0.041363,0.0,0.0,0.0,-0.0,0.0,0.0,
2010,11.796939,1.290779,0.1006,0.085551,-0.033982,0.005526,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,11.886182,1.199013,0.094764,0.043561,-0.020627,0.007835,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-11.785256,0.0,0.0,0.0,7.103987,7.233652,7.176038,-0.032739,-0.013899,-0.026113,6.990743,7.120409,7.062795,-0.032739,-0.013899,-0.026113,6.875881,7.115788,7.004507,-0.077262,-0.024445,-0.044016,0.114862,0.004621,0.058288,0.044523,0.010545,0.017903,0.0,-0.0,-0.0,-0.0,0.0,0.0,
2040,12.226738,1.366359,0.364453,0.089351,-0.02918,0.004943,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,12.315981,1.274593,0.358618,0.047361,-0.015824,0.007252,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-11.999734,0.0,0.0,0.0,7.243418,7.373084,7.315469,-0.032739,-0.013899,-0.026113,7.243268,7.372934,7.31532,-0.032739,-0.013899,-0.026113,7.143763,7.375223,7.269687,-0.074767,-0.027572,-0.050079,0.099506,-0.002289,0.045632,0.042028,0.013672,0.023966,0.0,0.0,-0.0,-0.0,0.0,0.0,
2070,12.226002,1.367208,0.365807,0.089623,-0.029364,0.005006,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,12.315245,1.275442,0.359971,0.047632,-0.016008,0.007315,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,7.243591,7.373256,7.315642,-0.032739,-0.013899,-0.026113,7.243591,7.373256,7.315642,-0.032739,-0.013899,-0.026113,7.142049,7.374804,7.270666,-0.075088,-0.027607,-0.050185,0.101542,-0.001547,0.044976,0.04235,0.013708,0.024072,0.0,0.0,0.0,-0.0,0.0,0.0,
2100,6.894863,0.5002,0.113168,0.102688,-0.018868,-0.001738,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,6.984106,0.408435,0.107332,0.060698,-0.005513,0.000571,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-5.943705,0.0,0.0,0.0,3.417573,3.547239,3.489624,-0.032739,-0.013899,-0.026113,3.963118,4.092784,4.035169,-0.032739,-0.013899,-0.026113,3.95147,4.128927,4.037664,-0.07225,-0.041855,-0.06269,0.011648,-0.036144,-0.002495,0.039512,0.027956,0.036576,0.0,0.0,0.0,-0.0,0.0,0.0,
2130,-7.706678,0.572816,-0.250106,-0.01434,-0.008846,-0.023438,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-7.617434,0.48105,-0.255942,-0.05633,0.004509,-0.021129,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,9.00007,0.0,0.0,0.0,-5.086767,-4.957101,-5.014715,-0.032739,-0.013899,-0.026113,-4.591152,-4.461486,-4.519101,-0.032739,-0.013899,-0.026113,-4.498474,-4.299649,-4.42443,0.012331,0.023526,-0.011313,-0.092677,-0.161837,-0.094671,-0.04507,-0.037425,-0.0148,0.0,0.0,-0.0,-0.0,0.0,0.0,
2160,-11.429949,1.07057,-0.581959,-0.019859,-0.00052,-0.018268,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.340706,0.978804,-0.587795,-0.061849,0.012835,-0.015959,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.996132,0.0,0.0,0.0,-6.644005,-6.51434,-6.571954,-0.032739,-0.013899,-0.026113,-6.64229,-6.512625,-6.570239,-0.032739,-0.013899,-0.026113,-6.596828,-6.415313,-6.529841,0.018919,0.018952,-0.003292,-0.045462,-0.097312,-0.040398,-0.051658,-0.032852,-0.022821,-0.0,0.0,0.0,-0.0,0.0,0.0,
2190,-11.408501,1.077308,-0.929457,-0.02528,0.003476,-0.01619,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.319258,0.985542,-0.935292,-0.06727,0.016831,-0.01388,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.999995,0.0,0.0,0.0,-6.645984,-6.516319,-6.573933,-0.032739,-0.013899,-0.026113,-6.645982,-6.516316,-6.573931,-0.032739,-0.013899,-0.026113,-6.592479,-6.417966,-6.529659,0.022898,0.019531,0.002746,-0.053502,-0.09835,-0.044272,-0.055636,-0.03343,-0.028859,-0.0,0.0,0.0,-0.0,0.0,0.0,
2220,-1.985707,0.120789,-0.025373,-0.026692,0.021369,-0.001564,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.896463,0.029023,-0.031209,-0.068683,0.034724,0.000746,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.993955,0.0,0.0,0.0,-0.689811,-0.560146,-0.61776,-0.032739,-0.013899,-0.026113,-1.211463,-1.081798,-1.139412,-0.032739,-0.013899,-0.026113,-1.210562,-1.077614,-1.14262,0.031032,0.000996,0.014415,-0.000901,-0.004184,0.003208,-0.063771,-0.014896,-0.040528,0.0,-0.0,-0.0,-0.0,0.0,0.0,
2250,11.562642,1.256447,0.224864,0.083726,-0.030894,0.00715,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,11.651885,1.164681,0.219028,0.041736,-0.017539,0.009459,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-11.664463,0.0,0.0,0.0,7.025588,7.155253,7.097639,-0.032739,-0.013899,-0.026113,6.854724,6.984389,6.926775,-0.032739,-0.013899,-0.026113,6.727034,6.975565,6.865945,-0.074069,-0.025393,-0.043425,0.12769,0.008824,0.06083,0.041331,0.011494,0.017312,0.0,0.0,-0.0,-0.0,0.0,0.0,
2280,12.225099,1.38906,0.352704,0.090714,-0.03108,0.006294,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,12.314343,1.297294,0.346869,0.048723,-0.017725,0.008604,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-11.999585,0.0,0.0,0.0,7.243321,7.372986,7.315372,-0.032739,-0.013899,-0.026113,7.243087,7.372752,7.315138,-0.032739,-0.013899,-0.026113,7.147328,7.376977,7.265545,-0.077565,-0.02735,-0.049703,0.095759,-0.004224,0.049593,0.044826,0.013451,0.02359,-0.0,0.0,0.0,-0.0,0.0,0.0,
2310,12.225934,1.38925,0.352667,0.090744,-0.031055,0.006324,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,12.315178,1.297485,0.346831,0.048753,-0.0177,0.008634,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-11.999999,0.0,0.0,0.0,7.243591,7.373256,7.315642,-0.032739,-0.013899,-0.026113,7.243591,7.373256,7.315642,-0.032739,-0.013899,-0.026113,7.147827,7.377481,7.266083,-0.077573,-0.027409,-0.049685,0.095764,-0.004225,0.049559,0.044835,0.01351,0.023572,-0.0,-0.0,-0.0,-0.0,0.0,0.0,
2340,-0.082175,0.132853,-0.016999,0.096817,-0.029594,0.00053,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.007069,0.041088,-0.022835,0.054827,-0.016239,0.00284,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.002476,0.0,0.0,0.0,-0.694681,-0.565016,-0.62263,-0.032739,-0.013899,-0.026113,-0.158852,-0.029187,-0.086801,-0.032739,-0.013899,-0.026113,-0.134523,0.053511,-0.061122,-0.077087,-0.035095,-0.055442,-0.024329,-0.082697,-0.025679,0.044349,0.021196,0.029329,0.0,0.0,0.0,-0.0,0.0,0.0,
2370,-11.192053,1.028187,-0.749492,-0.014213,-0.004138,-0.01549,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.102809,0.936421,-0.755327,-0.056203,0.009217,-0.013181,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.862564,0.0,0.0,0.0,-6.575558,-6.445892,-6.503506,-0.032739,-0.013899,-0.026113,-6.51659,-6.386924,-6.444539,-0.032739,-0.013899,-0.026113,-6.464106,-6.287081,-6.402975,0.011593,0.017538,-0.004125,-0.052483,-0.099844,-0.041563,-0.044332,-0.031437,-0.021988,0.0,0.0,0.0,-0.0,0.0,0.0,
2400,-11.423947,1.077737,-0.923055,-0.016902,0.000208,-0.010775,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.334703,0.985971,-0.928891,-0.058892,0.013563,-0.008465,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.99983,0.0,0.0,0.0,-6.645899,-6.516234,-6.573848,-0.032739,-0.013899,-0.026113,-6.645824,-6.516158,-6.573773,-0.032739,-0.013899,-0.026113,-6.602214,-6.432769,-6.530123,0.013738,0.014477,0.001812,-0.04361,-0.08339,-0.043649,-0.046477,-0.028376,-0.027925,0.0,0.0,-0.0,-0.0,0.0,0.0,
2430,-11.422411,1.076229,-0.926287,-0.017498,-0.000353,-0.010498,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.333168,0.984463,-0.932123,-0.059489,0.013002,-0.008188,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.600291,-6.431482,-6.530953,0.013529,0.015079,0.002376,-0.045695,-0.084838,-0.042982,-0.046267,-0.028978,-0.028489,0.0,0.0,-0.0,-0.0,0.0,0.0,
