step,front_roll_des_deg,front_pitch_des_deg,front_yaw_des_deg,rear_roll_des_deg,rear_pitch_des_deg,rear_yaw_des_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
3000,-1.0,1.0,3.0,-19.0,0.0,0.0,-0.906962,-1.386249,-2.848362,-1.608998,13.68512,-13.312273,-0.938013,-1.396329,-2.821226,-1.536898,13.510216,-13.1456,-0.0,0.0,0.0,-0.0,0.0,-0.0,
3030,-1.0,1.0,3.0,-24.0,0.0,0.0,-0.906962,-1.386249,-2.848362,-2.593221,17.476346,-16.727993,-0.871927,-1.44467,-2.843017,-2.596821,17.47572,-16.728228,-0.0,0.0,0.0,-0.0,0.0,0.0,
3060,-1.0,1.0,3.0,-16.0,0.0,0.0,-0.906962,-1.386249,-2.848362,-1.135659,11.463063,-11.239368,-0.80989,-1.494414,-2.879199,-1.226734,11.633034,-11.406518,-0.0,0.0,0.0,-0.0,-0.0,0.0,
3090,-1.0,1.0,3.0,-2.0,0.0,0.0,-0.906962,-1.386249,-2.848362,-0.017959,1.41474,-1.413819,-0.844696,-1.253199,-2.805519,0.025825,1.626758,-1.552075,-0.0,0.0,0.0,0.0,0.0,0.0,
3120,-1.0,1.0,3.0,7.0,0.0,0.0,-0.906962,-1.386249,-2.848362,-0.212568,-4.963109,4.942736,-0.851573,-1.300145,-2.791206,-0.147204,-4.937034,4.970333,-0.0,0.0,0.0,0.0,0.0,0.0,
3150,-1.0,1.0,3.0,7.0,0.0,0.0,-0.906962,-1.386249,-2.848362,-0.212568,-4.963109,4.942736,-0.849798,-1.298982,-2.792332,-0.146974,-4.937026,4.970242,-0.0,0.0,0.0,0.0,0.0,0.0,
3180,-1.0,1.0,3.0,7.0,11.0,0.0,-0.906962,-1.386249,-2.848362,9.371339,-8.923865,0.093719,-0.85857,-1.294199,-2.782561,9.216332,-8.782641,0.23698,-0.0,0.0,0.0,-0.0,-0.0,-0.0,
3210,-1.0,1.0,3.0,7.0,29.0,0.0,-0.906962,-1.386249,-2.848362,25.975689,-16.435747,-9.850101,-0.884753,-1.313134,-2.800537,25.995775,-16.415912,-9.817501,-0.0,0.0,0.0,-0.0,-0.0,0.0,
3240,-1.0,1.0,3.0,7.0,35.0,0.0,-0.906962,-1.386249,-2.848362,31.724109,-19.152237,-13.934552,-0.869702,-1.313225,-2.790006,31.762214,-19.132051,-13.906773,-0.0,0.0,0.0,0.0,0.0,-0.0,
3270,-1.0,1.0,3.0,7.0,35.0,0.0,-0.906962,-1.386249,-2.848362,31.724109,-19.152237,-13.934552,-0.87737,-1.316695,-2.794049,31.760646,-19.14071,-13.908715,-0.0,0.0,0.0,0.0,0.0,-0.0,
3300,-1.0,1.0,3.0,7.0,35.0,0.0,-0.906962,-1.386249,-2.848362,31.724109,-19.152237,-13.934552,-0.877295,-1.313376,-2.789289,31.762664,-19.139141,-13.90704,-0.0,0.0,0.0,0.0,0.0,-0.0,
3330,-1.0,1.0,3.0,7.0,25.0,0.0,-0.906962,-1.386249,-2.848362,22.195204,-14.674748,-7.368064,-0.872414,-1.314683,-2.791931,22.242117,-14.658831,-7.343842,-0.0,0.0,0.0,0.0,-0.0,0.0,
3360,-1.0,1.0,3.0,7.0,15.0,0.0,-0.906962,-1.386249,-2.848362,12.965441,-10.4933,-1.868329,-0.870814,-1.31249,-2.797292,13.012216,-10.478081,-1.843464,-0.0,0.0,0.0,0.0,-0.0,0.0,
3390,-1.0,1.0,3.0,7.0,-5.0,0.0,-0.906962,-1.386249,-2.848362,-4.428659,-3.351715,6.931963,-0.854399,-1.323807,-2.811051,-4.174712,-3.425637,6.863685,-0.0,0.0,0.0,-0.0,-0.0,-0.0,
3420,-1.0,1.0,3.0,7.0,-20.0,0.0,-0.906962,-1.386249,-2.848362,-16.636302,0.691129,12.336942,-0.878302,-1.448908,-2.85259,-16.652015,0.688993,12.33699,-0.0,0.0,0.0,0.0,0.0,0.0,
3450,-1.0,1.0,3.0,7.0,-35.0,0.0,-0.906962,-1.386249,-2.848362,-28.425471,3.41699,17.249938,-0.886718,-1.423322,-2.863852,-28.436413,3.418895,17.247891,-0.0,0.0,0.0,0.0,0.0,-0.0,
3480,-1.0,1.0,3.0,7.0,-35.0,0.0,-0.906962,-1.386249,-2.848362,-28.425471,3.41699,17.249938,-0.889828,-1.451712,-2.86431,-28.439922,3.415605,17.250307,-0.0,0.0,0.0,0.0,0.0,-0.0,
3510,-1.0,1.0,3.0,7.0,-19.0,0.0,-0.906962,-1.386249,-2.848362,-15.839432,0.460707,11.996756,-0.871296,-1.486222,-2.828203,-16.039567,0.51008,12.078552,-0.0,0.0,0.0,0.0,0.0,-0.0,
3540,-1.0,1.0,3.0,7.0,-7.0,0.0,-0.906962,-1.386249,-2.848362,-6.092365,-2.742571,7.697035,-0.840876,-1.304934,-2.788771,-6.233288,-2.626642,7.808811,-0.0,0.0,0.0,-0.0,-0.0,0.0,
3570,-1.0,1.0,3.0,7.0,12.0,0.0,-0.906962,-1.386249,-2.848362,10.264415,-9.31018,-0.385611,-0.862444,-1.304025,-2.794908,10.305265,-9.27704,-0.352769,-0.0,0.0,0.0,0.0,0.0,0.0,
3600,-1.0,1.0,3.0,7.0,25.0,0.0,-0.906962,-1.386249,-2.848362,22.195204,-14.674748,-7.368064,-0.877789,-1.311326,-2.798916,22.233464,-14.665034,-7.341188,-0.0,0.0,0.0,-0.0,0.0,-0.0,
3630,-1.0,1.0,3.0,7.0,25.0,0.0,-0.906962,-1.386249,-2.848362,22.195204,-14.674748,-7.368064,-0.867617,-1.308949,-2.785914,22.242514,-14.66042,-7.334166,-0.0,0.0,0.0,-0.0,0.0,-0.0,
3660,-1.0,1.0,3.0,7.0,25.0,1.0,-0.906962,-1.386249,-2.848362,21.793536,-15.237371,-8.126378,-0.85153,-1.217333,-2.763964,21.94208,-15.089288,-7.92773,-0.0,0.0,0.0,0.0,0.0,0.0,
3690,-1.0,1.0,3.0,7.0,25.0,20.0,-0.906962,-1.386249,-2.848362,14.966251,-25.185417,-20.998756,-0.906694,-1.347112,-2.833562,14.979078,-25.167266,-20.98473,-0.0,0.0,0.0,0.0,-0.0,-0.0,
3720,-1.0,1.0,3.0,7.0,25.0,32.0,-0.906962,-1.386249,-2.848362,11.544802,-31.024413,-28.051382,-0.914986,-1.384136,-2.868168,11.65771,-30.910612,-27.90408,-0.0,0.0,0.0,0.0,0.0,-0.0,
3750,-1.0,1.0,3.0,7.0,25.0,35.0,-0.906962,-1.386249,-2.848362,10.811613,-32.469658,-29.736399,-0.892927,-1.340689,-2.834449,10.838448,-32.464248,-29.722804,-0.0,0.0,0.0,-0.0,-0.0,0.0,
3780,-1.0,1.0,3.0,7.0,25.0,29.0,-0.906962,-1.386249,-2.848362,12.328594,-29.577954,-26.34044,-0.878364,-1.349312,-2.82384,12.315179,-29.70912,-26.463013,-0.0,0.0,0.0,-0.0,0.0,-0.0,
3810,-1.0,1.0,3.0,7.0,25.0,13.0,-0.906962,-1.386249,-2.848362,17.294432,-21.659041,-16.555748,-0.872769,-1.316031,-2.806025,17.333485,-21.645769,-16.530286,-0.0,0.0,0.0,0.0,0.0,0.0,
3840,-1.0,1.0,3.0,7.0,25.0,-3.0,-0.906962,-1.386249,-2.848362,23.423187,-12.957096,-5.034516,-0.876633,-1.390136,-2.827022,23.33083,-13.102367,-5.224699,-0.0,0.0,0.0,0.0,0.0,-0.0,
3870,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.969879,-1.342691,-2.836552,29.440233,-4.402269,6.938974,-0.0,0.0,0.0,0.0,-0.0,-0.0,
3900,-1.0,1.0,3.0,7.0,25.0,-21.0,-0.906962,-1.386249,-2.848362,31.431578,-1.524927,11.075098,-0.964044,-1.412493,-2.871717,31.415441,-1.527932,11.047903,-0.0,0.0,0.0,-0.0,-0.0,0.0,
3930,-1.0,1.0,3.0,7.0,25.0,-21.0,-0.906962,-1.386249,-2.848362,31.431578,-1.524927,11.075098,-0.96983,-1.413782,-2.872152,31.411944,-1.526879,11.048102,-0.0,0.0,0.0,-0.0,-0.0,0.0,
3960,-1.0,1.0,3.0,7.0,25.0,-8.0,-0.906962,-1.386249,-2.848362,25.543012,-9.986829,-0.937332,-0.988405,-1.39903,-2.898738,25.508375,-9.99265,-0.962311,-0.0,0.0,0.0,0.0,0.0,-0.0,
3990,-1.0,1.0,3.0,7.0,25.0,2.0,-0.906962,-1.386249,-2.848362,21.39579,-15.795259,-8.875286,-0.878289,-1.316181,-2.797695,21.432428,-15.782522,-8.848494,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4020,-1.0,1.0,3.0,7.0,25.0,2.0,-0.906962,-1.386249,-2.848362,21.39579,-15.795259,-8.875286,-0.882777,-1.323356,-2.804343,21.428873,-15.777658,-8.854036,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4050,-1.0,1.0,3.0,7.0,25.0,2.0,-0.906962,-1.386249,-2.848362,21.39579,-15.795259,-8.875286,-0.883579,-1.326289,-2.802196,21.430132,-15.773699,-8.855195,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4080,-1.0,1.0,3.0,7.0,25.0,2.0,-0.906962,-1.386249,-2.848362,21.39579,-15.795259,-8.875286,-0.871268,-1.298627,-2.786752,21.441731,-15.773752,-8.846408,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4110,-1.0,1.0,3.0,7.0,25.0,2.0,-0.906962,-1.386249,-2.848362,21.39579,-15.795259,-8.875286,-0.869078,-1.29985,-2.786874,21.445064,-15.776711,-8.84697,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4140,-1.0,1.0,3.0,7.0,25.0,3.0,-0.906962,-1.386249,-2.848362,21.002019,-16.348552,-9.615008,-0.861265,-1.296527,-2.780225,21.059835,-16.353375,-9.588,-0.0,0.0,0.0,0.0,0.0,0.0,
4170,-1.0,1.0,3.0,7.0,25.0,-14.0,-0.906962,-1.386249,-2.848362,28.19824,-6.224151,4.351743,-0.954114,-1.362411,-2.849065,28.076457,-6.376629,4.131208,-0.0,0.0,0.0,-0.0,-0.0,0.0,
4200,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.979168,-1.397244,-2.875258,29.547713,-4.249896,7.138749,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4230,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.973333,-1.393889,-2.873163,29.553477,-4.25424,7.138662,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4260,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4290,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4320,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4350,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4380,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4410,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4440,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4470,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4500,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4530,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4560,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4590,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4620,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4650,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4680,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4710,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4740,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4770,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4800,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4830,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4860,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4890,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4920,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4950,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4980,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5010,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5040,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5070,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5100,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5130,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5160,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5190,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5220,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5250,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5280,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5310,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5340,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5370,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5400,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5430,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5460,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5490,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5520,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
5550,-1.0,1.0,3.0,7.0,25.0,-17.0,-0.906962,-1.386249,-2.848362,29.567345,-4.253286,7.158485,-0.975247,-1.395303,-2.871996,29.552538,-4.252857,7.139255,-0.0,0.0,0.0,0.0,-0.0,-0.0,
