step,front_roll_cur_deg,front_pitch_cur_deg,front_yaw_cur_deg,rear_roll_cur_deg,rear_pitch_cur_deg,rear_yaw_cur_deg,front_joint_cmd_0_deg,front_joint_cmd_1_deg,front_joint_cmd_2_deg,rear_joint_cmd_0_deg,rear_joint_cmd_1_deg,rear_joint_cmd_2_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
2550,65.081546,20.099951,-150.4376,-56.45506,-11.782662,48.005011,2.0,-14.0,-28.0,0.0,0.0,0.0,57.888976,-15.800728,-29.551305,-54.025161,42.849929,-59.485007,1.959725,-13.908316,-27.739777,0.029921,0.027242,0.011078,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
2580,65.410604,19.571864,-153.809051,-55.255721,-6.856175,47.585511,2.0,-14.0,-35.0,0.0,0.0,0.0,60.049834,-13.748406,-26.755067,-50.581188,43.220248,-61.419285,1.991773,-13.944642,-34.950297,0.041389,0.020474,0.014896,0.0,0.0,-0.0,-0.0,0.0,0.0,
2610,65.404523,19.580914,-153.806279,-55.259303,-6.863105,47.584396,2.0,-14.0,-35.0,0.0,0.0,0.0,60.042621,-13.754595,-26.753446,-50.586217,43.222051,-61.416482,1.991868,-13.942584,-34.949931,0.042383,0.021296,0.014723,0.0,-0.0,-0.0,0.0,0.0,-0.0,
2640,64.285626,19.649184,-151.212996,-56.983413,-10.904003,47.009128,2.0,-14.0,-28.0,0.0,0.0,0.0,58.805198,-16.222106,-30.261592,-53.29438,43.892018,-59.606262,2.027881,-13.962387,-28.195257,0.044383,0.024228,0.019181,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
2670,47.553108,37.080654,-142.707631,-64.002196,-28.434641,37.379164,2.0,-14.0,-16.0,0.0,0.0,0.0,46.761152,-36.864476,-31.866452,-60.045545,50.741684,-46.792111,2.001139,-13.945558,-16.230292,0.016948,0.003254,0.021935,-0.0,-0.0,-0.0,-0.0,0.0,0.0,
2700,56.457217,27.906973,-137.779508,-62.320971,-32.863729,40.771758,2.0,-14.0,0.0,0.0,0.0,0.0,48.782237,-30.622986,-37.951794,-62.578613,46.680854,-45.651164,2.042257,-13.886837,-0.186061,0.054955,0.027474,0.034916,0.0,-0.0,-0.0,-0.0,-0.0,0.0,
2730,60.631343,22.616358,-136.22068,-61.10037,-34.92102,42.901899,2.0,-14.0,8.0,0.0,0.0,0.0,49.981057,-27.366163,-41.040383,-63.76612,43.923032,-45.216517,2.059364,-13.933582,8.05124,0.043126,0.021886,0.028014,0.0,-0.0,-0.0,0.0,0.0,-0.0,
2760,61.050858,22.054765,-136.394076,-60.99554,-34.598702,43.253927,2.0,-14.0,8.0,0.0,0.0,0.0,50.265004,-26.87904,-41.168535,-63.757446,43.676494,-45.555658,2.04745,-13.936683,8.046366,0.037188,0.020508,0.024976,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
2790,62.549561,20.145706,-140.36737,-60.577226,-27.83924,45.159196,2.0,-14.0,-1.0,0.0,0.0,0.0,53.05566,-23.485839,-39.393694,-61.827492,43.668277,-50.368926,2.016346,-13.963073,-0.94607,0.014805,-0.006914,0.014101,0.0,-0.0,-0.0,0.0,0.0,0.0,
2820,63.473822,19.12758,-140.716169,-60.290077,-27.222203,45.714097,2.0,-14.0,-1.0,0.0,0.0,0.0,53.60677,-22.464832,-39.466091,-61.718137,43.267995,-50.93925,2.038986,-13.934828,-0.956545,0.034898,0.02123,0.022735,0.0,-0.0,-0.0,0.0,0.0,-0.0,
2850,65.903544,16.423035,-146.43165,-58.606158,-17.839355,46.961126,2.0,-14.0,-13.0,0.0,0.0,0.0,57.989082,-17.502245,-36.305255,-57.469811,43.535266,-56.372178,2.025184,-13.936387,-12.94914,0.043324,0.022318,0.019875,0.0,-0.0,-0.0,-0.0,-0.0,0.0,
2880,65.900656,16.425542,-146.431017,-58.607125,-17.840797,46.959782,2.0,-14.0,-13.0,0.0,0.0,0.0,57.987754,-17.505076,-36.305638,-57.47023,43.536272,-56.370927,2.025387,-13.936566,-12.949193,0.042831,0.022078,0.019682,-0.0,0.0,0.0,-0.0,0.0,-0.0,
2910,65.898428,16.427537,-146.430298,-58.60789,-17.842003,46.958743,2.0,-14.0,-13.0,0.0,0.0,0.0,57.986552,-17.507367,-36.306031,-57.470605,43.537042,-56.369917,2.025307,-13.936619,-12.949133,0.042541,0.021913,0.019518,0.0,-0.0,-0.0,0.0,0.0,-0.0,
2940,65.897068,16.42954,-146.429731,-58.608731,-17.843277,46.957784,2.0,-14.0,-13.0,0.0,0.0,0.0,57.985214,-17.508723,-36.30542,-57.471094,43.537842,-56.36896,2.025552,-13.935943,-12.948551,0.042882,0.021834,0.019737,0.0,0.0,-0.0,0.0,0.0,0.0,
2970,67.04323,13.731935,-147.895148,-61.102273,-19.081335,34.129702,2.0,-14.0,-13.0,16.0,0.0,0.0,60.406621,-16.062437,-37.391764,-52.456594,50.207053,-48.769196,2.021522,-13.902092,-12.921853,15.81342,0.049398,0.032801,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
3000,69.945557,10.913477,-148.904506,-64.577627,-21.666625,18.804983,2.0,-14.0,-13.0,35.0,0.0,0.0,62.262315,-13.266714,-37.051398,-47.699032,59.314272,-40.001346,1.920623,-14.022831,-13.048675,34.979745,-0.003662,-0.031811,-0.0,-0.0,-0.0,0.0,0.0,0.0,
3030,69.942458,10.89808,-148.915139,-64.581571,-21.652839,18.790219,2.0,-14.0,-13.0,35.0,0.0,0.0,62.28032,-13.267833,-37.068626,-47.686021,59.321969,-40.001806,1.919403,-14.022514,-13.04794,34.981528,-0.001479,-0.032672,-0.0,-0.0,-0.0,0.0,-0.0,0.0,
3060,65.227679,14.727419,-147.771532,-62.541351,-21.288309,27.135684,2.0,-14.0,-13.0,23.0,0.0,0.0,60.109356,-17.739746,-38.136772,-50.665083,54.126067,-44.115692,2.02337,-13.970156,-12.979361,23.259157,-0.010788,0.015437,0.0,0.0,0.0,-0.0,0.0,-0.0,
3090,65.386943,17.756505,-145.704436,-57.570704,-17.701251,52.781074,2.0,-14.0,-13.0,-7.0,0.0,0.0,56.79752,-18.206672,-35.779959,-60.128768,40.675255,-60.011963,2.025696,-13.979238,-12.985758,-6.746273,-0.001399,0.010776,-0.0,-0.0,-0.0,0.0,0.0,0.0,
3120,63.943841,21.291702,-143.866332,-54.213724,-16.434157,77.1033,2.0,-14.0,-13.0,-35.0,0.0,0.0,53.76835,-20.213201,-34.547676,-73.113927,31.533479,-82.452681,2.02352,-14.018249,-13.018346,-35.000761,0.002553,-0.000578,-0.0,0.0,-0.0,0.0,0.0,-0.0,
3150,63.937375,21.351575,-143.827718,-54.252789,-16.506481,77.105917,2.0,-14.0,-13.0,-35.0,0.0,0.0,53.708803,-20.234281,-34.51779,-73.163734,31.514057,-82.435832,2.018482,-13.969076,-12.963819,-34.986725,0.011246,0.000773,0.0,-0.0,-0.0,0.0,0.0,-0.0,
3180,64.299347,20.353599,-144.35817,-55.353225,-16.765649,69.336985,2.0,-14.0,-13.0,-26.0,0.0,0.0,54.57377,-19.69102,-34.878068,-68.567318,34.209295,-73.78102,2.018784,-13.924737,-12.921334,-26.204299,0.031664,0.003826,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
3210,65.961939,16.249378,-146.529455,-59.213809,-18.472731,43.881884,2.0,-14.0,-13.0,4.0,0.0,0.0,58.149305,-17.419503,-36.383328,-56.392781,45.010269,-54.268739,2.024042,-13.901639,-12.908619,3.832702,0.049728,0.026303,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
3240,66.606707,13.479935,-148.191656,-62.382507,-20.56799,28.140571,2.0,-14.0,-13.0,23.0,0.0,0.0,60.867625,-16.384283,-37.985752,-50.739547,53.591251,-45.013725,2.02093,-13.940663,-12.956711,23.029672,0.024273,0.02096,-0.0,-0.0,-0.0,0.0,-0.0,0.0,
3270,65.76334,16.007409,-146.75093,-59.747701,-18.950674,40.949414,2.0,-14.0,-13.0,7.0,0.0,0.0,58.494908,-17.538545,-36.718014,-55.310391,46.457588,-52.380195,2.024608,-13.969657,-12.97805,7.266118,-0.006773,0.015787,0.0,-0.0,-0.0,0.0,0.0,-0.0,
3300,64.307114,20.103279,-144.526378,-55.649668,-17.071198,66.436734,2.0,-14.0,-13.0,-23.0,0.0,0.0,54.833543,-19.621826,-35.021769,-67.003664,35.079216,-70.818564,2.026959,-13.992613,-13.001876,-22.758342,-0.000999,0.00866,0.0,-0.0,0.0,0.0,0.0,-0.0,
3330,63.751828,21.514834,-143.79322,-54.351485,-16.653572,77.10747,2.0,-14.0,-13.0,-35.0,0.0,0.0,53.630673,-20.42442,-34.534762,-73.270249,31.491438,-82.40868,2.01967,-13.965567,-12.964163,-34.986923,0.012431,0.002858,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
3360,64.170828,20.31042,-144.436117,-55.654546,-17.039019,67.612202,2.0,-14.0,-13.0,-24.0,0.0,0.0,54.680584,-19.784136,-34.986005,-67.727382,34.779778,-72.011792,2.016693,-13.915111,-12.918996,-24.198711,0.034828,0.008883,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
3390,65.979306,16.031488,-146.672694,-59.508484,-18.727778,42.273154,2.0,-14.0,-13.0,6.0,0.0,0.0,58.377089,-17.361206,-36.524703,-55.793893,45.80153,-53.230576,2.01823,-13.886312,-12.907455,5.832859,0.04875,0.033368,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
3420,66.683273,13.914366,-147.885365,-61.650155,-19.981034,31.490621,2.0,-14.0,-13.0,19.0,0.0,0.0,60.365713,-16.389036,-37.555304,-51.80083,51.63962,-46.960185,2.036576,-13.930928,-12.936959,19.03919,0.020507,0.027994,-0.0,-0.0,-0.0,0.0,0.0,0.0,
3450,66.728305,13.900569,-147.886056,-61.653416,-19.959694,31.483746,2.0,-14.0,-13.0,19.0,0.0,0.0,60.364394,-16.346959,-37.523698,-51.788527,51.646661,-46.969278,2.039585,-13.927761,-12.938781,19.039446,0.02143,0.028017,-0.0,-0.0,-0.0,0.0,0.0,0.0,
3480,64.265529,20.047596,-144.534087,-74.810994,-35.154337,36.775091,2.0,-14.0,-13.0,19.0,17.0,0.0,54.886748,-19.6649,-35.115799,-69.334526,61.101338,-46.103759,1.996727,-14.004554,-12.973202,19.0263,16.75769,-0.002156,-0.0,0.0,-0.0,0.0,-0.0,-0.0,
3510,63.711726,21.635271,-143.714068,-93.895877,-47.108313,52.164528,2.0,-14.0,-13.0,19.0,35.0,0.0,53.517788,-20.495166,-34.50023,-91.034951,68.027102,-49.848684,2.018665,-14.018247,-12.9954,19.000538,34.995919,-0.016686,-0.0,-0.0,0.0,0.0,0.0,-0.0,
3540,63.711698,21.635265,-143.714072,-93.895885,-47.108297,52.164523,2.0,-14.0,-13.0,19.0,35.0,0.0,53.517802,-20.495193,-34.500258,-91.034954,68.027117,-49.848692,2.018659,-14.018266,-12.995409,19.000534,34.995926,-0.01668,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
3570,63.711728,21.635278,-143.714055,-93.895865,-47.108314,52.164528,2.0,-14.0,-13.0,19.0,35.0,0.0,53.517776,-20.49517,-34.500229,-91.034942,68.02709,-49.848683,2.018656,-14.018239,-12.995401,19.000543,34.995919,-0.01668,0.0,-0.0,-0.0,-0.0,0.0,0.0,
3600,64.304938,20.039927,-144.564337,-72.658159,-33.430749,35.318735,2.0,-14.0,-13.0,19.0,14.0,0.0,54.897938,-19.610897,-35.065657,-66.613804,59.950895,-45.693583,2.039633,-14.048461,-13.033127,18.951526,14.232344,-0.027774,-0.0,-0.0,0.0,-0.0,0.0,0.0,
3630,62.531886,8.331838,-152.587993,-50.847447,-6.831803,28.58505,2.0,-14.0,-13.0,19.0,-16.0,0.0,68.17403,-18.982482,-47.375311,-37.121168,40.785108,-46.778114,2.033552,-13.936108,-12.960162,19.033196,-15.737046,0.017678,-0.0,0.0,-0.0,0.0,0.0,0.0,
3660,59.325524,0.520871,-157.745514,-38.094178,9.740685,27.41705,2.0,-14.0,-13.0,19.0,-35.0,0.0,77.858809,-20.800495,-64.620692,-19.353546,21.824072,-47.127839,2.035615,-13.963973,-12.947832,19.064762,-34.994607,0.017373,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
3690,59.31815,0.540741,-157.730028,-38.096711,9.724262,27.425453,2.0,-14.0,-13.0,19.0,-35.0,0.0,77.836462,-20.810196,-64.581805,-19.371161,21.834814,-47.124962,2.024739,-13.951632,-12.942956,19.066868,-34.991305,0.017147,0.0,-0.0,-0.0,0.0,0.0,-0.0,
3720,62.689187,7.446717,-153.069325,-50.472574,-5.907011,28.431632,2.0,-14.0,-13.0,19.0,-16.0,0.0,69.059924,-18.770696,-48.471525,-36.293993,40.311974,-46.97233,2.037992,-14.003428,-12.953994,19.036874,-16.271568,0.019363,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
3750,64.398446,19.568582,-144.790264,-72.35264,-32.698351,34.752749,2.0,-14.0,-13.0,19.0,14.0,0.0,55.316849,-19.449914,-35.335504,-65.879146,60.021898,-45.697082,1.992152,-14.006575,-12.954961,19.040674,13.758318,-0.011418,0.0,-0.0,-0.0,0.0,0.0,-0.0,
3780,63.772933,21.35653,-143.87212,-93.869976,-46.813235,51.86313,2.0,-14.0,-13.0,19.0,35.0,0.0,53.774503,-20.37624,-34.627242,-90.915922,68.284458,-49.872632,2.020232,-14.024568,-12.994328,19.003174,34.995618,-0.019813,-0.0,0.0,-0.0,0.0,0.0,-0.0,
3810,63.772981,21.359637,-143.870686,-93.8724,-46.809933,51.865246,2.0,-14.0,-13.0,19.0,35.0,0.0,53.771613,-20.37666,-34.624923,-90.917235,68.285626,-49.87624,2.018683,-14.021537,-12.995387,19.000936,34.995772,-0.01749,0.0,-0.0,-0.0,-0.0,0.0,0.0,
3840,63.990686,20.76153,-144.198181,-83.802629,-41.60749,43.677675,2.0,-14.0,-13.0,19.0,26.0,0.0,54.294146,-20.043752,-34.833143,-80.211458,64.898536,-47.874373,2.016975,-14.023387,-13.037662,18.941561,26.233573,-0.024704,0.0,0.0,-0.0,0.0,0.0,-0.0,
3870,62.004092,15.68697,-148.161254,-59.656926,-18.370002,28.532765,2.0,-14.0,-13.0,19.0,-4.0,0.0,60.523598,-20.543787,-39.86051,-48.217227,50.635896,-45.196631,2.027159,-13.909889,-12.959696,19.024715,-3.732473,0.022812,0.0,-0.0,-0.0,0.0,-0.0,0.0,
3900,59.434617,0.656096,-157.671086,-38.859628,8.915455,27.369839,2.0,-14.0,-13.0,19.0,-34.0,0.0,77.68389,-20.717866,-64.216093,-20.281657,23.12052,-47.150125,2.040393,-13.954011,-12.964616,19.050634,-33.74274,0.012681,0.0,-0.0,-0.0,0.0,-0.0,0.0,
3930,59.232071,0.153061,-157.959133,-38.026217,9.964645,27.369206,2.0,-14.0,-13.0,19.0,-35.0,0.0,78.288304,-20.850493,-65.549776,-19.136014,21.640516,-47.182966,2.024722,-13.954857,-12.943329,19.065618,-34.990137,0.016501,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
3960,61.942979,6.289275,-153.939757,-48.504476,-3.338869,28.060316,2.0,-14.0,-13.0,19.0,-19.0,0.0,70.615983,-19.240107,-50.959102,-33.515447,37.830806,-46.975846,2.047441,-13.988442,-12.941445,19.050096,-19.278967,0.024118,0.0,0.0,-0.0,0.0,0.0,0.0,
3990,64.581767,10.66391,-150.623911,-56.111052,-12.918172,29.561902,2.0,-14.0,-13.0,19.0,-8.0,0.0,64.806644,-17.618107,-42.541015,-43.937102,46.601489,-46.975433,2.033735,-13.921532,-12.930793,19.050603,-7.977153,0.026542,-0.0,0.0,-0.0,0.0,0.0,0.0,
4020,64.777828,18.693227,-145.275113,-66.507288,-26.489948,30.788043,2.0,-14.0,-13.0,19.0,6.0,0.0,56.079542,-18.919702,-35.607838,-57.534781,56.555771,-44.972567,2.029246,-14.027484,-12.998386,18.988102,5.997662,-0.008853,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
4050,64.776485,18.695736,-145.267712,-66.505324,-26.484018,30.784337,2.0,-14.0,-13.0,19.0,6.0,0.0,56.074012,-18.924492,-35.611698,-57.528976,56.555735,-44.972949,2.016947,-14.025086,-13.006561,18.987228,5.9968,-0.01186,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
4080,64.939309,18.638609,-145.260463,-67.838423,-25.591054,32.160387,2.0,-14.0,-13.0,19.0,6.0,2.0,56.065354,-18.772372,-35.526437,-58.609268,57.326243,-46.748979,2.019167,-13.995413,-12.99394,18.997755,5.994308,1.76183,0.0,-0.0,-0.0,-0.0,0.0,0.0,
4110,67.10547,22.579262,-141.69499,-87.636041,-10.850201,51.388882,2.0,-14.0,-13.0,19.0,6.0,32.0,50.874578,-18.009791,-31.980516,-74.542262,72.192501,-74.080137,1.944398,-13.981373,-13.020202,18.977332,6.004989,31.747191,-0.0,-0.0,-0.0,-0.0,0.0,0.0,
4140,64.538725,24.066185,-141.686679,-89.759381,-10.559295,54.056182,2.0,-14.0,-13.0,19.0,6.0,35.0,50.584073,-20.522764,-32.771528,-77.211708,72.985554,-76.488829,1.90262,-13.997055,-13.02176,18.975618,6.013237,34.979041,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
4170,64.58554,23.822741,-141.884755,-88.669535,-11.587583,53.32295,2.0,-14.0,-13.0,19.0,6.0,33.0,50.837055,-20.389175,-32.827276,-76.501959,71.931385,-75.071404,1.95402,-13.975443,-13.0143,18.994906,6.011759,33.232869,0.0,-0.0,-0.0,-0.0,0.0,0.0,
4200,64.790415,19.899755,-144.452925,-68.682377,-26.167883,34.097605,2.0,-14.0,-13.0,19.0,6.0,3.0,54.80025,-19.195432,-34.851624,-60.313885,57.243943,-47.863549,2.013461,-14.04623,-13.019779,18.982002,5.995398,3.225692,-0.0,-0.0,-0.0,-0.0,0.0,0.0,
4230,44.283733,23.842096,-149.193935,-39.822914,-38.543403,2.678545,2.0,-14.0,-13.0,19.0,6.0,-27.0,60.730235,-36.599295,-42.735202,-34.233862,47.759132,-14.562938,1.965447,-13.911285,-12.975279,19.013862,6.027461,-26.739974,-0.0,0.0,-0.0,0.0,0.0,-0.0,
4260,67.19103,2.853039,-158.832465,-41.448582,-34.8938,19.586605,2.0,-14.0,-13.0,19.0,6.0,-35.0,75.071541,-12.982054,-49.373645,-43.482783,37.803827,-23.635148,3.788193,-11.902547,-15.369375,13.731248,5.076419,-34.650079,0.0,-0.0,-0.0,0.0,0.0,-0.0,
4290,66.96407,4.801503,-157.767873,-40.088525,-36.02695,19.332868,2.0,-14.0,-13.0,19.0,6.0,-35.0,72.999514,-13.17656,-45.70227,-43.539674,36.771297,-22.314279,3.952981,-11.794352,-15.354091,13.997312,4.840587,-34.613787,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
4320,67.067649,9.228062,-150.955998,-53.107248,-30.649157,25.743345,2.0,-14.0,-13.0,19.0,6.0,-16.0,65.408569,-15.390634,-41.624203,-49.465767,45.554942,-34.446686,2.056848,-13.961275,-12.956631,19.024824,5.993094,-16.215687,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
4350,65.603049,20.175015,-144.010193,-76.07813,-20.698118,41.662984,2.0,-14.0,-13.0,19.0,6.0,14.0,54.151653,-18.57661,-34.120543,-66.200725,62.147391,-58.193064,2.044038,-13.984764,-12.980821,19.000128,5.999204,13.762749,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
4380,64.167041,24.718363,-141.41081,-89.817059,-11.299141,54.659547,2.0,-14.0,-13.0,19.0,6.0,35.0,50.109228,-21.003984,-32.646715,-77.839339,72.432623,-76.388092,1.912096,-13.997054,-13.021587,18.978932,6.010579,34.979711,0.0,-0.0,-0.0,-0.0,0.0,0.0,
4410,64.813284,23.296129,-142.082872,-86.095234,-13.904552,51.596229,2.0,-14.0,-13.0,19.0,6.0,29.0,51.230087,-20.091319,-33.011726,-74.808661,69.474206,-71.787819,1.911396,-14.047203,-13.039436,18.972459,6.011729,29.213576,0.0,0.0,-0.0,0.0,0.0,0.0,
4440,63.998856,21.761226,-143.507757,-65.181532,-29.913593,31.889901,2.0,-14.0,-13.0,19.0,6.0,-1.0,53.243163,-20.301675,-34.262548,-58.815521,54.545333,-43.270643,2.00677,-14.046022,-13.02237,18.979696,5.993225,-0.775686,0.0,-0.0,-0.0,-0.0,0.0,0.0,
4470,50.747291,20.422524,-148.874102,-44.58846,-37.93963,10.700906,2.0,-14.0,-13.0,19.0,6.0,-23.0,60.886951,-30.622957,-42.781038,-41.026607,46.948364,-20.443385,2.014785,-13.914601,-12.963251,19.012439,6.015833,-22.971991,-0.0,0.0,-0.0,0.0,0.0,-0.0,
4500,66.78688,6.646104,-152.720915,-47.756944,-32.983014,21.908673,2.0,-14.0,-13.0,19.0,6.0,-23.0,68.410774,-15.369087,-45.167,-46.145992,42.473505,-28.873233,1.995256,-13.91748,-12.95606,19.018508,6.030874,-22.976963,0.0,0.0,-0.0,0.0,0.0,0.0,
4530,66.687936,6.615944,-152.763737,-47.782832,-32.953968,21.855589,2.0,-14.0,-13.0,19.0,6.0,-23.0,68.482643,-15.446348,-45.32276,-46.111111,42.525101,-28.873937,1.996482,-13.916597,-12.95567,19.018908,6.03216,-22.976837,0.0,-0.0,0.0,0.0,0.0,-0.0,
4560,67.243046,4.90825,-156.421219,-40.215391,-35.705571,19.506305,2.0,-14.0,-13.0,19.0,6.0,-34.0,71.985051,-13.572077,-45.796616,-43.498025,36.74618,-22.577665,2.627879,-12.025643,-15.50617,15.056501,4.945314,-33.698815,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
4590,66.821308,6.314792,-156.060686,-39.941055,-37.138624,19.478083,2.0,-14.0,-13.0,19.0,6.0,-34.0,70.825513,-13.770096,-43.760944,-44.213606,36.687554,-21.874084,3.523311,-12.013925,-14.814924,14.464838,5.344553,-33.696807,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
4620,67.117309,8.554415,-151.359282,-51.416467,-31.486031,24.815851,2.0,-14.0,-13.0,19.0,6.0,-18.0,66.122117,-15.292057,-42.366927,-48.590866,44.404275,-32.774219,2.015986,-13.978519,-12.972023,19.00945,5.999884,-18.238391,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
4650,64.337323,20.518419,-144.237339,-65.911634,-28.443593,31.636817,2.0,-14.0,-13.0,19.0,6.0,-0.0,54.385771,-19.698878,-34.752437,-58.47198,55.469077,-44.182246,2.045275,-14.024764,-12.995705,18.979378,6.000495,-0.252852,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
4680,65.001078,20.715424,-143.830738,-71.284437,-25.111156,37.516613,2.0,-14.0,-13.0,19.0,6.0,7.0,53.850402,-19.220621,-34.230786,-63.071469,58.394534,-51.41248,2.023973,-14.041879,-12.996064,18.986171,5.997782,6.981686,0.0,-0.0,-0.0,0.0,0.0,0.0,
4710,65.002453,20.719134,-143.83188,-71.286584,-25.104629,37.518317,2.0,-14.0,-13.0,19.0,6.0,7.0,53.848176,-19.218327,-34.224684,-63.070794,58.396865,-51.41807,2.022217,-14.034574,-13.000801,18.986533,5.996897,6.985531,0.0,0.0,-0.0,0.0,0.0,-0.0,
4740,65.004818,20.721505,-143.832507,-71.288093,-25.100569,37.520341,2.0,-14.0,-13.0,19.0,6.0,7.0,53.846297,-19.21542,-34.219493,-63.070922,58.398042,-51.422194,2.021819,-14.029809,-13.003248,18.985843,5.996709,6.987943,-0.0,-0.0,-0.0,0.0,0.0,0.0,
4770,65.007397,20.723214,-143.833333,-71.289473,-25.095979,37.521195,2.0,-14.0,-13.0,19.0,6.0,7.0,53.844915,-19.212258,-34.214667,-63.070208,58.399712,-51.425872,2.021198,-14.025067,-13.005844,18.985691,5.996438,6.990071,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
4800,65.010297,20.723344,-143.834657,-71.290783,-25.090829,37.521452,2.0,-14.0,-13.0,19.0,6.0,7.0,53.844781,-19.208666,-34.210873,-63.068937,58.401674,-51.429492,2.020767,-14.021376,-13.008211,18.985614,5.996168,6.99193,0.0,-0.0,0.0,0.0,-0.0,-0.0,
