step,front_roll_cur_deg,front_pitch_cur_deg,front_yaw_cur_deg,rear_roll_cur_deg,rear_pitch_cur_deg,rear_yaw_cur_deg,front_joint_cmd_0_deg,front_joint_cmd_1_deg,front_joint_cmd_2_deg,rear_joint_cmd_0_deg,rear_joint_cmd_1_deg,rear_joint_cmd_2_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
2460,-12.298364,2.002255,-35.044746,0.008074,-0.010343,0.005393,0.0,12.0,-35.0,0.0,0.0,0.0,28.418418,27.01682,15.709618,0.019444,0.009395,0.031819,0.047058,11.963814,-34.99207,-0.014182,0.000315,-0.000319,0.0,0.0,-0.0,-0.0,0.0,0.0,
2490,-12.296777,2.001225,-35.045943,0.007542,-0.010314,0.005759,0.0,12.0,-35.0,0.0,0.0,0.0,28.418601,27.017775,15.711836,0.019255,0.009548,0.03122,0.048231,11.964681,-34.992398,-0.013998,0.000454,0.000292,-0.0,0.0,-0.0,0.0,0.0,0.0,
2520,-4.20633,6.243894,-21.547389,0.009066,-0.00806,0.005663,0.0,12.0,-19.0,0.0,0.0,0.0,18.973374,12.547827,9.441662,0.021151,0.007606,0.031433,0.040958,11.965155,-19.194199,-0.013229,-0.001954,-0.000648,0.0,0.0,0.0,0.0,0.0,0.0,
2550,5.985667,8.566171,-5.497477,0.00406,-0.00812,0.005084,0.0,12.0,-1.0,0.0,0.0,0.0,10.111865,-4.050252,4.248284,0.021436,0.011506,0.028252,0.050683,11.948722,-1.190353,-0.010165,0.001238,0.001753,-0.0,0.0,-0.0,-0.0,0.0,0.0,
2580,9.569181,8.745099,0.105012,0.012631,-0.011231,0.005733,0.0,12.0,5.0,0.0,0.0,0.0,7.359629,-9.714008,2.936148,0.018522,0.006337,0.035208,0.016959,11.95615,4.988388,-0.017556,-0.001812,-0.002646,-0.0,-0.0,0.0,-0.0,0.0,-0.0,
2610,9.569186,8.745122,0.105016,0.012636,-0.01121,0.00575,0.0,12.0,5.0,0.0,0.0,0.0,7.359647,-9.714022,2.936137,0.01853,0.006315,0.035193,0.016948,11.95616,4.988387,-0.017549,-0.001843,-0.002642,-0.0,0.0,0.0,0.0,0.0,-0.0,
2640,9.569358,8.745258,0.104986,0.012645,-0.011283,0.005697,0.0,12.0,5.0,0.0,0.0,0.0,7.359777,-9.714156,2.936216,0.0185,0.006369,0.03526,0.016986,11.956381,4.98846,-0.017584,-0.001775,-0.002692,0.0,-0.0,0.0,-0.0,0.0,-0.0,
2670,9.569357,8.745258,0.105013,0.01266,-0.01127,0.005711,0.0,12.0,5.0,0.0,0.0,0.0,7.359765,-9.714172,2.936198,0.018503,0.006345,0.035256,0.016986,11.956355,4.988467,-0.017593,-0.001794,-0.002687,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
2700,9.569348,8.745253,0.104993,0.012632,-0.011302,0.005702,0.0,12.0,5.0,0.0,0.0,0.0,7.35977,-9.714152,2.936207,0.018482,0.006383,0.035255,0.016987,11.956361,4.988446,-0.017598,-0.001763,-0.002685,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
2730,9.446231,8.871771,-0.614062,-5.30069,5.797317,-4.093824,0.0,12.0,5.0,9.0,0.0,0.0,7.811361,-9.241422,3.268237,7.008581,3.136345,-3.617766,-0.092333,12.005916,4.987874,8.730384,0.002002,-0.01197,0.0,-0.0,0.0,-0.0,0.0,-0.0,
2760,9.306695,8.284719,-3.037046,-24.232427,15.118871,-24.031966,0.0,12.0,5.0,35.0,0.0,0.0,8.447192,-7.442472,5.055266,27.049933,15.279842,-6.719697,-0.050825,11.986749,4.972618,34.991674,0.001042,-0.019626,-0.0,0.0,0.0,-0.0,0.0,0.0,
2790,9.312468,8.284593,-3.035282,-24.233216,15.130525,-24.026187,0.0,12.0,5.0,35.0,0.0,0.0,8.445872,-7.447011,5.058224,27.051976,15.268019,-6.731069,-0.049052,11.989554,4.975638,34.991981,0.001273,-0.017329,-0.0,-0.0,-0.0,0.0,-0.0,0.0,
2820,9.326532,8.490513,-2.271224,-16.704598,13.125666,-15.821366,0.0,12.0,5.0,25.0,0.0,0.0,8.259684,-8.007954,4.463118,19.745807,10.456703,-6.747405,-0.018294,11.95578,4.931458,25.23941,-0.022314,-0.040158,-0.0,-0.0,0.0,-0.0,0.0,-0.0,
2850,9.505005,8.886495,0.124441,2.701393,-3.410169,1.875782,0.0,12.0,5.0,-5.0,0.0,0.0,7.479982,-9.735056,2.813132,-3.877446,-1.764807,2.279853,0.003278,12.010194,4.981458,-4.768966,-0.000493,0.000752,-0.0,0.0,-0.0,0.0,0.0,-0.0,
2880,9.491359,8.881411,0.080278,18.143209,-26.410506,10.258947,0.0,12.0,5.0,-35.0,0.0,0.0,7.496277,-9.697955,2.835062,-29.77112,-16.058532,20.510831,0.003319,12.003397,4.968413,-34.773139,0.005093,0.001254,0.0,0.0,-0.0,-0.0,0.0,-0.0,
2910,9.49554,8.822636,0.110487,18.249774,-26.602824,10.319407,0.0,12.0,5.0,-35.0,0.0,0.0,7.429381,-9.698733,2.845092,-29.991512,-16.189574,20.681184,0.031958,11.952167,4.994499,-35.01297,0.000443,0.000884,0.0,0.0,-0.0,-0.0,0.0,0.0,
2940,9.527457,8.716334,0.148005,4.619551,-5.966636,3.143438,0.0,12.0,5.0,-8.0,0.0,0.0,7.315431,-9.70474,2.891674,-6.781687,-3.155765,4.024166,0.100664,11.881617,5.039062,-8.264424,-0.004412,-0.000436,-0.0,0.0,-0.0,0.0,0.0,-0.0,
2970,9.375044,8.882085,-0.768747,-5.432768,5.795978,-4.44983,0.0,12.0,5.0,9.0,0.0,0.0,7.895616,-9.106518,3.316385,7.22217,3.408846,-3.481013,-0.084825,11.988641,4.957762,8.966957,-0.004815,-0.024603,0.0,0.0,0.0,-0.0,-0.0,0.0,
3000,9.37668,8.880846,-0.767023,-5.432898,5.796944,-4.450393,0.0,12.0,5.0,9.0,0.0,0.0,7.893637,-9.108143,3.31695,7.223274,3.408729,-3.481146,-0.084527,11.988562,4.958335,8.967893,-0.003742,-0.025052,-0.0,0.0,-0.0,-0.0,-0.0,0.0,
3030,9.402666,8.984965,-0.527496,-15.268463,-10.845,-11.391446,0.0,12.0,5.0,9.0,21.0,0.0,7.874046,-9.307402,3.128383,-0.250246,22.629156,-0.36529,-0.131952,12.047828,4.979837,9.040671,20.753455,-0.010847,0.0,-0.0,-0.0,0.0,0.0,-0.0,
3060,9.373616,8.972747,-0.159224,-21.64345,-21.791782,-15.557366,0.0,12.0,5.0,9.0,35.0,0.0,7.693196,-9.51109,2.868792,-3.980373,35.781897,0.317591,-0.071278,11.995041,4.958224,8.957582,34.988641,-0.018985,-0.0,-0.0,-0.0,0.0,-0.0,0.0,
3090,9.369163,9.00501,0.068221,-22.207917,-20.916695,-15.9291,0.0,12.0,5.0,9.0,35.0,0.0,7.617029,-9.658475,2.700135,-3.035282,35.933503,0.050825,-0.062819,11.999117,4.96358,8.971145,34.987217,-0.018656,0.0,0.0,-0.0,0.0,0.0,-0.0,
3120,9.312486,9.040903,0.044049,-14.632013,-6.428472,-10.218504,0.0,12.0,5.0,9.0,17.0,0.0,7.662302,-9.621547,2.659704,1.900198,19.099203,-1.874311,-0.103801,12.000608,4.916643,8.919535,17.224207,-0.030277,-0.0,0.0,-0.0,0.0,0.0,0.0,
3150,9.275542,9.067568,0.045085,2.592035,14.807491,4.384743,0.0,12.0,5.0,9.0,-13.0,0.0,7.686959,-9.608889,2.620719,10.535911,-10.399686,-7.839942,-0.122021,11.995526,4.905893,8.916569,-12.767446,-0.031654,0.0,-0.0,-0.0,-0.0,-0.0,0.0,
3180,9.477414,9.035211,0.435776,20.958839,24.622175,21.776646,0.0,12.0,5.0,9.0,-35.0,0.0,7.471365,-9.959145,2.519384,17.661745,-33.115511,-13.121796,0.036087,12.058167,5.053698,9.081055,-34.993019,0.017909,0.0,-0.0,-0.0,0.0,0.0,-0.0,
3210,9.489261,9.033007,0.427794,20.95483,24.632532,21.768614,0.0,12.0,5.0,9.0,-35.0,0.0,7.472676,-9.960798,2.533999,17.673891,-33.111239,-13.126119,0.046201,12.06398,5.059531,9.093129,-34.990199,0.019168,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
3240,9.472536,8.960713,0.147154,16.727483,23.437977,17.143427,0.0,12.0,5.0,9.0,-30.0,0.0,7.537321,-9.754598,2.74107,16.420381,-28.115001,-11.891215,0.030445,12.009674,5.053382,9.072772,-30.252762,0.021533,0.0,-0.0,-0.0,-0.0,0.0,0.0,
3270,9.447314,8.911367,-0.233908,-5.451534,6.535319,-3.272259,0.0,12.0,5.0,9.0,0.0,0.0,7.67012,-9.489125,2.998354,7.080027,2.41397,-4.57025,-0.051579,12.005442,4.978551,8.999332,-0.251266,-0.014391,0.0,0.0,-0.0,-0.0,0.0,-0.0,
3300,9.437864,8.833555,-0.7124,-7.9677,1.923213,-6.325516,0.0,12.0,5.0,9.0,5.0,0.0,7.823386,-9.162557,3.345148,5.347374,8.029193,-2.528817,-0.100095,11.994291,4.958165,8.974292,4.992343,-0.023252,-0.0,0.0,0.0,0.0,-0.0,-0.0,
3330,9.349316,8.923115,-0.557446,-1.028812,11.785427,-0.287424,0.0,12.0,5.0,9.0,-8.0,0.0,7.834724,-9.235032,3.138884,9.946853,-4.438337,-5.779775,-0.090997,11.982699,4.937344,8.933434,-7.765981,-0.018257,-0.0,0.0,-0.0,0.0,0.0,-0.0,
3360,9.337574,8.992848,-0.254448,2.512221,15.250079,3.546981,0.0,12.0,5.0,9.0,-13.0,0.0,7.756661,-9.437838,2.897374,11.318932,-10.109955,-7.579363,-0.07931,11.994587,4.944746,8.955193,-13.006253,-0.020525,-0.0,0.0,-0.0,0.0,-0.0,0.0,
3390,9.343826,8.972607,-0.390518,2.403883,15.356885,3.077886,0.0,12.0,5.0,9.0,-13.0,0.0,7.801515,-9.351295,3.001428,11.626277,-9.848803,-7.40014,-0.080348,11.993392,4.951532,8.957256,-13.006366,-0.021406,0.0,0.0,-0.0,0.0,-0.0,0.0,
3420,9.340619,8.972541,-0.386307,2.40591,15.355471,3.077636,0.0,12.0,5.0,9.0,-13.0,0.0,7.799617,-9.351899,2.996401,11.625321,-9.849152,-7.397784,-0.085182,11.989968,4.952125,8.955687,-13.006112,-0.022311,0.0,0.0,0.0,-0.0,-0.0,0.0,
3450,7.564879,9.832091,-3.503894,-19.8764,22.782404,13.418856,0.0,12.0,5.0,9.0,-13.0,30.0,10.118355,-6.69368,3.463085,6.96063,-4.961979,-34.004019,-0.023297,12.064045,5.006153,9.013533,-12.999595,29.761836,-0.0,0.0,0.0,0.0,-0.0,0.0,
3480,7.101245,9.888822,-3.969096,-24.216743,24.471035,14.640901,0.0,12.0,5.0,9.0,-13.0,35.0,10.416629,-6.161924,3.428557,5.763286,-3.350656,-38.862585,-0.062797,11.992544,4.98503,8.971688,-12.985913,34.98038,-0.0,0.0,0.0,0.0,-0.0,0.0,
3510,7.234866,10.169911,-2.98151,-17.083689,20.286898,12.577307,0.0,12.0,5.0,9.0,-13.0,25.0,10.169633,-6.9546,2.718318,6.47734,-4.843281,-29.992174,-0.130778,11.989353,4.950591,8.961693,-12.996658,25.21331,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3540,9.186254,9.1248,0.038008,4.831045,15.472889,0.510732,0.0,12.0,5.0,9.0,-13.0,-5.0,7.744428,-9.570062,2.536145,13.109173,-9.812431,-3.986756,-0.116161,11.959603,4.933548,8.942365,-13.018584,-4.793797,0.0,-0.0,-0.0,0.0,-0.0,0.0,
3570,9.880517,8.477513,0.068247,19.052674,20.809206,-21.19128,0.0,12.0,5.0,9.0,-13.0,-35.0,7.124111,-9.792405,3.301918,25.802144,-3.090427,22.667055,-0.022,12.010325,5.003965,9.003516,-12.993949,-34.753956,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
3600,9.884242,8.496979,0.037433,19.075707,20.933559,-21.362749,0.0,12.0,5.0,9.0,-13.0,-35.0,7.15566,-9.782361,3.315933,25.969422,-2.99312,22.82057,0.01718,12.031147,5.002542,9.013574,-12.986123,-34.982962,0.0,0.0,-0.0,0.0,0.0,-0.0,
3630,9.800812,8.550721,0.056665,16.783997,19.435565,-17.043742,0.0,12.0,5.0,9.0,-13.0,-29.0,7.19847,-9.760831,3.220032,23.475675,-5.160178,17.315917,0.026331,11.995354,5.014257,9.004383,-12.994915,-29.240105,0.0,0.0,-0.0,0.0,-0.0,-0.0,
3660,9.400364,8.933531,-0.483889,1.975642,15.411609,3.466091,0.0,12.0,5.0,9.0,-13.0,1.0,7.807827,-9.314892,3.12119,11.449512,-9.841245,-7.99132,-0.028815,12.015067,4.963445,8.981702,-13.003237,0.74985,-0.0,0.0,0.0,0.0,-0.0,0.0,
3690,8.997386,9.230975,-0.932837,-1.605785,15.976489,6.017787,0.0,12.0,5.0,9.0,-13.0,6.0,8.298351,-8.899801,3.001108,10.260127,-9.370503,-12.496245,-0.088494,11.988158,4.947849,8.951211,-13.003013,5.975689,0.0,0.0,-0.0,-0.0,0.0,-0.0,
3720,8.997486,9.23094,-0.930891,-1.604728,15.975902,6.019007,0.0,12.0,5.0,9.0,-13.0,6.0,8.297404,-8.901042,2.999891,10.259173,-9.371412,-12.495957,-0.089634,11.987574,4.948601,8.951398,-13.002681,5.97542,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
3750,8.997479,9.231033,-0.928701,-1.603623,15.975258,6.020185,0.0,12.0,5.0,9.0,-13.0,6.0,8.29646,-8.902414,2.998378,10.258198,-9.3723,-12.495578,-0.091048,11.986913,4.949453,8.951559,-13.002289,5.975109,-0.0,-0.0,0.0,-0.0,0.0,-0.0,
3780,8.999302,9.230039,-0.929247,-1.60272,15.975816,6.021354,0.0,12.0,5.0,9.0,-13.0,6.0,8.295763,-8.902825,3.000482,10.258254,-9.373671,-12.496,-0.089518,11.9877,4.949428,8.952851,-13.002483,5.974972,-0.0,0.0,-0.0,0.0,0.0,-0.0,
3810,8.999774,9.230251,-0.926016,-1.601309,15.975013,6.02301,0.0,12.0,5.0,9.0,-13.0,6.0,8.294419,-8.905165,2.998556,10.256951,-9.374888,-12.495624,-0.091376,11.987031,4.950976,8.953233,-13.001914,5.974688,0.0,0.0,0.0,0.0,0.0,0.0,
3840,9.001578,9.229103,-0.925427,-1.599748,15.975055,6.02475,0.0,12.0,5.0,9.0,-13.0,6.0,8.293053,-8.906206,2.999958,10.256373,-9.376658,-12.495663,-0.09053,11.987326,4.951325,8.954556,-13.001749,5.974315,0.0,0.0,-0.0,-0.0,0.0,-0.0,
3870,9.002172,9.228255,-0.925299,-1.594656,15.974292,6.030752,0.0,12.0,5.0,9.0,-13.0,6.0,8.292215,-8.906341,3.000677,10.253536,-9.382136,-12.495503,-0.090686,11.98761,4.950075,8.952867,-13.003441,5.97519,-0.0,-0.0,0.0,0.0,0.0,0.0,
3900,9.004317,9.227102,-0.923073,-1.592454,15.97405,6.033177,0.0,12.0,5.0,9.0,-13.0,6.0,8.290064,-8.908589,3.001225,10.252471,-9.384467,-12.495373,-0.090666,11.987547,4.951237,8.954573,-13.002958,5.974592,0.0,0.0,-0.0,-0.0,-0.0,-0.0,
3930,9.007104,9.225016,-0.924301,-1.587094,15.973985,6.039753,0.0,12.0,5.0,9.0,-13.0,6.0,8.288678,-8.908775,3.004964,10.250009,-9.39073,-12.495779,-0.088411,11.98893,4.949777,8.954428,-13.004681,5.975353,0.0,0.0,-0.0,0.0,0.0,-0.0,
