step,front_roll_cur_deg,front_pitch_cur_deg,front_yaw_cur_deg,rear_roll_cur_deg,rear_pitch_cur_deg,rear_yaw_cur_deg,front_joint_cmd_0_deg,front_joint_cmd_1_deg,front_joint_cmd_2_deg,rear_joint_cmd_0_deg,rear_joint_cmd_1_deg,rear_joint_cmd_2_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
2610,-0.062833,0.091398,-0.003672,0.034083,-0.011887,0.002775,0.0,0.0,0.0,0.0,0.0,0.0,0.179697,0.003179,-0.033656,0.019694,-0.006862,0.052349,-0.099422,0.029777,-0.039323,-0.029215,-0.012434,-0.017395,0.0,-0.0,-0.0,-0.0,0.0,0.0,
2640,-0.062807,0.091422,-0.003682,0.034067,-0.011894,0.00277,0.0,0.0,0.0,0.0,0.0,0.0,0.179722,0.003157,-0.033642,0.019691,-0.006845,0.052343,-0.099428,0.029808,-0.039311,-0.029204,-0.012422,-0.017386,0.0,-0.0,-0.0,0.0,0.0,0.0,
2670,-0.062822,0.091387,-0.003692,0.034081,-0.011899,0.002769,0.0,0.0,0.0,0.0,0.0,0.0,0.179699,0.003187,-0.033632,0.019688,-0.006852,0.052356,-0.099403,0.029787,-0.039326,-0.029219,-0.012428,-0.017392,0.0,0.0,-0.0,0.0,0.0,-0.0,
2700,-0.062813,0.091374,-0.003691,0.034076,-0.011903,0.002784,0.0,0.0,0.0,0.0,0.0,0.0,0.179688,0.003186,-0.033621,0.019676,-0.006855,0.052345,-0.099391,0.02978,-0.039317,-0.029222,-0.012433,-0.017392,-0.0,0.0,0.0,0.0,0.0,-0.0,
2730,-0.062818,0.091417,-0.003686,0.034076,-0.011889,0.002783,0.0,0.0,0.0,0.0,0.0,0.0,0.179721,0.003169,-0.033645,0.019688,-0.00686,0.05234,-0.099428,0.029807,-0.039323,-0.029216,-0.012435,-0.017391,-0.0,0.0,-0.0,0.0,0.0,0.0,
2760,-0.06285,0.091425,-0.003691,0.034065,-0.011897,0.002775,0.0,0.0,0.0,0.0,0.0,0.0,0.17973,0.003191,-0.033669,0.019687,-0.006845,0.052341,-0.099441,0.029799,-0.03934,-0.029208,-0.012425,-0.017381,0.0,0.0,-0.0,0.0,0.0,0.0,
2790,-0.06279,0.091395,-0.003686,0.034082,-0.011889,0.002782,0.0,0.0,0.0,0.0,0.0,0.0,0.179702,0.003158,-0.033617,0.019689,-0.006864,0.052345,-0.099388,0.029805,-0.039301,-0.029215,-0.012433,-0.017386,-0.0,0.0,-0.0,0.0,0.0,-0.0,
2820,-0.062797,0.0914,-0.003688,0.034071,-0.011903,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.179708,0.003163,-0.033622,0.01968,-0.006848,0.052346,-0.099397,0.029801,-0.039308,-0.029215,-0.012428,-0.017389,0.0,0.0,-0.0,-0.0,0.0,0.0,
2850,-0.06282,0.091425,-0.003708,0.034078,-0.0119,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.17974,0.00318,-0.033637,0.019682,-0.006854,0.052349,-0.099427,0.029812,-0.039339,-0.029227,-0.012433,-0.017398,0.0,0.0,-0.0,0.0,-0.0,0.0,
2880,-0.062802,0.091369,-0.003702,0.034079,-0.011904,0.002784,0.0,0.0,0.0,0.0,0.0,0.0,0.17969,0.003187,-0.033605,0.019675,-0.006857,0.052348,-0.099379,0.02979,-0.039314,-0.02923,-0.012436,-0.017393,0.0,0.0,0.0,0.0,-0.0,-0.0,
2910,-0.062807,0.09139,-0.003687,0.034092,-0.011895,0.002777,0.0,0.0,0.0,0.0,0.0,0.0,0.179699,0.003173,-0.033626,0.019687,-0.006866,0.052357,-0.099398,0.02979,-0.039312,-0.029216,-0.012431,-0.01739,0.0,0.0,-0.0,0.0,0.0,0.0,
2940,-0.062813,0.091375,-0.003705,0.034075,-0.011902,0.002783,0.0,0.0,0.0,0.0,0.0,0.0,0.179697,0.003193,-0.033614,0.019678,-0.006855,0.052345,-0.09938,0.02979,-0.03933,-0.029218,-0.012424,-0.01738,-0.0,0.0,0.0,0.0,0.0,-0.0,
2970,-0.062817,0.091408,-0.003698,0.034069,-0.011895,0.002781,0.0,0.0,0.0,0.0,0.0,0.0,0.17972,0.003178,-0.033634,0.019684,-0.006852,0.052339,-0.099416,0.029804,-0.039322,-0.029215,-0.012429,-0.017389,0.0,0.0,0.0,0.0,0.0,0.0,
3000,-0.06281,0.091413,-0.003686,0.034058,-0.011897,0.002772,0.0,0.0,0.0,0.0,0.0,0.0,0.179717,0.003165,-0.033638,0.019688,-0.006838,0.052337,-0.099421,0.029798,-0.039321,-0.029202,-0.012422,-0.017382,0.0,0.0,0.0,0.0,0.0,-0.0,
3030,-0.062826,0.091434,-0.003673,0.034055,-0.011889,0.002769,0.0,0.0,0.0,0.0,0.0,0.0,0.179727,0.00316,-0.033665,0.019696,-0.006838,0.052334,-0.099449,0.029809,-0.039315,-0.029196,-0.012415,-0.017384,0.0,-0.0,0.0,0.0,0.0,-0.0,
3060,-0.06281,0.091411,-0.003691,0.034081,-0.011901,0.002779,0.0,0.0,0.0,0.0,0.0,0.0,0.179719,0.003169,-0.033634,0.01968,-0.006857,0.052351,-0.099414,0.029803,-0.039315,-0.029218,-0.012427,-0.017389,-0.0,0.0,0.0,0.0,0.0,-0.0,
3090,-0.062827,0.091411,-0.003695,0.034081,-0.011908,0.002776,0.0,0.0,0.0,0.0,0.0,0.0,0.179721,0.003183,-0.033644,0.019676,-0.006852,0.052356,-0.099422,0.029795,-0.039335,-0.029222,-0.012425,-0.01739,0.0,0.0,-0.0,-0.0,-0.0,-0.0,
3120,-0.062815,0.091409,-0.003669,0.034073,-0.011887,0.002771,0.0,0.0,0.0,0.0,0.0,0.0,0.179704,0.00316,-0.03365,0.019697,-0.006852,0.052344,-0.099424,0.029793,-0.039309,-0.029216,-0.012428,-0.017395,0.0,0.0,0.0,0.0,0.0,0.0,
3150,-0.062859,0.091427,-0.003689,0.034063,-0.011889,0.002772,0.0,0.0,0.0,0.0,0.0,0.0,0.17973,0.003196,-0.033677,0.019695,-0.006845,0.052338,-0.099449,0.029787,-0.039346,-0.029203,-0.012424,-0.017385,0.0,0.0,0.0,0.0,0.0,0.0,
3180,-0.062831,0.091402,-0.003702,0.034069,-0.011888,0.002785,0.0,0.0,0.0,0.0,0.0,0.0,0.179717,0.003193,-0.03364,0.019688,-0.006857,0.052334,-0.099407,0.029799,-0.039331,-0.029213,-0.01242,-0.017378,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
3210,-0.062811,0.091422,-0.003685,0.034061,-0.011901,0.002775,0.0,0.0,0.0,0.0,0.0,0.0,0.179724,0.003161,-0.033643,0.019683,-0.006841,0.05234,-0.09942,0.029806,-0.039318,-0.029211,-0.012423,-0.017382,-0.0,0.0,-0.0,0.0,0.0,0.0,
3240,-0.062804,0.091403,-0.00369,0.034078,-0.011906,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.179711,0.003167,-0.033627,0.019677,-0.006852,0.052352,-0.099401,0.029805,-0.039313,-0.029219,-0.012428,-0.017389,0.0,0.0,-0.0,-0.0,0.0,-0.0,
3270,-0.062787,0.091398,-0.003673,0.034065,-0.011905,0.002776,0.0,0.0,0.0,0.0,0.0,0.0,0.179697,0.003147,-0.033623,0.019679,-0.006843,0.052343,-0.099392,0.029805,-0.039293,-0.029217,-0.012427,-0.017392,0.0,-0.0,-0.0,0.0,0.0,0.0,
3300,-0.062833,0.09144,-0.003684,0.034073,-0.011903,0.002772,0.0,0.0,0.0,0.0,0.0,0.0,0.179738,0.003169,-0.033667,0.019683,-0.006846,0.05235,-0.099445,0.029811,-0.039328,-0.029215,-0.012426,-0.017392,0.0,0.0,-0.0,0.0,0.0,-0.0,
3330,-0.062792,0.091383,-0.003674,0.034065,-0.011899,0.002785,0.0,0.0,0.0,0.0,0.0,0.0,0.179686,0.003157,-0.033621,0.019678,-0.00685,0.052336,-0.099391,0.029792,-0.039296,-0.029208,-0.012424,-0.017381,-0.0,0.0,0.0,0.0,-0.0,-0.0,
3360,-0.062805,0.091419,-0.003696,0.034075,-0.011903,0.00278,0.0,0.0,0.0,0.0,0.0,0.0,0.179728,0.003165,-0.033631,0.019678,-0.006852,0.052347,-0.099415,0.029816,-0.039317,-0.029214,-0.012432,-0.017386,0.0,0.0,0.0,0.0,-0.0,-0.0,
3390,-0.062809,0.091412,-0.003675,0.034081,-0.011895,0.002775,0.0,0.0,0.0,0.0,0.0,0.0,0.17971,0.003158,-0.033644,0.019688,-0.006857,0.052351,-0.099424,0.029799,-0.039312,-0.029222,-0.012434,-0.017396,-0.0,0.0,0.0,0.0,-0.0,-0.0,
3420,-0.062843,0.09142,-0.003673,0.034068,-0.011896,0.002776,0.0,0.0,0.0,0.0,0.0,0.0,0.179715,0.003178,-0.033672,0.019687,-0.006848,0.052342,-0.099443,0.029787,-0.039326,-0.029203,-0.012425,-0.017386,0.0,0.0,-0.0,-0.0,0.0,-0.0,
3450,-0.062813,0.091418,-0.003673,0.034072,-0.011886,0.002774,0.0,0.0,0.0,0.0,0.0,0.0,0.179714,0.003157,-0.03365,0.019696,-0.006854,0.052341,-0.099424,0.029799,-0.039303,-0.029214,-0.012431,-0.017398,0.0,0.0,0.0,-0.0,0.0,0.0,
3480,-0.062829,0.091393,-0.003683,0.03408,-0.011888,0.002781,0.0,0.0,0.0,0.0,0.0,0.0,0.179699,0.003185,-0.033645,0.01969,-0.006863,0.052344,-0.099421,0.02978,-0.039321,-0.029209,-0.01243,-0.017389,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
3510,-0.062855,0.091435,-0.003695,0.034055,-0.01189,0.002771,0.0,0.0,0.0,0.0,0.0,0.0,0.17974,0.003193,-0.033674,0.019694,-0.006838,0.052333,-0.099452,0.029797,-0.039344,-0.029208,-0.012418,-0.017382,-0.0,0.0,0.0,-0.0,0.0,-0.0,
3540,-0.062795,0.09141,-0.003683,0.034089,-0.01189,0.002785,0.0,0.0,0.0,0.0,0.0,0.0,0.179713,0.003153,-0.033628,0.019686,-0.006871,0.052349,-0.099403,0.029812,-0.039309,-0.029219,-0.012434,-0.017391,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
3570,-0.062828,0.091431,-0.00366,0.034054,-0.011888,0.002772,0.0,0.0,0.0,0.0,0.0,0.0,0.179717,0.003155,-0.033674,0.019696,-0.006839,0.052331,-0.099445,0.029799,-0.039308,-0.029199,-0.012422,-0.017383,0.0,0.0,-0.0,-0.0,-0.0,0.0,
3600,-0.062839,0.091415,-0.003668,0.034079,-0.011881,0.002769,0.0,0.0,0.0,0.0,0.0,0.0,0.179709,0.003174,-0.033669,0.019703,-0.006858,0.052348,-0.099446,0.029789,-0.039317,-0.02921,-0.012432,-0.017396,0.0,0.0,0.0,0.0,0.0,0.0,
3630,-0.062784,0.091413,-0.003693,0.034067,-0.011898,0.002777,0.0,0.0,0.0,0.0,0.0,0.0,0.179721,0.003151,-0.033616,0.019684,-0.006847,0.052341,-0.099398,0.029827,-0.039312,-0.029214,-0.012428,-0.017383,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
3660,-0.062848,0.091418,-0.003682,0.034068,-0.011899,0.002776,0.0,0.0,0.0,0.0,0.0,0.0,0.179719,0.003187,-0.033669,0.019684,-0.006847,0.052343,-0.099443,0.029784,-0.039332,-0.02921,-0.012426,-0.017387,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
3690,-0.062817,0.091411,-0.003683,0.034082,-0.011887,0.00278,0.0,0.0,0.0,0.0,0.0,0.0,0.179713,0.003169,-0.033644,0.019691,-0.006864,0.052346,-0.09942,0.029797,-0.039316,-0.029211,-0.012435,-0.017389,0.0,0.0,-0.0,0.0,-0.0,0.0,
3720,-0.062821,0.091414,-0.003692,0.03407,-0.011894,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.179721,0.003175,-0.033643,0.019687,-0.006852,0.052341,-0.099425,0.029804,-0.039325,-0.029209,-0.012428,-0.017388,-0.0,0.0,0.0,-0.0,-0.0,-0.0,
3750,-0.062822,0.091378,-0.003655,0.03408,-0.011893,0.002777,0.0,0.0,0.0,0.0,0.0,0.0,0.17967,0.00317,-0.03365,0.019689,-0.006858,0.052348,-0.099413,0.029762,-0.039301,-0.029218,-0.012436,-0.017399,0.0,0.0,-0.0,0.0,0.0,0.0,
