step,front_roll_cur_deg,front_pitch_cur_deg,front_yaw_cur_deg,rear_roll_cur_deg,rear_pitch_cur_deg,rear_yaw_cur_deg,front_joint_cmd_0_deg,front_joint_cmd_1_deg,front_joint_cmd_2_deg,rear_joint_cmd_0_deg,rear_joint_cmd_1_deg,rear_joint_cmd_2_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
900,-0.082575,0.077119,0.001541,0.040257,-0.011564,-0.001607,0.0,0.0,0.0,0.0,0.0,0.0,0.165003,0.019963,-0.044787,0.022486,-0.008829,0.059111,-0.102839,0.00612,-0.046436,-0.030765,-0.014454,-0.024536,0.0,-0.0,0.0,0.0,-0.0,0.0,
930,-0.082548,0.07713,0.001528,0.040271,-0.011578,-0.001595,0.0,0.0,0.0,0.0,0.0,0.0,0.16502,0.019947,-0.044765,0.022468,-0.00884,0.05912,-0.102826,0.006148,-0.046426,-0.030777,-0.014454,-0.02454,-0.0,0.0,0.0,-0.0,0.0,0.0,
960,-0.082557,0.077147,0.001536,0.040272,-0.011568,-0.001595,0.0,0.0,0.0,0.0,0.0,0.0,0.165029,0.019942,-0.044783,0.022476,-0.008845,0.059117,-0.102847,0.006162,-0.046427,-0.030774,-0.014452,-0.024532,-0.0,0.0,-0.0,0.0,0.0,0.0,
990,-0.082497,0.07725,0.001489,0.040279,-0.011571,-0.001598,0.0,0.0,0.0,0.0,0.0,0.0,0.165141,0.019885,-0.044756,0.022475,-0.008847,0.059125,-0.102868,0.006284,-0.046427,-0.030779,-0.014459,-0.024543,0.0,0.0,0.0,-0.0,-0.0,0.0,
1020,-0.083057,0.07411,0.000784,0.042161,-0.012323,-0.000997,0.0,0.0,0.0,0.0,0.0,0.0,0.162984,0.021971,-0.04346,0.021514,-0.010219,0.060416,-0.100683,0.004029,-0.047331,-0.032637,-0.015271,-0.025142,-0.0,0.0,-0.0,-0.0,-0.0,0.0,
1050,-0.084678,0.065234,-0.000894,0.048174,-0.01446,0.000969,0.0,0.0,0.0,0.0,0.0,0.0,0.156705,0.027716,-0.040007,0.018633,-0.014737,0.064405,-0.094653,-0.002495,-0.04963,-0.038415,-0.018028,-0.027,0.0,0.0,-0.0,0.0,0.0,-0.0,
1080,-0.085867,0.057591,-0.002562,0.053697,-0.017252,0.002032,0.0,0.0,0.0,0.0,0.0,0.0,0.151429,0.032646,-0.036759,0.015738,-0.018121,0.068836,-0.08925,-0.007906,-0.051674,-0.044015,-0.019685,-0.029314,-0.0,0.0,0.0,0.0,0.0,0.0,
1110,-0.083692,0.064492,-0.001574,0.049636,-0.016382,0.001714,0.0,0.0,0.0,0.0,0.0,0.0,0.156494,0.027716,-0.038614,0.016633,-0.015419,0.065793,-0.093281,-0.002179,-0.049611,-0.040929,-0.017822,-0.027243,0.0,0.0,0.0,0.0,0.0,0.0,
1140,-0.081465,0.069799,-0.001338,0.046979,-0.015652,0.001699,0.0,0.0,0.0,0.0,0.0,0.0,0.160692,0.023834,-0.039346,0.017239,-0.013828,0.063625,-0.095846,0.002769,-0.048132,-0.038879,-0.016791,-0.025716,-0.0,0.0,-0.0,0.0,0.0,0.0,
1170,-0.079062,0.074471,-0.00141,0.044964,-0.015051,0.00177,0.0,0.0,0.0,0.0,0.0,0.0,0.164551,0.020267,-0.039515,0.017689,-0.012689,0.061914,-0.097737,0.007493,-0.046807,-0.037323,-0.016085,-0.024489,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
1200,-0.076698,0.078661,-0.00173,0.043409,-0.014585,0.002008,0.0,0.0,0.0,0.0,0.0,0.0,0.168159,0.017066,-0.039373,0.017933,-0.011917,0.060487,-0.099212,0.011953,-0.045709,-0.036192,-0.015601,-0.023397,0.0,0.0,0.0,-0.0,0.0,-0.0,
1230,-0.07456,0.082462,-0.002105,0.042005,-0.014155,0.002156,0.0,0.0,0.0,0.0,0.0,0.0,0.171482,0.014216,-0.039199,0.018198,-0.011184,0.059234,-0.100515,0.016022,-0.044791,-0.035141,-0.015173,-0.022477,0.0,0.0,-0.0,0.0,0.0,-0.0,
1260,-0.072534,0.085761,-0.002366,0.040814,-0.013788,0.002312,0.0,0.0,0.0,0.0,0.0,0.0,0.174328,0.011585,-0.038964,0.018408,-0.010581,0.058151,-0.101574,0.019638,-0.04383,-0.034256,-0.014799,-0.021658,-0.0,0.0,-0.0,0.0,-0.0,-0.0,
1290,-0.071307,0.088367,-0.002222,0.039678,-0.013444,0.002395,0.0,0.0,0.0,0.0,0.0,0.0,0.176375,0.009569,-0.039246,0.018641,-0.009965,0.05716,-0.102762,0.022131,-0.043014,-0.03338,-0.014413,-0.020934,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
1320,-0.069513,0.0913,-0.002212,0.038451,-0.013041,0.00241,0.0,0.0,0.0,0.0,0.0,0.0,0.178765,0.007096,-0.039183,0.018963,-0.009271,0.056119,-0.103802,0.025243,-0.041967,-0.032398,-0.014006,-0.020212,0.0,0.0,-0.0,-0.0,0.0,-0.0,
1350,-0.068526,0.091906,-0.002215,0.037963,-0.012981,0.002577,0.0,0.0,0.0,0.0,0.0,0.0,0.179263,0.006152,-0.038732,0.018915,-0.009046,0.055654,-0.103665,0.026238,-0.041398,-0.032149,-0.013826,-0.019796,0.0,0.0,-0.0,0.0,-0.0,-0.0,
1380,-0.067687,0.091811,-0.002214,0.037638,-0.012871,0.00269,0.0,0.0,0.0,0.0,0.0,0.0,0.179186,0.005598,-0.0381,0.01894,-0.008926,0.055314,-0.103121,0.02666,-0.04092,-0.031935,-0.013769,-0.01952,0.0,-0.0,-0.0,0.0,0.0,-0.0,
1410,-0.067152,0.091861,-0.002176,0.037222,-0.012745,0.002713,0.0,0.0,0.0,0.0,0.0,0.0,0.179205,0.005178,-0.037764,0.019029,-0.008697,0.054955,-0.102857,0.026984,-0.040591,-0.031614,-0.013619,-0.019255,0.0,0.0,-0.0,0.0,0.0,0.0,
1440,-0.066681,0.091635,-0.002014,0.036889,-0.012638,0.002696,0.0,0.0,0.0,0.0,0.0,0.0,0.178928,0.004844,-0.037432,0.019127,-0.008495,0.054685,-0.102492,0.027037,-0.04017,-0.031336,-0.013496,-0.019085,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
1470,-0.06615,0.091305,-0.002002,0.036649,-0.012591,0.002691,0.0,0.0,0.0,0.0,0.0,0.0,0.178652,0.004597,-0.036929,0.019167,-0.008342,0.0545,-0.101955,0.027112,-0.039858,-0.031158,-0.013388,-0.018945,-0.0,0.0,-0.0,0.0,-0.0,-0.0,
1500,-0.065488,0.090966,-0.002031,0.036378,-0.012512,0.002765,0.0,0.0,0.0,0.0,0.0,0.0,0.178393,0.004286,-0.036305,0.019189,-0.008225,0.054233,-0.101321,0.02726,-0.039504,-0.030974,-0.013327,-0.018731,-0.0,0.0,-0.0,-0.0,0.0,0.0,
1530,-0.064979,0.090667,-0.001888,0.036087,-0.01241,0.002745,0.0,0.0,0.0,0.0,0.0,0.0,0.178067,0.003966,-0.035906,0.019284,-0.008049,0.053997,-0.100878,0.027291,-0.039101,-0.030733,-0.013214,-0.018581,0.0,0.0,-0.0,-0.0,0.0,0.0,
1560,-0.064454,0.090313,-0.001943,0.035864,-0.012366,0.00274,0.0,0.0,0.0,0.0,0.0,0.0,0.177811,0.003772,-0.035358,0.019323,-0.007906,0.053824,-0.100306,0.027365,-0.038839,-0.030567,-0.013109,-0.018449,0.0,-0.0,0.0,-0.0,-0.0,0.0,
1590,-0.064092,0.090037,-0.001802,0.035659,-0.012271,0.002726,0.0,0.0,0.0,0.0,0.0,0.0,0.177504,0.003547,-0.03507,0.019409,-0.007792,0.053649,-0.09995,0.027329,-0.038514,-0.030377,-0.013044,-0.018335,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
1620,-0.063647,0.089725,-0.001749,0.035451,-0.012248,0.00277,0.0,0.0,0.0,0.0,0.0,0.0,0.177219,0.00333,-0.034659,0.019403,-0.00768,0.053466,-0.099497,0.027338,-0.038204,-0.030253,-0.012971,-0.018194,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
1650,-0.063322,0.089628,-0.001716,0.035182,-0.012185,0.002688,0.0,0.0,0.0,0.0,0.0,0.0,0.177121,0.003121,-0.034409,0.019501,-0.007468,0.053298,-0.099249,0.027443,-0.037997,-0.030027,-0.01282,-0.018099,0.0,0.0,0.0,-0.0,0.0,0.0,
1680,-0.063062,0.089451,-0.001738,0.035038,-0.012155,0.002679,0.0,0.0,0.0,0.0,0.0,0.0,0.17699,0.003023,-0.03414,0.019531,-0.007373,0.053189,-0.098972,0.027483,-0.03787,-0.029915,-0.01276,-0.018019,0.0,-0.0,-0.0,0.0,-0.0,0.0,
1710,-0.062663,0.089903,-0.003494,0.034838,-0.012083,0.002729,0.0,0.0,0.0,0.0,0.0,0.0,0.178373,0.003568,-0.033027,0.019561,-0.007289,0.052989,-0.098338,0.028739,-0.039063,-0.029766,-0.012717,-0.017873,0.0,-0.0,0.0,-0.0,0.0,0.0,
1740,-0.063037,0.091033,-0.003628,0.034166,-0.011962,0.002708,0.0,0.0,0.0,0.0,0.0,0.0,0.179373,0.003447,-0.033677,0.019672,-0.006851,0.052478,-0.099308,0.029379,-0.039397,-0.029284,-0.012404,-0.017495,-0.0,-0.0,0.0,-0.0,0.0,0.0,
1770,-0.063052,0.091476,-0.003696,0.034202,-0.011932,0.002781,0.0,0.0,0.0,0.0,0.0,0.0,0.179774,0.003316,-0.033829,0.019654,-0.006931,0.052449,-0.099595,0.029713,-0.039463,-0.029317,-0.012475,-0.01746,0.0,-0.0,-0.0,0.0,0.0,0.0,
1800,-0.063043,0.091529,-0.003685,0.034163,-0.011927,0.002772,0.0,0.0,0.0,0.0,0.0,0.0,0.179811,0.003282,-0.033851,0.019664,-0.006901,0.052423,-0.099629,0.02975,-0.039453,-0.029283,-0.01246,-0.017446,0.0,0.0,-0.0,-0.0,0.0,0.0,
1830,-0.063012,0.091418,-0.00366,0.034018,-0.011919,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.179706,0.00329,-0.033798,0.019666,-0.006804,0.052314,-0.099547,0.029688,-0.039407,-0.029204,-0.012374,-0.017357,-0.0,0.0,-0.0,-0.0,0.0,0.0,
1860,-0.06301,0.09148,-0.003681,0.034174,-0.011918,0.002773,0.0,0.0,0.0,0.0,0.0,0.0,0.179768,0.003276,-0.03381,0.019671,-0.006912,0.052428,-0.099569,0.029728,-0.039424,-0.029291,-0.012468,-0.017449,-0.0,0.0,0.0,0.0,-0.0,0.0,
1890,-0.062994,0.091422,-0.003676,0.034133,-0.011923,0.002769,0.0,0.0,0.0,0.0,0.0,0.0,0.179719,0.003286,-0.033778,0.019668,-0.006879,0.052403,-0.099536,0.029704,-0.039405,-0.029261,-0.012443,-0.017427,0.0,0.0,0.0,0.0,0.0,0.0,
1920,-0.062975,0.091401,-0.00365,0.034095,-0.011919,0.002772,0.0,0.0,0.0,0.0,0.0,0.0,0.179686,0.003266,-0.033771,0.019669,-0.006856,0.052373,-0.099518,0.029684,-0.039381,-0.029241,-0.012422,-0.017403,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
1950,-0.06293,0.091441,-0.00367,0.03403,-0.011898,0.002776,0.0,0.0,0.0,0.0,0.0,0.0,0.17973,0.003229,-0.033744,0.019685,-0.00682,0.052316,-0.099511,0.029748,-0.039364,-0.029195,-0.012395,-0.017364,-0.0,-0.0,0.0,0.0,0.0,0.0,
1980,-0.062841,0.091441,-0.003671,0.03403,-0.011896,0.002791,0.0,0.0,0.0,0.0,0.0,0.0,0.179732,0.003167,-0.03368,0.019678,-0.006829,0.052306,-0.099462,0.029799,-0.039327,-0.029196,-0.012412,-0.01735,0.0,0.0,0.0,-0.0,-0.0,0.0,
2010,-0.062928,0.091509,-0.003715,0.034079,-0.011907,0.002771,0.0,0.0,0.0,0.0,0.0,0.0,0.179812,0.003226,-0.033744,0.01968,-0.006848,0.052357,-0.099538,0.02982,-0.039405,-0.029225,-0.012417,-0.017391,0.0,0.0,0.0,0.0,-0.0,-0.0,
2040,-0.062876,0.091423,-0.003716,0.034098,-0.011927,0.002782,0.0,0.0,0.0,0.0,0.0,0.0,0.179743,0.003225,-0.033672,0.019658,-0.00686,0.052373,-0.099446,0.029791,-0.039379,-0.029255,-0.012434,-0.017404,-0.0,0.0,0.0,0.0,-0.0,-0.0,
2070,-0.062804,0.091398,-0.003672,0.034083,-0.011893,0.00278,0.0,0.0,0.0,0.0,0.0,0.0,0.179697,0.003159,-0.033636,0.019687,-0.006862,0.052348,-0.099406,0.029795,-0.039308,-0.029223,-0.012443,-0.0174,0.0,-0.0,-0.0,0.0,0.0,-0.0,
2100,-0.062832,0.09139,-0.003696,0.034074,-0.011911,0.002781,0.0,0.0,0.0,0.0,0.0,0.0,0.179704,0.003196,-0.033638,0.019672,-0.00685,0.052349,-0.099404,0.029783,-0.039332,-0.029221,-0.012424,-0.01739,-0.0,0.0,0.0,0.0,0.0,0.0,
2130,-0.062822,0.091421,-0.003684,0.034072,-0.011901,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.179723,0.003169,-0.033651,0.019682,-0.00685,0.052346,-0.099426,0.029803,-0.039321,-0.029213,-0.012425,-0.017391,0.0,-0.0,0.0,0.0,0.0,0.0,
2160,-0.062798,0.091409,-0.0037,0.034081,-0.011901,0.002784,0.0,0.0,0.0,0.0,0.0,0.0,0.179722,0.003166,-0.03362,0.019678,-0.00686,0.052349,-0.099401,0.029811,-0.039326,-0.029219,-0.012432,-0.017391,0.0,-0.0,0.0,-0.0,-0.0,-0.0,
2190,-0.062821,0.091406,-0.003702,0.034077,-0.011903,0.002785,0.0,0.0,0.0,0.0,0.0,0.0,0.179721,0.003184,-0.033633,0.019675,-0.006857,0.052346,-0.09941,0.029806,-0.039331,-0.029225,-0.012424,-0.017385,-0.0,0.0,0.0,-0.0,0.0,0.0,
2220,-0.062821,0.0914,-0.003688,0.034076,-0.011908,0.002781,0.0,0.0,0.0,0.0,0.0,0.0,0.179707,0.003179,-0.033639,0.019674,-0.006852,0.052349,-0.099412,0.029796,-0.03932,-0.029222,-0.012428,-0.01739,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
2250,-0.062833,0.091425,-0.003685,0.034049,-0.011882,0.002776,0.0,0.0,0.0,0.0,0.0,0.0,0.179727,0.003176,-0.033659,0.019698,-0.00684,0.052322,-0.099444,0.029804,-0.039325,-0.029192,-0.012421,-0.017376,0.0,0.0,-0.0,0.0,0.0,-0.0,
2280,-0.062813,0.091403,-0.003708,0.034084,-0.011905,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.179721,0.003184,-0.033624,0.019678,-0.006857,0.052355,-0.099399,0.029798,-0.039333,-0.029231,-0.012429,-0.017394,0.0,-0.0,-0.0,-0.0,0.0,0.0,
2310,-0.062805,0.091389,-0.003688,0.034069,-0.011888,0.002786,0.0,0.0,0.0,0.0,0.0,0.0,0.179699,0.003172,-0.033624,0.019687,-0.006858,0.052333,-0.0994,0.029794,-0.039314,-0.029215,-0.012431,-0.017384,0.0,0.0,-0.0,0.0,0.0,0.0,
2340,-0.062822,0.091408,-0.003669,0.034079,-0.011886,0.002777,0.0,0.0,0.0,0.0,0.0,0.0,0.179703,0.003166,-0.033654,0.019694,-0.00686,0.052345,-0.099423,0.02979,-0.039315,-0.02921,-0.012433,-0.01739,-0.0,0.0,0.0,-0.0,0.0,0.0,
2370,-0.062819,0.091452,-0.003669,0.034056,-0.011889,0.002768,0.0,0.0,0.0,0.0,0.0,0.0,0.179739,0.003146,-0.03367,0.019697,-0.006838,0.052335,-0.099449,0.029821,-0.039306,-0.029191,-0.012424,-0.017383,-0.0,0.0,0.0,-0.0,0.0,0.0,
2400,-0.062814,0.091445,-0.003708,0.034072,-0.011899,0.002777,0.0,0.0,0.0,0.0,0.0,0.0,0.179756,0.003167,-0.033641,0.019683,-0.00685,0.052345,-0.099435,0.029833,-0.039332,-0.029214,-0.012428,-0.017389,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
2430,-0.062841,0.091404,-0.003698,0.034085,-0.011897,0.002766,0.0,0.0,0.0,0.0,0.0,0.0,0.179716,0.003197,-0.033649,0.019692,-0.006854,0.05236,-0.099425,0.029789,-0.039337,-0.029218,-0.012428,-0.017394,-0.0,0.0,-0.0,-0.0,0.0,0.0,
2460,-0.062845,0.091419,-0.003675,0.034069,-0.011885,0.002771,0.0,0.0,0.0,0.0,0.0,0.0,0.179716,0.003181,-0.033672,0.019698,-0.006851,0.052341,-0.099444,0.029791,-0.039325,-0.029203,-0.012423,-0.017385,-0.0,0.0,0.0,-0.0,0.0,-0.0,
2490,-0.062801,0.091379,-0.003703,0.034089,-0.011902,0.002786,0.0,0.0,0.0,0.0,0.0,0.0,0.1797,0.003182,-0.033608,0.019676,-0.006866,0.052353,-0.099383,0.029792,-0.039324,-0.02923,-0.012438,-0.017395,-0.0,0.0,-0.0,0.0,0.0,-0.0,
2520,-0.06282,0.091402,-0.003682,0.034067,-0.011881,0.002777,0.0,0.0,0.0,0.0,0.0,0.0,0.179706,0.003174,-0.033643,0.019698,-0.006854,0.052334,-0.099417,0.029788,-0.039312,-0.029202,-0.012423,-0.017379,-0.0,0.0,-0.0,0.0,-0.0,0.0,
2550,-0.062811,0.09141,-0.003678,0.034072,-0.011886,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.17971,0.003162,-0.033642,0.019693,-0.006856,0.05234,-0.099422,0.029806,-0.039313,-0.029206,-0.012428,-0.01739,0.0,0.0,0.0,-0.0,0.0,-0.0,
2580,-0.062803,0.091402,-0.003684,0.034066,-0.011898,0.002783,0.0,0.0,0.0,0.0,0.0,0.0,0.179707,0.003163,-0.03363,0.019681,-0.00685,0.052337,-0.099401,0.029802,-0.039308,-0.029215,-0.012428,-0.017385,0.0,0.0,-0.0,0.0,-0.0,0.0,
