step,front_roll_raw_deg,front_pitch_raw_deg,front_yaw_raw_deg,rear_roll_raw_deg,rear_pitch_raw_deg,rear_yaw_raw_deg,front_roll_bias_deg,front_pitch_bias_deg,front_yaw_bias_deg,rear_roll_bias_deg,rear_pitch_bias_deg,rear_yaw_bias_deg,front_roll_meas_deg,front_pitch_meas_deg,front_yaw_meas_deg,rear_roll_meas_deg,rear_pitch_meas_deg,rear_yaw_meas_deg,front_roll_des_deg,front_pitch_des_deg,front_yaw_des_deg,rear_roll_des_deg,rear_pitch_des_deg,rear_yaw_des_deg,front_roll_cmd_deg,front_pitch_cmd_deg,front_yaw_cmd_deg,rear_roll_cmd_deg,rear_pitch_cmd_deg,rear_yaw_cmd_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_cmd_0_deg,front_q_cmd_1_deg,front_q_cmd_2_deg,rear_q_cmd_0_deg,rear_q_cmd_1_deg,rear_q_cmd_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_track_err_0_deg,front_track_err_1_deg,front_track_err_2_deg,rear_track_err_0_deg,rear_track_err_1_deg,rear_track_err_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
1050,-0.083199,0.069745,-0.004299,0.058286,-0.023378,0.003385,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006044,-0.022021,-0.010135,0.016296,-0.010023,0.005694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095644,0.002927,-0.051466,-0.051546,-0.018541,-0.030907,-0.023172,0.007922,0.0047,0.018807,0.004641,0.004794,-0.0,0.0,0.0,-0.0,0.0,0.0,
1080,-0.0832,0.069737,-0.004294,0.058307,-0.023383,0.003378,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006044,-0.022029,-0.01013,0.016317,-0.010028,0.005687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095639,0.002918,-0.051472,-0.051556,-0.018545,-0.030914,-0.023178,0.00793,0.004706,0.018818,0.004645,0.004801,-0.0,0.0,0.0,-0.0,0.0,0.0,
1110,-0.083203,0.069731,-0.004292,0.058309,-0.023379,0.003376,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.00604,-0.022035,-0.010127,0.016319,-0.010024,0.005685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095638,0.002909,-0.051467,-0.051557,-0.018542,-0.030914,-0.023178,0.00794,0.004701,0.018818,0.004643,0.004801,-0.0,0.0,0.0,-0.0,0.0,0.0,
1140,-0.083163,0.069782,-0.0043,0.058265,-0.023362,0.003379,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006081,-0.021983,-0.010135,0.016275,-0.010007,0.005688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095647,0.002976,-0.051449,-0.051516,-0.018536,-0.030891,-0.02317,0.007873,0.004684,0.018778,0.004637,0.004778,-0.0,0.0,0.0,-0.0,0.0,0.0,
1170,-0.083194,0.069736,-0.004287,0.058293,-0.02337,0.003375,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.00605,-0.022029,-0.010123,0.016303,-0.010015,0.005684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095638,0.002923,-0.051459,-0.051537,-0.018539,-0.030903,-0.023179,0.007926,0.004694,0.018799,0.00464,0.00479,-0.0,0.0,0.0,-0.0,0.0,0.0,
1200,-0.083201,0.069774,-0.00429,0.05829,-0.023364,0.003375,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006043,-0.021992,-0.010126,0.0163,-0.010009,0.005684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.09567,0.00294,-0.051462,-0.051538,-0.018541,-0.030904,-0.023146,0.007909,0.004697,0.018799,0.004641,0.004791,-0.0,0.0,0.0,-0.0,0.0,0.0,
1230,-0.083195,0.069734,-0.004286,0.058302,-0.023373,0.003377,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006049,-0.022032,-0.010122,0.016312,-0.010017,0.005687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.09563,0.002909,-0.051461,-0.051554,-0.018546,-0.030915,-0.023187,0.00794,0.004696,0.018815,0.004647,0.004801,-0.0,0.0,0.0,-0.0,0.0,0.0,
1260,-0.083185,0.069748,-0.004289,0.058299,-0.023378,0.003376,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006058,-0.022018,-0.010125,0.016309,-0.010023,0.005685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095637,0.002933,-0.051458,-0.05155,-0.018539,-0.030909,-0.02318,0.007916,0.004693,0.018811,0.00464,0.004795,-0.0,0.0,0.0,-0.0,0.0,0.0,
1290,-0.083183,0.069739,-0.004288,0.058294,-0.023368,0.003383,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006061,-0.022027,-0.010124,0.016304,-0.010013,0.005693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.09564,0.002933,-0.051457,-0.051548,-0.018542,-0.030909,-0.023177,0.007916,0.004692,0.018809,0.004643,0.004796,-0.0,0.0,0.0,-0.0,0.0,0.0,
1320,-0.083205,0.069771,-0.004286,0.058279,-0.023376,0.003378,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006038,-0.021995,-0.010122,0.016289,-0.010021,0.005687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095673,0.002929,-0.051471,-0.051544,-0.018534,-0.030905,-0.023143,0.007919,0.004705,0.018806,0.004635,0.004792,-0.0,0.0,0.0,-0.0,0.0,0.0,
1350,-0.083212,0.069743,-0.004284,0.05829,-0.02337,0.003378,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006032,-0.022023,-0.01012,0.0163,-0.010015,0.005688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095661,0.002916,-0.051472,-0.051542,-0.018541,-0.030911,-0.023156,0.007932,0.004707,0.018803,0.004642,0.004798,-0.0,0.0,0.0,-0.0,0.0,0.0,
1380,-0.08321,0.069756,-0.004306,0.058294,-0.023367,0.003386,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006034,-0.02201,-0.010142,0.016303,-0.010012,0.005695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095653,0.00293,-0.05148,-0.051545,-0.018544,-0.030907,-0.023164,0.007919,0.004714,0.018806,0.004645,0.004794,-0.0,0.0,0.0,-0.0,0.0,0.0,
1410,-0.083197,0.069721,-0.004297,0.058311,-0.023373,0.003379,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006047,-0.022045,-0.010133,0.016321,-0.010018,0.005688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095631,0.002916,-0.051468,-0.05155,-0.018548,-0.030911,-0.023186,0.007933,0.004703,0.018811,0.004648,0.004798,-0.0,0.0,0.0,-0.0,0.0,0.0,
1440,-0.083192,0.069764,-0.004296,0.05829,-0.023372,0.003383,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006051,-0.022002,-0.010132,0.0163,-0.010016,0.005692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095657,0.00294,-0.051466,-0.051541,-0.018541,-0.030905,-0.02316,0.007909,0.004701,0.018802,0.004641,0.004792,-0.0,0.0,0.0,-0.0,0.0,0.0,
1470,-0.083191,0.069759,-0.004288,0.058297,-0.023374,0.003383,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006053,-0.022006,-0.010124,0.016307,-0.010019,0.005693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095653,0.00293,-0.051464,-0.051545,-0.018543,-0.030908,-0.023164,0.007918,0.004699,0.018807,0.004644,0.004794,-0.0,0.0,0.0,-0.0,0.0,0.0,
1500,-0.083194,0.069742,-0.004297,0.058288,-0.023373,0.003379,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006049,-0.022024,-0.010133,0.016298,-0.010018,0.005689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.09564,0.002929,-0.051468,-0.051545,-0.018544,-0.030909,-0.023177,0.00792,0.004703,0.018807,0.004645,0.004796,-0.0,0.0,0.0,-0.0,0.0,0.0,
1530,-0.083191,0.069745,-0.004302,0.058299,-0.023383,0.003381,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.006053,-0.02202,-0.010138,0.016309,-0.010027,0.005691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095636,0.002935,-0.051471,-0.051556,-0.018541,-0.030905,-0.023181,0.007914,0.004705,0.018817,0.004642,0.004791,-0.0,0.0,0.0,-0.0,0.0,0.0,
1560,-0.083183,0.06971,-0.004303,0.058307,-0.023371,0.003388,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.00606,-0.022056,-0.010139,0.016317,-0.010015,0.005697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.118817,0.010849,-0.046766,-0.032739,-0.013899,-0.026113,-0.095614,0.002914,-0.051466,-0.051553,-0.018547,-0.030911,-0.023202,0.007934,0.004701,0.018814,0.004648,0.004798,-0.0,0.0,0.0,-0.0,0.0,0.0,
1590,-0.424703,0.116628,-0.005343,-0.005046,-0.0027,-0.018458,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.33546,0.024863,-0.011179,-0.047036,0.010655,-0.016149,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8192,0.0,0.0,0.0,-0.589834,-0.460169,-0.517783,-0.032739,-0.013899,-0.026113,-0.381735,-0.25207,-0.309684,-0.032739,-0.013899,-0.026113,-0.325259,-0.162163,-0.248365,0.008566,0.012337,-0.012158,-0.056476,-0.089907,-0.061319,-0.041304,-0.026236,-0.013955,0.0,0.0,-0.0,-0.0,0.0,0.0,
1620,-11.063198,1.027712,-0.471822,-0.02207,0.004424,-0.021362,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-10.973954,0.935946,-0.477658,-0.064061,0.017779,-0.019053,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.786266,0.0,0.0,0.0,-6.536418,-6.406752,-6.464366,-0.032739,-0.013899,-0.026113,-6.446451,-6.316786,-6.3744,-0.032739,-0.013899,-0.026113,-6.39391,-6.202461,-6.321989,0.025211,0.017583,-0.004253,-0.052541,-0.114325,-0.052411,-0.057949,-0.031482,-0.02186,0.0,0.0,0.0,-0.0,0.0,0.0,
1650,-11.438414,1.080283,-0.664304,-0.014732,0.001754,-0.012611,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.34917,0.988517,-0.67014,-0.056723,0.015109,-0.010301,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.999735,0.0,0.0,0.0,-6.645851,-6.516186,-6.5738,-0.032739,-0.013899,-0.026113,-6.645733,-6.516068,-6.573682,-0.032739,-0.013899,-0.026113,-6.605585,-6.42489,-6.533165,0.014971,0.012385,-0.001353,-0.040148,-0.091178,-0.040517,-0.047709,-0.026284,-0.02476,-0.0,-0.0,0.0,-0.0,0.0,0.0,
1680,-11.418035,1.086605,-0.930375,-0.018615,-0.002542,-0.010495,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.328791,0.99484,-0.936211,-0.060605,0.010813,-0.008186,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.597047,-6.427057,-6.533315,0.0125,0.017264,0.00299,-0.048939,-0.089263,-0.04062,-0.045239,-0.031163,-0.029103,-0.0,0.0,0.0,-0.0,0.0,0.0,
1710,-11.414356,1.089876,-0.934406,-0.0201,0.003534,-0.013743,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.325113,0.99811,-0.940242,-0.06209,0.016889,-0.011434,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.645986,-6.516321,-6.573935,-0.032739,-0.013899,-0.026113,-6.59709,-6.420424,-6.534678,0.019137,0.015388,0.001523,-0.048896,-0.095897,-0.039258,-0.051875,-0.029287,-0.027636,-0.0,-0.0,-0.0,-0.0,0.0,0.0,
1740,-7.603612,0.523014,-0.402239,-0.026314,0.021715,-0.004545,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-7.514369,0.431248,-0.408075,-0.068304,0.03507,-0.002236,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.912039,0.0,0.0,0.0,-3.973792,-3.844126,-3.90174,-0.032739,-0.013899,-0.026113,-4.429292,-4.299626,-4.357241,-0.032739,-0.013899,-0.026113,-4.419173,-4.283699,-4.351113,0.031937,0.002286,0.012623,-0.010119,-0.015928,-0.006127,-0.064676,-0.016185,-0.038736,0.0,0.0,-0.0,-0.0,0.0,0.0,
1770,6.946932,0.573862,-0.014541,0.07812,-0.042553,0.006039,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,7.036176,0.482096,-0.020377,0.03613,-0.029198,0.008348,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-8.000109,0.0,0.0,0.0,4.691019,4.820684,4.76307,-0.032739,-0.013899,-0.026113,4.116891,4.246556,4.188942,-0.032739,-0.013899,-0.026113,3.936698,4.199476,4.081088,-0.078913,-0.016458,-0.038097,0.180193,0.047081,0.107854,0.046175,0.002559,0.011984,0.0,0.0,-0.0,-0.0,0.0,0.0,
1800,12.215632,1.363535,0.365749,0.08828,-0.029437,0.004317,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,12.304876,1.27177,0.359913,0.04629,-0.016082,0.006626,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-11.993956,0.0,0.0,0.0,7.239658,7.369323,7.311709,-0.032739,-0.013899,-0.026113,7.236257,7.365923,7.308309,-0.032739,-0.013899,-0.026113,7.136729,7.36795,7.263473,-0.074035,-0.026545,-0.049918,0.099528,-0.002027,0.044835,0.041297,0.012645,0.023805,-0.0,0.0,0.0,-0.0,0.0,0.0,
1830,12.225902,1.367065,0.367042,0.089625,-0.030097,0.004963,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,12.315145,1.275299,0.361206,0.047634,-0.016742,0.007272,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-11.999993,0.0,0.0,0.0,7.243586,7.373252,7.315638,-0.032739,-0.013899,-0.026113,7.243582,7.373248,7.315633,-0.032739,-0.013899,-0.026113,7.141815,7.375008,7.270511,-0.075561,-0.027046,-0.050205,0.101767,-0.00176,0.045122,0.042822,0.013146,0.024092,-0.0,-0.0,0.0,-0.0,0.0,0.0,
1860,6.900969,0.507359,0.115002,0.095995,-0.019808,-0.005246,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,6.990212,0.415593,0.109166,0.054005,-0.006453,-0.002937,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-5.943705,0.0,0.0,0.0,3.417573,3.547239,3.489624,-0.032739,-0.013899,-0.026113,3.963118,4.092784,4.035169,-0.032739,-0.013899,-0.026113,3.952717,4.134667,4.042337,-0.067535,-0.035973,-0.061467,0.010401,-0.041883,-0.007167,0.034797,0.022074,0.035354,-0.0,-0.0,0.0,-0.0,0.0,0.0,
1890,-7.703888,0.577894,-0.311819,-0.01231,-0.004317,-0.021108,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-7.614644,0.486129,-0.317655,-0.0543,0.009038,-0.018798,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,9.00007,0.0,0.0,0.0,-5.086767,-4.957101,-5.014715,-0.032739,-0.013899,-0.026113,-4.591152,-4.461486,-4.519101,-0.032739,-0.013899,-0.026113,-4.498052,-4.298196,-4.425463,0.013093,0.018516,-0.010067,-0.0931,-0.16329,-0.093637,-0.045831,-0.032415,-0.016047,0.0,0.0,-0.0,-0.0,0.0,0.0,
1920,-11.412789,1.084665,-0.913221,-0.020531,-0.000855,-0.012926,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-11.323546,0.992899,-0.919056,-0.062521,0.0125,-0.010616,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.996132,0.0,0.0,0.0,-6.644005,-6.51434,-6.571954,-0.032739,-0.013899,-0.026113,-6.64229,-6.512625,-6.570239,-0.032739,-0.013899,-0.026113,-6.59518,-6.428673,-6.52262,0.015802,0.018286,0.002281,-0.04711,-0.083952,-0.047619,-0.048541,-0.032185,-0.028395,-0.0,-0.0,0.0,-0.0,0.0,0.0,
1950,-3.442572,0.179297,-0.077714,-0.026578,0.02112,-0.004692,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-3.353328,0.087531,-0.08355,-0.068568,0.034475,-0.002383,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.488189,0.0,0.0,0.0,-1.537505,-1.40784,-1.465454,-0.032739,-0.013899,-0.026113,-2.048667,-1.919002,-1.976616,-0.032739,-0.013899,-0.026113,-2.04616,-1.915018,-1.97502,0.031981,0.002534,0.012043,-0.002508,-0.003984,-0.001596,-0.06472,-0.016433,-0.038156,0.0,0.0,-0.0,-0.0,0.0,0.0,
1980,2.310102,0.207189,0.029077,0.098261,-0.033493,0.003674,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.399346,0.115424,0.023241,0.056271,-0.020138,0.005984,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.49057,0.0,0.0,0.0,1.337319,1.466984,1.40937,-0.032739,-0.013899,-0.026113,1.332499,1.462164,1.40455,-0.032739,-0.013899,-0.026113,1.220345,1.451993,1.350748,-0.081969,-0.033365,-0.054374,0.112154,0.010171,0.053802,0.04923,0.019466,0.028261,-0.0,0.0,0.0,-0.0,0.0,0.0,
2010,2.323986,0.209693,0.035329,0.09979,-0.033715,0.004275,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.41323,0.117927,0.029493,0.0578,-0.02036,0.006585,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.499988,0.0,0.0,0.0,1.342895,1.472561,1.414947,-0.032739,-0.013899,-0.026113,1.342889,1.472555,1.414941,-0.032739,-0.013899,-0.026113,1.224436,1.458935,1.364135,-0.083272,-0.034329,-0.054757,0.118453,0.013619,0.050805,0.050533,0.02043,0.028644,-0.0,0.0,0.0,-0.0,0.0,0.0,
2040,2.327641,0.205541,0.030501,0.097403,-0.035507,0.00106,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.416885,0.113776,0.024666,0.055412,-0.022152,0.003369,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.231355,1.459819,1.362544,-0.081825,-0.030389,-0.055943,0.111547,0.012748,0.05241,0.049086,0.01649,0.02983,-0.0,0.0,0.0,-0.0,0.0,0.0,
2070,2.327613,0.205553,0.030452,0.097407,-0.035494,0.00105,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.416856,0.113788,0.024616,0.055417,-0.022139,0.00336,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.23131,1.459798,1.362557,-0.081818,-0.030389,-0.055944,0.111592,0.012769,0.052396,0.04908,0.01649,0.029831,0.0,0.0,-0.0,-0.0,0.0,0.0,
2100,2.327587,0.205507,0.030354,0.097433,-0.035519,0.00105,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.41683,0.113742,0.024518,0.055443,-0.022164,0.003359,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.231327,1.459746,1.362539,-0.081855,-0.030387,-0.055944,0.111576,0.012821,0.052415,0.049117,0.016488,0.029831,-0.0,-0.0,0.0,-0.0,0.0,0.0,
2130,2.32758,0.205535,0.030303,0.097426,-0.035512,0.001049,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.416823,0.11377,0.024468,0.055435,-0.022157,0.003358,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.231289,1.459741,1.362564,-0.081855,-0.030392,-0.055946,0.111613,0.012827,0.052389,0.049117,0.016493,0.029833,0.0,0.0,-0.0,-0.0,0.0,0.0,
2160,2.327563,0.205524,0.030242,0.097441,-0.035514,0.001039,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.416806,0.113758,0.024406,0.055451,-0.022159,0.003348,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.231277,1.459722,1.362567,-0.081861,-0.030394,-0.055946,0.111625,0.012846,0.052386,0.049122,0.016495,0.029833,0.0,0.0,-0.0,-0.0,0.0,0.0,
2190,2.327535,0.205541,0.030189,0.097433,-0.035517,0.001031,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.416779,0.113775,0.024353,0.055443,-0.022161,0.003341,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.231235,1.459712,1.362575,-0.081859,-0.030395,-0.055952,0.111667,0.012855,0.052378,0.04912,0.016496,0.029838,0.0,0.0,-0.0,-0.0,0.0,0.0,
2220,2.327535,0.205391,0.030037,0.097475,-0.035587,0.001075,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.416778,0.113625,0.024201,0.055485,-0.022232,0.003384,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.231368,1.459624,1.362515,-0.081953,-0.030392,-0.055931,0.111534,0.012943,0.052439,0.049215,0.016493,0.029818,0.0,0.0,-0.0,-0.0,0.0,0.0,
2250,2.327525,0.205401,0.029986,0.097506,-0.035582,0.001069,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.416769,0.113635,0.024151,0.055516,-0.022227,0.003379,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.23134,1.459621,1.362527,-0.081961,-0.030409,-0.055942,0.111563,0.012946,0.052426,0.049222,0.016509,0.029829,0.0,0.0,-0.0,-0.0,0.0,0.0,
2280,2.327492,0.205407,0.029941,0.09749,-0.035603,0.001067,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.416736,0.113641,0.024105,0.055499,-0.022248,0.003377,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.342902,1.472568,1.414953,-0.032739,-0.013899,-0.026113,1.231317,1.459598,1.36252,-0.081966,-0.030399,-0.055942,0.111585,0.01297,0.052433,0.049228,0.016499,0.029829,0.0,0.0,-0.0,-0.0,0.0,0.0,
