step,front_roll_raw_deg,front_pitch_raw_deg,front_yaw_raw_deg,rear_roll_raw_deg,rear_pitch_raw_deg,rear_yaw_raw_deg,front_roll_bias_deg,front_pitch_bias_deg,front_yaw_bias_deg,rear_roll_bias_deg,rear_pitch_bias_deg,rear_yaw_bias_deg,front_roll_cur_deg,front_pitch_cur_deg,front_yaw_cur_deg,rear_roll_cur_deg,rear_pitch_cur_deg,rear_yaw_cur_deg,front_joint_cmd_0_deg,front_joint_cmd_1_deg,front_joint_cmd_2_deg,rear_joint_cmd_0_deg,rear_joint_cmd_1_deg,rear_joint_cmd_2_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
1710,13.50124,-13.094491,-8.371789,0.047611,-0.019307,0.003343,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,13.590483,-13.186257,-8.377625,0.005621,-0.005952,0.005653,20.0,0.0,0.0,0.0,0.0,0.0,-7.25118,-0.49725,18.614317,0.022878,0.009189,0.028142,19.914366,-0.006968,-0.05143,-0.040451,-0.012571,-0.029258,0.0,-0.0,0.0,0.0,0.0,0.0,
1740,13.501051,-13.093851,-8.373187,0.047616,-0.019316,0.003348,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,13.590294,-13.185616,-8.379022,0.005626,-0.00596,0.005657,20.0,0.0,0.0,0.0,0.0,0.0,-7.249795,-0.496168,18.614679,0.022869,0.009186,0.028146,19.91433,-0.006973,-0.05144,-0.040461,-0.012577,-0.029257,-0.0,0.0,0.0,0.0,0.0,-0.0,
1770,6.204677,-6.737061,-4.158225,0.055665,-0.010836,0.001256,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,6.29392,-6.828827,-4.164061,0.013675,0.002519,0.003565,10.0,0.0,0.0,0.0,0.0,0.0,-3.387394,0.495793,9.361085,0.031002,0.001242,0.03158,9.90243,-0.011511,-0.061066,-0.039278,-0.023381,-0.033589,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
1800,6.218906,-6.749416,-4.111915,0.053479,-0.017901,0.006773,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,6.308149,-6.841182,-4.117751,0.011489,-0.004546,0.009082,10.0,0.0,0.0,0.0,0.0,0.0,-3.426203,0.457821,9.350528,0.022047,0.002485,0.029736,9.901569,-0.004256,-0.054156,-0.045388,-0.019521,-0.028032,-0.0,0.0,-0.0,-0.0,0.0,0.0,
1830,6.214159,-6.753389,-4.10634,0.052632,-0.021839,0.002752,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,6.303402,-6.845155,-4.112176,0.010642,-0.008484,0.005061,10.0,0.0,0.0,0.0,0.0,0.0,-3.432148,0.458966,9.345517,0.021153,0.007012,0.033067,9.899225,-0.011053,-0.052872,-0.045898,-0.014475,-0.030624,0.0,-0.0,0.0,-0.0,0.0,-0.0,
1860,-8.642211,11.501855,5.712411,-0.008353,0.004458,-0.007384,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-8.552968,11.410089,5.706575,-0.050343,0.017814,-0.005075,-16.0,0.0,0.0,0.0,0.0,0.0,5.453074,-2.538249,-14.738827,0.048448,0.045254,-0.014938,-15.782911,-0.001577,0.015502,0.011016,0.00456,-0.00136,-0.0,-0.0,0.0,-0.0,0.0,-0.0,
1890,-18.461219,26.379182,10.353772,0.001722,-0.006419,0.004465,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-18.371975,26.287416,10.347936,-0.040268,0.006936,0.006774,-35.0,0.0,0.0,0.0,0.0,0.0,12.190225,-8.020263,-33.299193,0.032732,0.035737,-0.010213,-34.972126,-0.032386,0.022827,-0.007318,0.001772,0.002693,0.0,0.0,0.0,-0.0,0.0,-0.0,
1920,-18.479182,26.366603,10.357997,0.001323,-0.007329,0.003303,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-18.389939,26.274837,10.352162,-0.040667,0.006027,0.005612,-35.0,0.0,0.0,0.0,0.0,0.0,12.170776,-8.000348,-33.306422,0.032661,0.037061,-0.009453,-34.974397,-0.03391,0.026686,-0.007249,0.003125,0.001982,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
1950,-9.44855,12.489202,6.063388,-0.000783,-0.014863,0.016936,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-9.359307,12.397436,6.057552,-0.042773,-0.001508,0.019245,-17.0,0.0,0.0,0.0,0.0,0.0,5.914798,-2.712732,-16.04591,0.018634,0.033762,-0.015734,-17.144058,-0.087498,0.019931,-0.016857,0.004137,0.014374,0.0,-0.0,0.0,-0.0,0.0,-0.0,
1980,8.140006,-8.413456,-5.53297,0.033944,-0.035404,0.012445,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,8.22925,-8.505222,-5.538806,-0.008046,-0.022049,0.014754,13.0,0.0,0.0,0.0,0.0,0.0,-4.181983,0.480294,12.00632,0.004476,0.020169,0.019802,12.681453,0.022396,-0.033599,-0.049415,0.000691,-0.010899,0.0,-0.0,0.0,0.0,-0.0,-0.0,
2010,26.733218,-20.985903,-15.26468,-0.000133,0.006916,0.006607,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,26.822461,-21.077669,-15.270516,-0.042124,0.020271,0.008916,35.0,0.0,0.0,0.0,0.0,0.0,-13.407804,-5.720229,32.95473,0.04238,0.030366,-0.018211,34.984478,0.00611,-0.000226,0.001424,-0.00835,0.004449,0.0,-0.0,-0.0,-0.0,0.0,0.0,
2040,26.667724,-20.98888,-15.293872,0.034006,-0.011768,0.000712,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,26.756967,-21.080646,-15.299708,-0.007984,0.001587,0.003022,35.0,0.0,0.0,0.0,0.0,0.0,-13.368129,-5.626549,32.919521,0.030549,0.017254,0.016962,34.950269,-0.005993,-0.044311,-0.025771,-0.00751,-0.023978,0.0,0.0,-0.0,-0.0,0.0,0.0,
2070,26.674752,-20.984284,-15.293396,0.030746,-0.011153,0.000866,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,26.763995,-21.076049,-15.299232,-0.011244,0.002202,0.003175,35.0,0.0,0.0,0.0,0.0,0.0,-13.367442,-5.634579,32.923521,0.030961,0.01922,0.014318,34.952619,-0.003862,-0.038962,-0.023778,-0.006525,-0.021505,-0.0,0.0,-0.0,0.0,0.0,-0.0,
2100,5.126261,-5.555543,-3.385801,0.057701,0.023435,-0.022946,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,5.215505,-5.647309,-3.391637,0.015711,0.03679,-0.020636,8.0,0.0,0.0,0.0,0.0,0.0,-2.771507,0.403769,7.77637,0.072957,-0.000206,0.032997,8.177841,-0.06196,-0.076161,-0.006977,-0.037923,-0.054018,0.0,0.0,-0.0,0.0,0.0,0.0,
2130,3.625204,-3.919952,-2.622694,0.04759,-0.021986,0.003407,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,3.714448,-4.011717,-2.62853,0.0056,-0.008631,0.005716,6.0,0.0,0.0,0.0,0.0,0.0,-1.767664,0.452911,5.712177,0.020654,0.01026,0.029184,5.892667,0.001603,-0.049542,-0.044833,-0.012067,-0.024597,-0.0,-0.0,0.0,0.0,0.0,-0.0,
2160,3.595905,-3.861262,-2.752803,0.048313,-0.023562,0.003467,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,3.685149,-3.953027,-2.758639,0.006323,-0.010207,0.005776,6.0,0.0,0.0,0.0,0.0,0.0,-1.642021,0.535948,5.742586,0.019332,0.010357,0.030305,5.893879,0.001681,-0.050925,-0.046751,-0.011889,-0.023977,-0.0,0.0,0.0,-0.0,0.0,-0.0,
2190,-1.202346,1.369422,0.809722,0.026282,-0.010821,0.003515,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.113102,1.277656,0.803886,-0.015708,0.002534,0.005824,-2.0,0.0,0.0,0.0,0.0,0.0,0.671207,-0.210718,-1.73818,0.029701,0.020713,0.009497,-1.999856,-0.018023,-0.001452,-0.02468,-0.008139,-0.012049,0.0,0.0,0.0,-0.0,-0.0,-0.0,
2220,-1.200535,1.371537,0.806893,0.026486,-0.010687,0.004169,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.111292,1.279772,0.801057,-0.015504,0.002668,0.006478,-2.0,0.0,0.0,0.0,0.0,0.0,0.674605,-0.211299,-1.736145,0.029432,0.020136,0.009209,-1.99908,-0.01422,-0.002826,-0.024976,-0.008618,-0.011634,0.0,0.0,0.0,-0.0,0.0,-0.0,
2250,-1.201678,1.363059,0.808316,0.025777,-0.010666,0.004748,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.112434,1.271293,0.80248,-0.016213,0.002689,0.007057,-2.0,0.0,0.0,0.0,0.0,0.0,0.666827,-0.207704,-1.7342,0.029115,0.020295,0.008365,-1.994455,-0.021514,-0.002331,-0.024772,-0.00847,-0.01076,-0.0,0.0,0.0,0.0,0.0,0.0,
2280,-1.202013,1.363135,0.808451,0.02491,-0.010349,0.00465,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.11277,1.271369,0.802616,-0.01708,0.003006,0.006959,-2.0,0.0,0.0,0.0,0.0,0.0,0.666804,-0.207578,-1.734549,0.02943,0.020836,0.007679,-1.99477,-0.021629,-0.002461,-0.023997,-0.008179,-0.010342,0.0,0.0,-0.0,-0.0,0.0,0.0,
2310,-1.203343,1.356355,0.810346,0.023469,-0.010003,0.004807,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.1141,1.264589,0.80451,-0.018521,0.003352,0.007117,-2.0,0.0,0.0,0.0,0.0,0.0,0.66014,-0.204835,-1.733729,0.029621,0.021622,0.006428,-1.991631,-0.02797,-0.00171,-0.022949,-0.007703,-0.009394,-0.0,0.0,-0.0,0.0,0.0,0.0,
2340,-1.20425,1.352364,0.811412,0.022307,-0.00991,0.004878,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.115006,1.260598,0.805576,-0.019683,0.003446,0.007187,-2.0,0.0,0.0,0.0,0.0,0.0,0.656242,-0.203106,-1.733305,0.029656,0.022366,0.005528,-1.989834,-0.031701,-0.001404,-0.022212,-0.007149,-0.008665,0.0,-0.0,0.0,0.0,0.0,0.0,
2370,9.821106,17.761804,-6.819456,0.008148,-0.005123,0.006949,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,9.91035,17.670038,-6.825292,-0.033842,0.008232,0.009259,-2.0,22.0,0.0,0.0,0.0,0.0,18.489148,-8.834277,4.06414,0.032359,0.029229,-0.007634,-1.977402,21.773731,-0.018216,-0.011208,-0.003625,0.001484,-0.0,0.0,0.0,-0.0,-0.0,0.0,
2400,16.492095,28.295596,-9.27795,0.007913,-0.006466,0.00553,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,16.581338,28.20383,-9.283785,-0.034077,0.006889,0.007839,-2.0,35.0,0.0,0.0,0.0,0.0,28.851384,-13.449325,5.961613,0.032083,0.030763,-0.006433,-1.944348,34.967642,0.003076,-0.011457,-0.001931,0.000125,0.0,0.0,-0.0,-0.0,0.0,0.0,
2430,16.643458,28.237723,-9.1936,0.004526,-0.007148,0.004339,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,16.732701,28.145957,-9.199436,-0.037464,0.006207,0.006649,-2.0,35.0,0.0,0.0,0.0,0.0,28.757594,-13.534064,6.032554,0.032212,0.034124,-0.007861,-1.949123,34.967184,0.008046,-0.009398,0.000906,0.001083,0.0,0.0,-0.0,-0.0,0.0,0.0,
2460,11.870426,20.4127,-7.136841,-0.001143,-0.007566,0.004069,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,11.95967,20.320934,-7.142677,-0.043133,0.005789,0.006378,-2.0,25.0,0.0,0.0,0.0,0.0,20.92257,-10.518943,4.571551,0.032022,0.03846,-0.011542,-1.924983,25.155932,0.028262,-0.006163,0.004466,0.004124,0.0,0.0,-0.0,-0.0,-0.0,-0.0,
2490,-3.895947,-1.927014,2.721612,-0.047795,-0.001068,-0.020287,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-3.806703,-2.01878,2.715777,-0.089785,0.012287,-0.017978,-2.0,-5.0,0.0,0.0,0.0,0.0,-3.204601,2.078632,-3.337401,0.05136,0.082842,-0.033113,-1.97187,-4.696363,0.036382,0.036491,0.034974,0.011931,-0.0,-0.0,0.0,0.0,0.0,0.0,
2520,-25.939027,-16.338689,20.945822,-0.034615,-0.007805,-0.01269,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-25.849784,-16.430455,20.939986,-0.076606,0.00555,-0.010381,-2.0,-35.0,0.0,0.0,0.0,0.0,-28.499197,18.288606,-21.510952,0.041484,0.071897,-0.025431,-1.958793,-34.713265,0.036692,0.021674,0.028354,0.012095,0.0,0.0,-0.0,-0.0,0.0,-0.0,
2550,-24.805807,-13.294087,24.235057,-0.040823,-0.001845,-0.008501,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-24.716563,-13.385853,24.229221,-0.082813,0.01151,-0.006191,-2.0,-35.0,0.0,0.0,0.0,0.0,-28.129731,15.133096,-23.57923,0.043921,0.071432,-0.034674,-1.938584,-34.954856,0.04114,0.028023,0.025391,0.017664,0.0,0.0,-0.0,-0.0,0.0,0.0,
2580,-24.814546,-13.292207,24.225108,-0.04177,-0.002318,-0.008909,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-24.725303,-13.383973,24.219272,-0.083761,0.011037,-0.006599,-2.0,-35.0,0.0,0.0,0.0,0.0,-28.124747,15.145084,-23.582256,0.043769,0.072531,-0.034915,-1.935976,-34.954016,0.040494,0.028566,0.026394,0.017805,0.0,-0.0,-0.0,0.0,0.0,-0.0,
2610,-18.293535,-11.617277,17.047808,-0.028436,0.036974,0.015416,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-18.204291,-11.709043,17.041972,-0.070426,0.050329,0.017726,-2.0,-26.0,0.0,0.0,0.0,0.0,-21.103727,11.170157,-16.394471,0.061802,0.033008,-0.055595,-1.904573,-26.246735,0.043734,0.028513,-0.017082,0.036186,0.0,-0.0,0.0,0.0,-0.0,0.0,
2640,0.551679,3.473051,-0.344325,0.006635,-0.006238,0.004977,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.640922,3.381286,-0.350161,-0.035355,0.007117,0.007286,-2.0,3.0,0.0,0.0,0.0,0.0,3.086068,-1.649931,-0.703802,0.032588,0.031893,-0.007109,-1.971499,2.934437,-0.004135,-0.010279,-0.001416,0.00031,0.0,0.0,-0.0,-0.0,-0.0,0.0,
2670,0.571516,3.481996,-0.344226,0.009226,-0.008922,0.006352,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.660759,3.39023,-0.350062,-0.032765,0.004434,0.008661,-2.0,3.0,0.0,0.0,0.0,0.0,3.093609,-1.667041,-0.693636,0.029604,0.030363,-0.004976,-1.968139,2.950998,0.001397,-0.014234,-0.001573,-6.5e-05,0.0,-0.0,-0.0,0.0,-0.0,0.0,
2700,-1.983274,0.269743,1.456247,-0.126131,0.016517,-0.041136,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.89403,0.177977,1.450411,-0.168121,0.029872,-0.038826,-2.0,-2.0,0.0,0.0,0.0,0.0,-0.619182,0.447364,-2.199294,0.077664,0.143028,-0.083632,-1.918291,-1.567697,0.086127,0.101906,0.076795,0.039958,0.0,0.0,0.0,-0.0,-0.0,0.0,
2730,-5.245841,-3.104985,3.946226,-0.057448,0.012104,-0.009019,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-5.156598,-3.196751,3.94039,-0.099438,0.025459,-0.00671,-2.0,-7.0,0.0,0.0,0.0,0.0,-4.943895,2.937097,-4.460321,0.055585,0.077779,-0.051826,-1.949383,-6.913942,0.04595,0.045708,0.027036,0.026598,0.0,0.0,0.0,0.0,-0.0,-0.0,
2760,-5.242423,-3.088054,3.962291,-0.065061,0.018556,-0.018764,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-5.153179,-3.17982,3.956455,-0.107051,0.031911,-0.016455,-2.0,-7.0,0.0,0.0,0.0,0.0,-4.93988,2.918854,-4.473575,0.066474,0.086138,-0.054215,-1.957837,-6.91078,0.050873,0.058966,0.030061,0.023404,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
2790,-5.243116,-3.090106,3.960819,-0.065309,0.018462,-0.01953,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-5.153873,-3.181872,3.954983,-0.107299,0.031817,-0.017221,-2.0,-7.0,0.0,0.0,0.0,0.0,-4.940669,2.921027,-4.472418,0.06684,0.086794,-0.05391,-1.957592,-6.911411,0.051289,0.059389,0.030559,0.022924,-0.0,-0.0,0.0,-0.0,0.0,0.0,
2820,-5.24628,-3.092294,3.958351,-0.062202,0.017463,-0.015162,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-5.157037,-3.18406,3.952515,-0.104193,0.030818,-0.012853,-2.0,-7.0,0.0,0.0,0.0,0.0,-4.941105,2.925686,-4.472426,0.063504,0.082488,-0.053829,-1.958373,-6.913084,0.049719,0.054896,0.027975,0.02462,-0.0,-0.0,-0.0,0.0,0.0,0.0,
2850,-5.247698,-3.095142,3.956629,-0.062553,0.017219,-0.016323,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-5.158455,-3.186908,3.950793,-0.104543,0.030574,-0.014013,-2.0,-7.0,0.0,0.0,0.0,0.0,-4.942415,2.928881,-4.471316,0.063975,0.083505,-0.053306,-1.958465,-6.914367,0.05048,0.055465,0.028796,0.023884,0.0,0.0,0.0,0.0,-0.0,-0.0,
2880,7.314809,-5.523969,21.567731,0.023216,-0.017739,0.001376,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,7.404053,-5.615735,21.561895,-0.018774,-0.004384,0.003685,-2.0,-7.0,23.0,0.0,0.0,0.0,-15.632099,-16.021189,-2.61934,0.025286,0.02694,0.01139,-2.094821,-6.952902,22.740107,-0.027047,0.002582,-0.010839,0.0,0.0,-0.0,0.0,0.0,0.0,
2910,13.439444,-5.796271,31.838068,0.023697,-0.006538,-0.000212,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,13.528687,-5.888037,31.832232,-0.018293,0.006817,0.002097,-2.0,-7.0,35.0,0.0,0.0,0.0,-19.996964,-26.811666,-2.19514,0.035349,0.022944,0.008072,-2.066441,-6.95395,34.975285,-0.020124,-0.003366,-0.013726,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
2940,13.439449,-5.796288,31.838073,0.0237,-0.006542,-0.000203,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,13.528693,-5.888053,31.832238,-0.01829,0.006813,0.002106,-2.0,-7.0,35.0,0.0,0.0,0.0,-19.996984,-26.811672,-2.195126,0.03534,0.022938,0.00807,-2.066429,-6.953953,34.975298,-0.020125,-0.003372,-0.013727,0.0,-0.0,-0.0,0.0,-0.0,0.0,
2970,13.439438,-5.796266,31.838071,0.02371,-0.006526,-0.000211,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,13.528681,-5.888032,31.832235,-0.01828,0.006829,0.002098,-2.0,-7.0,35.0,0.0,0.0,0.0,-19.99696,-26.811663,-2.195149,0.035357,0.02293,0.008075,-2.066446,-6.953952,34.975295,-0.020123,-0.003367,-0.013729,0.0,0.0,0.0,-0.0,0.0,0.0,
3000,13.439478,-5.79626,31.838088,0.023691,-0.006536,-0.000209,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,13.528721,-5.888026,31.832252,-0.0183,0.006819,0.0021,-2.0,-7.0,35.0,0.0,0.0,0.0,-19.996959,-26.811709,-2.195132,0.035348,0.022946,0.008065,-2.06643,-6.953942,34.975305,-0.020117,-0.003363,-0.01372,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3030,13.439436,-5.796244,31.838085,0.0237,-0.006535,-0.000204,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,13.52868,-5.88801,31.832249,-0.01829,0.006821,0.002105,-2.0,-7.0,35.0,0.0,0.0,0.0,-19.996942,-26.811673,-2.195171,0.035347,0.022936,0.008068,-2.066448,-6.953943,34.975295,-0.020122,-0.003366,-0.013723,-0.0,0.0,0.0,-0.0,0.0,0.0,
3060,13.439476,-5.796261,31.838087,0.023694,-0.00654,-0.000212,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,13.528719,-5.888027,31.832251,-0.018296,0.006816,0.002097,-2.0,-7.0,35.0,0.0,0.0,0.0,-19.99696,-26.811707,-2.195132,0.035347,0.022947,0.00807,-2.06643,-6.953935,34.975309,-0.020119,-0.003366,-0.013724,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,
3090,13.072917,-5.716018,31.186012,0.00237,0.005396,-0.008091,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,13.162161,-5.807783,31.180176,-0.03962,0.018751,-0.005781,-2.0,-7.0,34.0,0.0,0.0,0.0,-19.670715,-26.151433,-2.260855,0.049629,0.037697,-0.007332,-2.033828,-6.958498,34.191968,0.004984,-0.00171,-0.008516,0.0,-0.0,-0.0,0.0,0.0,0.0,
3120,-2.821791,-3.495102,7.107032,-0.028757,0.008966,-0.000327,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-2.732547,-3.586868,7.101196,-0.070747,0.022321,0.001982,-2.0,-7.0,4.0,0.0,0.0,0.0,-6.974596,-0.484678,-4.217464,0.048033,0.053766,-0.035281,-1.95462,-6.963174,4.262826,0.02336,0.009148,0.016681,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
3150,-20.581074,-5.079901,-15.641653,-0.039383,0.000412,-0.015252,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-20.491831,-5.171667,-15.647488,-0.081373,0.013767,-0.012943,-2.0,-7.0,-26.0,0.0,0.0,0.0,7.150311,24.99935,-2.661231,0.049666,0.073385,-0.030679,-2.00947,-6.91142,-25.736177,0.02735,0.030743,0.009527,-0.0,-0.0,0.0,0.0,-0.0,0.0,
3180,-24.157753,-1.398162,-26.290699,-0.033882,0.015514,-0.005354,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-24.068509,-1.489927,-26.296534,-0.075872,0.028869,-0.003045,-2.0,-7.0,-35.0,0.0,0.0,0.0,19.485048,29.509524,1.611601,0.056277,0.057611,-0.038676,-2.006646,-6.929655,-34.971112,0.027533,0.017308,0.01897,0.0,-0.0,-0.0,0.0,0.0,0.0,
3210,-24.165566,-1.392178,-26.291937,-0.030634,0.013374,-0.008987,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-24.076323,-1.483944,-26.297773,-0.072624,0.026729,-0.006678,-2.0,-7.0,-35.0,0.0,0.0,0.0,19.489902,29.509251,1.605927,0.056633,0.058285,-0.033407,-2.011953,-6.934403,-34.974609,0.026225,0.017858,0.013846,0.0,-0.0,0.0,-0.0,-0.0,-0.0,
3240,-24.165497,-1.392007,-26.291949,-0.030776,0.013389,-0.009154,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-24.076254,-1.483773,-26.297785,-0.072766,0.026744,-0.006845,-2.0,-7.0,-35.0,0.0,0.0,0.0,19.49001,29.509092,1.605934,0.056741,0.058476,-0.033417,-2.011994,-6.93421,-34.974571,0.026357,0.01802,0.013792,-0.0,-0.0,-0.0,-0.0,0.0,0.0,
3270,-24.165365,-1.392021,-26.291919,-0.030874,0.013406,-0.0092,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-24.076121,-1.483786,-26.297755,-0.072864,0.026761,-0.006891,-2.0,-7.0,-35.0,0.0,0.0,0.0,19.489968,29.509025,1.605998,0.056782,0.058565,-0.033467,-2.011952,-6.934087,-34.974499,0.026433,0.018098,0.013825,-0.0,-0.0,0.0,0.0,-0.0,0.0,
3300,-19.032256,-1.744148,-17.852961,-0.059627,0.033277,-0.015989,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-18.943012,-1.835914,-17.858797,-0.101618,0.046632,-0.01368,-2.0,-7.0,-25.0,0.0,0.0,0.0,11.323562,22.971294,-1.143823,0.07689,0.074672,-0.057992,-1.991448,-6.903955,-25.189511,0.058328,0.026547,0.028489,0.0,0.0,-0.0,0.0,-0.0,-0.0,
3330,-2.607016,-3.620216,7.395546,-0.091306,0.015416,-0.026812,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-2.517772,-3.711982,7.389711,-0.133297,0.028771,-0.024502,-2.0,-7.0,5.0,0.0,0.0,0.0,-7.229543,-0.761906,-4.155482,0.068531,0.110613,-0.066839,-1.91986,-6.888675,4.83313,0.074938,0.050823,0.033077,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
3360,2.373357,-4.332799,14.737013,0.046303,-0.018807,0.003224,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.462601,-4.424565,14.731177,0.004313,-0.005452,0.005533,-2.0,-7.0,14.0,0.0,0.0,0.0,-11.49998,-8.497053,-3.808677,0.023355,0.009979,0.027082,-2.104751,-6.981253,13.9561,-0.042289,-0.01095,-0.024472,0.0,0.0,0.0,-0.0,0.0,-0.0,
3390,2.374107,-4.331702,14.737134,0.045425,-0.018523,0.00199,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.463351,-4.423468,14.731298,0.003435,-0.005168,0.004299,-2.0,-7.0,14.0,0.0,0.0,0.0,-11.499044,-8.498075,-3.808763,0.024299,0.011196,0.027057,-2.103624,-6.980886,13.95632,-0.041041,-0.010201,-0.024946,-0.0,0.0,0.0,0.0,-0.0,0.0,
3420,2.37353,-4.330738,14.738489,0.045288,-0.018572,0.002014,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.462773,-4.422504,14.732653,0.003298,-0.005217,0.004324,-2.0,-7.0,14.0,0.0,0.0,0.0,-11.498908,-8.498598,-3.810299,0.024245,0.011299,0.026967,-2.10396,-6.981613,13.956941,-0.041001,-0.010104,-0.024845,-0.0,0.0,-0.0,0.0,-0.0,0.0,
3450,2.373032,-4.328606,14.739671,0.044813,-0.018806,0.000544,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,2.462276,-4.420372,14.733835,0.002823,-0.005451,0.002854,-2.0,-7.0,14.0,0.0,0.0,0.0,-11.497659,-8.499447,-3.812303,0.024902,0.01258,0.027575,-2.104803,-6.981527,13.957356,-0.040224,-0.009075,-0.025724,0.0,0.0,-0.0,-0.0,0.0,0.0,
3480,-1.249357,-3.745801,9.207041,-0.056595,0.00862,-0.014183,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.160114,-3.837567,9.201205,-0.098585,0.021975,-0.011874,-2.0,-7.0,7.0,0.0,0.0,0.0,-8.273479,-2.769789,-4.039299,0.055728,0.081579,-0.046818,-1.944026,-6.92226,7.042889,0.045655,0.030283,0.021861,0.0,-0.0,0.0,-0.0,-0.0,-0.0,
