sample_index,time_s,q_raw,q_ref,q_cmd,qdot_cmd,q_model,qdot_model,q_cmd_minus_model,q_raw_minus_model,qdot_cmd_minus_model,tau_model
0,0.0,-0.1778383255004882,-0.04313199544135939,-0.017777777777777778,-0.5333333333333333,-0.015102008342043033,0.4793472896189508,-0.002675769435734745,-0.16273631715844517,-1.012680622952284,2.6620125972082787
1,0.03333333333333333,0.0862903296947479,-0.011742568431907546,-0.017777777777777778,0.0,-0.016732263571667082,0.2568185695421128,-0.0010455142061106953,0.10302259326641498,-0.2568185695421128,2.181399821773379
2,0.06666666666666667,0.0716520473361015,0.008483533995770846,0.0,0.5333333333333333,-0.0023872831694612844,-0.41999635067765717,0.0023872831694612844,0.07403933050556279,0.9533296840109905,-2.2023379718509974
3,0.1,0.1374940574169159,0.039773084729158414,0.035555555555555556,1.0666666666666667,0.034677940728898814,0.6588389443767226,0.0008776148266567418,0.10281611668801707,0.407827722289944,10.417328761290097
4,0.13333333333333333,0.1732757687568664,0.07215214105847892,0.07215214105847892,1.097897565087701,0.07129814527455064,0.6357769797105992,0.0008539957839282797,0.10197762348231576,0.46212058537710177,10.152314742268848
5,0.16666666666666666,0.1532170921564102,0.09181321856452188,0.09181321856452188,0.5898323251812887,0.08935770254459793,-0.3260800475071781,0.0024555160199239423,0.06385938961181226,0.9159123726884668,-0.9007590178022992
6,0.2,0.1170045211911201,0.09792298791257704,0.09792298791257704,0.18329308044165504,0.09610044462664026,-0.3811192425749427,0.001822543285936784,0.020904076564479845,0.5644123230165977,-2.731857674874579
7,0.23333333333333334,0.1738024950027465,0.11632641442199276,0.11632641442199276,0.5521027952824715,0.11380001445064876,-0.34473545588497245,0.002526399971344004,0.06000248055209774,0.896838251167444,-1.1151355820828095
8,0.26666666666666666,0.114235870540142,0.11581938463002758,0.1169520631536307,0.0187694619491382,0.11598111612668222,-0.22165449729704934,0.0009709470269484849,-0.0017452455865402117,0.24042395924618754,-1.7922423377619587
9,0.3,0.1018489971756935,0.11243107850254604,0.11243107850254604,-0.13562953953253992,0.11273002958363176,0.027982437191221912,-0.0002989510810857271,-0.010881032407938265,-0.16361197672376182,-0.12155900000158745
10,0.3333333333333333,0.1307291388511657,0.11686899621978306,0.11686899621978306,0.13313753151711055,0.11624121295966408,-0.1171419154104737,0.0006277832601189748,0.014487925891501607,0.25027944692758425,-0.6715080461611258
11,0.36666666666666664,0.1328376084566116,0.1207419415383209,0.1207419415383209,0.11618835955613513,0.11986601903592052,-0.18097393635741932,0.0008759225024003725,0.012971589420691085,0.2971622959135545,-1.247773708160095
12,0.4,0.1013219505548477,0.11603191651861215,0.11603191651861215,-0.14130075059126226,0.11642424967116509,0.05169503082688612,-0.0003923331525529372,-0.015102299116317386,-0.19299578141814838,0.07516034183251558
13,0.43333333333333335,0.1284535080194473,0.11904458561837254,0.11904458561837254,0.0903800729928117,0.11869108194346298,-0.061800219845058985,0.0003535036749095638,0.00976242607598432,0.15218029283787068,-0.3058230029876881
14,0.4666666666666667,0.1080175787210464,0.11637015191636378,0.11637015191636378,-0.08023301106026282,0.1166656488511225,0.04880071172245504,-0.0002954969347587211,-0.008648070130076096,-0.12903372278271785,0.21397665300847263
15,0.5,0.0518446937203407,0.10072047819766441,0.10072047819766441,-0.46949021156098103,0.1033591042374735,0.5076065185139165,-0.0026386260398090916,-0.051514410517132805,-0.9770967300748975,3.132874262415534
16,0.5333333333333333,0.1300069242715835,0.10782346263591154,0.10284858225674283,0.0638431217723523,0.10357381871025968,0.20083926888099402,-0.0007252364535168532,0.02643310556132382,-0.13699614710864172,1.8800290116923832
17,0.5666666666666667,0.1422003358602523,0.11616105316949078,0.11616105316949078,0.3993741273824386,0.11437136008738877,-0.3130371770580229,0.0017896930821020146,0.02782897577286353,0.7124113044404615,-1.6291144790116467
18,0.6,0.0431277826428413,0.09844793827956023,0.11169574630446095,-0.13395920595089472,0.11172590307333465,-0.03178004839509852,-3.0156768873690343e-05,-0.06859812043049335,-0.10217915755579621,-0.6027307803273172
19,0.6333333333333333,0.0270599108189344,0.0811338522054035,0.08945266166165336,-0.667292539284228,0.0917049807678133,0.22443743158453267,-0.0022523191061599446,-0.0646450699488789,-0.8917299708687607,-0.26725587336012335
20,0.6666666666666666,-0.0877032652497291,0.040184963601596624,0.049431799241067984,-1.2006258726175614,0.051378073900467884,-0.6288153543221338,-0.0019462746593999006,-0.139081339150197,-0.5718105182954276,-11.241388462634578
21,0.7,-0.136779174208641,-0.0027350108405508958,-0.0027350108405508958,-1.5650043024485665,0.003522803826601082,-0.34263240886401647,-0.006257814667151978,-0.14030197803524208,-1.22237189358455,-12.288327242323426
22,0.7333333333333333,-0.0232875179499387,-0.007719710513446701,-0.037124043144391994,-1.031670969115233,-0.03569043173272537,-0.6846514774365089,-0.0014336114116666257,0.012402913782786667,-0.34701949167872415,-11.216124905291018
23,0.7666666666666666,-0.2006791830062866,-0.05451911139908671,-0.05451911139908671,-0.5218520476408415,-0.05217292759739589,0.3224065779938443,-0.0023461838016908196,-0.1485062554088907,-0.8442586256346858,1.0511654710005462
24,0.8,-0.3798363208770752,-0.1334198790300878,-0.0896919574315592,-1.0551853809741747,-0.08877614265826288,-0.6348965440724217,-0.0009158147732963168,-0.2910601782188123,-0.420288836901753,-10.14219731340531
25,0.8333333333333334,-0.2708660066127777,-0.16675535793568969,-0.14264258124180945,-1.588518714307508,-0.13645129449738136,-0.32101822069421915,-0.006191286744428093,-0.13441471211539635,-1.2675004936132888,-11.990051445580223
26,0.8666666666666667,-0.3551959693431854,-0.2124587774282038,-0.20264258124180945,-1.8,-0.19480141614122154,-1.6020145972608169,-0.00784116510058791,-0.16039455320196389,-0.1979854027391832,-29.66780144219927
27,0.9,-0.1470971852540969,-0.19660631206248694,-0.24486480346403167,-1.2666666666666666,-0.23982972203940195,-0.39310137551588875,-0.005035081424629717,0.09273253678530505,-0.8735652911507779,-11.348039377635452
28,0.9333333333333333,-0.3648898601531982,-0.2374209407915705,-0.2693092479084761,-0.7333333333333333,-0.26751278125230715,-0.1726327846874272,-0.001796466656168949,-0.09737707890089103,-0.560700548645906,-4.830144394408141
29,0.9666666666666667,-0.1679327934980392,-0.22056764190980122,-0.27597591457514276,-0.19999999999999996,-0.2747347679670237,0.19362886497660492,-0.0012411466081190814,0.10680197446898448,-0.3936288649766049,0.9441982260431836
30,1.0,0.0103955091908574,-0.16455102371257094,-0.26486480346403163,0.33333333333333337,-0.2662056774979779,-0.23288746207105626,0.0013408740339462821,0.2766011866888353,0.5662207954043896,-1.1540064959740137
31,1.0333333333333332,-0.1793107837438583,-0.16813078021665082,-0.23597591457514275,0.8666666666666667,-0.23753532332568758,0.22379676515212893,0.0015594087505448329,0.05822453958182927,0.6428699015145378,5.418089623202683
32,1.0666666666666667,-0.0813670828938484,-0.14708755802666046,-0.18930924790847609,1.4,-0.1934889925616148,0.4423346493629273,0.004179744653138723,0.1121219096677664,0.9576653506370726,11.325763338976774
